,taxa102106,taxa1263,taxa1301,taxa1348911,taxa1485,taxa1578,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa283168,taxa292632,taxa29465,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa459786,taxa561,taxa572511,taxa577309,taxa61170,taxa816,taxa830,taxa838,taxa841,condition
0,0.004449850285602387,0.007868250510757766,,,0.0006253633272852187,,0.006320716957649404,0.189505776570977,0.019685835326043094,0.0013655370525210973,0.03841539528574782,,0.05237914592534723,,0.001861136977305436,0.045521349817962534,,,,0.05746265538322501,0.05686637872232515,,0.013408338696614187,0.005289983822078091,,0.02146196549665893,,0.0012552330395033799,0.4624626328513004,,,0.01379445395109589,Control
1,,0.005633792676069521,,,,,,0.0041094946576569445,0.05169413279762736,,0.013579382346802945,,,,,0.015588379735106343,,,,0.01388728194653347,,0.15577179749666323,,,,0.025279767136302717,,,0.36552452481811776,,0.2500996748704227,0.09883177151869697,Control
2,,,0.0003048486428027607,0.003175925678906445,,,,0.09800724823565386,0.014007235922682755,0.00038436991448641576,0.0054975363796991965,,0.0042969190894147444,,0.002368297382877993,0.03461873911071619,,0.0026449288002446175,,0.04597355584240219,0.0012434048648548815,0.04663414674188524,6.0025734109597766e-05,,,0.012326412759521524,0.009276797642476468,,0.619193664565937,,0.06105868977674531,0.03892725291458288,Control
3,,0.058725068836913606,0.000288430095395544,0.0018207016928210977,0.09579322474092566,,,0.06332379657750167,0.0019267640491972041,,0.0005430647706231503,,0.02880485684823274,,0.0013164272629567443,0.09869941832555595,0.0036280127474624473,0.0019462123570296967,,0.03772450972463215,0.057619172163116246,,,,,0.14293124683101507,0.18694287373085178,0.00014357739826064108,0.1937582834647192,,,0.024064358382789242,Control
4,,,,,,,,0.10534956846264125,0.025076268997437923,,0.00881071695937508,,0.0029068251358961806,,0.004076064080330791,0.033799105674396986,,0.08995224486896189,,0.015802845924921493,0.002960313018067611,0.018673738702353185,,,,0.019931781904135755,0.008349242812809661,,0.3533649729727067,0.2057599775946345,,0.10518633289133111,Control
5,,,,,,,,,0.11818527701631662,,,,,,,0.1329273333192781,,,,,0.027497422254560148,,,,,,,,0.5671885732945082,,,0.15420139411533693,Control
6,,,,,0.003475774594317435,,0.0010582892605154894,0.13554848892622812,0.007935815373208702,,0.03631814837193366,,0.020879021017739054,0.00020501784176795188,0.0007089364508883972,0.15531305141173443,,0.04448475927053769,,0.020396165885512584,0.015666412300107607,0.07511566857882916,,0.00019970182140899816,,0.018306668977630988,,0.002853098096423381,0.4021940519950924,,,0.059340929826124,Control
7,,0.021396984303214895,,,,,,0.0470503539102173,0.00922666652329248,,0.0006009887442303089,,0.006195915448658153,0.000205383521467148,0.0016768327925438251,0.033970541981305793,,0.0005819558210367565,,0.08832459198842972,,,,,0.001232301128802888,0.005509009723458078,,,0.4058045039208359,,0.2425579388527018,0.1356660313398049,Control
8,0.004503829615390079,0.06128321662503564,0.0053204635982253504,0.0017294907236727229,0.0013228362196970103,1.3602169979366011e-05,0.01279218594629843,0.02291925338797308,0.00860422894487363,0.0031061310823992253,0.11135038615553004,0.006286721450833646,0.04533724162300286,0.0014815282027896136,0.003810219703257075,0.06602382475488133,0.0011657563456389983,0.13041458305772144,0.0029151969186147915,0.017345990941760845,0.006870103407726455,,0.0023572056790167983,0.0028461785005713413,8.644934697997063e-05,0.012531024282694602,,0.0013214256242917422,0.38274894212901367,5.6222302581379506e-05,0.0003173839661852069,0.08313837729336362,Control
9,0.0009971983701647605,0.07142264779853276,0.00011383597524676095,0.010340339734757406,,0.018748451013360937,0.005828187147775206,0.1386078289797039,0.0023398423884839993,0.0023600083002415493,0.06550353506046613,,0.07172752297332885,0.002955916958923231,0.0020266144691729435,0.0925107025505344,0.0008445817953842496,0.00010381268182880716,0.0018872429606947288,0.023577053292538532,0.02375114835321466,0.0533309611538911,0.01453258220681658,0.0023887656063573464,0.001466503286983954,0.008749141904657238,,0.0004959143743454283,0.34600408878776495,0.000516080286102978,0.00048016348468864363,0.036389328104037964,Control
10,,,,0.005248501334125009,,,,0.10786051778100894,0.02233622037964289,,0.0016043321665937522,,0.00148449526586829,,0.0043286382947584825,0.021091503302769706,,0.004706938754888339,,0.04657406865172109,,0.04260890778581807,,,,0.012025027540043845,0.005794656965305861,,0.6376784544213189,,0.049627926256880846,0.03702981109925617,Control
11,0.0002705890821875058,0.05208495819424354,0.00018165923582151718,,6.428416146086476e-05,,0.00015988888082199112,0.13984372376582369,0.003797797353525817,7.640162320588401e-05,0.013287515635889991,0.008493211089367002,0.016815442739704697,0.003072700765546319,0.002175187073584724,0.09392891547793172,1.3452436344046779e-05,0.05165776632255472,,0.032226286820524884,,,0.003842056896001269,0.00013226517565749813,,0.016610370103223318,,3.0909796485176185e-05,0.22413812756257365,0.2980690208567189,,0.039027468950801364,Control
12,,0.0199212193985037,,,,,,0.04293190741603953,0.015966283904521674,,,0.012805665043748384,0.027589328015126684,,,0.23578193373420644,,0.012046128260451875,,0.05722960681379675,0.003111312061355048,0.08525113808575946,,,0.0804937211767296,,,,0.3574753561435424,,,0.04939639994621847,Control
13,0.00020697379707662722,0.0067177025827198835,0.0006719532410002487,,0.0010386302970195975,4.218768457112e-05,0.005707536265651885,0.032557201925710225,0.005786218838803805,0.0005915424976369812,0.021966771556432788,0.004242962840070859,0.14433575948099592,0.0007532788980048172,0.01690933226146117,0.3052629695616364,0.0004919185678063846,0.005875778718580085,0.004460712286700592,0.03389602555414794,0.1311050916570652,0.11698390788893438,0.00035020861047592385,0.0013604765846151779,,0.00639900766433323,,0.00026878129640009934,0.14324091282357188,,,0.008776156618576772,Control
14,0.0028105247733017343,0.0017617131923432193,0.0003277170434866471,0.00043492733342727883,,2.832411590134593e-05,0.0024267447070186222,0.12055188486457559,0.005266764014234154,0.0010891910023881212,0.055832801573416344,0.004194544073026593,0.050015238842522125,0.03248553714462013,0.011854461797321988,0.04506893528009741,,0.013158073379591373,0.0010607498446855298,0.09865816256544394,0.014873320976840238,,0.006982947945892978,0.0005135794238640742,,0.014150587854150933,0.00813744827337594,,0.20073488206165854,,0.24819767330262468,0.05938326461419044,Control
15,0.0002096762985796575,0.023072548719456968,6.288536095405544e-06,6.238213901893812e-06,3.6800605280246416e-05,,4.937583635350043e-06,0.30417129228485223,0.000852824819469413,6.472956380036012e-06,4.169203647161841e-05,8.031041115393472e-06,0.5702532056754452,0.0010731940426568585,0.0069807374733950175,5.273756768899397e-06,6.597073092616943e-06,0.0013857388122614734,9.553273076152853e-08,0.0008297822819598227,0.07880641129836397,9.394286047674604e-05,2.255686341688247e-06,0.004873413341508797,6.590917646067674e-07,0.0011038156285192971,0.0006775218957625244,0.00020350549732883776,0.0012365816827233753,0.003614737362555417,0.00042926567906929745,6.462232036443965e-06,Treat
16,,0.022985807987179852,,,,,,0.7109358648249049,0.0010443205681823406,,,,0.18810229307066947,,,7.140907829065803e-06,,0.00016401292406937305,,0.00975370967372843,,,,,,0.0013723679971299405,,,0.02934689377563316,,0.03566933721970063,0.0006182510509727202,Treat
17,,0.05849866170937665,0.0003629093696298666,,,,,0.9131529644989164,0.007356054747534225,,6.332228379012057e-05,0.00019558793976182814,,0.0003516919317726585,,3.575052420672304e-05,,0.001215427137161042,,0.0023956940896471693,,0.001296350513777686,,,,0.00019347937778603125,0.0008182093893966724,,0.013806021783513998,,,0.0002578747037289858,Treat
18,0.00010317323726109781,0.003981479806572752,0.002528494907933931,,0.002362661266975611,5.975884203821828e-06,7.9328936709576e-06,0.05082548365425323,,,0.00019337678014434977,,0.010107153967852186,,0.0049679648529063845,,0.00020634572243199964,9.285606395302722e-05,4.1405149655866953e-07,0.0015166425264510797,0.07418050937009958,0.005395953840779731,0.00040237502364612467,0.07299091976842872,,8.105924064373661e-05,0.002320907966572224,,0.0018014095022012085,,0.7659150817295425,1.1827941979238344e-05,Treat
19,,0.015251092271182423,9.144874093749514e-05,,,2.3009373663215876e-06,,0.921542470639411,0.0003490547967588372,0.0003140840834791281,3.082628881087183e-05,,0.0345346177194319,,0.002360048430712916,2.4616156977646373e-06,0.00016675045247757075,0.009957791731908307,,0.00045902843549719695,,,,,,0.0030346846359972047,0.0018441087465359874,,0.0035930851330630616,,0.006386880564953119,7.926477577887321e-05,Treat
20,,0.08821945105609415,,,0.00158940648264467,,,0.9025558585817288,0.0010139298407371518,0.0002198713794170512,,,,,,8.480349720461851e-07,,,,0.0012076883293912588,,,,,,0.002723840305549117,,,0.002455673335873909,,,1.34326535918528e-05,Treat
21,,,,,0.00013027064721582218,,,0.8393427844831844,0.0013781169529637654,,3.7069431269732864e-05,,0.059922407981593165,,0.00174071834606875,1.0505487378782188e-05,,0.003911514804862425,,0.0014620912056908535,0.046350530858664994,0.004085993956530152,,,,0.0065010453198128815,,0.012218391307947841,0.022700182519107014,,,0.00020837669770945632,Treat
22,1.685623471004257e-05,0.002033675128289406,4.610892769910862e-05,,0.00018154373528656524,,3.350851796981689e-07,0.7696290763843578,0.00013925746124035813,1.0785206935218154e-06,6.586521366155521e-05,,0.16554484810756456,0.0002137493199473548,0.0025674586402347275,9.646177658040914e-07,4.9337972854858855e-06,0.000297325975947767,3.289196669904148e-07,0.0011084931315046877,0.023092515325823407,,,0.01684604732996172,6.338641257430147e-09,0.00237447680179795,0.008195383600125613,0.0031203718453827753,0.004465782112600188,2.20270456156774e-06,,5.131474006999131e-05,Treat
23,,0.00021628277083121566,,,0.014481919448080752,,,0.9153384115103097,0.006416085625472672,,6.541650085124179e-05,0.00015360827773075916,,,,1.8491383554685713e-05,,0.0018135383317418375,,0.00029694737106752804,,,,,,0.0013726224593632204,0.0015450342655858606,,0.000524377627027992,0.028861120534273282,0.0288866366129761,9.507281133144898e-06,Treat
24,0.00010101828702308216,0.012142072240921196,1.4556580451568322e-06,,4.132864888531721e-05,3.3647602730837017e-07,4.427952663237643e-06,0.30855391328041454,0.0003113129267482319,9.552750818581171e-07,0.00030705719781462835,,0.5779918628356541,,0.004900859174309575,1.1802293792796489e-06,0.0,0.0016334300631071763,3.919367262381295e-07,0.0008234279603165023,0.03697617344112349,,1.1282647241888708e-05,0.043027853534404636,,0.0013615607284842414,,0.005889740765565167,0.0058324499999907594,,,8.590874007233462e-05,Treat
25,1.4863212973671611e-05,0.00024407496817315977,0.0002549803965065367,,,6.10562922316585e-08,3.207918979195117e-06,0.0354290293814234,,,2.9241079947051654e-05,,0.42953267639367243,5.449849207889575e-05,0.032314497165999295,,4.9544132263105035e-06,,9.941463522033175e-07,0.005137718130232384,0.23336411750750327,,0.0001288146904735533,0.13867824464215994,,2.5950007996810324e-05,0.03933918180103723,,0.029418208512141285,6.440734523677665e-05,0.05595832017601987,1.9585615744473472e-06,Treat
26,0.000278955922791384,0.003964141386791911,6.765279814434671e-06,5.340000866454984e-06,3.8276332071746766e-05,,2.8306727046788676e-06,0.7999850127331278,0.00035026493381505624,2.8069310185947635e-05,0.00015122780687023277,2.220287810592327e-06,0.1732062479639743,,0.0021950464518206893,9.14905626075362e-06,1.851044586841148e-06,0.0012673144647892371,5.794046956588971e-08,0.00033782147635588126,0.002176871424952443,,,0.0074574393682564815,5.041088967647642e-08,0.0010805694151815176,0.002078121785438244,0.00039230870990453686,0.004935298156488,,3.6007390292737167e-06,4.514692475226049e-05,Treat
27,,0.014876190997432228,3.294626040720528e-05,6.716594582432246e-06,,1.6550768575895843e-06,,0.8072898269109454,0.001781134562737961,6.739085462312536e-05,4.281094119672977e-05,,0.08207206081805728,2.3543861983776957e-05,0.0019101980550444947,9.106233364618127e-06,8.47497246398224e-05,0.0013725877297124818,3.5232106323108654e-07,0.008733842491404385,0.028602624714734848,,5.377364916833122e-06,,2.0196015188314922e-07,0.0021114088283260327,,,0.015203548041166809,0.03104242356713803,0.004462056299271034,0.00026724579024171516,Treat
28,5.4201144478336235e-05,0.005433694648687655,7.569134152521213e-05,,8.51740357924137e-06,,6.368542610598263e-06,0.7724538770455026,2.472283245632905e-05,7.56064638090851e-06,0.00026467259118570735,,0.19623450321032235,5.001745471757893e-06,0.000245526550507582,1.997677971490444e-06,0.00017167564296357917,0.0007032929681248164,,,,,0.0003210599754630421,0.017068859379655826,,0.0005044100899528602,,0.00019138204139594627,0.006153517680376545,,,6.946684138773e-05,Treat
29,0.0009747729866606329,0.04641350035106976,2.9609611855740578e-06,3.419728018186176e-06,0.0,2.1984645255548203e-06,4.928965928054774e-05,0.7447734961054584,0.0014863860372836013,,0.0003733869691620624,9.621661735772908e-06,0.03670335953782554,0.004488112923897207,0.01043243763687464,2.7755001319189737e-05,,0.0011860603387867082,2.71627167119419e-07,0.0013682841833548,0.00488408443950142,0.004720763124645447,2.5443110903033092e-05,0.12558782498369336,1.2614215795952047e-06,0.0011659028500465509,0.0005743790655245811,,0.0015985638731471348,0.012445134404374163,0.0006452716801193753,5.605687286008221e-05,Treat
