,taxa102106,taxa1263,taxa1301,taxa1348911,taxa135858,taxa1485,taxa1578,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa33024,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa447020,taxa459786,taxa52225,taxa561,taxa572511,taxa577309,taxa577310,taxa61170,taxa724,taxa816,taxa830,taxa838,taxa841,taxa84111,taxa846,taxa872,taxa906,taxa946234,condition
0,,0.009934201946359633,0.007598350138965237,0.0008852743754058913,,,,,0.09749570949867181,0.02723233272449052,,0.015147960223629159,,0.0009426815941750128,,,,0.15540735723982016,,,0.006998174491229798,,0.045547988611141954,0.005886330239971351,,,,,,,0.029479677487672485,,,,,0.47378595713383603,,,0.12365800429463096,,,,,,Control
1,,,5.9911601807594395e-05,,,0.03546967943694103,,,0.07991456139838335,0.006556298064241325,0.0008024555712073733,,,,,0.00045357104902039224,0.02972102363734978,0.028558569200863904,6.626265500274576e-05,,0.001683875903807795,0.008410911448112105,0.36240591443945813,0.08344267729917651,0.06841142800043862,,,0.012225989102439523,,0.0003615866285772836,0.011838786559308461,,0.0008030906765268883,0.003472544185335587,,0.24470396259144986,,8.605677079430081e-05,0.01824932795272106,0.0019139957312454456,,4.445737236605946e-05,,0.0003430627234247588,Control
2,0.00035825537587703477,0.004934980590669364,0.008177186814884465,,,0.0005284279699470237,8.060757689309622e-05,0.008383190343297275,0.0006717294163732573,,,0.005355927489664268,,0.008293627672535648,3.5825537587703476e-05,0.00033138657464854736,0.005436538586180266,,0.0024182273067928865,,8.956396129002211e-05,0.0032869992916722537,0.027988745235679614,0.015145289306563335,0.008096587450444809,0.002937700182871381,,0.001200156213112647,,,0.00011643323180156308,0.023206046995872958,0.0002955615063438973,0.0,2.686915319077762e-05,0.17308214900172605,5.3738423702318605e-05,0.6988950391330874,0.0004657329272062523,,3.5825537587703476e-05,0.0,7.165119249617034e-05,,Control
3,0.0009704177265649694,0.0151602911735275,0.00012574653215269524,,,0.10534887782770254,,0.0,0.004994608065033051,0.00023110444926785286,0.00010505660753332205,,,0.030441608362425605,5.574227263957337e-05,0.00013799978848067355,0.014139153000686881,0.06167696659993327,3.0030521656274667e-05,,0.004321181149630639,0.005610585286832158,0.06643313834920714,,0.054805501149646704,,,0.01028349515499214,2.5611314456020202e-05,0.015191125187402003,0.06485809272842553,,0.0004657241769904536,,,0.5407572934244105,5.232743071210401e-05,0.0,0.003178514778783024,0.0002409472289411469,,4.399119894798762e-05,,0.0003148685130181307,Control
4,0.00070864861590905,0.033599869087555134,0.002656715053974818,0.0013972140726627824,0.02770806524795263,,,0.0020484822338423547,0.07045087223604192,0.02065207573794984,0.001018078031042826,0.09025361098389416,0.01488055833307654,0.005390362421327679,0.08856481919312452,,0.020382918901228047,0.13905196862776767,0.002152617133166221,0.10932570527485773,0.020918469812036503,,0.002054432799518005,0.01956152831778571,,0.006435749298417681,,0.0003027350287486705,,0.00329948240704632,0.023634903042970525,,,,0.0027835896149877746,0.2083356799105715,,0.04763980375884483,0.034791044823698554,,,,,,Control
5,,0.0,0.0011792780308065528,,,0.0003712559470801526,3.2757845324234796e-05,0.0010591706988890834,0.002249370578642156,,,0.003559684391611548,,0.0068682333706581115,0.001277560368511057,8.735432754572448e-05,0.00631134779971317,,0.0001201117327833693,,,0.000491367679863522,0.020561065526579055,0.017328959588209854,4.367716377286224e-05,0.0007315922456467354,,0.004597023494988815,,,3.2757845324234796e-05,0.03265959599302454,0.0005459648222148967,,,0.27070056213846655,,0.6285470708223078,0.0006223990611604612,,,2.183852687560737e-05,,,Control
6,0.010767622526926738,0.033084146619555097,0.00042105103636203706,0.00032561826255624455,,0.01677773696741063,,0.04136601161760906,0.05076173682323751,0.007331018713117715,0.0003340147083202735,0.15639199400944312,0.0021902435962509667,0.03573814025074859,0.022944721589729794,0.000850293727128005,0.005878228804580609,0.20700925052813132,0.0002911109183796867,,0.01663479259806204,5.488408450633558e-05,0.02371453231233918,0.09292131496122738,,0.015935225311966356,3.901275409871988e-05,0.0023029812399850626,3.880796273862161e-05,2.4882150251939447e-05,0.01855297087242246,,0.00018001160552637676,0.0008559254895307071,,0.19392410657465253,,,0.0422897230473323,1.5052164967222633e-05,1.413060384678043e-05,,,3.8705567058572464e-05,Control
7,,0.10503743102098728,,,0.06612476979224335,,,,0.06576776812304184,0.07556802631398067,,,0.030979267659189635,0.0009847747327798768,0.005649124429453429,,,0.10284772358323034,,,,,0.013172715907902735,0.020267134726264704,,,,,,0.0065608950285955415,,,,,,0.4347713793803001,,,0.0722689893020305,,,,,,Control
8,0.002393239099543789,0.06287262855691722,,,,0.00035519434755589826,0.0019080498705363476,0.018140119066145103,0.26101888904791043,0.005494991968024592,3.479029679873021e-05,0.06393977403806393,0.018704367682189183,0.01980349107087241,0.010513856850219857,,0.002706039283036564,0.19643393208059096,,0.07097085135606117,0.02767328536438877,,,0.022844725488933872,,,,0.0009522541716586576,0.002112312661022305,0.018449065234723047,0.0575709623100257,,,,,0.08320526545933919,,,0.05190191469544219,,,,,,Control
9,,,,0.014659276220750245,,,,,0.19914942188479312,0.00819657698001603,0.0008878677560017857,0.00019842194184446066,,0.0194731213230437,,,,0.03999630927138596,,,,,0.033617526815387204,0.03488654179030724,,,,,,0.020582050441232236,0.007623648715887046,0.007704949389827373,,,,0.2577543284810851,0.3407615116169909,,0.014508447371447583,,,,,,Control
10,0.0009305103616352978,0.014492905640137372,0.0021987921519630534,0.0027799324840400734,,0.00028260243153068555,,0.003839742030979561,0.2043451586280126,0.013585289908037217,,0.06405029798822773,,0.02543290769157687,,0.00039243613886006344,0.004217251274812308,0.11307627270186585,0.0016945051577969478,,0.10981656157157615,0.0002977310413556687,0.005699048178469991,0.008021894930997907,0.08055329158711119,,,1.6137183813315377e-05,,0.0005096324363042663,0.015267692177974178,,0.0019160888630335344,,0.0037083248402998733,0.22628971146614485,0.02629786074397057,0.0011067082373969349,0.06918071215207602,,,,,,Control
11,0.001819789032112173,0.005489742937540214,0.00666898013982501,,,0.00020271015914383902,0.0002331882759071408,0.017758412241484462,0.06807686253765913,0.005166347618058467,0.00044254634642552546,0.08044831877900982,,0.03417312818083383,0.00013428780976582275,0.00011137808441354224,0.00720306311210005,0.19321489618979562,0.0044726124972347256,,0.08496368246016087,0.0006583477771992392,0.03686870282987269,0.002692813208929434,0.12296283705038516,,5.553562886735851e-05,0.0025362293271689812,,0.00010452562191977975,0.010483551686539317,,6.842234937801631e-05,0.0004914340639183383,0.0019992826392249063,0.21157949567307904,,,0.09869888101332988,,5.8399344536393584e-05,,,0.00016159538418126425,Control
12,0.0026097027809891577,0.04063950276402762,,0.00041479067678348175,,,,0.0013219285338888823,0.16980880850616192,0.007420202712522948,,0.04146319907125562,0.001621435356496666,0.037252658595956153,0.00019935594473226875,,0.017151231924106447,0.12357966771136748,0.00232816636773784,,0.0056973553967924195,,0.029595582768290066,0.016506188809311158,,0.011797521197464009,5.653848089929393e-05,0.0005618117451442853,,0.0009740802592110696,0.009302997180537353,,0.0004029154939923661,,,0.14215749792210577,,0.3038544005906906,0.03234106197552809,,0.0009413972340072029,,,,Control
13,,0.016528667108265255,,0.00011510185389628974,,0.05052450054382048,,,0.17261802540009652,0.01006987888749867,,0.005713386161608728,0.014915401159605176,0.01815246191212188,0.020179010982720416,,0.0011309830475209144,0.1956312406466966,,,0.0023873923603444473,,0.03032279630038517,0.02942416362045419,,,,,,0.012593737477817848,0.0013435023674590906,0.003788343432856571,,,,0.1487768128030879,0.1925083617510202,0.010048207845734894,0.06322802433698878,,,,,,Control
14,,0.07589884874302148,,0.01101187064188888,,0.0002257759959093522,,,0.06665095963825289,0.011994412470377561,0.00010641862801413715,0.004271088064774743,,0.00814659171023963,0.000951950234196207,,0.0030047966616847514,0.003476107814407117,,,0.010111976268144453,,0.03298626417356207,,0.08218797902800776,0.0040641685269866504,,,,,0.00539776143752008,,,,,0.6736018312429245,,,0.005911198720087816,,,,,,Control
15,,0.026030890235264937,,0.000384047471726476,,,,,0.06862434907768585,0.01597372972865189,0.0005324780045076491,0.0011105330334744933,0.030796029183131537,0.0236380964511572,0.0010889653344000525,,0.021159845746188465,0.16852715200364943,,,0.016019510221970283,,0.04651389682134845,0.00851242492762104,0.07574036722466645,0.0012429912608090288,,,,0.0871031874007199,0.006216075382770706,,0.00035637570687625043,,,0.366808572631363,,,0.023279686055689017,,,,0.010340796096327858,,Control
16,,0.0228171092904583,0.003708744571176343,,0.040349844310399154,0.003357224753141524,,,0.4277175270938636,0.010038311450347613,9.324747268827833e-05,0.00749221341504871,,0.017838157328904043,,0.00034288969076570064,0.02742328185216844,0.04566042469908746,0.0013356700630778107,,0.006316726933722096,,0.028516782124438433,0.0314980701141008,0.016629729020318475,0.00052885840886975,,7.209313633348832e-05,,0.011598785804240506,0.012904566158239907,0.012165216840367268,0.0002615349544360853,0.0001200850635861462,0.005260904534163621,0.06823294355328441,,0.1730340517458221,0.024685005616949904,,,,,,Control
17,,0.03218423705387026,,0.0002397052402798904,,,,,0.117005796555644,0.007256550207366278,0.002084077986177516,0.000861612350923912,,,,,,0.0065251020509047705,,,0.0039444103546445765,,,0.0059392595419111615,,,,,,0.206677112274183,0.02323731409501012,0.08815929693095423,,,,0.47823319931050284,,,0.027652326047627455,,,,,,Control
18,,0.039710088128495566,,,,,,,0.08743579517554427,0.007786552649681555,0.0029470525823120626,0.006507082498966951,,0.012528724560015213,,,0.024693743900110303,0.049873028267077665,,,7.302112501146581e-05,,0.10061510795073016,0.034886392633388844,,,,,,,0.013237429588379918,,,,,0.569896871164828,,,0.049809109775458035,,,,,,Control
19,0.0013593297791317592,0.03996283320639757,0.0018974358974358973,,0.00578898197512059,,0.005062503173394264,0.0003263772531099264,0.10488042650418887,0.005511449606499112,0.002558111195734958,0.048123889312008124,,0.013515410002538716,,,0.009556435643564358,0.06523919776593044,0.003444224422442244,0.036485707032241695,0.2611454683929932,0.0002584412287382585,0.00930794617923331,0.00018400609291698402,,0.000623000761614623,,,,0.0002568164508758568,0.0174966235085047,0.0143997969027672,,,2.173140390962173e-05,0.11414978420919016,,0.18941051028179745,0.049033561817720235,,,,,,Control
20,,0.019371455691235443,0.00028746870362107816,7.18125240604747e-05,,,0.001435922570140724,,0.05431584525308286,0.01904354462246615,0.0007205299217757215,0.005738990221910537,,0.0035829749447524495,0.0002517263971252256,,0.0009331255980278117,0.08370815390221824,0.0009061275866991401,,0.014675441275390428,0.00037545817374083786,0.093380546697706,0.005401788339526115,,5.749374072421564e-05,,,,0.00019259310105716344,0.008620016872117527,,,,,0.24019813698419315,0.3318995604024212,0.04255148914253661,0.07227979733347091,,,,,,Control
21,,0.07280766316406982,,0.00211437309994356,,,0.0003529655189201689,,0.030860894870693812,0.003344672690115285,,0.003714134745114938,,0.0064644291931956616,,,0.0039080696326835,0.08506549476883776,,0.027140624218866385,0.0019934655611171014,,0.03324454374554455,,,,,,,,0.004800793765033599,,,,,0.4315423426348649,,0.2484287803799052,0.04421675201109372,,,,,,Control
22,,0.056735267067262674,9.140570254422975e-05,0.0,,0.034543376500391784,,0.010750825630845798,0.0003526947108115472,0.0037018804526531583,0.000631153851048499,0.05306691887233845,,0.09437280234935884,0.00011332287099958647,0.0016399496046526614,,0.06483987235925895,0.0002003855401632617,,,,0.00011655489584092939,,0.004135981789156032,,,0.007278014938822818,,0.0006243867990369375,0.04301744263206406,,,0.003399282126882427,,0.5429731032912719,5.797444559158879e-05,,0.07219888992066793,0.0023791742863335645,,,,0.0027793393620023366,Control
23,0.00023327558381471087,0.07492960579470533,,,,0.0014879351762217205,0.0011846430928666833,0.0022550724755331236,0.31197480578595604,0.009144312687147564,8.907090923809647e-05,0.01729903629786124,0.058286086289641915,0.006044870541634561,0.002503005297576888,,0.005249884489687957,0.159465114532787,,0.04475429846060664,0.04390846306680386,,,0.021715600420234297,,,,,0.0004433250824356901,0.017205906461113557,0.06686440408517524,,,,,0.10616181275310514,0.0005561858167994049,,0.04824328489905334,,,,,,Control
24,0.00021758549049498137,0.08288811221421427,0.00670515065559061,0.0002475349021196947,,,0.0024472086344354714,0.0003833122682438147,0.1327321742710032,0.009642605027963505,0.001615660205633866,0.00839467937647335,,0.026791658224550634,,,0.012990909047053942,0.08503854026969747,0.004239952273904054,,0.08012713826738833,0.00016602828189270634,0.021445386745395433,0.004630199137456946,0.037665807178853865,0.0004699444589166433,,,,,0.017560304848829842,,,0.0002233140692285674,0.00017336488272694822,0.4408261937152063,,,0.022377235552725434,,,,,,Control
25,,0.03748213377370522,,,,9.145806317569263e-05,,,0.2723737542896854,0.016273378337715555,0.00017765476898387288,0.016622307080578023,,,,,,0.028830223386039446,,,0.008376976479269804,,,,,0.01655961856726298,0.001459746810050222,0.001630908840155038,0.0006518485947026414,,0.014457762270828702,,,0.0007540532601609125,,0.5663224320993846,,,0.01641946496249436,0.0008546907127863074,,,,0.000661587703021228,Control
