,taxa1263,taxa1301,taxa1485,taxa1730,taxa189330,taxa207244,taxa216851,taxa239759,taxa283168,taxa292632,taxa33042,taxa35832,taxa375288,taxa397864,taxa459786,taxa572511,taxa816,taxa838,taxa841,condition
0,0.16173179917812947,0.0018980487844831486,0.0010179903924782666,0.1351484329939518,0.008433081791420938,0.0002975865104877582,0.22481135543592745,0.08669726572955999,0.002400634059874122,0.09416992771389816,0.053362947167651845,0.00022968883039242605,0.023467076331830206,0.028196410895393546,0.010396772913478769,0.029908334570804166,0.08388081773022091,1.6262206596259622e-05,0.05393556676342086,Control
1,0.08679994266879355,0.000696041396668427,0.0010729649605599907,0.11241165618057043,0.017310120306020953,0.00010450327136221038,0.030711559431463375,0.015092903839627055,0.002355152156870951,0.5555616069432447,0.07286886931666399,0.00863721155506368,0.015535613776615578,0.00014311232311419318,0.005017990416111751,0.02855408993342311,0.03690076298172745,0.0016698954115298922,0.008556003130568585,Control
2,,,,0.5792500579250058,,,,,,0.20713802071380208,,,,,,,0.09732090973209098,0.11629101162910116,,Control
3,0.05861435740264921,0.00025676997403806245,0.0004901187272412113,0.19118515910564185,0.004841716799232216,0.00023011079640569525,0.05579085907526976,0.0524686074691892,0.007288640751067823,0.35139710280577596,0.007861543240430596,0.0003628670251012887,0.0293804644568403,0.01643414179358198,0.004803616840915514,0.01695016417520282,0.18465959683984054,,0.016984162721576084,Control
4,0.016518434474933882,0.0025060953950885086,0.00032209895404054865,0.23290444282743566,0.015483970346664462,,0.0730019691488518,0.028987411471642768,0.004806654412652214,0.12887981524716674,0.12516452681226645,0.00033934193873222683,0.0064955472865864524,0.009143035156146723,1.839251700445674e-05,0.017401505197610353,0.25791596688887125,0.0012613818068118985,0.07884941011749375,Control
5,0.05726447622106266,4.600084158221697e-05,0.0016003841176264835,0.07518826957341107,0.012055082298049418,3.6991460166344976e-05,0.14908088410649725,0.09138862125726449,0.008670734667357741,0.03929319812901646,0.0632518991246061,0.0015127281360861765,0.03188589671433159,0.025291559481525998,0.005416864078112399,0.020132363711907544,0.3337318659700825,,0.08415218011131356,Control
6,0.001551333721747383,6.979440083128615e-05,,0.1333637657743154,0.0049406267080708026,0.0005358912600832489,0.04470974058346198,0.048577143234688175,0.006132417156689032,0.0547416345824649,0.013892689607121188,,0.10798491191610259,0.015953846800689536,,0.017006048447645188,0.23593630810443933,0.2508730306506736,0.06373081705097636,Control
7,0.39715447272394894,,0.058750373474415,0.20994026797101234,0.03747861699987735,0.008127263729032127,,,,0.05877495035985335,,,0.04464065119098355,,,0.038445190724626294,0.13412813115180702,,0.012560081674444225,Treat
8,0.054141528851597086,,,0.02294890341779753,0.002487179028709582,,0.002761919895824865,0.004807104973054944,0.0029061345410190567,0.13795320052383797,0.0014823889203622893,,0.024721442031473237,,,0.0035699856697008264,0.3209052616041317,0.3884343106387239,0.03288063990376703,Treat
9,0.02146468193391418,0.00032859808674653626,0.00629297652192058,0.189687534296316,0.013346802861219836,0.00045376211400080784,0.009386878027134272,0.19644422177791915,0.02048780003887381,0.19146044142327973,0.0053245274579819145,0.007308990543309315,0.026225725722661842,0.07528168351224679,0.0031197527203855684,0.01981089952886718,0.20637980233213185,3.127845564669822e-05,0.007163642645443952,Treat
10,0.007012154734763351,,0.0025622263640717275,0.02328866298992331,0.014855961166109212,,0.05416098461066408,0.0003879269894602116,0.004702829714380816,0.6840055538569257,0.016254165013238994,,0.007354670594697712,,0.00039962313467123797,0.007063483804041244,0.018285709188117647,0.1489562677276727,0.010709780111262057,Treat
11,0.04863743632003992,0.0004036351475065381,,0.0175484926074454,0.009182928554746067,0.002361675444275372,0.04796341076795664,0.10228693329511622,0.009657277038645731,0.3537094556084741,0.0042637796159875185,0.0008590177665013192,0.027440173160915383,0.014365850715860036,0.0006116224641963365,0.008983159128991594,0.306887583580896,,0.04483756878244569,Treat
12,0.04848984768194177,2.8226946081593134e-05,0.04016014944855881,0.17115016362359456,0.017448822081383715,,0.0030402061668246693,0.0063112531045168615,0.003274534460129758,0.48999850812588586,0.06881130878064991,2.2918004589725203e-05,0.010274075028574995,0.004214919974545114,,0.0038224906640703256,0.11817801924689421,,0.014774556661758028,Treat
13,,3.54206308872786e-05,0.0369516021530557,0.08325339066790488,0.006830220106651973,0.0008359821538695914,,,0.03096276759369629,0.06488396484108412,0.0017542282157706713,0.008762319212040326,0.37754722853046757,0.08692891120221793,0.014792573220580276,0.012333410897954167,0.2549276907627811,0.0001885051889511014,0.019011784622086893,Treat
