,taxa100883,taxa1017280,taxa102106,taxa1263,taxa1301,taxa133925,taxa1348911,taxa1350,taxa1357,taxa135858,taxa1485,taxa1578,taxa158846,taxa1678,taxa1730,taxa189330,taxa191303,taxa207244,taxa216851,taxa2172,taxa2316,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa33024,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa447020,taxa459786,taxa52225,taxa561,taxa570,taxa572511,taxa577309,taxa577310,taxa61170,taxa644652,taxa674963,taxa724,taxa816,taxa830,taxa836,taxa838,taxa841,taxa84111,taxa846,taxa872,taxa904,taxa906,taxa946234,condition
0,,,,0.02238488971673898,0.0036384906237029,,,7.599333406297948e-05,,0.03958550592355649,0.003293629569667096,,,,0.4196153663477563,0.00984815788441166,0.013538997177095445,9.148110595081498e-05,0.007350290034341553,,,0.01750025296694083,,0.0003363944054037869,0.02690380854635903,0.04479548913481177,0.0013103687535234681,,0.0061970705395733225,,0.0279765948791231,0.030901408974234542,0.016314715654833323,0.0005188403582424892,,7.072749162111542e-05,,0.011379072509617909,,0.012660117748367073,0.011934773764953444,0.0002565807542751414,0.00011781031816013532,,0.0017902831784211979,0.005161248355714885,0.06694042163910188,,,0.16975630507193554,0.024217402886507672,,,,0.0035375103509942113,,,Control
1,,,,0.006610021235690783,,,,,,,,,0.14103382226696454,,0.2487078617745889,0.01147539568798206,,0.00014042056110350458,0.0018134863643309435,,,0.004640072048033376,,,0.002593262148333051,0.0792919270361362,,,,,0.06506904010920922,0.010651351382909,,,,,,,,0.0063478622416421595,,,,,,,0.3713448644708059,,,,0.05028061267227029,,,,,,,Control
2,,,,,,,0.00013159087549481852,,,,,,,,0.17824285244099547,0.018313795133934805,,,,,,,,,0.006796377769737815,0.003554280776747555,0.00048256793519317837,,0.0025068623263388374,,0.07683702495591858,0.004641513378779998,0.04436256114024462,,,,,,,0.0028820341397162294,,,,,,,0.6484918807715208,,,,0.012756658355377442,,,,,,,Control
3,,3.135347346096437e-05,0.00986820038086327,0.08193100342414544,0.0006569977847956626,3.4407383213655705e-05,8.581486405062653e-05,,,,0.0010127782709842032,,0.017391303462634858,0.004175305413879594,0.10610605841742529,0.016339129755840936,,9.864128501193012e-05,0.028988831139455468,0.0035694097189456326,1.465876681291841e-05,0.01424628540232156,0.0011295394205287684,0.001469744966978583,0.0022230427059757793,0.5243980413037224,0.0,0.012748749856593487,0.06878137701401532,0.008152717475784789,0.014664162053481493,0.00013508460806071338,,0.0005925602890138754,,0.004736512229432504,2.5652841922607214e-05,,,0.02695238231936913,0.0022731268259199174,,0.0006460037096859739,,,,0.03483085869936224,6.810218748501678e-05,2.137736826883935e-05,0.0015762246203557546,0.008076064340992235,,0.00019606100612278368,0.0013947205840541326,0.00034570258400465917,,1.2012045027252585e-05,Control
4,,,0.000127969892642817,0.00025593978528563405,0.0017915761977191633,4.265670752361486e-05,,0.0001706272899505145,4.265670752361486e-05,,,4.265670752361486e-05,,0.0013650137210435653,0.0019195541378429445,,,,0.003156589918762729,,,0.015100408244087732,0.0004692233229037084,8.531341504722971e-05,0.012711685966067688,,4.265670752361486e-05,,,0.0008531341504722971,0.04423493350458796,0.035490310761527186,,0.0011090739357579313,,0.003881759924792897,,,,8.531341504722971e-05,0.05570960668253862,0.0011090739357579313,,,,0.000127969892642817,0.37426994537421193,0.0005545369678789657,,0.42972283741401224,0.0004265670752361486,,,,0.015100408244087732,,,Control
5,,,,0.06336425188353498,0.008277856355118686,,,,,0.0023058408927486354,,,,,0.04554528376048801,0.0007711583675583219,,,0.005535627516581196,,,,,,,0.02937953474648749,0.00038769406625875234,0.032992166681625586,0.00027493472234687996,,0.0012238463831898824,0.00214325285431761,,,,,,,,0.039704287846853634,0.001687779383712929,,,,,0.008379164384141064,0.009023429802923904,0.10138736290661196,,0.5857213451477891,0.061895182297711515,,,,,,,Control
6,,,0.0018972032818106127,0.08669936484301385,,,,,,0.011051785568874315,,,,0.03078307361472793,0.0351086472419197,0.015437704926205793,,,0.040441506395608735,0.005573930478395189,,0.08214850741431945,0.051038569750108426,,0.023073776757774524,0.1869928258170874,0.0002427331692538816,,0.007432288143902442,0.0007625789168429606,0.025257232762932888,0.03369171703440517,,0.006667216460237877,,0.003095808661866151,0.012656504210283158,0.008491714043084983,,0.007787922877118229,,,0.0009085096411911434,,0.004708421064876749,0.0001557979263503733,0.28324166875782103,,,0.012160339747499336,0.010286298424072814,,,0.00294063392722118,,0.009265718141193636,,Control
7,,3.049733061368101e-05,0.009478017718539728,0.007826351883726984,0.0007215995911310899,,5.935722065749994e-05,,,,0.002557989190231399,0.0002610694308573834,,0.11917804167634209,0.09973548170994237,0.041352435851474745,,0.00010428449629309042,0.14163758589271266,0.0002727361949176507,,0.006698257671127636,0.001575217828207309,0.0003419180589943229,0.0040586011324743685,0.07911181539249398,4.7383436490383575e-05,0.049798763670965744,0.04245627547563299,0.004265020984312605,0.033440937058114927,0.005664827991473439,,,0.0005531478925065297,0.0022976361396233294,,0.0010833716170349905,,0.01564932654627863,0.05122855630856217,0.0038655878253018756,8.422584931228009e-05,,,,0.2119144883504803,,,0.0003151049696628316,0.02305710768433462,,,,0.03927697992917457,,,Control
8,,,,0.01716150860375296,,,0.00022247068122025764,,,,,,,,0.03194298176652343,0.019958726678032716,,,0.004652342962004711,0.005170338885981069,,0.007286916930149115,,,,0.05968798186322802,,,0.0074984645013454945,,0.039534543233118315,0.019249325798592083,,0.00224535048802752,,,,,,0.002339750209518277,,,,,,,0.12930657391843922,0.6433220765172876,,,0.010420646962779152,,,,,,,Control
9,,,0.002833095741710528,0.013936312561061384,,,0.00031511616730044216,,,,0.036663226970607636,,,0.0016856375482578847,0.11909112685561768,0.008758968172555092,,,0.030915764403367,0.005530909203721382,,0.05714638814113502,0.09823304050992267,,0.0016654977803025946,0.24921945684673283,,,0.0021916746471344825,,0.01917234708143739,0.03416498030015374,,0.002568532426297858,,0.001352619364997185,,0.02073704430596376,,0.009627419378627131,0.008020204866195145,,,,,,0.10346958361029751,0.1009580121438732,,0.018008410896021333,0.05299169641435843,,,0.0007429336623506871,,,,Control
10,,,0.0015393940997331483,0.015071925399820886,2.988918684952521e-05,,0.015844500293691558,,,,0.0005210412302146963,,,0.026491614315991514,0.05661183650170495,0.002836241487261704,,0.0005798098340877493,0.042299661918964566,,,0.08937674683868838,,,0.009534246697068146,0.037380669188600474,,,0.005288366532713968,0.005396310927113099,0.2505097570524092,0.012742689342192517,0.11102419236842222,0.017451044086853537,0.00015873581664680282,0.009698738201723131,0.00042491114277973686,,,0.0054037832238254795,0.009635627587598289,,,,,,0.268154474991889,,,,0.004867494469238221,,,0.0011262972639175823,,,,Control
11,,,0.0006848522040036416,0.008760423656614936,0.03863714604838758,2.8535651332258975e-05,,0.00031389191979980767,,,0.16736111392354333,0.028763856230463597,,0.0024540596483432057,0.0041376584247007075,5.7071057809476955e-05,,,0.048967090517761803,,,0.0011414211561895388,,0.00014267776695121287,0.00045656895218589764,,0.01084350343235103,,0.07730294013657124,,0.015237990309548338,0.00211163232206618,0.016522083601023148,2.8535651332258975e-05,,0.001198494417694385,0.00011414211561895391,0.0005992459845719875,0.00019974882476068978,0.40631735212309134,2.8535651332258975e-05,2.8535651332258975e-05,2.8535651332258975e-05,0.00019974882476068978,,0.07547656638581123,0.05239138826603616,,,0.00025682110684537176,0.0022257739479750517,0.0015409192954210001,,2.8535651332258975e-05,0.03484189291301021,0.0005707105780947694,,Control
12,,,,0.01793255433383889,,,0.040909815620240174,,,,0.003379425575549409,,,,0.010175303212523128,0.0018728724945411227,,0.00017096929270104773,0.00719750372692825,,,0.01095609670427856,,,0.006175532250676189,0.06931611068936437,,,0.008024529743396338,,0.13298578344806825,,0.04484180585657842,,,,,,,0.010456846136539112,0.021353053005741328,,,,,,0.6091807879883652,,,,0.005071009920670249,,,,,,,Control
13,,,0.0035770443241346555,0.007358436128228805,,,,,,,0.0007086750322367024,,,0.0048619488259147095,0.20046944143162904,0.02013010291912657,,0.0013615728366928974,0.03624485391690513,,,0.04023647516316108,,,0.0027115845752640165,0.0516378475872039,,,,,0.06073886572443719,0.05261161657111014,,0.012441972668144258,,0.003346836493113287,,,,0.018564993907605534,,,0.0009450690648846352,,0.01025854773339094,,0.4581135837325209,,,,0.012912428231187484,,,,,,0.0007681031331082977,Control
14,,,,0.009934201946359633,0.007598350138965238,,0.0008852743754058913,,,,,,,,0.09749570949867185,0.02723233272449052,,,0.015147960223629159,,,0.0009426815941750128,,,,0.1554073572398202,,,0.006998174491229798,,0.045547988611141954,0.005886330239971351,,,,,,,,0.029479677487672485,,,,,,,0.47378595713383603,,,,0.12365800429463102,,,,,,,Control
15,,,,,,,0.01565899141199934,0.0019703081154415466,,,,,,,0.1891439642406774,0.016114896505934135,,0.002923026435777691,,,,0.008494553653672753,,,0.0022582692831962722,0.03555047055882815,,,,,0.027736816727656217,0.025092727606883275,,,,,,0.01791575671973728,0.0024254110891319025,0.005797925656888855,0.0035697358828591617,,,,,,0.22633426937423695,0.4042425342908912,,,0.014770342446188007,,,,,,,Control
16,,,,,,,,,,0.125676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.693369,,,,0.18095500000000003,,,,,,,Control
17,,,0.001248583686712257,0.014950945329576193,0.0003481113823348747,,0.0015462879763256032,,,0.019447762071263735,,,,0.00024195404506333602,0.01670601948395436,0.00824145884578444,,,0.013391349880772107,0.003474157644553176,,0.024268595604965262,0.0001305543701487584,,,0.16465880094229005,,,0.0019510569308794764,,0.020584038755392418,0.05366611289434602,,0.004934148678139524,,0.00031443944439689376,0.004390155333488789,0.0004704998034627455,,0.003750791769408923,0.01697358033212024,,,,,,0.18297875472100228,,,0.42004633621591336,0.008166755534371135,,,,,0.013118748323334078,,Control
18,0.0,,0.0013962725083999663,0.015269470871762392,0.0002767834021510921,1.3570792494784615e-05,,,0.00041249132709893823,,0.004449194446872221,0.0,,0.03869458293460691,0.017112364237639975,0.007023594038047035,,4.49659094603311e-05,0.05026256951613137,,,0.05582882247955191,0.002655115424147524,0.00035162531001412076,0.008145311184854755,0.011358854592705579,5.225767856200643e-05,,0.005509741752882554,0.00593833573674769,0.07353779521410812,0.06628207985965776,0.07392830995933115,0.015942339120533652,0.00029612684518470306,0.00787268004010878,,5.397934626656865e-05,,0.02046738822097747,,8.983054434980561e-05,0.002421474989181344,5.620738682541388e-05,,,0.4791269564854565,,,,0.033974175186980704,0.0,0.0001414805754866724,,,,0.0010132520814202985,Control
19,,,,0.4045343495029271,,,,,,,0.049775705700630016,,,,0.2054518755629679,0.007242430119306625,,0.0015184819582416422,,,,0.0013910939257814688,,,,0.07607661056056132,,0.002547968290658169,0.0009358400363455601,,0.03347865466609801,,,,,,,0.00410777089838567,,0.05359194799661294,,,,,,,0.1511806285472947,,,,0.008166642234188828,,,,,,,Control
20,,,,0.07121840720905094,,,0.0008053939361670228,,,,,0.0007484777993406296,,,0.02688400062913751,0.0022651194453471466,,,0.0030201252603811253,,,0.0036582387944060616,,,0.003678536843202571,0.0662603792899518,,0.029373826614679174,0.04289008310775979,,0.030766843963492888,,,,,,,,,0.0041773180422725745,,,,,,,0.4322637791621251,,,0.23393042236873535,0.048059047533950267,,,,,,,Control
21,,1.612778686223854e-05,0.005628155757746944,0.037462087273640726,,,0.005214687906888322,,,,0.08438190643475497,,,0.001216874658043971,0.10814642130485064,0.005539232001417477,,0.0007566804110022878,0.10942338853860048,0.004190131583961866,,0.06630453525517639,0.007484508211308033,0.002221436943832994,0.009186762975329235,0.24754385404838933,8.07493986047697e-05,,0.009528429035362823,0.0007507153391491312,0.03459399235520811,0.01946524456407973,3.324975236666987e-05,1.2482465174198323e-05,0.0007340352308190076,0.0012662521972728797,,0.00032907313056581243,,0.014037691963468574,0.048009218024370415,,0.0004556652110050273,0.0009154176008724029,,,0.136590203650867,,0.0,,0.03242977591544798,0.0009486673532390728,0.00013697572403545064,0.004965369996285087,,,0.0,Control
22,,,,0.0009985989015412085,,,,,,,,,,,0.22035575760866666,,,,0.009828289188881891,,,0.0013050985643915792,,,,0.19856678157654029,,,,,0.007334591931948875,0.0015451983002818695,,,,,,,,,,,,,,,0.18006580192761787,0.3614126024461374,,,0.01858727955399249,,,,,,,Control
23,,,,0.04278008691336286,,,0.008488316750830893,,,,0.00012096752191905758,,,,0.10895210108231441,0.0036396296190676107,,4.4474867633219476e-05,0.004121337734011672,0.001253017624916468,,0.007506266375013114,,,,0.04434834075284627,,,0.020996461468343934,,0.047281211190659124,0.01873225831126663,,0.0020341074877248855,,,,,,0.010460859491230164,,,,,,,0.585810190530539,,,,0.09343037227832084,,,,,,,Control
24,0.0002090589725409236,,,0.03607147631152377,0.0005112129376944559,,,,,,0.007523289685611127,,,,0.09775429580266047,0.0045107559627089785,,0.0013160798629560753,0.0018909414423389347,,,0.003685853375993776,,,0.00882145888151021,0.0014010796388197618,0.004391553896081095,,,5.697008787054209e-05,0.00015026746090187392,,0.07516034347599905,,,,,0.0003828025620146728,,0.001806852378359502,,3.926180123227413e-05,0.00022464226478259938,,,0.00012405919667723733,0.7339862193101478,,,,0.01998152469157477,,,,,,,Control
25,,,,0.2488077990990309,,,,,,0.05188376022397268,,,,,0.030347817054181093,,,,0.03261052729830189,,,,,,,0.18457272212222048,,,,,,,,,,,,,,,,,,,,,,0.19867188091991794,,0.08911946999688371,0.1639860232854914,,,,,,,Control
26,,,,0.0,0.0011661371923009322,,,4.3190463825496814e-05,,,0.00036711899691455437,3.239282067020689e-05,,0.0010473682309888991,0.0022243055687453674,,,,0.003520018395553643,,,0.006791699810984312,0.0012633243579645845,8.638092765099363e-05,0.006241019683677538,,0.00011877331313854894,,,0.0004858923100531033,0.020331951073048984,0.01713586088419741,4.3190463825496814e-05,0.0007234400242868301,,0.004545798303154387,,,,3.239282067020689e-05,0.0322956661432421,0.0005398810698078675,,,,,0.26768411285550187,,2.1595177514916963e-05,0.6215430943764751,0.0006154635927339309,,,2.1595177514916963e-05,0.011078335965557724,,,Control
27,,,,0.08203199409557252,0.2016695777866548,,0.0009775684254488917,,,,,0.043672928136617314,,,0.11977485795331225,0.040961352903222975,,,0.0005983278483209284,,,,,,0.008429599803648779,0.05962717985451176,0.0009692951998234227,,,,0.027191845581980054,,0.029547263559127363,,,,,0.008764410095010335,,,,,,,,,0.3332679986832293,,,,0.042515800073519364,,,,,,,Control
28,,7.573755911737254e-05,0.005646554407449414,0.015591798281375883,,,0.00040707670663487386,,,,0.003834632159810103,0.008993607020009925,,0.003575279179592916,0.03610481429292449,0.00523075824956408,,2.6665298591524735e-05,0.05850690955678219,0.0003320488702937017,,0.02195050880025826,0.008862206917444845,0.0002851057780964547,0.00717620976809707,0.07227968836275676,,0.052742642557451556,0.03270666164047757,7.259450110848562e-05,0.018107968300941933,0.004094999029707577,,0.0009200034958916179,1.622223488457779e-05,0.004283075565400651,,0.0024863616629656323,,0.011416803355893729,0.009878529932963646,,0.000212004332147826,,,,0.12111824731729862,,,0.46385250095153546,0.028292997084256068,,0.0,0.0008702215125895697,,,4.856531568570475e-05,Control
29,,,,0.057010611715811815,,,0.0003901575127707295,,,,0.00010568669549683305,,,,0.19844225323628706,0.020158544256633697,,0.0012521995218616128,0.005337533457301154,,,0.009579316189821021,,,0.01813811108940749,0.08967571951218026,,,0.005765965594665838,2.8629825293090222e-05,0.07163588385143843,,,,,,,,,0.037815633671436005,,2.5584099198080632e-05,0.00039442152930374303,,,,0.4367185428271729,,,,0.04752520541392027,,,,,,,Control
