permu_index,permu_delta
0,-1.7400000000000002
1,-0.0600000000000005
2,1.1899999999999995
3,-2.0599999999999996
4,0.28999999999999915
5,-0.8800000000000008
6,0.27999999999999936
7,0.3100000000000005
8,1.8599999999999994
9,1.9299999999999997
10,1.3399999999999999
11,2.1500000000000004
12,0.7100000000000009
13,0.8699999999999992
14,0.1899999999999995
15,-0.4800000000000004
16,0.09999999999999964
17,1.1799999999999997
18,0.7400000000000002
19,-0.23000000000000043
20,-3.9400000000000004
21,-0.4800000000000004
22,-1.2799999999999994
23,0.2599999999999998
24,-0.3699999999999992
25,-0.28999999999999915
26,-1.4499999999999993
27,0.05000000000000071
28,1.1400000000000006
29,0.8900000000000006
30,1.5099999999999998
31,0.5999999999999996
32,-1.6400000000000006
33,-0.6600000000000001
34,-1.2100000000000009
35,-0.0600000000000005
36,-2.2300000000000004
37,1.0099999999999998
38,1.2300000000000004
39,0.0
40,-0.41999999999999993
41,0.4800000000000004
42,1.7200000000000006
43,0.8399999999999999
44,1.0
45,-2.3200000000000003
46,0.5199999999999996
47,2.2699999999999996
48,1.0
49,1.3399999999999999
50,-0.7699999999999996
51,2.710000000000001
52,-0.14000000000000057
53,-0.6300000000000008
54,-2.5
55,0.17999999999999972
56,0.1899999999999995
57,0.6600000000000001
58,-0.2699999999999996
59,0.8699999999999992
60,-0.3699999999999992
61,-0.02999999999999936
62,-0.6300000000000008
63,1.7599999999999998
64,-0.6600000000000001
65,-0.7599999999999998
66,2.9700000000000006
67,0.7300000000000004
68,0.6300000000000008
69,-1.2599999999999998
70,0.8800000000000008
71,-0.7599999999999998
72,2.119999999999999
73,-0.5
74,-0.3100000000000005
75,0.5899999999999999
76,-0.13000000000000078
77,-0.6199999999999992
78,0.08999999999999986
79,0.13000000000000078
80,-1.1199999999999992
81,0.33000000000000007
82,2.0999999999999996
83,-0.9900000000000002
84,2.6099999999999994
85,-0.5700000000000003
86,1.83
87,1.5399999999999991
88,0.4299999999999997
89,-1.4299999999999997
90,-2.42
91,0.9600000000000009
92,-1.75
93,-0.40000000000000036
94,-0.5
95,-0.39000000000000057
96,0.7300000000000004
97,0.8499999999999996
98,-1.6799999999999997
99,-0.75
100,0.5
101,0.8300000000000001
102,-0.2400000000000002
103,-0.8200000000000003
104,-1.9700000000000006
105,1.7300000000000004
106,0.8200000000000003
107,0.46000000000000085
108,1.3100000000000005
109,-1.0
110,-0.35999999999999943
111,0.22000000000000064
112,-1.4600000000000009
113,0.5
114,0.08000000000000007
115,0.15000000000000036
116,0.75
117,-1.0600000000000005
118,0.5199999999999996
119,-0.6699999999999999
120,-1.1300000000000008
121,0.4900000000000002
122,1.4000000000000004
123,0.019999999999999574
124,0.6500000000000004
125,-0.23000000000000043
126,-1.0299999999999994
127,-0.33000000000000007
128,-0.41000000000000014
129,0.9000000000000004
130,-0.41000000000000014
131,-1.8100000000000005
132,-1.3900000000000006
133,-0.3200000000000003
134,2.0999999999999996
135,-0.009999999999999787
136,-1.0299999999999994
137,0.3800000000000008
138,-0.009999999999999787
139,1.3100000000000005
140,-2.1799999999999997
141,-1.1099999999999994
142,0.9700000000000006
143,0.1999999999999993
144,-1.4900000000000002
145,-0.10999999999999943
146,-0.4800000000000004
147,0.3100000000000005
148,0.05000000000000071
149,0.0
150,-0.4299999999999997
151,0.05000000000000071
152,0.5899999999999999
153,0.39000000000000057
154,-1.1600000000000001
155,0.22000000000000064
156,0.47000000000000064
157,1.1400000000000006
158,-0.41000000000000014
159,2.91
160,1.8200000000000003
161,0.22000000000000064
162,2.7200000000000006
163,-1.1500000000000004
164,0.9499999999999993
165,-0.7899999999999991
166,-0.6400000000000006
167,-0.7799999999999994
168,0.3000000000000007
169,1.3200000000000003
170,0.7699999999999996
171,0.7100000000000009
172,0.23000000000000043
173,-0.8200000000000003
174,1.4100000000000001
175,0.6199999999999992
176,1.75
177,1.2899999999999991
178,1.4399999999999995
179,-0.4399999999999995
180,1.4399999999999995
181,-0.4800000000000004
182,-1.7200000000000006
183,1.0700000000000003
184,-1.7599999999999998
185,-0.9499999999999993
186,0.5099999999999998
187,0.9100000000000001
188,-2.12
189,-0.5999999999999996
190,-1.7699999999999996
191,-0.8499999999999996
192,0.28999999999999915
193,-1.1600000000000001
194,-2.13
195,-0.3200000000000003
196,0.22000000000000064
197,1.0899999999999999
198,0.5899999999999999
199,-0.4900000000000002
200,-0.41000000000000014
201,-0.3100000000000005
202,-1.0700000000000003
203,-1.5
204,0.009999999999999787
205,1.0
206,0.09999999999999964
207,-0.03999999999999915
208,-2.08
209,-0.08999999999999986
210,-0.2400000000000002
211,0.5099999999999998
212,1.1600000000000001
213,-2.04
214,-0.4399999999999995
215,0.34999999999999964
216,0.47000000000000064
217,0.1899999999999995
218,-0.41999999999999993
219,0.14000000000000057
220,1.2899999999999991
221,-1.5099999999999998
222,1.8599999999999994
223,0.7100000000000009
224,1.5500000000000007
225,0.1999999999999993
226,-1.42
227,-0.5999999999999996
228,1.3800000000000008
229,-0.019999999999999574
230,-0.7799999999999994
231,-0.9399999999999995
232,-1.7699999999999996
233,0.17999999999999972
234,-1.8800000000000008
235,4.07
236,0.27999999999999936
237,-2.79
238,-1.0399999999999991
239,-1.92
240,-1.4499999999999993
241,-0.9499999999999993
242,0.3100000000000005
243,-0.6199999999999992
244,0.6600000000000001
245,-0.8599999999999994
246,-1.0700000000000003
247,-0.9399999999999995
248,-1.0999999999999996
249,-0.0600000000000005
250,2.24
251,-0.21000000000000085
252,1.2200000000000006
253,2.1099999999999994
254,1.5099999999999998
255,-0.9299999999999997
256,-0.13000000000000078
257,0.6999999999999993
258,-3.1399999999999997
259,0.08000000000000007
260,-0.7200000000000006
261,-1.1500000000000004
262,0.8599999999999994
263,0.9100000000000001
264,-1.6300000000000008
265,-0.10999999999999943
266,-0.5899999999999999
267,0.40000000000000036
268,-2.7300000000000004
269,-0.019999999999999574
270,0.7200000000000006
271,-0.9100000000000001
272,-1.1199999999999992
273,0.1999999999999993
274,-1.4399999999999995
275,1.0
276,-0.3000000000000007
277,2.75
278,-1.1500000000000004
279,0.019999999999999574
280,-0.25
281,1.8399999999999999
282,-0.6500000000000004
283,-0.7599999999999998
284,-1.7799999999999994
285,0.8100000000000005
286,2.0600000000000005
287,2.34
288,0.10999999999999943
289,0.22000000000000064
290,-1.4299999999999997
291,-0.5500000000000007
292,-0.5399999999999991
293,-1.0700000000000003
294,0.8599999999999994
295,-0.0600000000000005
296,0.5800000000000001
297,-0.6600000000000001
298,0.8499999999999996
299,-0.6799999999999997
300,-0.02999999999999936
301,-0.39000000000000057
302,-1.1600000000000001
303,-2.0700000000000003
304,0.4900000000000002
305,0.8499999999999996
306,0.2400000000000002
307,-0.8900000000000006
308,-0.1999999999999993
309,0.3699999999999992
310,-0.9299999999999997
311,-2.4000000000000004
312,-1.6300000000000008
313,0.5399999999999991
314,-0.08999999999999986
315,0.8000000000000007
316,-0.22000000000000064
317,-0.4299999999999997
318,0.3200000000000003
319,0.11999999999999922
320,0.05000000000000071
321,-0.6799999999999997
