,taxa102106,taxa1263,taxa1301,taxa1348911,taxa1485,taxa1678,taxa1730,taxa189330,taxa216851,taxa239759,taxa239934,taxa283168,taxa292632,taxa29465,taxa33042,taxa375288,taxa397864,taxa40544,taxa459786,taxa572511,taxa577309,taxa816,taxa830,taxa841,condition
0,,,,0.0041447331356164905,,,0.1020897271271189,0.017463827674016656,,,,,0.03223166260802875,,,0.051281003887824396,,,,,0.007179905078015233,0.7510799862813717,,0.034529154208007964,Control
1,0.0024688022690753262,0.008066266891158465,0.00024193082958152938,0.0009561092090773735,0.0031817298983443827,0.0028284822985787375,0.1141809882034599,0.0189785265840707,0.04224319551673941,0.059857510960592254,0.0002948196963142714,0.01367802580154775,0.33320700756042776,0.0004086379669519628,0.15616134749397004,0.009382056129739254,0.025846574757966433,0.0027384282822500135,0.0014980414144841522,0.01772813371449053,0.03639861838556378,0.09187868223100248,0.0004693886922530853,0.05730669521236042,Control
2,,0.01502281670509117,,,,,0.36430677933478284,0.019212034448229446,0.004186044424923066,,0.001125871417802468,,0.06181908387616224,,0.006873188404607702,0.040759849952383805,0.07423430840648103,0.0010349394372218628,,0.019161917905382377,0.011634259975079605,0.26232070888865033,0.10259250249953521,0.015715694323666856,Control
3,0.0019637549125594038,0.016228892701074457,,6.0376052932986186e-05,0.037034417099344095,0.00032789166400208435,0.1290503766788984,0.008467133433826156,0.026397552306174906,0.05332749239959601,0.08000461437994746,0.003666867144768875,0.26587668143606613,,0.0029617044529823867,0.03467784776183539,0.0406253647940151,0.0020800660478068377,0.0009956233177180352,0.0065230456768631375,0.007288901633769649,0.10728962064806029,0.11846077650159792,0.056690998956160435,Control
4,0.0019315123118333164,0.009098967114987021,0.0003397077754612874,,0.0009705420443003499,0.012377390957596669,0.048108291831554066,0.0068696461259949255,0.0714903364786553,0.08908199798017451,0.011232570336305283,0.024516571093378643,0.20915054634979394,0.0038422556740770266,0.005237026088690279,0.03570092134672372,0.04050089649622403,0.041446335201455194,0.0012425249841433587,0.007405304425845097,0.02158959399773745,0.23252193562275789,,0.12534512576231074,Control
5,0.005955658117158232,0.0407739721019059,0.0037491021080567253,0.0010836534201618144,0.003388870011054286,0.008716541427766478,0.23217550077638077,0.00982815315993445,0.09696560912559304,0.0126820516239478,0.001351408023605418,0.032589176262102726,0.09329124173616818,0.0007212706837742862,0.04759418725186999,0.05405954690329436,,3.2259590776337814e-05,0.002111659046234446,0.008997199867520617,0.021298050660461358,0.15998310672763014,0.0868629806141366,0.0757888007604661,Control
6,0.0004617938984708987,0.022556797623835275,0.03023798207538726,,,0.0017417811906289748,0.13997032315487304,0.04149488597611479,0.02397710067056558,0.0013892898610836204,,0.01476618453349739,0.0899354648384856,0.005395663953223038,0.0889378740335169,0.01854336361951612,0.0012087578210589612,,,0.019868357851820007,0.038390037455355505,0.12001220356248211,0.2828452958922657,0.05826684198781913,Control
7,,0.3853153658875686,,0.013985249671557386,,,0.10726469414097403,0.045739677389268284,0.01988368526143753,,,,0.01846619303098842,,0.027790931743288946,0.03319015546767662,0.07188046884101426,0.0006152455215248239,,0.041061047060300684,,0.20445153422859277,,0.030355751755807577,Control
8,,0.007571705246682486,,,,,0.17973728102450362,0.01972411124153008,0.005517325409657017,0.011211794826556803,,,0.025553304144607575,,,0.04657824322005078,0.03517693599336237,0.001963303489389401,,0.013632933289079701,,0.6430255910226321,,0.010307471091948165,Control
9,7.02049458811635e-05,5.021649153043526e-06,,,4.1975750489460217e-08,0.00023570886483659427,0.00013873470425809347,0.004917471983709455,0.9738611580021768,9.85166500003855e-05,,1.6901575012357715e-05,0.0020260589639159326,,0.000394456741560303,0.016516846968318177,2.090464952819575e-07,2.677276886925658e-07,0.0001542028299004739,0.00014605394515138228,,0.001411822129689712,,6.321296501807284e-06,Treat
10,1.4651429897870038e-05,2.4230965541107336e-06,5.4926330043760255e-06,4.3433856882040036e-08,1.5980742420238312e-07,1.7104060671403188e-05,0.0005412936613894118,0.001053126025302273,0.9667511119753461,5.483298154158526e-05,2.2454085000142266e-05,3.002935334265253e-05,0.0035775373858675167,1.5769979301597303e-06,0.0018943462246282688,0.01158637946471061,9.286742366948697e-08,3.5267199346341314e-06,0.003883148535451947,8.587782970884295e-05,0.0002608812585065252,0.010197002294092816,,1.6907878414018986e-05,Treat
11,4.4803794545661196e-05,1.304205891336477e-06,1.0089001820365638e-05,2.532849658572854e-07,3.5315777993373827e-07,0.00022519632133159197,0.00023662594901587637,0.0007067928441204818,0.9388312191427488,5.364946606363952e-05,5.91772587441108e-06,3.4403021248357846e-05,0.0008147570769668194,3.96641028960879e-06,0.0003078198578529833,0.04887724485983797,3.023569256532554e-07,1.5815510010055705e-07,0.00023373099598446802,6.238484518010994e-05,,0.009348501701133513,0.0001959034478016749,4.6223775206651044e-06,Treat
