,taxa102106,taxa1263,taxa1301,taxa1485,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa459786,taxa561,taxa572511,taxa577309,taxa577310,taxa61170,taxa816,taxa830,taxa838,taxa841,condition
0,0.0008613723553934419,7.178106652532913e-05,0.0007895909566852319,0.021893177123707665,0.0013638432536271802,0.0007537008109692613,,,0.0013997300775143429,0.0004845219499088109,,,0.00032301463327254074,,0.00014356169014015052,,0.00010767154442418024,0.0004845219499088109,0.00044863180419284053,0.027581808957101595,,1.794529431323901e-05,,3.58904778988511e-05,0.0011126022681289646,,,0.00468371218245184,,0.9373890858316237,5.383577221209012e-05,Control
1,,0.038458132284189525,0.004299099831058482,,2.1241864946970372e-05,0.06956351455004342,0.012149289940465713,0.0010592398625048959,0.01280641390186005,0.04055061450284632,,,0.01966225223372477,0.05209773456038745,0.004723937129997888,0.015460378849189733,,0.025850504193101875,0.0890981042322461,,0.0006039664585668442,,0.00019001429440125735,0.01610756880409146,,,,0.5437399589915758,,7.059485464963287e-05,0.05348743866015193,Control
2,,0.057029454285551846,9.187966505039673e-05,0.03472249295420026,0.010806571477303182,0.0003545235252552325,0.0037210756722951843,0.0006344265490606953,0.053342084744523774,0.09486215004507688,0.0001139104797641383,0.0016484531728434171,,0.0651760840785231,0.00020142459166849416,,,0.0001171592635007269,,0.004157427937915743,,0.007315753352338716,0.0006276244081122131,0.043240499338060304,,,0.003416908294957076,0.5457885610324635,5.827505827505827e-05,,0.07257326007326007,Control
3,0.00016980420535504974,0.07007990786134354,1.0905792300714482e-05,0.0031616605342818984,0.00021312160468031752,0.0036223538165176873,0.00043888169763436023,7.409823366934045e-05,0.03215771610286098,0.0957594814142876,0.0018232038567773886,0.0004135027977943799,0.0044759613914567885,0.5491005269434223,0.0005276568854280267,0.00963694923200799,0.0006532263818250383,0.016972164748810043,0.05935890248998603,0.0008679787591858365,,0.0006794206680052592,7.603477622741123e-05,0.005992783830888872,,9.590981827076941e-05,0.0005887089376535218,0.1370796938224292,4.586548163851883e-05,,0.005923577915260974,Control
4,0.0017641870637007358,0.04436544555651111,0.00019427847844516937,0.00019824957941967755,0.008098602233550835,0.1487808618185158,0.003012640116224961,2.7899529923467715e-05,0.09283660222825604,0.0316401033952506,0.000330721435005194,0.0004223622267246136,0.008387270727467007,0.18904782570002868,,0.07541222573692942,0.00029823986549575525,0.01592951153217905,0.008048199798105154,0.012505200614930077,0.0021805417274126317,0.0013526180857786323,0.00022339988559156275,0.008513836843141715,0.04413501987688772,0.00011475463585309535,0.0001881690923305414,0.28209377622581266,0.014157585912733124,3.624902428012594e-05,0.005703621053514761,Control
5,0.0018018196163828708,0.05679393105545021,9.76350383727329e-05,0.00022997789101931708,0.02187436821736443,0.013420286192191277,0.005178158712346269,0.0006431759648077182,0.028003335657829972,0.13153128713774748,0.0,,0.005463236545907161,0.11314541472181891,3.8209492865278375e-05,0.012808522344159598,0.004980416862477444,0.06716724192036587,0.024656245877159675,,0.001595632541675897,0.002010993416947238,,0.003071178105775206,,,0.0008279410057789024,0.16370656386562243,,0.3382796603248177,0.002674767491116293,Control
6,,,,,,0.21993357540192301,0.008327519028190573,0.002601796483915826,0.0020379829968755593,0.018448784214128086,,,0.015186735171000268,0.028927398875604818,,0.0011691050382056198,,0.034182968077637876,0.030628308274441515,,,,0.03441392781931702,0.01078275282398202,0.009041394593380657,,,0.19284726737264465,0.3754691112444767,,0.016001372584275857,Control
7,0.008328022267787656,0.11161114491069535,0.000203833462274252,0.0014616638233220423,0.009692270414344563,0.07602505887004032,0.033872899012307923,0.0002570959390094273,0.020762292138361983,0.09248209250159707,0.04262562791048089,,0.01266789602607268,0.18009040046202254,0.00026202566522636497,0.05503942870045881,0.0003781957352081153,0.03295768462333731,0.0552884870423754,0.003731266906415686,8.959241559478164e-05,0.0006292902683882271,0.0023348683714874497,0.01674070722495316,0.004426143967081432,0.00013803233407425693,5.690618741725965e-05,0.07257532219779628,0.1435718459906376,0.01520713369964057,0.006492770931590726,Control
8,,0.0,0.0011793424186241908,0.00037127621741470763,0.0010592285289240933,0.0022494933928206913,,,0.003559878748076664,0.006868608371757271,0.0012776301224807572,8.735909703550126e-05,0.006311692395220391,,0.00012011829080628216,,0.0004913945082209897,0.02056218814745639,0.01732990573819372,4.367954851775063e-05,0.0007316321901100999,0.004597274489497949,,3.275963388139932e-05,0.03266137918583913,0.0005459946315410193,,0.2707153422140502,,0.6285813890857843,0.000622433043746587,Control
9,,0.0016140789896895728,0.0007583761652971698,,,0.9502879300767135,0.0007881969034352072,0.00010662278084837151,,0.0002808707890766072,,,,0.00047485912064892445,,4.474186434352649e-05,,0.0009159799496417101,0.003451001061815963,3.794335409444019e-05,,,,3.197412127504682e-05,,,,0.039436279905909415,0.0012932894450940209,,0.0004778554721165886,Treat
