,taxa100883,taxa1017280,taxa102106,taxa117563,taxa1263,taxa1301,taxa133925,taxa1348911,taxa1350,taxa1357,taxa135858,taxa1485,taxa1578,taxa158846,taxa1678,taxa1730,taxa189330,taxa191303,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa29521,taxa32207,taxa33024,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa447020,taxa459786,taxa52225,taxa561,taxa570,taxa572511,taxa577309,taxa577310,taxa61170,taxa644652,taxa674963,taxa724,taxa816,taxa830,taxa838,taxa841,taxa84108,taxa84111,taxa846,taxa872,taxa904,taxa906,taxa946234,condition
0,,3.988918945981082e-05,0.00016952905520419597,,0.06996635061946282,1.088812059234632e-05,,0.00019669847761687328,,,,0.003156537390416662,,,0.00021277626316445005,0.003616484166841011,0.00043817053523965657,,7.397816514612876e-05,0.03210560785019248,0.0013039287595357546,0.09560431307966522,0.0018202495435129997,0.00041283275928176655,0.00446870855899896,0.5482107663364547,0.0005268018720240833,,,,0.009621333552588198,0.0006521678960406315,0.016944663111373062,0.05926271752836812,0.0008665722893871147,,5.037027750664887e-05,0.0006783197370895381,2.9509859549349843e-05,7.591156973729304e-05,,0.0059830731445624915,,9.575440633082136e-05,0.0005877549957139473,,,0.0,0.13685757035761062,4.579116136968077e-05,,0.005913979369962462,,,,,,,0.0,Control
1,,7.550654432565769e-05,0.002402230504133729,6.183373765047105e-05,0.016999380132085438,0.00308260569003033,0.0,0.0004476313648062977,0.0035509503365908283,2.2856035039118006e-05,0.0013886061644971294,6.601720834959531e-05,,0.002994854841219431,0.002899553337975965,0.16292373583933434,0.0036380889701774655,1.8876636081414418e-05,1.6427775184366066e-05,0.0799053107119808,,0.029636726791303487,0.0003695739237128813,6.173170177976068e-05,0.0055934023605998685,0.098321254837138,0.003219639864394328,,0.00013070795037995608,1.1632089260979699e-05,0.11405263520390595,0.0007793499804856398,0.030777589861715887,0.015980245855430474,,,,0.0020591859068055376,,9.407707279494108e-05,0.10094337264265253,0.008452243386162406,,0.0015716585165514935,6.469074203036079e-05,,,0.00019131725758190287,0.16108504944913385,,,0.14507868241080155,,,,0.0010194403842670892,,,1.1325981648848653e-05,Control
2,,,0.00047063285465547266,,0.04960679187805935,,,0.006159195796856161,,,,0.001393442373587772,,,0.0042397519974769786,0.11639163224722375,0.003497143853835085,,,0.029012015791197613,0.0005628123989092595,0.041930132164576486,,0.0004942608346457173,0.0009173335064023713,0.07213551305674062,,,,,0.0247065516433615,0.0012182099726300785,0.06062767272509707,0.025829337027275613,,0.020126475607913447,,0.0010526112974194796,,,,0.009834310057913905,,,4.482217663385454e-05,,,,0.4440792642672943,,,0.08567008647029414,,,,,,,,Control
3,,,,,0.03340462400609544,,,,,,,6.823713870148777e-05,,0.07507404300788478,,0.2615081882489208,0.01660842102376896,,0.0001293078199137782,0.013472005324366333,,,,0.000900377101070316,,0.02517908873403802,,,,,0.0072532858726896505,,,,,0.01609939481863046,0.0015930307966566506,0.001549408881505015,0.00045242157714411077,,,0.02153188118055028,,,0.0006549518974909922,,,,0.5084290003477291,,,0.014927107779781621,,0.0005980356843883814,,,,,0.00056718875867401,Control
4,,3.135460335968647e-05,0.009868556005480544,,0.0819339560072519,0.0006570214613097939,3.440862316744814e-05,8.581795659810292e-05,,,,0.0010128147689140283,,0.0173919302005809,0.004175455881171754,0.10610988220747401,0.01633971857614674,,9.864483979070193e-05,0.02898987582253661,0.0035695383513118396,0.014246798801887669,0.0011295801262307828,0.0014697979328154327,0.002223122818729978,0.5244169392633847,0.0,,,0.012749209288821608,0.06878385571833141,0.008153011278800552,0.014664690512249723,0.0001350894761633245,,0.0005925816433660227,,0.00473668292117809,2.5653766385198023e-05,,,0.026953353614060874,0.0022732087435772697,,0.0006460269900018518,,,,0.03483211391412443,6.810464171308525e-05,0.0015762814234460563,0.008076355381625735,,,0.00019606807165829917,0.0013947708462047545,0.00034571504223862104,,1.2012477910529235e-05,Control
5,,,,,0.07121840720905094,,,0.0008053939361670225,,,,,0.0007484777993406298,,,0.026884000629137518,0.0022651194453471466,,,0.003020125260381126,,0.0036582387944060625,,,0.003678536843202571,0.06626037928995182,,,,0.02937382661467918,0.042890083107759804,,0.030766843963492895,,,,,,,,,0.004177318042272575,,,,,,,0.4322637791621252,,0.23393042236873535,0.04805904753395027,,,,,,,,Control
6,,,,,0.03603398305561995,0.013840183811777288,,,,,,,,,,0.09907688116780566,0.015468494065376814,,0.0015297835303414455,0.0008698156734256201,,0.0005497549374430865,,,0.008247835207708538,0.03750100365284301,0.0013117755250955522,,,,0.012204418570937379,,0.047177274861652074,0.013359840850126448,,,,,,,,0.0503124999685178,,0.00019554230045391809,,,,0.0006910974657979793,0.5723898905940326,,0.0003801036061888887,0.0888598211548561,,,,,,,,Control
7,,,,,0.01793255433383889,,,0.040909815620240174,,,,0.0033794255755494086,,,,0.010175303212523128,0.0018728724945411225,,0.00017096929270104773,0.007197503726928249,,0.010956096704278565,,,0.006175532250676187,0.06931611068936437,,,,,0.008024529743396338,,0.13298578344806825,,0.04484180585657842,,,,,,,0.010456846136539109,0.021353053005741328,,,,,,0.6091807879883653,,,0.005071009920670249,,,,,,,,Control
8,,,,,0.01910154845241689,,,,,,,,,,,0.04116544741853257,0.015309341235917115,,,,0.012278768001368115,0.02645414797701331,,,,0.22608053961630362,,,,,0.011550482830801654,,0.05487485909364642,0.0029832951940194185,0.081743427056033,,,,,0.0771817570207636,,,,,,,,,0.3427668105715326,,,0.04736395438817996,,,,,,0.04114562114347177,,Control
9,0.0001383008673052428,,0.0016091547133407968,,0.011408916968521376,,,,,,0.0023598590577469446,,,,0.00476947024435733,0.10318289998223998,0.006035888069972199,0.0,0.00017337863088774988,0.020613663864365445,,0.001748661692860911,0.0020290827828184895,,0.0014118548568581,0.02806904550188993,0.00044957832809327836,,,0.08226177801243362,0.012040417222357743,0.0008064870343439447,0.007310849190442404,3.407267007011432e-05,0.010790482930346117,0.005373531445305375,0.0,0.0002906730437839841,0.0034796337399037097,0.2178912072710877,,0.009066747556592545,0.0010351458084132963,2.3921225594947518e-05,0.0002542886586353665,,,1.2362650202430857e-05,0.021872543488637364,0.011466709845483957,0.40032372051847154,0.031584058533429854,,,,,8.161359320629154e-05,,,Control
