,taxa102106,taxa1263,taxa1301,taxa1348911,taxa1485,taxa1730,taxa189330,taxa207244,taxa216851,taxa239759,taxa283168,taxa292632,taxa33042,taxa35832,taxa375288,taxa397864,taxa561,taxa572511,taxa816,taxa841,condition
0,,,,,,,,,,,,,,,,,,,,1.0,Control
1,0.0010568278052243214,0.01646032789153689,0.0024972797508882975,0.0031573102964879657,0.00032096591266405256,0.23208515928992995,0.015429502678095128,,0.07274517150771159,0.028885443004552515,0.004789746135665488,0.1284264571674884,0.12472423793219144,0.0003381482420357898,0.006472698023195915,0.009110872874932459,0.0005788154021025902,0.017340292253094792,0.2570087007879472,0.07857204304425516,Control
2,0.010679448472657461,0.14312467386866354,0.0002613860635052695,0.00031773111399799325,0.0018743662040738018,0.0974908174746066,0.0434369491326504,0.0003296872588586444,0.026624548054288592,0.1185945125692752,0.016244690337909512,0.23093912219633558,0.07057987165147206,0.00048497971509468775,0.0422633229589727,0.07089925188889909,0.00299412101240237,0.02146746423772774,0.09306704387616568,0.00832601191244309,Control
3,0.00011640584616989065,0.1303951026459395,,0.00022588792453785472,0.0002965319928918869,0.26399785709386536,0.03426551048399084,0.03789691851222944,,0.0003662024063987731,0.006198719492418583,0.046652239265509404,0.024736675046589385,,0.005038231098492545,0.012725452484453437,0.0004435538748109216,0.12459211975694978,0.26773020067459136,0.0443223914001611,Control
4,,,,,0.26885063324117725,0.11098214010349168,0.08453639775348896,,0.025268827987830138,,,0.4371427012438369,0.026673274813277806,,0.006001896607091981,,,0.025494850757036093,0.01072723904344921,0.004322038449319893,Control
5,7.823757398179386e-05,0.02457106894879652,0.0006296835075194043,0.0017796898696957504,0.042516361110251366,0.31240349266286305,0.016755909086219524,0.001927223580632847,0.015425698377816986,0.016354060272163587,0.008306766948321932,0.10851534316203602,0.0673075269704692,0.00021115547439481947,0.07776213026298143,0.009457289162634424,0.0007387002589577724,0.015329749880494254,0.2576767395393784,0.022253173350390846,Control
6,0.0007346027925962675,0.07788184833486303,7.226248577949304e-05,0.010211123605310986,,0.1396771986058737,0.00355744663599701,0.002046647343142691,0.08943792290500985,0.08577504411762964,0.0035208547033072123,0.11921112005141822,7.844889166589773e-05,0.0026726589685839826,0.026043584150849307,0.024557135604569152,0.0014488036083331148,0.010512414734544614,0.3642582111046512,0.03830267135587456,Control
7,0.011230902290673247,0.029446701940890697,0.002017615488462437,0.00035716266002603736,0.4462697950321433,0.023149092979247242,0.007109700181105848,0.0028137833506804715,0.009458543302373779,0.0031975204945693244,0.009253965859048908,0.2542495063767268,0.047458462667800155,0.011825672381413427,0.09807763292010471,0.006231944820135766,0.00025037815901335147,0.005222477143407125,0.030534771743088274,0.001844370209089184,Treat
8,0.011614577444919933,0.02150992514618364,0.00027374973213053236,0.00024197853918527236,0.5080560234250308,0.03300315319944606,0.004766321029155026,0.00021716236045958088,0.02455280414998599,0.023235440541877043,0.004354580993026517,0.13458873624975976,0.010815244767265995,0.00028588155393222066,0.01541819472573806,0.06041354344982749,1.9014568826085767e-06,0.006425856481406052,0.12608132421937046,0.014143600534416989,Treat
9,,0.004730969607230339,0.0010825265679562988,0.0016082366836298364,0.8631720385103142,0.018385963409633048,0.002681436541561137,0.00014159505189888415,6.942247157630235e-05,0.0004615271753021107,0.0014631801784053251,0.049499204380404976,0.001459112515138264,0.00018643013681752713,0.015625156204214535,,0.0007643776626326472,0.0016924601010720405,0.03653677789379116,0.00043958490842118856,Treat
10,0.004475996495637417,0.059125364457502556,0.006495794454264712,,0.11578523771497465,0.24495241498328327,0.005778332406857509,0.0012147885887220267,0.02175330698818054,0.01778548880982586,0.000318138385805441,0.11140080831241936,0.1285007322604147,,0.02515216628156012,0.011330688977869168,,0.0062189252127063995,0.18558995560059643,0.05412186006938,Treat
11,0.004986293524934627,0.002654521915867808,,0.0011038047538375693,,0.18680576372419364,0.007547554591245708,0.0010147178719556458,0.016238284047763295,0.06392633473535574,0.019190632241476678,0.07212000776781682,0.022242159459968578,0.00196348492568923,0.16008159203724512,0.020714824584720393,,0.01861765361872387,0.35351323353626374,0.04727913666294153,Treat
12,,0.003866808412386167,,,0.9199495379017419,0.003778070201023525,0.0010233313269510144,,,0.006794085914396369,,0.008059759946678027,,,0.006558119713845389,0.004217693793785085,,0.015751627246863877,0.02721737353513706,0.0027835920071915873,Treat
13,0.010030209431228348,0.0015753906963796166,0.001219179907240332,,0.0997347233552204,0.1300261239874214,0.004600426618588822,0.00020933762994976315,0.0052128107099902185,0.01853857715293288,0.004999655881935697,0.03659846416229462,0.0059438210044487835,0.012985326925626494,0.02171375235044979,0.013835369942749995,1.875081857929676e-05,0.005116789526771931,0.5647216834466331,0.06291960645155863,Treat
