taxa100883,taxa1017280,taxa102106,taxa117563,taxa1263,taxa1301,taxa133925,taxa1348911,taxa1350,taxa1357,taxa135858,taxa1485,taxa1578,taxa158846,taxa1678,taxa1730,taxa189330,taxa191303,taxa207244,taxa216851,taxa2172,taxa2316,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa29521,taxa32207,taxa33024,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa447020,taxa459786,taxa52225,taxa561,taxa570,taxa572511,taxa577309,taxa577310,taxa61170,taxa644652,taxa674963,taxa724,taxa816,taxa830,taxa836,taxa838,taxa841,taxa84108,taxa84111,taxa846,taxa872,taxa904,taxa906,taxa946234,condition
,,,,1140236927.5716748,654273037.1911134,,7189742.89468913,,,,7297508.615929437,,,3274791.1708248476,3115442663.313247,417116070.50041103,,74731506.5711513,59851794.82198595,292857368.5795354,,169726185.62268153,10006127.639342522,,190491192.50644812,375927046.77620536,43006564.99288545,,,,1456067696.098603,,649970450.5595039,510190267.8928229,114175368.98870422,,,,,,,186166087.6644304,,,,,,9608842.069993928,4942731100.212696,775662275.7285156,2925758.909494302,,449079061.7315659,,,,,,,,Control
,,,,571605898.5175642,,,,,,,,,,,13568791529.771976,1489019707.101651,,136770566.53245822,416515916.2241009,,,846404851.6199887,,,,1929079236.420456,,,,,,,3516301506.695886,2655589916.735163,,148214413.86757642,,,,,,1029182308.1133199,,,,,691993937.8130326,,48543519425.471985,,,,778135318.6639595,,,,,,,,Control
,,,,,,,265983467.51913846,90967395.2787378,,,,,,,7130984016.070545,145680272.34681988,,,,,,536150009.5019477,,,,1766531162.6061234,,,,,,,1207971308.680721,1202851022.8969023,,,,,,872073324.1091743,112313378.20364629,252041092.16574427,317627791.6934551,,,,,,9746454943.057255,11980889761.891249,,,557249929.2231109,,,,,,,,Control
,,,,4645028037.662221,606822833.3531079,,,,,169033726.09672746,,,,,3338777208.9473953,56531121.76515761,,,405798920.625395,,,,,,,2153718517.528444,28420596.066015027,,,2418548861.605004,20154573.84670837,,89716213.71238326,157114923.701826,,,,,,,,2910592720.3721857,123725639.07397707,,,,,614249396.7742965,661478407.5332811,7432379131.240425,,42937334373.795006,4537335305.3631115,,,,,,,,Control
2806825252.8838186,,,,1415857300.815299,,,,,,,7232219097.695655,,,,1383365221.8137548,374699487.50900376,,,,,,2487699187.125855,,,,2951134048.113056,,,,1593815819.1738381,,,2401298612.7592583,1544336288.1402612,,,,,,,,10826639078.19477,14359274681.088873,,,,,,9965820107.689484,,,,1981372960.843381,,,,,,,,Control
,,,,22556617388.831116,,,,,,,2220027365.129187,,,,11400529892.183762,672290090.9713167,,140791057.8861737,,,,103657217.90993065,,,319856726.1294916,4487849481.062318,,,,67475980.0043371,110201946.9508742,,2412141329.6365247,,,,,,,64618173.79238871,,2878798739.060855,,,,,,,7709608486.59576,,,,536567816.9425494,,,,,,,,Control
,,47632156.9942329,,688379998.9103291,627281.9150167562,,708576825.831987,,,,21864076.222097196,,,922310757.8098345,2535159859.5402203,196438283.91314209,,41276800.74998418,1513664275.773065,,,3478942642.3752666,,45098268.20594152,378436703.21678656,1694626854.5459914,,,,,240253100.30612165,146540483.68638155,10012987568.454971,520594467.2074589,4690995742.102282,616147661.0252087,1448526.00112422,270490564.72275174,,,,292515588.2783072,374743168.25665504,,,,,,11431841484.257017,,,,187297300.74365446,,,,31215528.981491733,,,,Control
,,,,,,,,,,1336320112.7455685,,,,,3272098738.164865,1124824329.3784401,,,,1011710248.7745266,,,,,,11580571273.329317,,,,,659741121.3423191,,,,,,,,,,,,,,,,,,166127583.56692135,19191288540.869747,,21005227731.75806,260905071.9819588,,,,,,,,Control
,,,,,,,,,,3380854351.6670613,,,,,,1769977877.805878,,,,,,,,,,1990759299.8945878,,,,,,,,411809578.2822351,,,,,,,,,,,,,,,8494384855.881477,,,,2309365965.0456347,,,,,,,,Control
,,,,2354426510.1541314,,,,,,,,,,,12759827872.526012,651208633.618695,,,811302875.5726069,243362370.9962413,,1324877399.9391167,,,275586938.94262326,8933106101.545729,,,,,301094232.1979491,,854373596.6146841,,1886221357.2631583,122441768.36213312,,,,274823941.5298362,,,210307198.27138224,,,,,,9756080905.894958,3795646528.2506337,,,1621321211.197104,,,,,,,,Control
