,taxa102106,taxa1263,taxa1301,taxa1348911,taxa135858,taxa1485,taxa1578,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa33024,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa459786,taxa52225,taxa561,taxa572511,taxa577309,taxa577310,taxa61170,taxa724,taxa816,taxa830,taxa838,taxa841,condition
0,,0.07121840720905095,,0.0008053939361670225,,,0.0007484777993406297,,0.026884000629137515,0.0022651194453471466,,0.0030201252603811266,,0.003658238794406062,,,0.0036785368432025707,0.06626037928995182,,0.029373826614679178,0.042890083107759804,,0.03076684396349289,,,,,,,0.004177318042272575,,,,,0.4322637791621251,,0.23393042236873537,0.04805904753395027,Control
1,0.00047063285465547277,0.04960679187805935,,0.006159195796856161,,0.001393442373587772,,0.0042397519974769786,0.11639163224722375,0.003497143853835085,,0.029012015791197613,0.0005628123989092595,0.041930132164576486,,0.0004942608346457173,0.0009173335064023713,0.07213551305674061,,,0.024706551643361496,0.0012182099726300779,0.06062767272509707,0.025829337027275613,,0.020126475607913443,0.0010526112974194796,,,0.009834310057913905,,,4.482217663385454e-05,,0.4440792642672943,,,0.08567008647029414,Control
2,0.004572434004893404,0.07895406491528277,0.0005222136423819276,,0.015265248674111618,0.0009559615151428166,,,0.04872962235433973,0.020580447818629232,3.769499883390674e-05,0.03628782103190927,0.0012077722797107842,0.04704192838215823,0.00928778211105682,0.0010987734619444473,0.007669655331845215,0.4404737229593292,,,0.026763040554200247,0.0025330221980638255,0.042060570040321384,,,0.015394576231086483,0.0015308868632111826,0.02665833222410606,0.007167361810798279,0.014021313712592694,,0.0003984024266998273,0.0007550236758303653,3.5243291592677034e-05,0.11709149475176311,4.413073034213473e-05,2.737739752706506e-05,0.03283408061029531,Control
3,0.0013267975040622416,0.013854306982625486,0.0017392635010379607,0.002873066785866018,,0.0003981701288842982,,0.005082483131882403,0.20483864797330897,0.01133430786856661,,0.07438673746141626,,0.027883385986424973,,0.0014587825960893758,0.004039589487100496,0.11725732763914815,0.0017064434095041348,,0.10951239008792968,0.00020577996041453995,0.0038630053136332245,0.008052298715184026,0.08158984147694438,,0.0002332642701959339,,0.0007225453893811904,0.014537891097701186,,0.002003334360219633,,0.0029926688372224133,0.21406048964354962,0.026208755917180616,0.0008306704762134877,0.06700775399831269,Control
4,,0.07280766316406982,,0.00211437309994356,,,0.0003529655189201689,,0.030860894870693805,0.003344672690115285,,0.003714134745114938,,0.0064644291931956616,,,0.0039080696326835,0.08506549476883776,,0.027140624218866385,0.0019934655611171014,,0.03324454374554455,,,,,,,0.0048007937650336,,,,,0.43154234263486496,,0.2484287803799052,0.04421675201109372,Control
5,,0.0736137688395648,,0.011884316492856066,,,,,0.07143696639158215,0.009666699625730774,,0.0013708430213259847,,0.005117646811070153,0.0005280804206512536,,0.002665071260772449,0.0025218698098248634,,,0.00669807739015556,,0.03217630304796465,,0.0715986195701028,0.002581135956540565,,,,0.006335861955405782,,,,,0.69707919180631,,,0.004725547600142238,Control
6,,0.06111244193266266,6.268640440726236e-05,0.00014211709045920253,,0.05061440525201138,0.0014884619864515738,,0.2157029756995473,0.02199099764627726,,0.003831614899103668,0.001773533381452213,0.007954161691783614,,,0.004126942166611672,0.283170919033968,,,0.08672386722580008,2.888388583706914e-05,0.012948562299349872,0.005312123351774021,0.023008212756191436,0.0003204436899750206,,0.0020043951646282073,0.0012007742974439542,0.00481753913269435,0.004615247280074587,0.0008210977111508858,,0.0005272355682867911,0.1489414317470115,0.03813834565032226,,0.01862058305472418,Control
7,0.0006842078580481622,0.049634980988593154,6.813688212927756e-05,0.005421140684410646,,0.00133637515842839,,0.004542154626108998,0.11159847908745243,0.003397211660329531,,0.030549556400506966,0.000420785804816223,0.04455148288973384,,0.0004845627376425855,0.0020902408111533586,0.06761622306717364,,,0.023489683143219267,0.001567249683143219,0.06216010139416984,0.025483700887198982,,0.022797972116603293,0.0011738403041825093,,,0.00700552598225602,,6.82382762991128e-05,4.380228136882128e-05,,0.4516694550063371,,,0.08214489226869455,Control
8,0.00011550724480547495,0.1293885104428318,,0.00022414417021731573,,0.00029424289778048966,,,0.26195991104224564,0.034000995981614594,0.037604371154835205,,,0.00036337548667893374,,,0.006150868134632067,0.046292104725566705,,0.006650683870518955,0.024545718916125527,,0.0049993381950146605,0.012627217650537554,,,,,0.0004401298361546908,0.12363032400104215,,7.772048814048687e-05,0.0009911509212722587,,0.26566344259037666,,,0.04398024224960879,Control
9,,0.021823353362943235,,,,,,,0.03326033312348531,0.009258742607901235,,0.0002293932029627556,,0.007885220594192496,,,,0.03410214207856301,,0.020422299961613676,0.0004243196305834205,,0.0902247706619649,,,,,,0.0019337121946498529,,,0.0016967531141729795,,,0.38442959220655765,,0.25758450323341436,0.13672486402699505,Control
