,taxa100883,taxa1017280,taxa102106,taxa117563,taxa1263,taxa1301,taxa133925,taxa1348911,taxa1350,taxa1357,taxa135858,taxa1485,taxa1578,taxa1678,taxa1730,taxa189330,taxa191303,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa32207,taxa33024,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa447020,taxa459786,taxa52225,taxa561,taxa570,taxa572511,taxa577309,taxa577310,taxa61170,taxa644652,taxa674963,taxa724,taxa816,taxa830,taxa838,taxa841,taxa84111,taxa846,taxa872,taxa904,taxa906,taxa946234,condition
0,,,,,0.08275101981961634,,,0.001752007498087917,,,,,,,0.029190007860085437,0.0024087456180905994,,,,,0.002546889518659258,,,,0.03963560260739049,,,0.028608795128057887,,,0.03821362794620858,,,,,,,,,0.017140633011652993,,,,,,,0.5045438755615878,,0.18926521057617607,0.06394358485438674,,,,,,,Control
1,,,0.0018367225729816268,,0.024865786109927564,0.024993453925707863,,,,0.001934539257078669,0.01099471924184323,0.00031937612167693124,0.0047356909529896315,0.002236459180643245,0.1730074498715317,0.009290312584730991,,0.0020974293424229516,0.04104241391331293,,0.18368361932060273,,,0.007252172341222192,0.05807253618416805,0.005316910046351888,,,0.05693344178900209,0.0017823914474958359,0.01825794373216614,0.06044926469638867,,0.0036779899549392522,0.00016867438767737022,0.0002955158745529432,,,,0.03415361970794438,0.010404617112755163,,,,,0.000643503634556042,0.24265974616208955,0.0001444009761010187,,0.018749299557139356,,,,,,,Control
2,,,0.002393239099543789,,0.06287262855691722,,,,,,,0.0003551943475558983,0.0019080498705363476,0.018140119066145103,0.26101888904791043,0.005494991968024592,,3.479029679873021e-05,0.06393977403806393,0.018704367682189183,0.01980349107087241,0.010513856850219857,,0.002706039283036564,0.19643393208059098,,,0.07097085135606117,0.027673285364388782,,,0.022844725488933872,,,,0.0009522541716586576,0.002112312661022305,0.018449065234723047,,0.05757096231002571,,,,,,,0.0832052654593392,,,0.051901914695442204,,,,,,,Control
3,,,,,0.08623338957059504,,,,,,,,,,0.22672826574078264,0.02205230841760727,,0.00540194493206755,0.004486696179755229,,0.0010223952808320865,,,0.005638909573402568,0.19867347421531736,,,,0.006776836763247273,,0.041435374234872854,0.054376811462173304,,,,,,,,,0.012233234906910374,,,,,,0.30853334622542455,,,0.02640701249701207,,,,,,,Control
4,,,0.0005516985509480964,,0.009309611901751886,,,0.0003856670001351139,,,0.0037668282613404873,,0.0003175077359259149,0.00024463052559325156,0.09339264695047018,0.0017366057007645686,,,0.014519027476715934,0.0005952642662158319,0.0009275281315066249,0.00048203355925268543,,0.0007468408331611784,0.04504152896788805,,,0.0025104492468451495,0.00041798995017246606,0.00047821904962094824,0.004832782939746208,0.0006555937474967282,,,,,0.008880881095511104,,,0.0007596897077101881,0.006715143061176102,,,,,,0.043639395532727394,0.19175539918742915,0.5510661454038873,0.006481253391651163,,,,,0.009789637824356287,,Control
5,,,,,0.1324700690406718,,,,,,0.014097039029968839,,,0.0007621600548865744,0.03941163326341465,0.03319120442008205,,,0.0033461514636118775,0.011102482104433034,0.013421901013971447,0.005676302028739799,,0.002518751443062351,0.23253797598212972,,,,0.007816470413728698,,0.029987752099605917,0.03228528268190236,,,,,,0.0014028717697849493,,0.01431847239876622,,,,,0.007534684763992297,,0.38427614823667733,,0.004074203979446647,0.018082733414305982,,,,,0.01168571039681731,,Control
6,,,,,,,,0.003682592385183544,,,,,,,0.09070664851571301,0.015516598223380086,,,,,,,,,0.02863780885243337,,,,,,0.04556313476471403,,0.05872257617125593,,,,,,,,0.006379340454860615,,,,,,0.667334023118508,,0.05277814904110584,0.030679128472845592,,,,,,,Control
7,,,,,0.06336425188353498,0.008277856355118686,,,,,0.0023058408927486354,,,,0.045545283760488005,0.0007711583675583216,,,0.005535627516581195,,,,,,0.029379534746487492,0.0003876940662587522,,0.032992166681625586,0.00027493472234687996,,0.0012238463831898826,0.0021432528543176097,,,,,,,,0.03970428784685363,0.001687779383712929,,,,,0.008379164384141064,0.009023429802923904,0.10138736290661193,0.5857213451477891,0.061895182297711494,,,,,,,Control
8,,,0.0014207752408047624,,0.04040736737207214,0.0018627761655973308,,,,,0.0062927294196363495,,0.005203556341876148,0.0010478750115548337,0.10207522275334716,0.006112519676194751,,0.003110951871720698,0.05166895429541998,,0.016167127490174456,,,0.011135663335729028,0.06335610409263835,0.002912173218904205,,0.03667197250421428,0.25297044205064484,0.0003719870041987044,0.010475198684793578,0.00011648692875616821,,0.0006250518128379758,,,,,,0.01877245709186729,0.015131936159886632,,,,,1.8771848275166486e-05,0.11860662556951,,0.1863131308672807,0.047152143192064525,,,,,,,Control
9,,,,,0.04278008691336285,,,0.008488316750830893,,,,0.00012096752191905757,,,0.10895210108231444,0.0036396296190676115,,4.447486763321947e-05,0.004121337734011671,0.001253017624916468,0.007506266375013113,,,,0.04434834075284626,,,,0.02099646146834393,,0.04728121119065912,0.018732258311266625,,0.002034107487724885,,,,,,0.010460859491230164,,,,,,,0.5858101905305388,,,0.09343037227832084,,,,,,,Control
