taxa100883,taxa1017280,taxa102106,taxa117563,taxa1263,taxa1301,taxa133925,taxa1348911,taxa1350,taxa1357,taxa135858,taxa1485,taxa1578,taxa158846,taxa1678,taxa1730,taxa189330,taxa191303,taxa207244,taxa216851,taxa2172,taxa2316,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa29521,taxa32207,taxa33024,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa447020,taxa459786,taxa52225,taxa561,taxa570,taxa572511,taxa577309,taxa577310,taxa61170,taxa644652,taxa674963,taxa724,taxa816,taxa830,taxa836,taxa838,taxa841,taxa84108,taxa84111,taxa846,taxa872,taxa904,taxa906,taxa946234,condition
,,0.0031885112651943355,,0.00027502730525661204,,,,,,0.0031314746438878536,0.0010556904134262565,,0.025729363488745476,0.0009642882019441077,0.017847948779472725,0.011989179865703378,0.00012689622402179375,0.00017603388878043496,0.01205616712058311,,,0.03414934341718913,,0.00018157341674905004,0.011193231763694404,0.010686877873822479,,,,0.07237577941927899,0.003541604881267912,,0.05532583041884063,0.015121167428847586,,0.030901025766704015,,0.00855118467421882,,,,0.005084978923634837,0.10358506965905129,,0.00018988270870197267,,,,0.1563008591500128,,,0.4098132532796314,0.002441495660241464,,,,0.002683490965388927,,,0.0013327693957082816,Control
,,,,0.08648465482231568,0.0028267717517931057,,,,,,,,,,0.08215880307067518,0.06340787690900161,,,0.00495252225855887,0.056733222436268486,,,0.002939174393317055,,,0.31166055722217395,,,,,0.017318359651535314,,0.03334697633285042,,0.008996851797942126,,,,,,,0.04147059366434777,0.0018530967598030831,,,,,0.00030843697320929455,0.21642252091075845,,,,0.06911958104544975,,,,,,,,Control
,7.573755911737254e-05,0.0056465544074494126,,0.01559179828137588,,,0.0004070767066348738,,,,0.0038346321598101024,0.008993607020009925,,0.003575279179592915,0.03610481429292449,0.005230758249564079,,2.6665298591524735e-05,0.058506909556782186,0.00033204887029370157,,0.02195050880025826,0.008862206917444843,0.0002851057780964545,0.007176209768097068,0.07227968836275675,,,,0.05274264255745155,0.03270666164047756,7.259450110848559e-05,0.018107968300941926,0.004094999029707576,,0.0009200034958916176,1.6222234884577786e-05,0.00428307556540065,,0.002486361662965632,,0.01141680335589373,0.009878529932963643,,0.0002120043321478259,,,,0.1211182473172986,,,0.4638525009515355,0.028292997084256057,,,0.0,0.0008702215125895694,,,4.856531568570474e-05,Control
,,,,0.037203574727420675,,,,,,,0.00046614747576628117,,,,0.10613574821799125,0.020186319474336654,,,0.0021575734397703402,,,,,,,0.008359571226390514,0.02114651761984114,,,0.02379044783395302,,,0.02577814006336487,,,0.0008153477415031696,,,,,,,0.0009848186107738336,,,,,0.03303851010075105,0.5758860187353535,,,,0.14405126473278382,,,,,,,,Control
,1.6127786862238544e-05,0.0056281557577469435,,0.03746208727364072,,,0.005214687906888321,,,,0.08438190643475497,,,0.001216874658043971,0.10814642130485062,0.005539232001417477,,0.0007566804110022879,0.1094233885386005,0.004190131583961866,,0.06630453525517639,0.007484508211308031,0.0022214369438329938,0.009186762975329237,0.24754385404838936,8.074939860476968e-05,,,,0.009528429035362822,0.0007507153391491312,0.0345939923552081,0.01946524456407973,3.324975236666987e-05,1.2482465174198328e-05,0.0007340352308190076,0.0012662521972728795,,0.00032907313056581243,,0.014037691963468574,0.04800921802437042,,0.00045566521100502737,0.0009154176008724028,,,0.136590203650867,,0.0,,0.03242977591544798,,0.0009486673532390727,0.00013697572403545064,0.004965369996285086,,,0.0,Control
,,0.0032013301333013037,,0.0002701423340605108,,,,,,0.003159927438703259,0.0011069071889937697,,0.0240521985496964,0.0008815494528029265,0.016296469528692833,0.011279877193868833,0.0001580271165103595,0.00024349703555681852,0.009844003050271785,,,0.03278632243537208,,0.00042786200481890465,0.010325155652098076,0.009747977493741171,,,,0.059778932156868234,0.003430274736598413,,0.048664050849887654,0.01309513939539153,,0.026647348142038705,,0.007269042395641895,,,,0.005181998149381537,0.08944191319802097,,0.00035745692761876395,,,,0.2530985663907067,,0.0,0.36346544243134654,0.0022670024930776024,,,,0.0025446260071026114,,,0.000976960117829609,Control
,0.00015688603174767688,0.0017604970116970528,,0.04427264882047411,0.00019387211695244007,1.2701265523613737e-05,0.000430826926560978,,,,0.00019783491179580753,,,0.008081662837489139,0.1484696651611095,0.0030063387443772767,,2.7841174027761308e-05,0.09264242106849346,0.0006931842672167433,,0.031573923549965105,0.00033002968336557937,0.00042147879513559824,0.008369727539564697,0.18865240487285576,,,,,0.07525449017679045,0.000297616053749317,0.01589619265848563,0.008031365826015628,0.01247904418201259,0.0021759808095055057,,0.0013497888897254793,3.647803458381865e-05,0.0002229326124704683,,0.008496028923931512,0.044042705109434616,0.00011451460996090146,0.0001877755095011055,,,,0.28150373635668163,0.014127973277350223,,3.617320421125193e-05,0.005691691106441788,,,8.453962332517305e-05,0.0006770282574707066,,,,Control
,0.0009327688885699935,0.058911190031890104,,0.05539306441028422,0.0003125639936544481,,0.0011120951476639661,,,,0.030421568591508498,,,0.0634974172095598,0.1187806023874903,0.010489119703944075,,0.0009419865934766928,0.05886803441346329,0.07822531946417899,,0.03600582181862175,,0.0021173487157275517,0.0004675890307216676,0.15671774287735893,,,,,0.04453858840276552,0.010889147147565503,0.009555931828787414,0.08813885634468768,,0.00234674387192837,0.0020989133059141525,0.014156195057110488,,0.0012304588583977219,,0.029768368502892835,,,0.0029172988563237376,0.00022258662416746054,,,0.05881419463707643,,0.00022153915770079012,0.00010600360642704472,0.04859710197452666,,0.0008276032553162848,,0.011756135142028593,,,0.0006201001482688782,Control
,,,,,,,0.00013159087549481844,,,,,,,,0.17824285244099544,0.018313795133934805,,,,,,,,,0.0067963777697378144,0.003554280776747555,0.00048256793519317826,,,,0.002506862326338838,,0.07683702495591858,0.004641513378779997,0.04436256114024463,,,,,,,0.002882034139716229,,,,,,,0.6484918807715206,,,,0.01275665835537744,,,,,,,,Control
,,0.002500844359123874,,0.0015675971054650631,0.00029160722131957057,,0.00038700444086554447,,,,,2.520319555690574e-05,,0.00215935147387142,0.10726875781676588,0.004686440482914055,,0.00096917742914283,0.04968080985990669,0.0037323641420181322,,0.04450426095430338,0.02890608654048336,0.0005980030945774909,0.010548266358618353,0.04010297067566538,,,,0.1070812960316319,0.01170823822685313,0.0009438700881497386,0.08778741666933106,0.013234489594152526,,0.006213525013702935,,0.0004569901739822414,,,,0.012591391525706687,0.007240815596237308,,,,,,0.17861671323876996,,,0.22084977052073862,0.052840061666595675,,,,0.002506676503550266,,,,Control
