taxa100883,taxa1017280,taxa102106,taxa117563,taxa1263,taxa1301,taxa133925,taxa1348911,taxa1350,taxa1357,taxa135858,taxa1485,taxa1578,taxa158846,taxa1678,taxa1730,taxa189330,taxa191303,taxa207244,taxa216851,taxa2172,taxa2316,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa29521,taxa32207,taxa33024,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa447020,taxa459786,taxa52225,taxa561,taxa570,taxa572511,taxa577309,taxa577310,taxa61170,taxa644652,taxa674963,taxa724,taxa816,taxa830,taxa836,taxa838,taxa841,taxa84108,taxa84111,taxa846,taxa872,taxa904,taxa906,taxa946234,condition
,,,,6729174990.230047,3211820282.1426015,,,,,,,,,75203936.88796817,16504739475.230957,1963148949.293665,,316875340.49158496,387155050.4959797,1223853586.8313622,,1494605633.4098394,62531425.597755596,,,2500184597.0027304,228203509.02368003,,,,8256382401.627681,,3340359583.8965697,3399637981.208263,698829120.4862221,,,,,,,709249535.2706988,,,,,,,29907305382.71961,3853489048.4594307,,,2471229070.500411,,,,,,,,Control
,,,,2687684210.7700315,,,,,,,,,,,5917886794.635425,527014559.7551843,,199464344.37916368,440416622.4476735,,,847977347.0176712,,,1671338158.9677083,3375538986.037258,,,,,4942263.641191687,,6809897679.628864,2361203690.812242,,,,,,,,895944385.2338948,,,,,,,38572133545.52634,,,,3371212812.795174,,,,,,,,Control
,,,,940997524.4160744,,,,,,,,,,,2120807536.1305037,31904403.333548564,,35281890.51666803,149524550.7629057,,,140721277.09806475,,,27623483.76017116,2946967900.250429,,,,,875017105.1212453,,573336886.5623119,781933714.118678,,,,,,,,279982264.7722212,230266224.57212174,,,,,12857037.105610419,3169931379.6679664,,,,328148451.13041264,,,,,,,,Control
14239320.70512275,3676913.4640939776,,,2798694142.4105344,4508952.14770332,,0.0,,,,1703990312.6940994,,,530327506.58340824,17398078.342298336,182610070.8482012,,31134190.02320226,2617738184.3944187,,,4655316222.005066,5590104.209638813,80897078.47763404,,3198486238.75104,9884818.851981642,,,,,,5749536.771767548,,204023856.84911707,,,359017218.5760812,,30800378.09624522,,2122007543.7929459,,,167683197.21889827,5425689.379943553,,,26784321678.89802,2859821.583184205,,,3561499235.9154725,,117362294.7970159,,,,,137102038.89558008,Control
,,56543580.97829532,,897296378.7637912,895305762.4994037,,,,48296742.168690376,382561889.2048823,22623911.793263692,188475003.59323686,,83109128.95511094,6211046714.985972,334218351.355474,,101708612.20662938,1425990379.8476446,,,6374363640.691681,,23495031.388167404,285727227.1284167,1754272879.0874317,159407686.53188375,,,,2229083453.6584187,58278620.832607664,675006096.3502012,2056785356.9226086,,125326032.29821299,2602559.78146852,7681690.973241801,,,,785206324.773268,401899304.3446457,,,,,32944159.225449376,9171737440.656847,9877488.299238754,,,672237951.852346,,,,,,,,Control
0.0,,22736073.513752293,4547222.148314937,313190224.2184659,518951376.80421615,1705205.5135314218,,3410418.472627322,0.0,,33535790.333993893,5115623.9861587435,,532025043.47179896,42630175.06610794,,,,339904909.566884,,,526341099.5490056,2273607.351375229,21030890.336914305,345020756.9199771,,153468719.58476233,,1136803.6756876146,,5684025.824002552,208603869.10359463,1776258535.348577,961170255.2071706,513836274.00757086,186436189.98212168,,76165890.94445705,,,,7389238.783098452,1472732653.8230453,18757312.76779699,0.0,,,1705205.5135314218,10984366819.30536,3410418.472627322,3410418.472627322,44354195521.076225,29556955.132393807,1136803.6756876146,,2273607.351375229,0.0,812244074.5106665,4547222.148314937,,Control
,3831995.8907519663,288654836.86242545,,3641475330.789058,11809773.936262885,,219369878.9022165,,,,876224370.5528381,,,194661587.78033316,7248652872.054687,466614437.5903868,,15228142.479005644,694789349.2341325,,,6060353798.934902,123845733.19875678,30099709.658003353,665735593.7894859,1144663765.0734801,1331214.453362966,,,,277615265.57417965,326822656.97527504,2521320174.669458,1856972847.381336,1359740.477363601,1108121928.3286664,19701973.909771897,669581852.6922381,,,,800611389.6018214,,,34331069.8847642,,,,16693191528.30492,,,,958464897.7466686,,0.0,5833571.908129854,216850080.1154937,,,23595776.185858574,Control
,,,,131556364.03439029,,,,,,,,,2399945564.7250767,,5846657935.36805,99662486.76952295,,,,,,,,,,2897953492.874983,,,,,,,1802445970.0750937,255653576.30296165,,,,,,,,798156471.1594938,,,,,,,9212188591.87072,,,,1226836126.4750178,,,,,,,,Control
,,171791459.77181792,,168937046.3635736,,22710190.26640875,,,,3379177381.921051,61729235.93873948,,,1039413838.2738757,561071181.1263378,357910270.8404708,,,1304848097.9616237,724389601.3010024,24680055.584840365,9345948.896310685,517792338.07411957,6703943.417527964,113300717.332952,7556281154.201777,2083343.5273220583,,,108677207.74508223,391595840.69495046,,177188948.93827385,,,,,8289728.644330368,,266484660.54440045,,170173667.87071308,6479896.697410926,,,,,12374944.164386472,440539865.0986996,4821863677.614938,,1706750087.7819576,258020350.04023862,,,31698246.350064952,58403451.50895022,,,,Control
142361865.2884321,,11918839.421504293,,4448577662.565719,15562757.046499802,,162085146.00296474,,,,13136553.665806592,,,53072045.81417508,14682404998.516708,544659596.1958475,,9880090.573089086,188773383.19059008,,,702860971.7681209,201430231.24500483,,484917797.3617439,3756353240.21942,,,,,464142854.34531385,,987852230.4744151,766837095.1335484,,72121893.65117691,,9538761.580367988,,249797472.02437562,,1381533710.5926006,,922510.7911381032,25784176.612309985,,,,25134267759.953194,34577180469.12193,,95387615.80367988,2184182674.63813,,,,,,,,Control
,,216864857.4412822,,19765386189.420612,,,76494184.66046026,,,,,,,632537716.422213,5740138992.636448,1778143839.7567341,,66326992.77971064,341994352.2231734,4564675151.746643,,2626556601.934296,772302970.4048429,,1137764508.4246047,9224641300.364283,,,,1437129689.3973002,1878614530.7900398,71727712.85247178,1700621404.1215668,1789320062.967804,,,,19238864.031437367,,,,1525299808.0228937,,,2258308.2154784123,,,,38038847483.29644,,,,230943246.95479658,,,33432571.41127402,,,,,Control
,,,,1104531545.4019175,,,7691704.8259215485,,,,3376310037.632738,,,,11535234699.236843,672921707.283776,,,381798193.7214984,996724719.8577843,54989541.60627751,1213041963.8386526,1348466518.167156,,75578172.4635844,13073097494.494139,,,,,159537980.6477778,,2026327037.6970608,1966275725.8634229,,,,,,841579071.5395514,,89779819.2958143,253156821.35759556,,,,8176705.751889959,,9942040812.4254,12864410476.348577,,671473535.5048281,4225225602.0524306,,,,,,,,Control
,,,,5579321282.64448,,,900733938.5486985,,,,,,,,5414337470.273569,732656727.198889,,,103898683.14876978,,,387875749.60725456,40024174.503395885,,201990592.78432378,191137094.64705655,,,,,507659454.5395597,,2438700466.2616987,,5426589458.366899,195628983.582018,,,,,,480206488.6629425,,,,,,,52832898408.03848,,,,358157838.0409275,,,,,,,,Control
,,,,5692096363.800122,,,,,,,,,,,2915563283.096765,207936326.94456032,,,,,,,,,,6206564839.247367,,,,1142423502.7581546,,,2726955708.039011,,,,,,,,,,,,,,,,45428406436.07659,,,12959606967.489527,5315515216.767653,,,,,,,,Control
,,187816909.61057374,,16200281.020074265,,,,,,184457209.40648523,62184666.90696912,,1515569221.7410989,56800686.903654635,1051320288.3239838,706213817.0004175,7474728.691470296,10369146.673050143,710159651.9523416,,,2011541943.0565314,,10695448.49143284,659329079.799837,629502676.549152,,,,4263242024.442729,208615629.2193375,,3258927325.8446517,890701239.5382345,,1820202182.332678,,503701240.3100896,,,,299526941.3965166,6101602298.705777,,11184901.219006885,,,,9206787084.455782,,,24139748097.68925,143814505.13904047,,,,158069060.50135124,,,78505800.45237033,Control
,20417597.844842505,51308268.40971448,,1816990025.6592438,43399630.31832774,,22629667.410007607,,,,129709495.03348652,,,518955435.1551053,11224980613.817009,851529327.5674057,,15738972.835334012,2956362458.4141517,247477729.58245346,,5759808267.197442,29559513.65840094,83862885.10767525,606283243.3869772,9582900690.500687,8378458.176023578,1174550.2115920903,,,512779258.6258168,317647316.80665094,3676831558.2047396,4761225253.138707,,,58541540.12943578,328188904.9556899,,,,735826343.8071548,1198863400.9720466,89696484.49191597,25399648.325678956,,,18225104.116537265,9300989063.881727,,,39508051829.77025,1939456461.0545793,10698194.843917957,,,,,,6626420.777065377,Control
,,202758113.71641427,,358518046.544456,,,,,,,28494776.338437337,,,288004441.81569934,8634859900.841364,896988119.0283947,,62220906.14483869,1750403403.6853535,,,2386663852.548584,,,84802993.05962713,2074187316.5437646,,,,,,,2618294744.0583014,2591125306.1542106,,610953018.1257025,4783351.743678066,241038927.71972272,,,,977917763.8467999,,,57194886.80050573,,489908552.24519354,,21072181103.40597,,,,628546419.1731818,18825405.789265677,,,,,,27211438.065743223,Control
,,7378282.969557185,,4120958781.0668883,9039804.706976552,,497846357.87591004,,,,96959649.86330302,,,292240083.2166085,10653264346.680737,274676765.8679552,,14615759.012214422,2251117888.8632817,39275745.47662501,,2962436935.04797,,,79236751.33082977,5570875868.7410145,,,,,2211072398.8529367,85422868.98596741,5667319226.539018,2175635988.9164495,,1596450162.934671,,60800431.035396814,,,,797455336.9336158,,1530101.9389794164,4562144.43155826,,,,45785906806.20173,,,,7236049199.13132,,,,,,,,Control
,,188986256.01977608,,5054930749.098543,178972328.13597736,,,,,,,,,501317053.92001474,1695938817.0715418,1037956130.9861209,,266763257.41882712,3696473344.362498,128810052.936375,,9471638024.115498,95359272.55857924,,945116551.660098,16871476814.91778,2050270677.899758,,,,385012831.3658121,40907960.716794826,2657998453.004968,1308183966.5997128,4986778605.304734,1631019662.0209763,,16618859.041197898,,77091496.62254678,,849090301.4811361,,,,,,78481033.33167703,32788341910.66307,,,,4788621407.004699,,,,,,,,Control
,20613209.429317847,175126899.99180216,,3311945094.189582,14508528.17525064,,,,,,27693663.91080839,,,314259965.05702627,10802724414.976974,273576320.0561448,7922058.890143162,13002178.255415874,3152406171.505867,53326006.87868499,,2964685698.297632,191849213.6767695,32859163.43348064,411837287.79935926,19855338560.74349,,,,,444208564.6191283,20503434.941232722,1660113484.7286685,928594591.8774121,,478311838.91757363,,271423520.37314206,,18734845.966527935,,957751915.6293554,703684961.5390059,6409610.387637,14520725.34059343,,,,10434004106.664381,,,,959672969.1708453,,865998.7393382053,7922058.890143162,83074893.14975378,,,13264417.310285892,Control
,,,,5136777349.36268,2299894851.2789164,,,,,,,,,104545660.84225617,12189338508.890072,1315506619.694572,,191699036.99226296,496780413.9628914,765143983.7550855,,1525818212.0433414,51738105.07386934,,914126692.0451779,1272769724.6328917,157620579.28427237,,,,6626549588.638246,,2319960762.707459,2526680097.595157,659645414.9222016,,,,,52615603.07962729,,903706403.2268023,,,,,,,23076072360.95148,2533809768.8919406,,,1867123803.5641654,,,,,,,,Control
,,,,23748715.588358793,,,,,,,,,,,5240508684.346475,,,,233736732.84304696,,,31037901.776854653,,,,4722322459.677188,,,,,,,174431533.5012782,36747962.47459644,,,,,,,,,,,,,,,4282331485.212712,8595127725.751568,,,442043361.9622485,,,,,,,,Control
,3280008.5133726606,36806624.03024269,,925606081.1982611,4053274.769115956,265544.7306810768,9007277.264702125,,,,4136124.7250884515,,,168962925.595601,3104047953.034152,62853375.57328814,,582074.0496529203,1936870519.4407015,14492369.221650448,,660114459.4633206,6899914.2820171,8811836.342920853,174985480.08744782,3944146506.5952606,,,,,1573341907.4961529,6222244.129318991,332340914.41551757,167911368.46210393,260898760.07308066,45493123.26028208,,28219969.618939396,762644.4665160525,4660841.1129142605,,177626056.88934043,920798659.394011,2394151.2918205885,3925813.2983890395,,,,5885384705.766205,295372839.1890208,,756271.3929797068,118995904.71280414,,,1767465.7274132473,14154596.324224116,,,,Control
,2358226.62847447,102230860.65580826,,79848227.72959141,986771046.7766405,2165653.9051318425,7826029.199448743,,0.0,,40553921.37802281,96680977.90767156,,835206842.7163203,2522364884.2900968,179076848.0591892,,1382735.292197882,413358929.1198952,142655347.9083057,,3113402141.527529,4583293954.152349,12801350.70744843,533546406.99493074,5352448352.762149,25766861.76922172,,2749685.93494145,,234443084.48514,105753994.41401108,844175680.5362613,2966753277.3072815,,652720510.3749993,1212261.0780912938,58785191.49775516,,281200373.0987081,,96598897.73050912,549201622.323719,37381206.837705754,5139481.862324549,,,24785056.573163405,5539875280.38267,,,,367191986.39591837,,,37460130.08497732,,,,,Control
,,,,,,,,,,,1662741803.506251,,,75955599.452224,9615059213.588238,578953159.7075839,,8102598.077334508,2309347723.8595405,,,1419277682.6370754,20839338.74435371,,24336400.050458368,11130309417.141315,,,,,3191122077.730101,,1402886548.6624498,1043969344.5095247,5119919447.23024,,,15468596.32945679,,,,1961028975.444135,,24558095.143483404,166528772.1348732,,,,27514005878.96856,,,,4063270573.6906066,,,,,,,,Control
2093833.8593419879,5644726.51300259,107734266.62072694,1449718.4477477393,686891281.2360206,60258740.086952545,,486297.9603204442,,,,53138603.913204156,,,932972729.8513072,2363940262.283747,576795258.1061147,,6589796.134002699,1291223849.5027716,,,1261148614.5152555,45179833.143733345,1394665.8484661796,89710045.61594428,1321992747.2412353,12728160.953896608,,,,350191419.1166441,,,,495084355.16578114,,4624418.3396510165,43286023.72844769,,750550.4368719308,,1192679696.7887795,,,29275137.21129074,4793246.310781132,,8913015.82368452,7074681077.60825,,,489968.1336058815,104616454.41474792,,12678613.614543203,,,,,3027892.960485785,Control
50148172.42957799,11928728.354265105,757024313.5482534,,2326001243.2054377,29602251.655243278,9293897.589231292,22892791.892916743,,,,1179569099.7604382,,,2908262847.322104,3568835077.2913322,515411772.19288486,19934006.52562467,23483109.168142892,10995235170.38004,153986420.9400909,,2512591895.1150317,1613142740.4317265,59780422.60339013,413272485.5964375,14553912471.142784,20466731.87156047,,,,1169519308.099271,3858659.262453891,1667264755.9823391,6532890106.11347,,1120335800.4853065,2742815.632453232,161912510.20867622,2728417.650130643,1749354.852194581,,1304378009.5238025,,12655826.46155586,60176367.11726133,4412981.581873572,,,13633953390.640953,,,,2973204946.588143,,1058251.700710302,993460.7802586511,,,,2721218.658969348,Control
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17249339768.597435,,,13797938079.352259,,,,,,,,Control
0.0,,,,1386036323.6935627,3293447.1940301615,,,,,,68016844.22453593,,,499910616.1885782,11288761288.315556,55770044.01790205,,37418684.93903833,6181009051.488953,,,1646814034.9242988,,11658953.796715466,509512107.55057913,11608986851.872402,5411201.568223468,,,1628922401.883961,289853499.0443936,99775623.3450007,4220511128.44126,1887424092.3993716,,515759859.77907115,,136418049.56324932,,7370689.601284892,,383403979.63820684,1040035.9560095246,,14145996.300216503,0.0,,,25784752297.20657,,,,3949498860.4839954,,13151179.29881609,,0.0,,,3519541.96707571,Control
,,,,,,,12441239.76716025,,,,,,,,16851943994.31067,1731475039.2165854,,,,,,,,,642562526.1900128,336038947.81493497,45624313.71556749,,,,237010926.08408618,,7264545105.253141,438831192.5940326,4194251750.0221524,,,,,,,272481489.42335224,,,,,,,61311568491.33415,,,,1206076368.366804,,,,,,,,Control
,,,,,,,,,,,,,,,1206614536.2805932,,,,,,,,,,,499311784.80502397,,,,,,,,,,,,,,,,,,,,,,,5466436114.887585,,,9335023844.59965,1335499062.8703392,,,,,,,,Control
,,,,1708199471.4232402,,,19996597.05397201,,,,,,,,2810299363.4571776,296100896.58830136,,,75103709.2983221,,,538147451.8512818,68206244.65640739,,176369380.97527504,2175950431.0739274,,,,1226635431.2659814,77178999.09847713,,5694855379.151389,,,,,,,97587023.86793178,,336045687.4356004,,127524440.57687382,,,,,18406549941.78325,,,14700312274.194416,8329535612.173289,,,,,523106138.6058432,,,Control
,,111278269.64516704,,5085251217.707251,,,,,,648229731.8293003,,,,1805545667.693331,2059257198.2770727,905480771.5920546,,,2372049899.2877736,326932461.43150604,,4818325925.6617565,2993608424.256976,,1353365754.9514675,10967848460.143438,14237233.995442646,,,,435932286.26952904,44728186.56163454,1481433847.8278883,1976148791.70205,,391057889.34593886,,181581085.35223088,742352652.3383243,498071690.1007294,,456791631.241885,,,53287584.83446164,,276167005.3407814,9138147.622235332,16613213298.207981,,,713250698.2107121,603330966.5120507,,,,172479490.32048446,,543470007.4879944,,Control
,,,,6982045961.189777,,,202762312.6653861,,,,,33848380.35884109,,,2959471256.5498786,320744512.7705401,,,356174863.5992729,,,619920208.6467032,,,374772662.781902,8157536835.771919,,,,2602707977.1050973,191167626.66044822,,3188056343.2878265,,,,,,,,,460382345.22268707,,,,,,,41383672261.06848,,,23823607122.04269,4240259628.993836,,,,,,,,Control
,,,,160701024.2017972,,,,,,,,,5652436758.610607,,8304737170.848272,719946346.8431424,,,8493668.159117257,,,46554076.245815404,,,,2611621294.5167594,,,,,,,2676441213.2242117,267327751.03546128,,,,,,,,639119394.1150777,,,,,,,11448765441.886164,,,,1549432906.369525,,,,,,,,Control
,,,,3710897104.442231,,,33741444.11148082,,,,,,,,17141192240.5793,1630869809.2706754,,,128363687.72354001,444055871.8881292,,611816639.1671497,,,511100159.8113521,6187865365.619453,121423030.34872685,,,,398733840.91512525,,2879495609.947983,937350398.4785082,,,,,,,,520079923.8428453,,,,,,,16831940555.552982,,,15971206704.170942,3092670745.105215,,,,,,,,Control
,,,,343174846.09419656,,,,,,,,,7322103594.646598,,12912255368.570189,595772238.6472334,,7290264.694606523,94151422.78406876,,,240900286.72705576,,,134635322.1727731,4116627448.9728785,,,,,,,3378212721.0732574,552990034.5536495,,,,,,,,329564243.4611712,,,,,,,19279244675.425205,,,,2610436623.434693,,,,,,,,Control
,,46059401.31841078,,650578549.5584573,,,16775238.458635772,,,295650221.75188017,,20774430.88462537,,40961194.179935485,6724527583.602298,150107092.81367078,,,1215449215.6362596,33413100.07821083,,99132653.47553232,40716968.688272,,62208811.95465886,3640905997.672652,,13203440.643057272,,234792282.04798496,25781053.463726863,32512518.577701725,340725089.05702245,36702512.16905343,,,,,775957811.3412,,,108542966.95119107,458029645.52164114,,,,,,3289992126.385293,13711658627.11576,,42527748068.02446,522161733.2231499,,,,23422751.05985131,,882287484.7741907,,Control
,2592743.637451192,82487788.45474787,2123246.8166154358,583724696.6035722,105850510.852754,0.0,15370765.320943756,121932528.82018773,784830.506471712,47681956.9757747,2266898.828960704,,102837322.30112153,99564859.38574395,5594475065.172218,124924695.12611113,648185.909362798,564096.9265265431,2743788472.870815,,,1017665892.5300657,12690428.993038133,2119743.1089972584,192066244.21324247,3376155142.337542,110555990.18396609,,4488249.458885104,399422.66847221064,3916339264.370025,26761318.78763811,1056840847.4089059,548729664.9132174,,,,70708323.44243582,,3230418.4239594582,3466193420.709462,290233124.25933367,,53967608.44278474,2221350.6299244,,,6569451.784082412,5531338253.892664,,,,4981711639.829193,,,,35005542.813209265,,,388911.5456176787,Control
,,,,,,,,,,,66037176.583159596,,,20106722.36542051,2575322206.8646836,150774691.19796276,,,690018271.3608203,,,396686137.26739633,3895189.130406551,,13469274.351131849,2950834446.6624384,,,,,845177908.8352339,,387512242.71075386,297650381.92586106,1427142795.223852,,,3794188.629471352,,,,347813328.8337337,,8327777.152581521,54206778.28493852,,,,7641392993.584538,,,,1127434289.8827074,,,,,,,,Control
,,80874026.72874677,,2377609385.5274644,112888927.9416281,,,,,344418470.1722447,,301196238.9442861,,19417983.10968117,6239915101.278722,327906538.6729421,,152196145.77348426,2863155630.266928,,,804106293.0979453,,,568565070.4737916,3881439739.5559745,204915909.49939525,,,2170735969.330018,15536984413.300995,15376094.279445734,553781061.553633,10947537.459471773,,37065751.828840695,,,,15279427.282011105,,1040970645.2494856,856723348.1390821,,,,,1292921.0906881678,6791400321.643283,,,11269076059.688711,2917277065.4556417,,,,,,,,Control
,,,,,,,72346518.02254532,,,,,,,,3669558800.1620946,1066179920.7212749,,,,,,,,,,473545190.8766178,,,,,,,1775378036.6556242,,1352569173.8946393,,,,,,,,121729681.2775788,,,,,,24134283621.341545,,,1308116972.808258,1351197623.641912,,,,,,,,Control
,,,,1322036687.4870367,43211087.223512866,,,,,,,,,,1255910104.314005,969276453.9742626,,,75706102.25435682,867245196.4363562,,,44929315.92166072,,,4764159509.416825,,,,,264734904.39967802,,509754316.7555623,,137529231.89899972,,,,,,,633934960.9335381,28327128.17038254,,,,,4714882.601981869,3308315367.9723735,,,,1056587693.5458344,,,,,,,,Control
0.0,,104356508.14339088,2656787.869611243,1141230420.1279085,20686613.24116104,1014272.2921022978,,,30829336.162184022,,332529927.8853593,0.0,,2892008211.024459,1278967083.5561585,524938895.5364071,,3360723.1171150757,3756592078.883361,,,4172610240.961917,198441617.03019354,26280249.240143117,608775312.7552508,848953477.6858329,3905705.2442148183,,,,411794550.59353286,443827388.9530622,5496167459.389528,4953879966.140446,5525354279.974203,1191520159.745279,22132329.7172173,588399036.5586883,,4034381.5797800347,,1529719415.5917175,,6713877.038020435,180979481.3743727,4200903.896393845,,,35809640192.292595,,,,2539207975.689473,,0.0,10574167.104976939,,,,75729808.07823499,Control
,,,,,,,,,,,,,,,,,,,,,,,,,,9761510687.564714,,,,,,,1689371802.241056,467046970.65739083,,,,,,,,,,,,,,,20906543244.016373,,,,9661752999.684032,,,,,,,,Control
,,,,7722385528.933075,,,,,,,,,,,5311225664.45235,11734856275.956154,,,3094428118.4443493,,,1382839660.1607246,,,,23279554021.453503,,,,,2638730311.7728295,,2186787170.4641705,687768462.9272445,17249274010.20107,,,,997842741.2190697,,,1610248423.298446,,,,,,,3037227857.605348,,,1175228223.481728,7420314616.283139,,,,,,,,Control
,926820.8035834942,136013341.63928908,,2646436478.669393,346076799.0288058,,17666924.389957532,,,271085530.19452685,19066710.448977966,1867973.8876347747,,592324487.1726595,8493834922.160465,541769756.5359558,,15239991.564079106,2351936779.6173263,70701139.5475883,,1168606375.075044,1197729568.9855852,48820524.70010169,347500472.2219392,5194782829.817259,9573963.352481045,,,1275090441.5238712,7218023089.186381,226435699.1105509,1488732191.6035118,367135696.46280605,,0.0,2565478.203733693,122861085.59668411,2469929.6672817864,79300507.8282599,,439929348.95869106,1986301195.1768157,35200080.828882396,12168106.117150309,,,25726443.43967586,8578777571.066211,,,,2007761396.463914,,,4084699.9333190084,,,,2216726.045684234,Control
,,33680874.87765664,,2443335843.877425,3354112.0210114494,,266861537.67172346,,,,65784518.50733765,,,223592494.35305044,5493556331.556609,167231433.42855448,,,1503835091.325364,20713638.224996302,,2193095129.1669636,,23853127.00656803,102894373.97790332,3328482013.231846,,,,,1156305163.0530648,77149567.72138985,3059898498.406478,1254462852.0489144,,1122254936.5540466,,57783563.79054992,,,,344854624.6364926,,3359103.2591379546,2156214.8706502174,,,,22233919445.9485,,,,4043671533.1406393,,,3948069.3580655595,,,,,Control
,,,,345229221.52587783,,,,,,,,,,,251822834.65167293,3167728429.018253,,,832121426.1756728,,,,,,,955229365.0527165,,,,,,,850988989.3315921,,9545430490.17165,,,,,,,1549101081.7440956,,,,,,,22398720437.048973,,,15325682186.734007,6056242660.180234,,,,,,,,Control
,,,,345101003.25975835,1790417.6317747254,,,,,,31953501.00333763,,,,3715688561.8476095,110979289.63910022,675729.6856920954,11694912.198041148,16137701.863812013,13424141.708670527,,229088325.56818005,,,53153854.80365381,718901895.6897779,,,,,30405175.50305102,,,,1154377753.8812141,,,502806.7346291576,,1580249.737405924,,317784497.6980007,,,,,,,18893481822.543785,,,,528811686.1159302,,,,,,,1814360.8096142092,Control
