,taxa102106,taxa1263,taxa1485,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa239759,taxa239934,taxa283168,taxa292632,taxa33042,taxa35832,taxa375288,taxa397864,taxa459786,taxa561,taxa572511,taxa816,taxa841,condition
0,,0.005907040917096449,,,0.26252205969646203,0.004474966996604286,,,,,,0.13012164013426344,,,0.08093201856282607,0.011479156838272468,,,0.03583819732317895,0.413638483760195,0.05508643577110116,Control
1,,0.3945596643773049,,,0.07855295379004683,0.0272570941243862,0.0045211298332969736,0.016583037100727647,0.00545281880831077,,0.0061257441786938885,0.03043377320035047,0.027108112554001446,,0.031443277921211266,0.08192726386071099,,,0.06880043586150897,0.2114546644531373,0.01578002993631242,Control
2,0.007238600184883116,0.07668004462353444,0.016723997811857846,0.004259180638417785,0.15945858378209285,0.008369085126509211,0.00029917299150646634,0.016424617923400126,0.14811442394509455,0.0027616605052754586,0.014009199466040349,0.0254051869893266,0.005897494146885248,0.007913394591382662,0.0485023350389918,0.04109532073579176,0.016446342103281303,,0.014094337561479429,0.3652972571257378,0.021009764708511163,Control
3,,0.08054587481009438,,,0.07816408591074266,0.010576999251020822,,0.0014999333972514895,0.005599568475635355,0.0005778090175513056,0.0029160373054393264,0.0027593507735245416,0.0073288259987285154,,0.035206300641953944,,,,0.0069325012415322905,0.7627221673477995,0.005170545828725821,Control
4,0.004589040160671844,0.06244266908020749,0.0013478637196747347,0.013034208676488992,0.02335287593709586,0.008767017305609234,0.0031648977645009307,0.11345708821397943,0.04619500299724894,0.0015095580877520982,0.0038823074433102117,0.06727296750435982,0.13288197163234006,0.00297035120735388,0.01767416973021885,0.007000082849114309,0.0029000269901265823,8.808493194309712e-05,0.01276810594502453,0.3899903897080662,0.08471132011491284,Control
5,0.0026406569921496315,0.06937252790383484,0.0003919150567213719,0.020015481219396006,0.2880035490724199,0.006063075337911806,3.8386987960392445e-05,0.07054999704052417,0.02185081598208913,0.011600800610054291,0.0029857950904881307,0.21674166878810325,0.030534205507153595,,,0.025206459357776496,0.001050700131538646,0.020356366866972425,0.06352276469063708,0.09180719388244732,0.05726763948182164,Control
6,0.0029069429586820205,0.03185168640842784,0.0008116600108440306,0.0020230230994017595,0.04839236996638149,0.010166152173177043,0.00023017035638254067,0.12848483225356233,0.08122057495594927,0.004800353113161449,0.012847219941292667,0.36890294895978665,0.007711085924034183,0.001150851781912703,0.054348627997709904,0.01809338600048813,0.002886604085258537,0.003772292542227797,0.010542358167308334,0.15111151311617313,0.05774534618783821,Control
7,7.842653278194599e-05,0.024630412809690003,0.04261904630578281,,0.3131580072283408,0.016796377831801115,0.0019318781965275834,0.01546295440850192,0.016393558475512306,,0.00832682938936929,0.10877742860255295,0.06747008760329895,0.000211665455508197,0.0779499407750403,0.009480130336279185,,0.0007404843622664613,0.015366774177090215,0.25829907846238487,0.022306919047271032,Control
8,,0.03166730035765989,,,0.11046576691381577,0.04019729207453681,,0.0022612338199903444,,,,0.005208329131456863,,,,0.005111633149042394,,0.2877875279239903,0.008446549653386969,0.48656634640972657,0.022288020566394125,Control
9,,,,,0.1102890868957466,0.013799325389015526,9.07561444912446e-05,0.008217822502803986,0.008526198219569936,,0.0012755873695496568,0.004909621024616642,0.0035035043359314994,,0.05739826004403997,0.0008824327274861067,,,0.00785979927151124,0.7345258286190649,0.048721777456172705,Treat
