,taxa102106,taxa1263,taxa1301,taxa1348911,taxa1485,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa447020,taxa459786,taxa561,taxa572511,taxa577309,taxa577310,taxa61170,taxa724,taxa816,taxa830,taxa838,taxa841,condition
0,,,,,,,,,,,,,,,,0.6664687334125067,,,,,,,,,,0.23701190519523793,0.01630319347872261,,,,,0.06880527247789102,,,0.011410895435641824,Control
1,0.0027032935690344054,0.0014077256850313735,,0.0003840097146089546,,0.0013847129963229677,0.12003441675444615,0.004053836209396406,0.0013819235795098279,0.052535062678776924,0.003319289781936179,0.04757733919622258,0.028034336326261348,0.001758262397882647,0.006719588877153969,0.05222985398913919,,0.014432442591186907,0.00030950904055800424,0.10237055101093696,0.014501713108713224,,0.007510504769379736,,0.0002581372809160073,,0.021877279839757305,0.008241796877224634,,,,0.2037180834056548,,0.24276759427560532,0.06048873604434429,Control
2,,0.005633792676069521,,,,,0.004109494657656945,0.051694132797627364,,0.013579382346802948,,,,,,0.015588379735106343,,,,0.013887281946533473,,0.15577179749666326,,,,,0.025279767136302724,,,,,0.36552452481811776,,0.2500996748704227,0.09883177151869704,Control
3,,0.038428956569580876,0.0042958383801690245,0.00043518067759775207,,2.122575010850477e-05,0.06951074117996166,0.012140073054596644,0.0010584362852614094,0.01279669849825178,,0.04051985135638881,,,0.0196473357459584,0.052058211355670715,0.0047203533823391205,0.015448650052853176,,0.02583089307607584,0.08903051122377541,,0.0006035082680104716,,,0.00018987014276164964,0.01609534902630832,,,,0.0003234550874743787,0.5433274584117859,,7.05412988680656e-05,0.05344686117620225,Control
4,,0.03218423705387026,,0.0002397052402798904,,,0.117005796555644,0.007256550207366278,0.002084077986177516,0.0008616123509239118,,,,,,0.0065251020509047705,,0.003944410354644577,,,0.0059392595419111615,,,,,0.20667711227418298,0.02323731409501012,0.08815929693095421,,,,0.47823319931050284,,,0.027652326047627455,Control
5,,0.09473543499637217,0.0011434929169285473,,,,0.08458236994385532,0.03857175459794661,,,0.08727111227800213,,,,,0.28067752633618204,,0.009651652069687742,,0.015193282965242635,,0.0026400097924233726,,,,,0.02088184195233206,,,,,0.26299293565979215,,,0.10165858649123505,Control
6,,0.07361376883956484,,0.011884316492856074,,,0.07143696639158216,0.009666699625730774,,0.0013708430213259849,,0.005117646811070155,0.0005280804206512538,,0.0026650712607724494,0.0025218698098248642,,0.0066980773901555634,,0.03217630304796466,,0.07159861957010283,0.002581135956540565,,,,0.0063358619554057865,,,,,0.6970791918063098,,,0.00472554760014224,Control
7,0.001820614103481851,0.005492231923705495,0.006672003778544237,,0.00020280206559326866,0.017766463700885984,0.06810772780238278,0.0051686899805138105,0.000442746991837575,0.08048479311938227,,0.03418862188322285,0.00013434869431077788,0.00011142858195311282,0.007206328897882305,0.19330249759645785,0.004474640328183266,0.08500220401437582,0.0006586462644923667,0.03688541867473455,0.0026940340993971603,0.12301858698325892,,5.556080808130417e-05,0.0025373792243097264,0.0001045730126318469,0.010488304808025638,,6.84533712824908e-05,0.0004916568744579497,0.0020001890909269503,0.21167542337745046,,,0.0987436299482374,Control
8,,0.06555773786846784,,0.007843924074447665,,,0.06008627476318649,0.005211712635765129,,,,0.003169615856360891,,,0.003052593118842992,,,0.006295723259029229,,0.028962727457945082,,0.08341490751653048,,,,,0.0018370569401634734,,,,,0.7275623653675909,,,0.007005361141669828,Control
9,,0.07486599820400047,,0.002174148239674296,,,0.03173335881906721,0.0034392294537302567,,0.0038191365176847613,,0.006647184147046064,,,0.004018554110743375,0.0874703692142264,,0.0020498225410972974,,0.034184395490597284,,,,,,,0.0049365163194545715,,,,,0.44374241452918517,,0.2554520749255753,0.04546679748791756,Control
