,taxa102106,taxa1263,taxa1301,taxa1348911,taxa135858,taxa1485,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa283168,taxa292632,taxa29465,taxa33024,taxa33042,taxa35832,taxa375288,taxa397864,taxa40544,taxa447020,taxa459786,taxa52225,taxa561,taxa572511,taxa577309,taxa577310,taxa61170,taxa724,taxa816,taxa830,taxa838,taxa841,taxa872,taxa946234,condition
0,,0.07028639494215826,,0.00941252789787098,,,,0.06281923328552684,0.01971615262701223,,,,0.001010189613827843,,,0.005873770930446059,,,0.011282439249976193,,0.03518827154833653,,,,,,,0.009525654993732714,,,,,0.7629682428821072,,,0.01191712202900517,,,Control
1,,0.11354169482784078,,,0.06296096809278318,,,0.07926571601474848,0.03569249453586573,,,0.034671205728034796,0.005229660007112212,0.0032678746337314367,0.010011999259664395,0.13290271865375378,,,0.0065513462254321924,,0.023598717306176607,0.02445509427841194,,,,,,0.001803528239852099,,,,,0.4454428808205248,,0.0024380124900439414,0.01816608888602367,,,Control
2,0.009319191303015482,0.06655245768202198,0.000462625145574008,0.00024466047937497836,,6.402903849863566e-05,0.015290768546890633,0.03015491549701161,0.014714916331639327,0.0001140453321501258,0.056806849347855036,,0.03445887382126734,0.08142969683170818,0.004766583469829742,0.15798909542515588,0.00018932547965011914,0.07732784933824045,0.06771531093871684,0.0008577436371398701,0.01462255495501909,0.00732682446449324,0.00019198483268680367,2.3320480475541413e-05,0.0013918644662770515,0.01931171033835767,0.0001304105816066461,0.008424421288980232,0.011512237012998307,3.559441756793164e-05,2.372961171195443e-05,,0.08038702587570962,6.719980558083646e-05,0.20092741868670105,0.03643947813674271,0.000725287399351159,,Control
3,0.0017572022156046054,0.0015520111847348713,,0.0005646140199351057,,,0.001120995388047607,0.10921915277467463,0.004412805587698792,0.0005932719851403759,0.03931706088910972,0.00367051218349101,0.03737561400993087,0.023281939354326663,0.009847293687661109,0.042166183684426414,,0.0923411744305089,0.013004255134673674,0.00014328982602635114,0.09359441330163104,0.012111272938877458,0.005609874847018571,,0.00010389815021692516,,,0.020433129191357674,0.006868636889616604,,,,0.2066874977073628,,0.22048708953456966,0.05373681108335861,,,Control
4,0.012056599171037817,0.03131902352227336,0.00018516552203391557,0.0006167668682716638,,0.022245808741417333,0.0038190779673973213,0.0525244875411321,0.010784094187876209,6.950219650907244e-05,0.0038128258957473298,,0.16552568095740888,0.0009597971994678652,0.0039005633012355444,0.153671753109025,0.0003574100959911819,0.042076754808025446,0.004165130133224352,0.0016773266224985586,0.033130769685246746,0.015536606452617265,0.005517244828729186,4.772414692826861e-05,0.010708548322105478,,0.012715880126529425,0.01876361323476039,0.014240968804350686,0.00010857764432151944,0.0007879694302872649,,0.3718596755862542,4.7619945734102094e-05,0.0033658027727729357,0.002686202584418858,0.00018183108382058676,0.0005331975105501103,Control
5,,0.3912093818557925,,,,0.04179264282800467,,0.20464617285510397,0.013676840765204135,0.0016741383316220065,,,0.0019565876101343416,,,0.060190712151207804,,,0.001415244337898419,,0.044392182643395485,,,,,,0.002568596736736502,0.08576811106959197,,,,,0.1418563491664106,,,0.008853039648897776,,,Control
6,0.0017316490353482445,0.01695425822663918,3.362204752135653e-05,0.01782332000226722,,0.0005861140716560802,0.029800152139765036,0.06368208900142176,0.003190459698580616,0.0006522222867149637,0.04758246687461601,,0.10053900912872668,,0.010724978807319202,0.042049141121388425,,,0.005948830651312446,0.006070256221583834,0.28179592166835327,0.014334123867939414,0.019630505056540133,0.0001785603334580151,0.010910013656685045,0.00047797829719550106,,0.006078661733464172,0.010839021157695694,,,,0.3016442885057919,,,0.005475395874052263,0.0012669605339635504,,Control
7,0.0032737526914824607,0.00028237986506223796,,,0.003215191257325577,0.0010839131635044723,0.0009900674120048624,0.018325094533005744,0.012309697720833221,0.0001807399658511004,0.012378475808071429,,0.035062289459268356,,0.011492470800647504,0.010972580083024529,,0.07431066819754964,0.0036362858863889214,,0.05680490711113812,0.015525415609760928,0.03172713152297752,,0.008779791418074608,,,0.0052209203771988325,0.10635430531340742,,0.00019495901910861703,,0.16047939485394558,,0.42076917073322817,0.002506766426139971,0.0027552312160250203,0.001368399554975231,Control
8,,0.01481027520623855,,,,,,0.3591525988344146,0.01894022426257691,,0.004126820633952143,,,0.0011099426873018847,,0.06094447287593065,,0.014147912673433266,0.0067759471352712595,,0.040183183154675235,0.07318404789377345,0.0010202972044417557,,,,,0.01889081676420153,0.011469659480932159,,,,0.25860941840686064,0.1011410327332228,,0.01549335005277325,,,Control
9,0.0013662464058972524,0.040166174592736394,0.001907090549394155,,0.005818437835125106,,0.0003280379462538301,0.10541408564729876,0.00553949330895469,0.002571127537050476,0.048368756294240846,,0.01358417995667735,,0.009605061296860357,0.06557115193066253,0.0034617495404764016,0.036671355887796325,0.2624742450917042,0.00025975624555569317,0.009355307452901699,0.00018494236422275675,0.0006261707530389694,,,,0.00025812320039699324,0.01758565092210405,0.014473066849622159,,,2.1841978997610338e-05,0.11473060827768136,,0.1903742806818821,0.04928305745246792,,,Control
10,0.0018490562035305305,0.02503276038448556,0.02516128549232291,,0.011068549011843652,0.0003215207390235295,0.002251477050885336,0.174169198521171,0.009352697228329014,0.0021115136243893243,0.0413180145824005,,0.18491705867171176,,0.0073008708303949,0.05846249448101125,0.005352613208679231,,0.057315751043122684,0.001794360243399102,0.018380546206751974,0.06085518277497354,0.003702687734524527,0.00016980703972361696,0.00029750026984033564,,,0.034382961979652696,0.010474484334598692,,,0.0006478247749406819,0.24428921144023197,0.0001453706316801081,,0.01887520149638165,,,Control
11,,0.027945715741867334,,,,,,0.09748367832163993,0.035473251120886964,,0.001995490516894085,,,,,0.004596239141129492,,,,,,0.004510907003327546,,,,,0.25396634252320116,0.007453899541393155,0.11752137295443152,,,,0.42938440134623396,,,0.01966870178899488,,,Control
12,,0.0208500325776821,,,,,,0.034683511900466625,0.0038895171497662154,,0.00022943958485972641,,0.007994147078358677,0.0004662532610602153,,0.03733344429585066,,0.017858890441544793,0.00030023086173104694,,0.09278334550936272,,,,,,0.0017029937230681068,,,0.0014227782521191296,,,0.373387115039512,,0.27693926751043835,0.13015903281417973,,,Control
13,,0.08275101981961634,,0.0017520074980879167,,,,0.029190007860085437,0.002408745618090599,,,,0.002546889518659258,,,0.0396356026073905,,0.02860879512805788,,,0.03821362794620857,,,,,,,0.01714063301165299,,,,,0.5045438755615878,,0.189265210576176,0.06394358485438674,,,Control
14,0.0013919926722169068,0.004548029036300212,0.0001364086327119991,0.0005390861105183953,0.004209425332795759,0.001793964935526269,0.0015947922125782463,0.064379031434231,0.010700723288137148,8.462573964407625e-05,0.023818115912681553,0.0005726341715915826,0.033749651674410935,0.00016622913144372122,0.007712124994635335,0.1878731718069752,0.00023040365067381237,,0.08804895155760728,0.00021438520709832654,0.005289914687179946,0.014573156836278816,0.0015440167687918002,,0.000844645477590399,3.818232776798202e-05,0.00021015392011612265,0.009995710280959472,0.020522749312969966,,0.0003120070424734573,0.00010185312235733461,0.051804250992690155,0.00026465692624403367,0.4301617016543727,0.03231141708017423,0.00024753028845892296,1.4305779796974793e-05,Control
15,,0.0733700500803347,0.042100062139854844,0.00046263349615548464,,0.0004695678237264952,0.00021072076021757643,0.20046727018085972,0.026839884099441987,0.004808697426929783,0.003851242734998152,0.018844293917787445,0.010921255432062427,0.0006438574898396577,0.012257407207312384,0.024189522003345867,0.0027673141879654027,,0.09369259773986462,,0.04182320652414657,0.03282886617741363,,,,,,0.011979102627634061,,,,0.0006182936255107081,0.3180465564543272,0.04991101291275292,,0.028896584957518446,,,Control
16,,,,0.010028331263661941,,,,0.19378110282215863,0.015053092997011398,,0.0007348973915712481,,0.018804815993424196,,,0.04777425623402298,,,,,0.03501825743444579,0.028623535277284406,,,,,0.024017194007688654,0.006737111826133141,0.008750270677664382,,,,0.264331051539036,0.33082937243358407,,0.015516710102313147,,,Control
17,,0.005651891510300561,,,,,,0.292079491990381,0.02532067649105346,,0.0002987242377468815,,0.001637317432234925,,,0.09185131392855402,,,,,0.09413104518764656,0.009401977703936554,,,,,,0.022477974210864112,,,,,0.40265568017266695,,,0.05449390713461491,,,Control
18,,0.021025831494314935,,,,,,0.04623421688987604,0.009066620455660946,,0.0005905639732729912,,0.006088440891034132,0.0002018209320006108,0.0016477463945641488,0.03338128781831044,,0.01605564763121927,0.0005718611958048719,,0.08679251064711083,,,,,,0.0012109255920036643,0.005413450255631041,,0.0012903859798908163,,,0.3987654053562853,,0.23835052069272128,0.13331276380029872,,,Control
19,0.0018406696537447648,0.0013436441076513429,6.0450458924069223e-05,0.0001266234225655633,,,0.0009073811571029392,0.11550927794892113,0.0042791849821499466,0.00046414715535330947,0.03872408537727329,0.003990874789932053,0.042073727502232816,0.021990128991499058,0.005311420787633064,0.04741292844913047,,0.09374846532828032,0.01203276269209928,,0.09352809687388933,0.013817976072855185,0.005004798580319411,,,,,0.014729310960490162,0.005788261498905025,,,,0.2043496030038364,,0.2172866254868291,0.0551986562310377,0.0004808984873443166,,Control
20,,0.023601236624802503,,,,,,0.037716549912035095,0.008804189084248232,,,,0.006475107682908975,,,0.051759120563826325,,0.01696970188183577,0.0013827179505623624,,0.08222906534325053,,,,,,,0.004417848692278897,,0.0009958041277899662,,,0.36558746516737134,,0.2682126334100441,0.1318485595590459,,,Control
21,,0.037514196809315774,,,,9.153629839981778e-05,,0.2726067487460816,0.016287298940856683,0.0001778067387521552,0.01663652616498426,,,,,0.0288548853885996,,,0.008384142327852097,,,,0.016573784026546193,0.0014609955093434802,0.0016323039551859795,0.0006524062002229361,,0.014470129756344265,,,0.000754698293783565,,0.5668068766728203,,,0.016433510531323955,,0.0006621536395874212,Control
22,,0.1673469665306067,,,,,,,,,,,,,,0.25354194929161017,,,,,,,,,,,0.11180197763960445,,,,,,0.42369391526121697,,,0.04361519127696174,,,Control
23,0.001119260614388245,0.007239293181363967,0.0002839811836711992,3.2210315607254894e-05,,0.003597222981803674,0.007404014554802236,0.29564986128471693,0.0014182164683720136,0.011196502199874126,0.03732678473928506,,0.0060883169831855094,0.00012179398520890266,0.006009143213481615,0.0005924159713175159,0.00011396108073771219,0.030186477968346233,0.0008756726439704392,0.0035249605983978865,0.04709979213753586,0.008202817224501485,0.015712959955570246,,0.004624024606159435,,7.962339885398217e-05,2.5257807337557537e-05,,0.002184593775572565,0.0003365845127179195,,0.45740476039059974,,0.0,0.0514010550035736,1.1365390801335178e-05,0.00013707582824583307,Treat
24,,4.9109058125923244e-05,,,0.006576911459534933,0.026998917536751085,,0.8380922492039198,0.011961630316472169,,0.0015291045724269274,0.005357930163618114,,,,0.00030859064868346916,,,0.0033810139632370353,,0.000553604624922128,,,,,0.0008296834937192917,,9.040691527460185e-06,3.472320711851272e-05,,,0.0005845424804312667,0.0014445680525247207,0.05380633528011686,0.0480336803972906,0.0004483648495794864,,,Treat
25,,,,7.351470927391333e-05,,,,0.9061189693323873,0.0033733232883460776,,,,,,,1.559926348028939e-05,,,,,0.005617179577549184,,,,,,,,2.8227718386238316e-05,,,,0.07635928927675238,,0.004138796241135042,0.004275100592689476,,,Treat
26,,0.0,0.0010105327412518745,,,0.0003181321792727514,0.0009076118114996275,0.15043160787781293,,,0.00305032191923942,,0.005885443902369504,0.0010947516595583978,0.005408244219283982,,0.00010292470088930309,,,0.00042105688016205446,0.017618940883196762,0.014849323550732043,0.0006269072247249245,,0.0039392260625877385,,,2.597138490472425e-07,0.0020511471368966573,0.02115905319800298,,,0.23196546867672543,,0.5386069933393804,0.0005333387148719357,1.8713607692171393e-05,,Treat
27,,0.013129349242510947,0.00015847626459167453,,,,,0.9148597116713622,0.005345645344134025,,,0.012094871490526784,,,,0.00040499865912640087,,,0.0013376189257481813,,0.0021056315221289874,,,,,,,2.677596619780181e-05,,,,,0.036448094640858,,,0.014088826272814842,,,Treat
28,0.0010927893469273515,0.0009023568237388087,8.319844606248323e-05,2.1979693840560027e-06,,0.00029492911066965934,0.013740900069939522,0.8974546907894256,0.004767821997166577,4.350256886393698e-05,0.016330423679764023,3.144573234385446e-05,0.000772290667031001,0.00018161827851279834,0.00046794553594468294,9.496760479314857e-05,5.463179765555201e-06,0.005741660339306538,0.004895091666607781,0.0004917451765216264,0.003855647969183832,0.0006531390703299719,,6.377642901258286e-05,0.00026491112076993485,,2.3000057219468093e-05,1.6693991526919174e-05,0.0004328953085477236,0.020157277255991382,9.711008524950176e-06,,0.024433157038309932,,3.633073541715867e-05,0.002658421032397023,,,Treat
