,taxa100883,taxa1017280,taxa102106,taxa1263,taxa1301,taxa133925,taxa1348911,taxa1350,taxa1357,taxa135858,taxa1485,taxa1578,taxa158846,taxa1678,taxa1730,taxa189330,taxa191303,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa29521,taxa32207,taxa33024,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa447020,taxa459786,taxa52225,taxa561,taxa570,taxa572511,taxa577309,taxa577310,taxa61170,taxa644652,taxa674963,taxa724,taxa816,taxa830,taxa838,taxa841,taxa84111,taxa846,taxa872,taxa904,taxa906,taxa946234,condition
0,,,0.0005516370854290726,0.009308574704669406,,,0.0003856240324269463,,,0.0037664085936546486,,0.0003174723619381652,,0.00024460327095899735,0.09338224194304728,0.0017364122230573067,,,0.0145174098912464,0.0005951979469786027,0.0009274247942803185,0.0004819798552093171,,0.0007467576265633734,0.04503651082718262,,0.00011141142009211618,,0.0025101695541294897,0.00041794338131853317,0.00047816577055751484,0.004832244512535894,0.0006555207068663162,,,,,0.008879891663936585,,,0.0007596050696010229,0.006714394917551536,,,,,,0.04363453360569913,0.19173403544609538,0.5510047503420632,0.006480531306006824,,,,,0.00978854714690409,,Control
1,,,0.0024735079483105722,0.054207831302659625,0.0059555308146409525,,,,1.9152927787592798e-05,,0.002279198406723543,,,0.006301004323927909,0.22457940530983003,0.005297741015140183,8.052467489192242e-05,0.001113753048121525,0.08259350001117255,,0.016306246665614286,0.0012479265153647156,0.000752730656598405,0.0002559902068814822,0.1021354587728596,0.0009825657900495188,,,,0.11781315989430467,,0.023060228028991773,0.010388300897438233,0.05277733413693252,0.0005373117053530064,,0.00027730556199993226,,,,0.010702985560442985,,,0.0001988403417088263,,,0.011046605560589206,0.17015419857405423,,,0.0964616613476103,,,,,,,Control
2,,,0.0014207752408047624,0.04040736737207214,0.0018627761655973308,,,,,0.006292729419636348,,0.005203556341876147,,0.0010478750115548337,0.10207522275334714,0.00611251967619475,,0.003110951871720698,0.05166895429541998,,0.01616712749017446,,,0.011135663335729028,0.06335610409263835,0.002912173218904205,,,0.036671972504214286,0.25297044205064484,0.0003719870041987044,0.010475198684793578,0.00011648692875616821,,0.0006250518128379758,,,,,,0.01877245709186729,0.015131936159886629,,,,,1.877184827516648e-05,0.11860662556950995,,0.18631313086728069,0.047152143192064525,,,,,,,Control
3,,,,0.036384177934472184,,,0.007816017255293189,,,0.021362869324490705,0.0008819198517568981,,,,0.1171467436738282,0.002538885091762517,,0.00018312528266497229,0.0022884494498688376,,0.013333000378273945,0.0008229333690129619,,0.017390324963110326,0.02044426275785648,,,,,0.00251946271329805,0.00013749810785955834,0.037404623533160826,,0.044950371712467005,,,0.00013297649594190469,,0.0005305700529737665,,0.00834884811422578,,2.4766101639875603e-05,0.00010800486648759029,,,,0.6621777336715088,,,0.0030724352980456464,,,,,,,Control
4,,,0.0013959404925611518,0.043991413392623614,0.00027891629103221405,,0.0007338801960442813,,,,0.00017228412579501078,,,0.0015022590337829516,0.17479834498516247,0.007011378488361517,,,0.03980955077123281,0.001559234063247928,0.03327247633549992,,,0.020118457881444684,0.11427309166581814,0.002552272237354,,,,0.0051258709077554405,,0.022804856656052936,0.017613751953093552,,0.009923377471383377,,2.812162004785066e-05,,0.0018050107499858344,,0.012839453566605484,,,,,,,0.15881501974681342,,0.2978706811098192,0.030983021023054082,,0.0007213352354281398,,,,,Control
5,3.6159220156724974e-05,,,0.0019672433826607057,5.7268932482857715e-05,,,,,,0.0006353114379491622,,,0.004547274443228815,0.16578699431633626,0.006856818376479297,,0.00043047652599989344,0.06834234014392583,,0.07145263909785374,0.00017584693377893345,0.004104172491196544,0.008397827376286988,0.022821013072265115,0.0006440987344676961,,,2.757393045470927e-05,0.0038520679841820586,,0.048553853401229176,0.0546255722853112,0.04021582004263153,,0.0010342749005722452,0.0014115226304196413,3.070503611073853e-05,0.0003317961961308423,,0.05081127957581802,0.00012312315466773117,0.0005523876397685165,0.0016202966752910113,,,0.00039542834333401744,0.3978776759842984,0.0007675248993602039,,0.04106030953908509,0.0004533032962664293,,,,,0.0,Control
6,,,,0.020880850030090627,,,,,,,,,,,0.04591541359005073,0.009004102504369305,,,0.0005864917999757593,,0.006046458671426599,0.00020042929646693514,,0.0016363845283274274,0.03315111057243551,,,,0.015944937559977942,0.0005679179855911272,,0.08619404179318112,,,,,,,0.0012025757788016107,,0.005376122364708913,,0.0012814882557351899,,,,,0.3960157594092897,,0.23670699912745044,0.13239351931283183,,,,0.006895397419289169,,,Control
7,,,,0.02570765841853194,,,,,,,,,,,0.06300396268038466,0.009706022994451762,,,,0.05001817250480765,0.02764278186690105,,,0.006154124327500767,0.1789925844423494,,,,,0.0127770040076809,,0.046885062403753126,0.004233899697908712,0.06998532618379223,,,,,0.05261330348974931,,,,,,,,,0.4352421321567794,,,0.017037964825409157,,,,,,,Control
8,,,,0.03494545439558854,,,,,,,,,,,0.10438157607329343,0.00740847589648905,,0.0003109532189531036,0.0021473081630886777,,,,,,0.011396054252991044,,0.002577985583640027,,,0.0024604250724321107,,,0.008001120997687941,,,,,,0.24112371775586156,0.0025449120305307007,0.017547632098449964,0.1090273284399586,,,,,,0.4325649828347228,,,0.02356207318631228,,,,,,,Control
9,,,,,,,,,,0.1841709631658074,,,,,,0.09641898071620386,,,,,,,,,0.10844597831080434,,,,,,,,0.022433195513360902,,,,,,,,,,,,,,,0.4627289074542185,,,0.12580197483960506,,,,,,,Control
