,taxa1263,taxa1301,taxa1348911,taxa1678,taxa1730,taxa189330,taxa216851,taxa239759,taxa283168,taxa292632,taxa29465,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa561,taxa572511,taxa577309,taxa816,taxa838,taxa841,condition
0,0.07630696229081825,,0.011071082259324036,,0.0670093466237278,0.012058907285623012,0.004294054011319854,0.008190396517563842,0.003020953668626451,0.003494799095186158,,0.010166349089055109,,0.03316363367946873,,0.0826299096799592,,0.005426785587515893,,0.6772238365526723,,0.005942983659139459,Control
1,0.04228769769694754,,0.005886408415517813,0.0013736241469558374,0.12207710525419965,0.006252758065459375,0.12351856269236318,0.07484543299274123,0.01037013908692649,0.27943076396870137,9.115098506034107e-05,0.010755816237120245,0.0008474173658961397,0.03905015436438024,0.021972624528642796,3.753275855425809e-05,0.0003714620854921423,0.01584593164224772,0.05419343785229826,0.15418482152799226,,0.03660715833250309,Control
2,0.007696580104277773,,,,0.28959059471338033,0.013361727442560567,0.002111588234501326,0.005402809602861575,0.0030195439839537735,0.09232597692137272,,,,0.07576512414285076,0.012402226288581912,,,0.007391327272886338,,0.4323867342936069,,0.058545766999166055,Control
3,0.03612126732749257,0.01387370856436236,,,0.09931687277291894,0.015505963035692375,0.0008719226075272754,0.0005510865959319368,0.008267813745454948,0.03759184145429501,0.00131495300817844,0.012233981047751244,,0.047291551267867785,0.013392202079223372,,,0.05043437075696395,,0.5737763771989309,0.0003810243222377126,0.08907506421517118,Control
4,0.08673687618268812,0.000695535671852003,9.084855459734097e-05,0.004420218642188064,0.11232998091749276,0.017297543241702736,0.030689245244649326,0.015081937744707797,0.0023534409671372865,0.5551579509350989,0.0,0.07281592477093068,0.008630935991212152,0.015524326020653333,0.0001430083415784952,,,0.028533343305479922,0.0024064628993577986,0.0368739518873383,0.0016686821107772568,0.008549786570557587,Control
5,,,,,0.09597667661492605,0.06742736433384586,,,,0.27363676182183355,,,,,,,,,,0.008405205013501834,0.4907841587231854,0.06376983349270715,Control
6,0.008052704071766479,2.1679491824530684e-05,,,0.18429613285928875,0.0014005769812677942,0.002720571700470823,0.015869490277310355,0.001840097999483987,0.009847704637785285,,0.004498494553590119,,0.024867092955013926,,,0.18431760782760548,0.012028538801228407,,0.49170007813820615,,0.05853922970515787,Control
7,0.05603834905770979,,,,0.30370015167307024,0.015499594726245972,0.019310041548030805,0.03153376921142416,0.006559320077992784,0.21261930059358927,,0.007166426138341105,,0.020335179554893106,,0.0448944702085861,0.006541159767971007,,0.005005579123091501,0.2322071489094849,,0.03858950940956924,Control
8,0.017597577943966016,0.00020123497189255052,0.0001946371039616472,0.005099087738341329,0.18348989967516138,0.012766768029073186,0.06911075106616758,0.025777763588814485,0.00365543166816981,0.286707158420662,6.746852045472081e-05,0.04619220547037742,0.00021049327044075352,0.012313217817435931,0.0014015148491934905,,0.00016388252602566247,0.01503909502792122,0.012458477329140493,0.2658100080078961,0.00011705894716118751,0.041626268027742976,Control
9,0.0006917157484652278,0.0029434669330654062,,0.0005592601119701265,0.0004562377501179801,,0.00345857874232614,5.886944594497731e-05,0.00032378211362287906,,0.0002943466933065406,0.00013245670933179304,5.886944594497731e-05,0.002163450287834623,0.001869106813038158,0.007697184858249982,,4.415205763781569e-05,0.0005445418653936116,0.003797080175362225,0.9744800968457493,0.0004268034026383337,Control
