,taxa102106,taxa1263,taxa1301,taxa1485,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa239759,taxa239934,taxa283168,taxa292632,taxa29465,taxa33042,taxa35832,taxa375288,taxa397864,taxa40544,taxa459786,taxa561,taxa572511,taxa577309,taxa816,taxa841,condition
0,0.0029699687780227117,0.05189041681650554,0.002259567007914902,0.015080694380625726,0.00874845138631636,0.09987181881104575,0.009262499872139715,0.0005495485178134948,0.11754682343908665,0.0922780210075952,0.0006371954894501727,0.014625411484480969,0.38442723907426346,0.0039019950416282994,0.015032358178876439,0.00010228822776820526,0.00409513928347297,0.015796912540155646,8.403679889191765e-05,0.0005744185967218428,0.003140649722788875,0.008926753806877017,0.006251214672704747,0.10459773549908934,0.037348841565764,Control
1,0.0027452193288983683,0.056613805929033034,0.0008278874550378421,,0.008607621445262947,0.020426384077641895,0.010688896751006696,0.0027489819650399505,0.05582924254156828,0.11906163294753414,0.001426146601549411,0.011241036728811441,0.18878758080664257,0.020175469998943242,0.004963024574636672,0.0009998936786530278,0.03194026567866293,0.016721800036529826,0.024496696351715752,0.000612987179408619,0.0012222117226756558,0.010456365837456917,,0.3572160749706327,0.0521907733926583,Control
2,,0.11974172623271992,,,,0.07893700967179837,0.05067304216399132,,0.0035793387922430937,0.011840649714382355,0.00421319689565595,0.014972946871407962,0.11768050245306436,,0.008629972875774793,,0.043271248841500916,0.02954809951814992,,,0.007783749764889857,0.015342649263294579,,0.4732872681224401,0.020498598818686407,Control
3,0.0018560098492326697,0.052785598784540214,0.0024334115706480036,,0.0013688768542369503,0.1333445384968282,0.00798500452205228,0.004063948433625513,0.06749701523341094,0.021119700705487875,,0.014546917932737474,0.08276435978595843,0.003804276722823712,0.3304643961453001,0.0004859400162324645,0.013684129180512403,0.00015217106891294847,0.0008165276868499676,,,0.02452313656385796,0.01976739300074058,0.15494010517565882,0.06159654227035259,Control
4,,0.08623338957059502,,,,0.22672826574078261,0.022052308417607268,0.005401944932067548,0.004486696179755228,0.0010223952808320863,,0.005638909573402566,0.19867347421531728,,0.0067768367632472706,,0.04143537423487285,0.054376811462173276,,,,,0.012233234906910369,0.3085333462254245,0.026407012497012057,Control
5,0.0024966837099839882,0.024497792191364498,0.0253884469942845,0.0010573014969491796,0.003944699927765628,0.16961138240610366,0.008080804298111588,0.001712965736940392,0.044110506106633904,0.20407042351977792,,0.008243290025997716,0.053821160842978465,0.004442455502628066,0.06193608506346307,0.0023594758514168925,0.018807566966589105,0.05599297712134377,0.004394396343675831,0.0003343336295941227,0.00016685474233633254,0.024828068878969142,0.011832435396839664,0.2509426668797081,0.0169272263665445,Control
6,0.001226428480689246,0.01689409609898758,0.027993256980833374,0.0018089864269287973,0.028698476250047247,0.0022995554094342265,,,0.018335138719831237,0.028391873146158715,0.00012264284806892458,0.01861109757846604,,0.008278404293503756,0.0003066075218006897,0.011252502596627871,0.09581487566448914,0.05184741222200939,0.010056734426327481,0.004108537820079243,,0.0003985900594807612,0.07944209320035525,0.5925183300179581,0.0015943602379230447,Control
7,0.004538971684252183,0.0068387897523804145,,0.0011005679299423952,0.008065297904473571,0.19036136133489664,0.01984373165079656,0.00047189155655351307,0.04657154644550375,0.05318868550584827,,0.0013542929015008095,0.05418104117005331,,,,0.059761146017081546,0.055037516659667704,0.014020559100805258,0.005152994313322467,,0.02226487862293334,,0.4449358401688439,0.012310887281144281,Control
8,0.009658128314811314,0.11722789732579049,,0.0007376849885237314,0.032426582386144216,0.05366677075503539,0.05695141497568149,,0.1488120551762525,0.08895317856725315,,0.002325157838139682,0.27872591027983346,,0.05426560446439923,0.0008403207284222257,0.026110652447734663,0.014508305680790529,0.0009482159864707162,0.0002918281213512093,,0.020092711780509188,,0.04884033635670473,0.04461724382615219,Control
9,,,,,,0.11951109716986547,0.02474887251717827,,0.0017776244857623492,0.001644843373806127,,0.004796197185965732,0.0233697070302741,,0.005215359859946001,,0.05160477771424024,,,,,0.01332391373946773,0.0064205682106287815,0.7065574437924137,0.041029594920451634,Control
