,taxa102106,taxa1263,taxa1348911,taxa1485,taxa1730,taxa189330,taxa207244,taxa216851,taxa239759,taxa283168,taxa292632,taxa33042,taxa375288,taxa397864,taxa39948,taxa561,taxa572511,taxa61170,taxa816,taxa841,condition
0,0.0006766150654522113,0.04265028356054852,,0.0008095846348367328,0.22938868711377783,0.009686185932643265,4.1185264853612864e-05,0.07445795778745697,0.024153392753864498,0.01616403973319009,0.19449447146655433,0.004696002734701587,0.03904157181798231,0.001562980801194608,,0.00018092098489265652,0.009857693142712239,0.0009228441131841682,0.3058829620677827,0.045332621024371675,Control
1,,,0.005556454389973605,,0.1141891769432174,0.023646786364888175,,0.001698465512828504,0.001571597244969364,0.004582618870483412,0.022329036168065534,0.004983115911181604,0.04930677763882682,,0.04510896304420188,,0.012730589707579693,,0.6750939024104529,0.03920251579333116,Control
2,0.0027419194123084003,0.056545752773702315,,,0.02040183035146734,0.010676048062617467,0.00274567752553799,0.05576213247800109,0.11891851379721481,0.011227524335393781,0.1885606469280538,0.004957058724492075,0.0319018715833382,0.016701699440277353,0.05828006834182596,0.0012207425516343282,0.010443796665028844,,0.3567866800441181,0.05212803698498815,Control
3,,0.07257708089555388,0.0022501670353681546,0.11838883732219616,0.07826055205796636,0.0023812472770969326,,0.0006711623599539617,0.035599318435280185,0.0016269448439823334,0.12198054101990675,0.002405283032844794,0.04662293034740073,0.07121032639111535,,,0.1766457301662,0.00017744429516591042,0.23946179871249781,0.02974063580747071,Control
4,,0.06555773786846786,0.007843924074447665,,0.0600862747631865,0.005211712635765131,,,0.003169615856360892,0.0030525931188429925,,0.00629572325902923,0.028962727457945082,,0.08341490751653048,,0.0018370569401634739,,0.7275623653675909,0.0070053611416698285,Control
5,,0.03846784007074304,0.03717460144082709,,0.19951586535144075,0.018999930342691068,,0.009752840824546319,,,0.06701360148890044,0.014873470605106172,,,,,0.014450621307222413,,0.5643599196422819,0.035391308926240754,Control
6,,0.018195611861538785,,,0.04313035066644867,0.021051908748397553,,,0.02619095761306484,,0.2390727906835964,0.012349592454698084,0.03734394039662828,0.007787177055403347,0.09162840631729192,0.10131514846278436,,,0.3481451572054578,0.05378895853469004,Control
7,0.00011628968885483297,0.13026498594202482,0.0002256625188930216,0.0002962360940065959,0.26373442288269816,0.034231318131734814,0.03785910250514576,,0.00036583698584907953,0.006192534007438866,0.046605686630630555,0.024711991185328044,0.0050332036242178675,0.012712754201316257,,0.000443111267941278,0.1244677936463248,0.000997864960219956,0.26746304208854554,0.04427816363882973,Control
8,,0.3652769940128002,0.01325794508292616,,0.10168638084096072,0.043360979973849016,0.001339150781088707,0.018849631821622737,,,0.017505856444842066,0.026345661000619365,0.03146409744683779,0.0681423164269493,0.0512492189112931,,0.038925662376987136,,0.1938190076388411,0.028777097240382632,Control
9,0.00021455746719406692,0.016592444129674512,0.0007615505310136716,0.00025053117426852123,0.2351781099992452,0.017987817118666663,0.0003441056385038578,0.02844128389732291,0.011119729811764368,0.004729471834246863,0.11906333460204889,0.11908474752292655,0.007089175714964046,0.008361852667327257,0.07313176280265156,0.0002814728449367275,0.01964367829013544,6.927079903920226e-05,0.2616166434068814,0.07603845974718837,Control
10,,0.0001391286180068049,,,0.0029102419143200533,0.0010314541405152535,,,0.9337201899034314,,0.015231988436580805,0.00077820417986568,0.0036971480189847638,0.0002009970339567161,0.005507395452068316,0.0052000567251409766,,,0.02839208851954719,0.0031911070575818433,Treat
11,0.00011782378999823497,0.0002199452126098379,,3.871146988880551e-05,0.0013175934257488966,0.0005303228781993836,5.103357071411371e-07,0.0009350749732377795,0.635038725307314,0.00019763387688287497,0.011350253142671792,0.0006896376998766216,0.001083828824283362,,,0.00018469063346416808,0.34372020900743516,1.9455666485186653e-05,0.003709505756061119,0.0008460780001356722,Treat
12,9.860802458277974e-05,3.399730803728462e-05,1.6796131995389072e-06,2.4485771972676132e-05,0.0022142460039567837,0.00014054567623988966,9.934346117409162e-07,0.0018100338938042933,0.7929997577099719,0.0005831212290166852,0.0006995285141365939,0.0012633232733361515,0.001920647480227064,0.000960051024170675,,,0.1783408669601725,2.3865675177124123e-05,0.01820879768082664,0.0006754507265594697,Treat
13,0.0001149007774738869,8.26805405400832e-05,4.595803147687184e-06,0.0027071972680587065,0.0023167109059496183,0.00011308536774147316,8.116261474074985e-06,0.0022339169273356326,0.7091361834161976,0.00018755099428097754,0.005053694764913291,0.0001945262269547112,0.0007062485099258038,0.0003973898076743088,6.788053782068686e-07,6.718143593615486e-06,0.2726361159348487,9.3025653990144e-06,0.0034283217082894625,0.0006620652708233816,Treat
14,0.00029073134942911755,0.0002609496116223733,1.0914218917655998e-07,4.689018973687977e-05,0.003280174267862126,0.00048137421810211847,1.5268603069183315e-06,0.0008540525800317639,0.219879679835806,6.549402938759097e-05,0.015449519091836703,0.0020263981053380517,0.0004320272651053503,3.979786472998131e-06,,,0.7554085244826803,1.9032196652333195e-05,0.0012616045384309204,0.00023793244900927415,Treat
15,,0.019084684591850677,,,,,,,,,0.26746224824882725,,,,,0.1179402792386089,,,0.5495029771208368,0.046009810799876344,Treat
16,4.921308525333391e-05,3.060741054831274e-05,0.0,0.00017320635210570732,0.0012516200528106508,4.801169406822722e-05,1.9367247601421617e-05,0.0009456003506854642,0.9111141900514965,0.00027542332451931323,0.005094220949316674,0.00011676057208035703,0.004574926935110312,0.0007912684669576976,0.006606391522453649,9.435316136691586e-07,0.06584325555997896,1.3625534172551515e-06,0.0020057467970480513,0.001057883542934497,Treat
17,,8.35964842639966e-06,,0.00017676578598150303,0.0038724487291975623,0.0012866493775926325,,0.001956977682561999,0.44798361324683533,,0.002416952352876025,0.00010268851315920506,0.0014561176006523263,,,,0.5312431766138787,,0.007042102238823257,0.0024541482100149804,Treat
18,0.00013138082371347843,0.000193020632181889,,2.173855385838462e-05,0.0008302184131260746,0.0008236487616285839,,0.002427980874966381,0.6977211666855577,8.449496384187314e-05,0.004466943313918408,0.0008062472192613054,0.00036471680788434683,0.00022892283853343383,0.005831898055516813,,0.2844145048903816,,0.0009297366682794021,0.0007233804973505218,Treat
