,taxa102106,taxa1263,taxa1485,taxa1730,taxa189330,taxa216851,taxa239759,taxa239934,taxa283168,taxa292632,taxa29465,taxa33042,taxa375288,taxa397864,taxa459786,taxa561,taxa572511,taxa577309,taxa816,taxa830,taxa838,taxa841,condition
0,,0.05360229875857714,,0.2904979632115951,0.014825809844924388,0.018470612241487508,0.03016296066313591,,0.0062741790289292994,0.20337649955605355,,0.0068548935034299764,0.019451186341841835,,,0.006256808168086607,,0.00478798094746392,0.22211284199157144,0.08641398587375211,,0.03691197986915124,Control
1,0.009007296488358065,0.008857635102963522,0.003236560949179661,0.029417844671619873,0.01876579854418069,0.06841523848869767,0.000490022803147069,0.02714866684658578,0.005940534847989954,0.3961877080251303,0.00010923297853465176,0.020531985963867374,0.009290295336377312,,0.00043464351375031125,0.013972209970804584,0.008922473113965237,0.0003397511776489797,0.023098198159302263,0.2528178980981409,0.08948759206425462,0.01352841285550109,Control
2,0.00012580391766747566,0.0058212633314091685,0.007891310246793976,0.00032022635839393227,0.0,0.004048582327033811,0.0082515583642811,,0.0015611100328764699,,6.290172645307825e-05,0.0,0.004277314610241407,0.004042865762808567,0.0009263703946039551,,9.72118013148772e-05,0.004660440603662481,0.04079465716689697,9.149337804435754e-05,0.9166952258430608,0.0003316641344576099,Control
3,0.012132844646583558,0.01001854125773737,0.003274491183109888,0.12767174964991962,0.052935402195160214,0.18131078425734162,0.00857446378978697,0.0020164420200211005,0.005195429939578794,0.10127132005554122,6.0655707852765675e-05,0.0543484312770175,0.04280786407147575,0.007251566731693604,0.0029412123045409115,0.0013868279121584824,0.020032759322474437,0.06557785959238578,0.2712725004182362,,0.0004033670075133165,0.02951548665987096,Control
4,,0.13873856549978622,,0.04127659555526474,0.03476181541838347,0.0035044916739945834,0.014057026666052387,0.005944905188877769,0.0026379390045739117,0.24354169546087542,,0.008186346548511926,0.0314067754247577,0.03381302537607184,,0.001469255797400943,0.014996023895353998,,0.40246013267926234,,0.004266995705183803,0.01893841010564888,Control
5,0.012766697417961508,0.03316362193539402,0.023556021477578192,0.0556180254446828,0.011419245632229293,0.004037390131978995,0.1752746569498312,0.0010163264328840022,0.004130295012718147,0.1627225675996104,0.00037846049992314927,0.004410444053331813,0.03508207462115606,0.01645166689782548,0.011339250337056038,0.013464808083563191,0.019868734892612653,0.015079720001019523,0.3937611172771852,5.0424620543696564e-05,0.003564038661229632,0.002844412019684801,Control
6,,,,0.33688103368810335,0.015809301580930163,0.00395140039514004,0.005285200528520054,,,0.017946601794660184,,,0.011939001193900123,0.019322101932210196,,,,,0.3108210310821032,,0.25205102520510253,0.025993302599330265,Control
7,2.2661843384176073e-06,9.082026992909125e-05,,0.007797762909566573,0.0004561455834874356,0.0007098947597171778,0.00013215028160981805,0.06132297692627387,3.4387007980448745e-06,0.8035407759523208,3.397564143238971e-05,0.00020508726384468057,0.0005524972516228847,1.879637271535114e-06,2.6523088696546856e-06,0.025796157128539714,0.0001332495700637364,0.04325226104883289,0.05233865222737614,0.00013774186660872029,0.0034494968570836404,4.01176304128083e-05,Treat
8,1.7176235974759777e-06,0.00013011717335574525,1.6177018530093256e-05,0.0008414101563359986,0.0003748895650606471,0.00010471352171990716,0.0010235489859083068,0.18866135157118868,4.518533594585336e-06,0.7550218627775097,2.899978759885476e-06,0.00013729659293736156,0.0003647603958952393,0.0004466746173126816,8.409284450173501e-07,4.0482413701067554e-05,3.6031038672171633e-05,0.02708454297170311,0.02543319416952928,0.00025257194771266544,1.9190243334029393e-05,1.207775196143677e-06,Treat
9,5.0613811555221576e-06,0.0001344642690763688,0.006219683886237044,0.0008419656556228072,,0.002908555205244453,0.00010864083833132346,,1.925741786028899e-05,,0.0005432032017213826,5.5094973604671505e-05,0.003992547393399578,0.002517925428373835,7.542545887901743e-05,,1.5845505684446714e-05,0.5556219898058861,0.22187781309721927,,0.20504928806420036,1.3238417503551612e-05,Treat
10,,8.341399377152736e-05,,0.0013172832541810684,0.00014772425073160427,3.971009600216393e-06,0.00030361850633818657,0.007081726573185656,,0.537121012733251,,2.5700779522283912e-06,0.003523920751079863,,,0.00010132629527795203,,,0.44903105906326213,,0.0011992860360048303,8.30874553637883e-05,Treat
11,4.437072232576735e-07,3.918196902499206e-05,0.0025848333955905823,0.00012254738722037548,5.670364133485169e-06,,0.000746913375189231,0.0005469510751252486,1.1180676369562273e-05,0.5732494240899192,7.368269777975078e-07,2.389681234067863e-05,0.001629999275927407,,3.0464947393673777e-05,0.0005839095746173587,0.0003094701826715395,,0.4201128614755698,2.0407833275938383e-07,0.0,1.3107863729482508e-06,Treat
12,,8.972383275433068e-07,0.0020103308443156533,0.0007903888923801481,0.0010649180277338191,4.799177753969519e-05,,,,0.9706299427086339,,4.460001182884762e-05,8.846487613826807e-05,,,,3.19321040574511e-05,0.02205603915802273,0.0022166801839482025,0.0005998277665570784,0.00041726587956614263,7.205309505453988e-07,Treat
13,,,,0.008126761609555777,0.0006970087930869873,,,,,0.03226173574942151,,1.3073970961227419e-05,0.0037300187859797542,2.52761527771885e-05,,,5.3717273111769414e-05,,0.9550840260109205,,,8.38165418535307e-06,Treat
