,taxa1263,taxa1301,taxa1485,taxa1730,taxa189330,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa283168,taxa292632,taxa29465,taxa33042,taxa375288,taxa397864,taxa39948,taxa572511,taxa577309,taxa816,taxa841,condition
0,0.0004690425598346535,0.0032832937051158785,,0.0035178297330766455,,,0.005784856833385162,,0.02767343939689071,0.0008599120619846479,0.023295798731270148,,7.817390042999883e-05,,0.08106620243489049,0.06504055706046742,,0.00015634780085999766,0.1020950162031191,0.6858977905743752,0.0007817390042999884,Control
1,,,,,,,,,,,,0.2297570689271207,,,0.03976281192884358,0.010992903297870988,,,,0.4920781476234442,0.2274090682227205,Control
2,0.038798313082231625,,,0.35748106217564485,0.014791912111964385,,0.010649204331815305,0.00029392661425933043,0.015425511813529426,,,0.11576067655276684,,,0.012375304948862298,0.013481949701421393,0.05061902491945197,0.027545454203913036,,0.3221711939100174,0.020606465634122367,Control
3,0.036425121342662244,0.00399302016453071,0.04312002688828725,0.045963008388269555,0.018338704813441443,0.00043613442121950835,0.16392420737675778,0.0026452363423168737,0.0010007294879937731,0.0384185778522054,0.004070096551863563,0.3332753505501485,0.0005142637646634665,0.09822016722627772,0.0143604260344662,0.006206333910072493,,0.010373723606602119,0.0064367207071821695,0.021418601438422287,0.15085954913261687,Control
4,0.07989145906524721,0.03576988895345429,,0.18957879080280843,0.02045985957916399,0.002981463809914758,0.007726344633461104,0.011900159399506343,0.023730801422334056,0.0008046742972294343,0.014217263126469384,0.01979517963098215,0.0024514471236119187,0.10306164336093061,0.03608197079630449,0.03929704284594759,0.010259357390752698,0.014055198076543754,,0.35889838414747927,0.029039071537858726,Control
5,0.060544706614696776,0.02147018007611277,0.08207446330761246,0.0033305504003990944,0.0,,0.04210773765775882,,0.08582126453271266,,0.01623650117729437,,0.0006542165088308474,0.0,0.04448669359768214,0.04204828188602042,0.12400395449522059,0.0010110623167206348,0.04847143875480047,0.4242894383922362,0.003449510281901711,Control
6,0.04841277207839485,0.00035646702760473367,0.00014679316488960738,0.26414292589466837,0.011215512861302457,1.641765659949556e-05,0.0789760103699499,,0.04320569231272739,0.0008370858766840839,0.00874578224500187,0.06347194807299096,,0.00806042556068175,0.025343389237421306,0.03401019504283346,0.07667560695700883,0.02117266063147887,0.015795073308055862,0.27224659534822343,0.027168646353482876,Control
7,0.09473543499637217,0.0011434929169285473,,0.08458236994385532,0.03857175459794661,,,0.08727111227800213,,,,0.28067752633618204,,0.009651652069687742,0.015193282965242635,,0.0026400097924233726,0.02088184195233206,,0.26299293565979215,0.10165858649123505,Control
8,0.040581161931847146,,,0.14753281766604318,0.009149797105297477,0.002627817651669246,0.0010864085507696724,,,,,0.008227512819594765,,0.004973514054708263,,0.007488822954607881,,0.029299970807833742,0.11116021481461928,0.6030050943858264,0.03486686725718298,Control
9,,0.0003257955508455991,,0.10474156988934137,0.014969707922259986,0.00041078092678142506,0.0058752857701802426,,0.004592171081373661,,0.0025310289831932914,0.03699747873062772,,0.0028266684329003714,0.049132513145866925,0.0013288423039875357,0.049838494888157045,0.013173391221350606,0.009914229468849076,0.6617400004561795,0.041602041228105575,Control
10,,,0.25916763566757733,0.10698497714211226,0.0814917118457061,,0.02435873900219483,0.028021157033865523,,,,0.4213984507489391,,0.025712602888561746,0.005785730665495204,,,0.02457662127383373,0.007995115112734324,0.010340883882678713,0.00416637473630112,Control
11,0.08623338957059501,,,0.2267282657407826,0.02205230841760726,0.005401944932067548,0.004486696179755227,,0.0010223952808320863,,0.005638909573402566,0.19867347421531728,,0.0067768367632472706,0.04143537423487285,0.05437681146217328,,,0.012233234906910369,0.3085333462254245,0.026407012497012057,Control
12,0.8690437484338273,,4.875322028287038e-06,3.946148488641317e-05,0.04425563194255323,,0.00012775430063054048,0.00010737403704240181,1.978753444495422e-05,,9.332569657589376e-05,0.03338938092948342,,6.245752162972847e-05,9.144122217361748e-05,0.02448009935586186,,4.143184987632114e-05,,0.019527511996381034,0.008715718372604934,Treat
13,0.972701764920996,,1.911955829775456e-05,9.514411590946474e-06,0.02094194392083538,0.00012575764585045712,,,1.2041212862352535e-07,,8.010040351724958e-05,0.005113317466700099,,6.857520477107357e-07,8.955278720930267e-06,,,2.9854304925669745e-05,,0.0008344954542990103,0.00013437047008999918,Treat
14,0.523415780216046,,0.0003195396860432844,0.00010579040741379088,0.23034976704398868,,4.547782466987042e-05,0.00514374043291397,1.548493788264412e-05,0.0003631298707560067,0.00020798813440506912,0.16368388780340554,,1.0909501179747458e-05,8.267017438996344e-05,0.050409515662371764,,1.0231453730077174e-05,0.002382643842071026,0.011825789656372867,0.011627653352359742,Treat
15,0.8555590640524282,,,3.7317620186818386e-05,0.02095398815448122,0.0006644571202213995,3.417205901070083e-05,,3.446563132738812e-06,,0.00014585235647528354,0.07079387178265806,,0.00011480219018415995,4.487888163547846e-05,0.03846191231875464,,6.121839900385504e-05,0.0041580773401669775,0.007234313036742467,0.0017326281249178885,Treat
16,0.0,0.00020137787915375623,2.724224662453095e-05,1.5994397369666712e-05,,,0.000328748912352175,,6.797758045591919e-05,0.00026674129498215505,0.013466393586736618,,0.15112662530280702,,0.0006503871443376577,0.3444511290688086,9.319307013066962e-05,2.894416080533099e-06,0.2383237477035009,0.24964954726236474,0.0013280001342950922,Treat
17,0.31002427500252094,7.432394030249528e-07,,4.404288183996055e-06,0.17599474834450615,0.0008957118707410109,8.63301113817363e-06,0.0003957384182719931,3.968707633916876e-06,,0.0001900720223965776,0.01922063250142718,0.4806388990836326,4.983388365859249e-06,1.6651431432834303e-05,0.003652742032990149,0.001096429406912442,9.000106229609617e-06,,0.005809524272920101,0.0020328428712931717,Treat
18,0.8735470184183468,,5.189704860925637e-07,1.4845973139719952e-05,0.09972054148266886,2.5370109907820898e-05,1.2356251774136038e-05,,2.525759543883107e-06,6.22613397716798e-06,0.00020083512487748865,0.0010570683728686678,,1.6794197411196834e-05,3.268547919343852e-05,,0.005493294518725775,1.4940141585082877e-05,,0.019459885331444382,0.00039509373404949573,Treat
19,0.7224839666491046,0.00014190761131699606,,3.670762616863316e-05,0.2104414410907193,0.0005587212727004602,6.310111983367967e-06,0.0016421146822907734,3.853091398953274e-06,,,0.008755030217705299,0.027022423165190625,1.945565304791881e-06,3.9497963974430645e-05,0.017513258668933492,0.0004053358990193957,1.9478754450709936e-05,,0.009674525731888518,0.001253481897849648,Treat
20,,7.644993227239846e-06,,0.00023760318021342336,0.46322827712023035,0.0011428608436680862,,,,,0.0009601783696851352,0.0007146898823693944,0.3900875339590375,4.275838414131468e-05,0.0004089565652863292,0.01419552485310536,0.012968437523439338,7.35069208140065e-05,,0.11220099211412138,0.00373103529066121,Treat
21,0.20024760131168928,,,0.0002002745371384123,0.6480423100652409,,2.6603641870852257e-06,,1.5626846489002051e-06,,,0.08598399564041659,,,0.0002871289699844377,0.018021550019834014,,0.0001915228536128209,,0.0358090876433607,0.011212305909886743,Treat
22,0.31944017465406793,0.00040828504934034744,0.0002764562692344639,1.1849144734911511e-05,0.01922927187715717,,0.00027433998467762315,,0.00028181638939137646,1.5127299592295826e-05,0.012058035153022839,,0.18232160346365023,2.304791554519941e-05,0.00028876805395018146,0.2981108823668536,0.004019343486195519,5.76155875356814e-05,0.08987887521815921,0.07129483869101166,0.0020096693958796172,Treat
23,0.9143768778953699,,,1.6219136237476404e-05,0.05250930725221881,,,,1.1908933256082852e-06,,0.00024725420265149295,,,1.2671237188219167e-05,3.477854108140448e-05,,0.0067564479261700726,6.161888326351534e-06,,0.025471670177046903,0.0005674208503837014,Treat
