,taxa100883,taxa1017280,taxa102106,taxa1263,taxa1301,taxa1348911,taxa135858,taxa1485,taxa1578,taxa1678,taxa1730,taxa189330,taxa191303,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa29521,taxa33024,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa447020,taxa459786,taxa52225,taxa561,taxa572511,taxa577309,taxa577310,taxa61170,taxa674963,taxa724,taxa816,taxa830,taxa838,taxa841,taxa846,taxa872,taxa904,taxa906,taxa946234,condition
0,,,,0.07441479468028758,,,,,,,0.16771506115862647,0.002523024303317224,,0.0027901185397479753,0.0118245143647838,,0.011128344836930862,,,0.002184485951376942,0.23304844650108608,,,,0.069197013307493,,0.04533991385646303,0.06183590846941248,,,,,,,0.022141208883706236,0.01820962688926573,,,,0.0010167442013245904,0.2506805667899831,,,0.025950227266195034,,,,,,Control
1,,,,0.08623338957059502,,,,,,,0.2267282657407826,0.022052308417607268,,0.0054019449320675495,0.004486696179755228,,0.0010223952808320867,,,0.005638909573402567,0.1986734742153173,,,,0.006776836763247271,,0.04143537423487285,0.05437681146217329,,,,,,,,0.012233234906910372,,,,,0.3085333462254245,,,0.02640701249701206,,,,,,Control
2,,8.462056652554472e-05,0.0026921918887985135,0.019051291384174055,0.0034546918044638265,0.0005016627369561684,0.0015562179592515384,7.398581965138843e-05,,0.003249544106697843,0.18258945565990947,0.004077224729011212,2.1155141631386174e-05,1.84106908251523e-05,0.08955028628624233,,0.03321402976974401,0.0004141833675074635,6.918303074047912e-05,0.0062685543456720404,0.11018912810970574,0.0036082666974959978,,1.3036141329610941e-05,0.12781936573683528,0.0008734214690839328,0.03449260078909821,0.01790914244031305,,,,0.002307740071691916,,0.00010543265180615169,0.009472471957716245,,0.0017613656570175204,7.249924213134507e-05,,0.00021441021923702204,0.18052883051289553,,,0.16259041393064932,,0.00114249200021178,,,1.2693084978831708e-05,Control
3,0.0007124679435450466,0.0001694745022185102,0.01075523852129866,0.033046096041824305,0.00042056677919282684,0.00032524376406449165,,0.016758440638205998,,0.04131843594160422,0.05070335498147645,0.007322587197546311,0.00028320754172785447,0.00033363055294917334,0.15621212521025782,0.0021877245639432314,0.03569703727477637,0.022918332518178368,0.0008493157914438798,0.005871468164669895,0.20677116605616983,0.0002907761073067138,,,0.01661566067133995,5.482096149011556e-05,0.023687257869825173,0.09281444475059636,,0.015916897968167434,3.896788493980229e-05,0.002300332546407068,3.876332911334663e-05,2.485353291436209e-05,0.018531632819836847,,0.00017980457145452082,0.0008549410766714101,,,0.19370107152478575,,,0.04224108499683246,1.4114352025440201e-05,,,,3.86610512001188e-05,Control
4,,,,0.020880850030090624,,,,,,,0.04591541359005073,0.009004102504369303,,,0.0005864917999757593,,0.0060464586714265986,0.00020042929646693514,,0.0016363845283274274,0.033151110572435506,,,0.01594493755997794,0.0005679179855911272,,0.08619404179318109,,,,,,,0.0012025757788016107,0.005376122364708912,,0.0012814882557351899,,,,0.3960157594092897,,0.23670699912745044,0.13239351931283183,,,0.006895397419289167,,,Control
5,,,0.0018922224945995257,0.037994680142213855,,,,,,0.0012946947847789713,0.13007615779091408,0.004428758985023453,,7.855982968557971e-05,0.03629361304471577,0.004640479782566134,0.049200355534642824,0.00935838829779358,,,0.10559921818573684,,0.00037048568894914094,,0.05480977415899852,,0.03461835552477144,,,0.013678253487480608,,0.00193026848541584,,,0.015877106102659196,,,,,,0.2151511063362821,0.24198895391211497,,0.04071856743065758,,,,,,Control
6,,3.0647997637550173e-05,0.0038709059516176666,0.06002942420606521,0.07852123411398819,0.0020801264229902555,,0.00046461513085258363,0.022255767117784618,0.005435869330985072,0.05657205338923754,0.00789984064105395,,,0.09555800905073682,,0.03988155825912988,,0.00044684354888914306,0.010970706154341401,0.18267377175223012,0.005616884067031852,,,0.041559429713127295,0.00850726692756484,0.026140507235002563,,0.05281203359573908,,0.0002997757268922877,0.01047948685887289,,0.0013312723973810858,0.010558128769477572,,0.00025103689731590577,,,0.0007403406929320716,0.25076979150316187,,,0.02405931664542767,,,,,0.00018335590253298247,Control
7,,,,0.0012671839921628834,,,,0.001843277150524324,,,0.06047682555796722,0.021084648031285,,,0.03206948711940666,,0.014013245120909762,,,,0.039607208114557375,,,,0.0016827825781635184,,0.023861766567172753,,,,,,0.005093141588854083,,0.009151002794795035,0.006210677950968407,,,,,0.09386491921086888,,0.6495570882106493,0.0402167460117149,,,,,,Control
8,,,,0.10475718236738207,,,0.06594834337430737,,,,0.06559229421542677,0.07536640449760297,,,,0.03089661238128752,0.0009821472714045996,0.005634052092858615,,,0.10257331725226436,,,,,,0.013137569999804736,0.020213060315226062,,,,,,0.00654339001176167,,,,,0.0026680836619967585,,0.4336113729662717,,,0.07207616959240473,,,,,,Control
9,,,0.002212372338741822,0.03586557411632203,,,,,,0.0016356827383502278,0.12778373410778518,0.003994512667503165,,,0.039251661282005114,0.005329782746700158,0.052742397839411606,0.010959053805910004,0.0005986685094715231,0.0008249280267756517,0.10828207403256593,,0.00023848143403549097,,0.05463176237882456,,0.03420216097866536,,,0.014347092370062797,,0.0018364713703654671,,,0.009991160164932199,,,,,,0.21740324940710862,0.23903809612527238,,0.03883108355919058,,,,,,Control
10,,,,0.017433386231581992,,0.0038705445532317413,,,,,0.06716363040817272,0.013029546548723243,,,0.008480970357310894,0.009503908253883402,0.048600226508428435,,,0.0034663131561594373,0.13248018734962946,,,,0.0019483679854203212,,0.008630755813837295,0.0033458747097249364,0.05288005140670527,,,,,,0.010381373336989613,,,,,,0.5161076692362657,,,0.1026771941439356,,,,,,Control
11,,,0.002058849738685232,0.05506931070566542,0.001949756235057041,,,,,0.00546143675841521,0.018475857789301386,0.011307677891792768,,0.0029061661646448034,0.04027003518341181,0.0014032795263182274,0.1031857018683448,0.001038860801432566,,0.010296267074621872,0.18380085601564888,0.022336011826099098,,,0.004194397962807492,0.0004456585680130379,0.028956705824271043,0.014251587784797369,0.05432684918282304,0.017768617018324172,,0.00018104879325529666,,0.0008398484155354394,0.009250140100884747,,,,,0.0008549862745032736,0.3572020029203957,,,0.052168089574950095,,,,,,Control
12,,,,0.049176522730677685,0.0019758252459507607,,0.017889068300234717,,0.00494315249779435,,0.15353195279077125,0.00924125647129326,,0.008315403758760177,0.010232654437101528,,0.003733270354402145,,,0.0028547558803455803,0.056031931982754316,0.004414732908294909,,0.01869517087543489,0.26363341268123786,,0.012152818237810666,,,,,,,,0.03067861185557572,0.008030333927055417,,,,,0.14056543705158725,,0.15081858738534784,0.05308510062756979,,,,,,Control
13,,0.0001232962267520525,0.0031124729974200613,0.02285702178065177,0.0006165820308361642,,,0.006701180193096824,,0.006815900168397219,0.20199191007245418,0.014212563905685448,,0.0004831960964939274,0.009995772412519713,,0.20918688055501464,0.0011640495646795658,0.0006559318904378832,0.02181677292810377,0.09348658926515652,0.0,,0.0,0.005669911180304082,0.0077830995379922895,0.027926898050567597,0.08016494653968433,,0.030642946436769316,0.00045968707780879794,0.0028604321018172564,,,0.021095964217861002,2.4013504064638704e-05,0.0,0.002485296773614203,,,0.2197669479340819,5.0549435026823484e-05,1.584084091658939e-05,0.00762832342355886,,,,,0.00020502285823254554,Control
14,,,,0.026030890235264937,,0.00038404747172647596,,,,,0.06862434907768583,0.015973729728651898,,0.0005324780045076491,0.001110533033474493,0.030796029183131537,0.0236380964511572,0.001088965334400053,,0.02115984574618847,0.16852715200364946,,,,0.016019510221970283,,0.04651389682134845,0.00851242492762104,0.07574036722466645,0.0012429912608090288,,,,0.0871031874007199,0.006216075382770705,,0.00035637570687625043,,,,0.3668085726313631,,,0.023279686055689017,,,,0.010340796096327856,,Control
15,,,,,,0.007392025442123673,,,,,0.1981792919906869,0.004048643660627943,,,,,0.014900303947455222,,,,0.04909419153034085,,,,,,0.033571088949281486,0.033428789568278765,,,,,,0.02423604842563585,0.007004548753075276,0.008827288174046525,,,,,0.2708666203263453,0.3329644611569955,,0.015486698075106718,,,,,,Control
16,,,0.0009305103616352978,0.014492905640137372,0.0021987921519630526,0.0027799324840400734,,0.0002826024315306855,,0.0038397420309795602,0.20434515862801256,0.013585289908037212,,,0.06405029798822771,,0.025432907691576856,,0.0003924361388600633,0.004217251274812307,0.11307627270186582,0.001694505157796947,,,0.1098165615715761,0.00029773104135566864,0.005699048178469991,0.008021894930997904,0.08055329158711118,,,1.6137183813315377e-05,,0.0005096324363042663,0.015267692177974175,,0.001916088863033534,,,0.0037083248402998725,0.22628971146614485,0.02629786074397056,0.0011067082373969347,0.06918071215207601,,,,,,Control
17,,,,0.025707658418531943,,,,,,,0.06300396268038466,0.009706022994451762,,,,0.05001817250480766,0.027642781866901053,,,0.006154124327500767,0.1789925844423494,,,,0.0127770040076809,,0.046885062403753126,0.004233899697908714,0.06998532618379225,,,,,0.05261330348974931,,,,,,,0.43524213215677937,,,0.017037964825409153,,,,,,Control
18,,,,,,,,0.0233047770362587,,0.0010645839938328097,0.13476344354281844,0.00811453364134535,,0.00011356498117056526,0.03236752314174663,,0.01989241497185382,0.0002920815137961405,,0.0003410958790145045,0.1560009971265955,,,,0.044726360015824924,,0.01966267892874444,0.014632141175003634,0.07176013792983166,,,0.0002168058731438064,,,0.027485531991796448,,0.00034420312916127197,0.002334046029600867,,,0.38563279700525227,,,0.05695028209320807,,,,,,Control
19,,,0.00027037534767858395,0.052043817018583856,0.00018151574574702656,,,6.42333843061835e-05,,0.00015976258684461295,0.13973326317597556,0.003794797526830007,,7.634127463865899e-05,0.01327702001424011,0.008486502421424152,0.01680216045807227,0.0030702736824434864,,0.0021734689239194553,0.09385472234914413,1.3441810453849902e-05,0.0007898859303338666,,0.051616962579744054,,0.032200831729978445,,,0.003839022109315575,,0.0001321607012561731,,,0.01659724980558114,,,3.088538127182306e-05,,,0.22396108400916048,0.29783358033087587,,0.038996641702180576,,,,,,Control
