,taxa100883,taxa1017280,taxa102106,taxa117563,taxa1263,taxa1301,taxa133925,taxa1348911,taxa135858,taxa1485,taxa1578,taxa158846,taxa1678,taxa1730,taxa189330,taxa191303,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa29521,taxa33024,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa447020,taxa459786,taxa52225,taxa561,taxa572511,taxa577309,taxa577310,taxa61170,taxa644652,taxa674963,taxa724,taxa816,taxa830,taxa838,taxa841,taxa84111,taxa846,taxa872,taxa904,taxa906,taxa946234,condition
0,6.506298238576838e-05,,0.0007856203106767545,3.0301918587764397e-05,0.011543916195635674,0.0017537615423453608,,,,0.008461228036429597,,,0.0007718374982087412,0.22572497086860707,0.0064903871977130285,,5.026672782451886e-05,0.03848911188218291,,0.03150396225455193,0.00996223712072183,5.42191519881403e-05,0.0054672160603816905,0.038653188157077856,0.00022995001095530907,,0.04690280948443972,0.01385750315028475,0.00152796664397232,0.05166365640583573,0.019010957538600493,,,0.00030008020380725876,0.0025525566002341862,4.09430605667452e-05,2.634949442414295e-05,0.04225759630588197,0.0628247955228561,7.043422547992058e-05,0.0010238805467966009,8.816946211155524e-05,,0.008069228634765807,0.3075553526869695,0.00010266168404483388,,0.06049914860729747,0.00020917444804396563,,0.000932366725777366,,,0.0004471306515358412,Control
1,,,,,,,,0.0020480314644252514,,,,,,0.10388021550599752,0.030182102526276736,,,,,,,,,0.013405419877157671,,,,,,0.05025853599736687,,0.03828939251899648,,,,,,,0.0034460016076136193,,,,,,0.6832087235002424,,0.03703101120395521,0.03825056579796823,,,,,,,Control
2,,,,,0.04637284697421809,0.006668294620826394,,0.00042528132974350335,,,,,0.0001060079318508537,0.11043777214646797,0.004970813975344304,0.0012714703810402005,6.747852636478704e-05,0.01867530697262486,,0.00011787915408169588,,,0.012838414442070777,0.02122793215284094,0.014760198707598782,,,0.07982699255601472,,0.028053364267933485,0.01960688551716094,0.037705605143363234,0.0019203263961312309,,,,0.0006334442528966041,0.017305846941416042,,1.3016691042590093e-05,,,,0.020275839303221736,0.4796546515666109,,,0.07706433004913542,,,,,,,Control
3,,,0.0047145106009964305,0.00026191725561091283,0.003143007067330953,0.008643297272890938,0.0007857509714690007,,,0.013619729106316968,0.0047145106009964305,,0.059455189185946396,0.006024092902232307,0.00026191725561091283,,,0.010738603503228734,,0.1029335888291933,0.00026191725561091283,0.022786773400418594,0.020429553891288574,,0.0005238345112218257,,,0.0015715035336654765,0.0007857509714690007,0.033001550346062884,0.05421684407372813,0.006809848645883733,,,0.02331059995800305,,,0.0023572513236795275,0.0445258936856683,0.024882159167130154,,,,,0.27946536575361813,,0.26506053310191446,0.003404920346123178,,,0.00026191725561091283,0.0007857509714690007,0.00026191725561091283,,Control
4,0.00012566637259095464,7.021326690440777e-05,0.0023586532623902584,,0.025844017281278765,0.001345737198814554,,0.0006703573219778494,0.02116596868529297,0.0006585696932274742,0.00013304645319988512,,0.0016414529287696147,0.03926489887085792,0.008248675096153738,,0.0001867570398537678,0.10425081367951242,0.0005435634370716413,0.06590124980640101,0.003894940042482614,0.00027624051723704955,0.01042405635675556,0.2993227443526752,0.0001662568159400721,,0.07658207146767561,0.006256668338459928,0.0009337851992688391,0.0440977241573921,0.014680722850195333,0.0021904489251783855,0.021811213232976537,0.000119106300938572,0.0023421505821397343,0.010379673371982406,0.003060785931434336,0.008553923430228668,0.052527621232942925,,0.00021873738915913308,,,,0.12260978920542259,,0.0002879256448678561,0.04685377426034936,,,,,,0.0,Control
5,,,,,0.07361376883956484,,,0.011884316492856074,,,,,,0.07143696639158216,0.009666699625730775,,,0.001370843021325985,,0.0051176468110701555,0.0005280804206512538,,0.0026650712607724494,0.0025218698098248642,,,,0.006698077390155563,,0.03217630304796466,,0.07159861957010283,0.002581135956540565,,,,,0.006335861955405786,,,,,,,0.69707919180631,,,0.00472554760014224,,,,,,,Control
6,,,,,,,,,0.024979714734804877,,,,,0.051198116095549674,0.04808903645947296,,,0.0026774584380961364,0.019375467300814627,,,,,0.16047162995869074,,0.0025093413607427282,,0.01381415438196386,,,,,,,,,,,,,,,,,0.004593682749936037,0.3027079884993435,0.3695834100205848,,,,,,,,Control
7,,,0.001248583686712257,,0.014950945329576193,0.0003481113823348747,,0.0015462879763256038,0.019447762071263735,,,,0.00024195404506333607,0.01670601948395436,0.00824145884578444,,,0.013391349880772107,0.0034741576445531767,0.024268595604965266,0.00013055437014875842,,,0.16465880094229005,,,,0.0019510569308794764,,0.02058403875539242,0.053666112894346044,,0.004934148678139524,,0.0003144394443968938,0.00439015533348879,0.0004704998034627455,0.0037507917694089244,0.016973580332120243,,,,,,0.1829787547210023,,0.42004633621591336,0.008166755534371135,,,,,0.013118748323334081,,Control
8,,,,,0.08625596677538136,,,,,,,,,0.05932427262704264,0.1310736649006172,,,0.034563528066982985,,0.0154457675462601,,,,0.2600233348486571,,,,0.02947356529257805,,0.024425540632966557,0.00768209945814551,0.19266751191699624,,,,0.011145505493240887,,0.01798583274297243,,,,,,,0.03392462396410098,,0.013126830591185952,0.08288195514287201,,,,,,,Control
9,,,,,0.02603089023526494,,,0.00038404747172647596,,,,,,0.06862434907768583,0.015973729728651898,,0.0005324780045076491,0.001110533033474493,0.030796029183131537,0.0236380964511572,0.001088965334400053,,0.02115984574618847,0.16852715200364946,,,,0.016019510221970283,,0.04651389682134845,0.00851242492762104,0.07574036722466645,0.0012429912608090288,,,,0.0871031874007199,0.006216075382770706,,0.0003563757068762505,,,,,0.3668085726313631,,,0.02327968605568902,,,,,0.010340796096327856,,Control
