,taxa1017280,taxa102106,taxa1263,taxa1301,taxa1348911,taxa135858,taxa1485,taxa1578,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa33024,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa447020,taxa459786,taxa52225,taxa561,taxa572511,taxa577309,taxa577310,taxa61170,taxa724,taxa816,taxa830,taxa838,taxa841,taxa846,taxa872,taxa904,taxa906,taxa946234,condition
0,,,0.027119539666779116,,,,,,,0.04955784976652645,0.012317272630972348,,,,0.006451453796127858,,,,0.02116974652245423,,0.016015368027036608,0.00032153731882828885,,0.09688907961451317,,,,,,,,0.009154968708903838,,0.0018384858734816207,,,0.395062185733691,,0.20413249335437514,0.15494977045981503,,,0.005020248526495403,,,Control
1,,,0.07441479468028758,,,,,,,0.1677150611586265,0.002523024303317224,0.002790118539747975,0.011824514364783796,,0.011128344836930862,,,0.002184485951376942,0.23304844650108608,,,0.069197013307493,,0.045339913856463014,0.06183590846941248,,,,,,,0.022141208883706236,0.01820962688926573,,,0.0010167442013245904,0.2506805667899831,,,0.02595022726619503,,,,,,Control
2,,,0.027021264555974568,,0.0015598790656691204,,,,,0.05742743738051065,0.0068177133225818184,,0.011043442586507251,0.003304676100514537,0.03789595686459963,,,,0.22010088639367525,,,0.0023681625823036537,,0.019285731608240674,0.042254665389419056,,,,,,0.1658229152772557,0.05788326522693376,,0.0004077289648231457,,,0.32312848868463706,,,0.023677785996354183,,,,,,Control
3,,,,,0.005248501334125008,,,,,0.10786051778100893,0.022336220379642887,,0.0016043321665937524,,0.0014844952658682898,,,0.0043286382947584825,0.021091503302769703,,,0.004706938754888338,,0.04657406865172108,,0.042608907785818065,,,,,,0.012025027540043849,0.00579465696530586,,,,0.6376784544213188,,0.04962792625688084,0.03702981109925617,,,,,,Control
4,0.0001215129200717688,0.002523999804296023,0.03714886575910283,4.1206113984733475e-05,,,0.02602161085226675,,,0.09465074459748744,0.00718269688100797,0.002527208066212109,0.029578771251727438,,0.06614513695669086,9.925560302892008e-05,0.00030709082028038603,0.02161666724148026,0.07116205652797082,,,0.0006740357769327572,0.003916485734062357,0.09831117092737217,0.04577076888403015,,,0.00031471044233109086,0.010637794448263163,,,0.01438775133724367,,0.00015439760471165344,0.0005313683798517944,,0.4180365276660456,,,0.04764068429018408,,0.00017414846713255977,,,0.00032333264623057287,Control
5,,0.0013903244606945809,0.0045425785230944595,0.00013624515595139772,0.0005384400513263879,0.004204380613823671,0.0017918149867256561,,0.001592880959165898,0.06430187740592443,0.010687899176169618,8.452432126970021e-05,0.023789571469741096,0.0005719479072583047,0.03370920494008433,0.00016602991677976825,,0.007702882520853357,0.1876480181864139,0.00023012752707595756,,0.08794343068925156,0.0002141282805499072,0.005283575072892165,0.014555691867794299,,0.0015421663664040772,,0.0008436332256251981,3.813656876335283e-05,0.00020990206448642213,0.009983731080639421,0.02049815414982218,,0.0003116331225860256,0.00010173105809960345,0.051742167010398896,0.00026433975235178855,0.429646181191165,0.03227269397526737,0.00018041917623401484,0.0002472336397138731,,0.001018014950339949,1.428863526225884e-05,Control
6,,,0.01716150860375296,,0.00022247068122025767,,,,,0.03194298176652343,0.019958726678032716,,0.004652342962004713,0.005170338885981071,0.0072869169301491175,,,,0.059687981863228025,,,0.007498464501345495,,0.039534543233118315,0.019249325798592083,,0.00224535048802752,,,,,0.002339750209518278,,,,,0.12930657391843922,0.6433220765172877,,0.010420646962779152,,,,,,Control
7,,,,,,,,,,0.33688103368810335,0.015809301580930163,,0.00395140039514004,,0.005285200528520054,,,,0.017946601794660184,,,,,0.011939001193900123,0.019322101932210196,,,,,,,,,,,,0.3108210310821032,,0.25205102520510253,0.025993302599330262,,,,,,Control
8,0.00042341485148757245,0.01559729340904955,0.13897921829723375,0.0016310295050075356,0.0034329141958116716,,0.0008747785512785885,0.0,0.10344541977538103,0.11613562494848846,0.007246707952079761,0.00025572176166691014,0.19318468354151488,,0.07450061324261315,0.003306940372254178,0.00014311034368515155,0.00206291061346294,0.08092201414497333,0.0002550077399949243,,0.045855797815175285,0.00019737599075607144,0.02016570606951062,0.024229713420261735,,0.012061050076991937,0.0005709113283006366,0.008934145169174174,,0.0011413126411212835,0.025700802070744447,,,,,0.0720803857838693,,1.397442415172185e-05,0.04634786075026948,6.395594119072702e-05,,,,0.0002396052724992309,Control
9,,,0.027804483739781425,,,,,,,0.10232748196031391,0.01497583504165995,,0.00043484370735089376,,,,,,0.007207774904243263,,,,,,0.005517807229481654,,,,,,0.22494935766649196,,0.1321793252926564,,,,0.4619791696196216,,,0.02262392083839892,,,,,,Control
10,,0.001609377291616049,0.011410495049883156,,,0.002360185473444923,,,0.004770129957467607,0.10319717224066433,0.006036722953992416,0.0001734026126194681,0.020616515146290988,,0.0017489035677411627,0.0020293634455430852,,0.001412050144617779,0.02807292801218181,0.0004496405137663077,0.08227315646132817,0.012042082652832789,0.0008065985876281809,0.007311860427081086,3.407738300173895e-05,0.010791975469913541,0.005374274712159202,0.0,0.0002907132496785517,0.0034801150428324557,0.21792134598224133,0.009068001669088104,0.0010352889897784943,2.3924534378801978e-05,0.0002543238318418866,1.2364360204170768e-05,0.021875568898788857,0.011468295920756313,0.400379093294325,0.03158842724031401,,,8.162488199826556e-05,,,Control
11,8.462235672348638e-05,0.0026922488437041087,0.019051694425467947,0.0034547648905043876,0.0005016733499269389,0.00155625088195936,7.398738486499418e-05,,0.0032496128527179893,0.1825933184474222,0.0040773109851025766,1.8411080314163933e-05,0.08955218077531005,,0.033214732432112856,0.00041419212980063207,6.918449434825576e-05,0.006268686960632535,0.11019145922563224,0.0036083430325039045,1.3036417116861416e-05,0.1278220698308262,0.0008734399468297148,0.03449333050039029,0.0179095213187731,,,,0.002307788893292809,,0.00010543488229601954,0.009472672353441512,,0.0017614029197457579,7.250077589552753e-05,0.00021441475521153638,0.18053264970666916,,,0.1625938536266512,,0.001142516170303179,,,1.2693353508522958e-05,Control
12,,,0.3912093818557924,,,,0.04179264282800466,,,0.20464617285510395,0.013676840765204132,0.0016741383316220065,,,0.0019565876101343407,,,,0.0601907121512078,,,0.0014152443378984188,,0.04439218264339547,,,,,,,0.002568596736736501,0.08576811106959195,,,,,0.1418563491664106,,,0.008853039648897774,,,,,,Control
13,,,0.0808659219162329,0.0033614892309340853,,,,,,0.06522133672467884,0.08349204703508288,,0.009011277798414735,0.041534064423499384,,0.003991742899856026,,,0.3488674912110594,,,0.013795234427473744,,0.027191396812474688,,0.014713723834989284,,,,,,0.0008385318525030549,0.0015274755937743124,,,,0.2315486950201065,,,0.07403957121892021,,,,,,Control
14,6.962001678999356e-05,0.003101338328112847,0.017553784000142892,0.0019242932045992248,0.0,0.00406952340125649,0.020780154195143893,0.013437982570232999,0.01537039472722756,0.0221502274118566,0.008837682656131515,0.00021017938013422253,0.07899740680660494,0.0012747770129724622,0.00048226577228287074,0.01851445904232086,0.0002496577861565367,0.00196143741180788,0.160610131153557,0.0002478310218675863,0.0112169416555843,0.04733369543861017,1.4614114311602148e-05,0.006920493534878208,0.002990920575536297,,0.0,,0.0008931862503917396,0.004691536641644056,6.089214296500894e-05,0.004999244937427234,0.0031019472495424963,,,0.00016024782290291524,0.01032192864090361,0.3856685064212795,0.019982061174682514,0.07270136219783291,0.00021850130633944046,2.4052396471178532e-05,0.00786026227463818,0.05099645932486039,,Control
15,0.0002116939923761748,0.0005319750278216242,0.018838938623558763,0.00044997658782164855,0.00023462919960389071,,0.001344855602573858,,0.005380640208909293,0.11638298386234171,0.008828836984056784,0.0001631850142573773,0.030652194077317636,0.002565901679405179,0.05971891584260603,0.00030647931782169124,0.0008695082102967716,0.006286073478314965,0.09935755034125764,8.686963445541974e-05,,0.0053166042984637675,0.0032934348679693197,0.03812217077474115,0.04936539499399525,,,0.000606971125791899,0.003402732293563346,,,0.007629203866185852,0.012430070451679478,0.0009299922081185357,0.0002633489502474466,0.00018896175158410232,0.09643463070155556,,0.4096278752478982,0.020108696644944524,,,,,6.870413846532614e-05,Control
16,4.290442136624032e-05,0.0031739176653049306,0.04273835601765805,,,,0.00031900699180545747,,,0.08981490426913125,0.004912101964325933,0.0,0.02756775642887421,0.0023329910065266204,0.03268004537571603,0.0012008190403563026,0.0006028828338804403,0.007081046653863987,0.05234743213000059,0.0008265915344630015,0.0644140734982014,0.06630206994147535,0.00015102356320916593,0.0050122459313737214,0.00040956055878314573,,,0.0003129498970243411,0.001362038713113681,,0.12851035142355355,0.007239944440288604,0.0032511456237641623,0.0001168009776958589,0.00021341163945466358,,0.019117099693420143,7.430036264835971e-05,0.43147108963803704,0.0052517030783871856,0.00013749605153133952,0.0010119386347651595,,,,Control
17,,0.0013159227175700864,0.04299868102140809,,0.0004983182680484417,,,,0.0011793567468805582,0.17366428522730276,0.007463498898146547,,0.03382663223995905,0.0015061245517480177,0.03249089902664079,,,0.017788033807243243,0.12123075023085024,0.002537324080426819,,0.005021960672161691,,0.020272881148932883,0.016123636039464616,,0.009048022433068185,,5.6375612900384065e-05,,0.0019522822059914319,0.01323267353493744,,0.00032223668083995234,,,0.1615461628281548,,0.30529449197616965,0.029591295773968147,0.0010381542771861383,,,,,Control
18,,,,,,,,,,,,,,,,,,,0.21811221811221806,,,,,0.15443715443715444,,0.02152052152052152,,,,,,,0.015447515447515447,,,,0.5904825904825906,,,,,,,,,Control
19,,,0.0723880975467266,0.00010751074093157043,,,,,,0.16367090353649486,0.000999647040209017,0.003414784552532183,0.014557360023043812,,0.01007659633165238,0.00038135885462519325,,0.0021708041397720773,0.20646017842725986,0.00035458259461959465,,0.06983147184232841,,0.08196791311509331,0.06491031981402673,,,,,,,0.022135751581219297,0.019536932982266816,,,0.0010345373183981306,0.24941071942942225,,,0.016590530129378018,,,,,,Control
20,,0.00563344292112496,0.07655810500307839,,,,0.0005931422454900669,,0.02287571376259019,0.03392590550769194,0.03531701320284741,,0.10410873737963118,,0.05710764686709028,,,0.0036230367756240277,0.19153685811667281,,,0.03457085715895328,0.0006477684733226832,0.01563859368146572,0.009815920678290752,0.2500643845042595,0.0004474723046030897,3.0482038735327385e-05,0.000434796605327013,0.014595464111674923,,0.012819256600417696,,,,,0.03242624956238658,,0.015765048871862766,0.031017637330135572,0.0001244431746389438,0.0015928122749057376,0.013375880759898115,0.035353330087281254,,Control
21,,0.00014638322777773072,0.0006879996766529354,0.0029276538848231944,,,0.003352167592939524,0.0006879996766529354,0.0005562556253114914,0.0004537867256231948,,,0.0034399983832646783,,5.8553184403778075e-05,,1.463832277777307e-05,0.00032204267428175075,,0.00029276538848231935,,0.00013174511841458606,5.8553184403778075e-05,0.0021518276861376743,0.0018590654988747811,0.0076558336359462955,0.0005708937346746362,,0.0003366807836448953,,,4.3914861626005e-05,0.0005416164488752047,,,0.00011710594197829933,0.003776681301055857,,0.9692449434932874,0.00042451050689690543,,1.463832277777307e-05,0.00013174511841458606,,,Control
22,,0.005280829156823249,0.0260851191470658,0.0010848934445960286,0.0002791609873331716,,0.005317448748548276,0.008537639716168744,0.02654291476328477,0.07842323950298388,0.007013209731560132,0.00046915681919183105,0.1229109714832791,,0.041502981656424846,0.0006974967110838983,0.0009745274728596584,0.004054935068189027,0.09603188683917234,0.0006096502666687359,,0.03628139305796009,,0.06620020813318088,0.01797859650799225,0.13701205028022104,0.00047990938629114647,0.0,0.0003789772705947417,,,0.007353031427623406,,,0.0002319917071333442,0.00043842070757774994,0.27707843825252115,9.454143902417002e-05,,0.027952718325042186,,,0.002703661989604297,,,Control
23,,,0.03842895656958086,0.0042958383801690245,0.000435180677597752,,,,2.1225750108504764e-05,0.06951074117996162,0.01214007305459664,0.0010584362852614094,0.012796698498251782,,0.040519851356388796,,,0.019647335745958394,0.05205821135567071,0.00472035338233912,,0.015448650052853173,,0.02583089307607584,0.08903051122377538,,0.0006035082680104713,,,,0.0001898701427616496,0.01609534902630831,,,,0.00032345508747437854,0.5433274584117859,,7.054129886806559e-05,0.053446861176202225,,,,,,Control
24,,,0.017772392823790166,,,,,,,0.04212716453312613,0.020562253955194294,,,0.01520426049121627,0.025581771620141663,,,,0.23351210071092998,,,0.012062348328200053,,0.036475342701718656,0.007606051979464996,0.08949718444648397,,,,,0.09895861876935791,,,,,,0.34004750929174393,0.008055140784714813,,0.05253785956391728,,,,,,Control
25,,,0.07121840720905094,,0.0008053939361670228,,,0.0007484777993406296,,0.02688400062913751,0.0022651194453471466,,0.003020125260381126,,0.0036582387944060634,,,0.003678536843202572,0.06626037928995182,,0.02937382661467918,0.0428900831077598,,0.030766843963492888,,,,,,,,0.0041773180422725745,,,,,0.4322637791621252,,0.2339304223687354,0.04805904753395028,,,,,,Control
26,,,0.021540189961906386,,,,,,,0.03282877208471036,0.009138608135321514,,0.00022641676948594784,,0.0077829079090499485,,,,0.03365965836063887,,0.02015731557456963,0.00041881397855440095,,0.08905408197386469,,,,,,,0.0019086218012278567,,,0.0016747373233575813,,,0.3794415232797511,,0.2542422806713304,0.1349508251402892,,,0.008529160156622738,0.004446086879319343,,Control
27,,,,,0.0036825923851835454,,,,,0.090706648515713,0.015516598223380088,,,,,,,,0.02863780885243338,,,,,0.04556313476471403,,0.05872257617125595,,,,,,,0.006379340454860615,,,,0.667334023118508,,0.05277814904110584,0.0306791284728456,,,,,,Control
28,,,0.052518443714645306,0.0014262295013895852,0.00509234210573303,,0.00044741605291426673,,0.0003639537544123944,0.14307970898648115,0.013532103710833448,2.346079535002884e-05,0.002820589692281565,,0.012760492685007055,0.00035191193025043256,,0.006292891212914814,0.08411234938896048,0.0035208840525970267,,,,0.0826642162246556,0.0033490804406311075,0.0826429354147142,3.0104560404904263e-05,,,,,0.006718403602913789,0.013047939332459403,,,,0.4131996247933685,,,0.07200491804708188,,,,,,Control
29,,0.0014207752408047624,0.040407367372072144,0.0018627761655973308,,0.00629272941963635,,0.005203556341876148,0.0010478750115548337,0.10207522275334714,0.006112519676194751,0.0031109518717206985,0.05166895429541998,,0.01616712749017446,,,0.011135663335729028,0.06335610409263838,0.002912173218904205,0.036671972504214286,0.25297044205064484,0.0003719870041987044,0.010475198684793578,0.00011648692875616821,,0.0006250518128379758,,,,,0.01877245709186729,0.015131936159886632,,,1.8771848275166486e-05,0.11860662556951,,0.18631313086728069,0.04715214319206453,,,,,,Control
30,,,0.10885349615625116,,,0.05669842203994555,,,,0.07175919163045363,0.04606529381164316,,0.0032538660809525565,0.03156182839487361,0.010763968072976058,0.00383008685874026,,0.013611442443604878,0.10697970143293278,,,0.007845241160428569,,0.03933655265909653,0.026861262473135795,,,,,,0.007075965929094263,0.013947527442212407,,,,,0.43025080264201904,,0.0026707092150134787,0.01863464155662634,,,,,,Control
31,,,0.24880779909903084,,,0.05188376022397269,,,,0.030347817054181103,,,0.0326105272983019,,,,,,0.18457272212222048,,,,,,,,,,,,,,,,,,,0.19867188091991794,0.08911946999688371,0.16398602328549142,,,,,,Control
32,,0.0006841529870709482,0.04963100044396946,6.81314177995965e-05,0.005420705928680397,,0.0013362679860099435,,0.004541790361857923,0.11158952929605341,0.0033969392163325602,,0.030547106437394986,0.00042075205932786525,0.04454791002313528,,0.0004845238774765948,0.002090073181456372,0.06761080049245227,,,0.023487799356218933,0.001567123995429112,0.06215511638052654,0.02548165718724105,,0.02279614380230696,,0.0011737461664671558,,,0.007004964164597799,,6.823280383798876e-05,4.37987685854549e-05,,0.4516332327617628,,,0.08213830454764035,8.019635636827503e-05,,,,,Control
33,,0.00070864861590905,0.033599869087555134,0.002656715053974818,0.0013972140726627824,0.027708065247952638,,,0.0020484822338423547,0.07045087223604192,0.02065207573794984,0.001018078031042826,0.09025361098389416,0.014880558333076537,0.005390362421327679,0.08856481919312455,,0.020382918901228047,0.13905196862776767,0.002152617133166221,0.1093257052748577,0.020918469812036503,,0.002054432799518005,0.019561528317785702,,0.006435749298417682,,0.0003027350287486705,,0.00329948240704632,0.023634903042970525,,,,0.0027835896149877746,0.2083356799105715,,0.04763980375884483,0.034791044823698554,,,,,,Control
