,taxa102106,taxa1263,taxa1301,taxa1348911,taxa135858,taxa1485,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa33042,taxa35832,taxa375288,taxa397864,taxa459786,taxa572511,taxa577309,taxa816,taxa830,taxa838,taxa841,condition
0,,,,,0.12567600000000004,,,,,,,,,,,,,,,,,,,,0.693369,,,0.18095500000000006,Control
1,,0.0009985989015412085,,,,,,0.22035575760866666,,,0.009828289188881891,0.0013050985643915788,,,,0.19856678157654029,,,,0.007334591931948874,0.0015451983002818695,,,,0.18006580192761787,0.3614126024461373,,0.01858727955399249,Control
2,,0.11761971206242951,,,0.0652223040132842,,,0.08211266097633539,0.0369744430578023,,,0.005417490950382698,0.0033852451652972948,,0.01037159496233123,0.13767611558089574,,0.006786647476286159,,0.02444630000286521,0.025333435015636886,,0.0018683046134682951,,0.461441618092901,,0.002525577300201275,0.0188185507298829,Control
3,,0.024404240513761246,,0.023583801765234804,,,,0.12657412413573327,0.01205367571912094,,0.006187263769864701,,,,,0.04251385171147941,,0.009435823619258326,,,,,0.009167565356053193,,0.35803349473089313,,0.3655936889390873,0.022452469739513543,Control
4,,0.07449053249725776,,,,,,0.16788575802958802,0.002525592184525752,0.0027929582638673033,0.011836549107452493,0.011139671032858183,,,0.002186709275352639,0.2332856383211013,,0.06926744057603927,,0.04538605986965646,0.06189884375987402,,0.02216374374163518,0.018228160265516505,0.25093570421214606,,,0.025976638863129016,Control
5,0.0014195910780196053,0.0417344505675607,0.0019815523153142336,,0.006045616956870137,,0.00034084608731174454,0.10952994630878744,0.005755781127180344,0.0026715164236061468,0.05025729955726065,0.01411457009912322,,,0.00998008797095406,0.06813135745825112,0.003596912490153217,0.2727224715350037,0.00026989834854025826,0.009720582564715155,0.00019216338214339798,,0.01827227727182295,0.015038163308332297,0.11921022970947695,,0.19780738611562299,0.051207299323949705,Control
6,,0.0277543965768786,,,,,,0.050717977989959806,0.01260561475401107,,,0.006602479590554468,,,,0.021665321301007644,,0.0003290643709545848,,0.09915721183439011,,,0.00936928263967132,,0.40431042377953325,,0.20891114836010932,0.15857707880292987,Control
7,0.0019258818426653487,0.06026427541129121,0.00017984849554665672,0.0030281725657914636,0.0,0.00014696537185164262,0.0022238473254723163,0.013986927445304066,0.0038111136888610933,0.00018489191942626008,0.04412683202372427,0.062260059108927845,0.0026239925760800486,0.00018801884223161415,0.024852479851521597,0.08557711899454302,8.795731246028301e-05,0.010060521086555238,0.0005703103723055506,0.031079191841757534,0.023989247420288684,0.0020050635975751214,0.0039925760800492245,,0.616760306236698,0.00012073956767770501,0.00017702417817407883,0.005776636843220125,Control
8,,,,0.005482087076856616,,,,0.11266087459781692,0.023330298935605676,,0.0016757333336822403,0.0015505630644996509,,,0.004521285324211168,0.02203018544280673,,0.0049164221321534194,,0.04864685814446851,,,0.01256020411912677,0.006052549488322912,0.6660584787211088,,0.05183662837524957,0.03867783124409108,Control
9,0.0025280939778140293,0.03720912483763209,4.127295431505725e-05,,,0.026063820439551938,,0.09480427732412675,0.0071943479149375435,0.002531307443843425,0.02962675089964496,0.06625243081131481,9.941660528444444e-05,0.0003075889515012661,0.02165173158119098,0.07127748831478309,,0.0006751291286134545,0.003922838655385392,0.09847064122204094,0.045845013529194095,0.0106550499869704,0.014411089671267445,,0.4187146236303229,,,0.047717962120264974,Control
10,,0.07157805463176369,0.03810631956293928,,,,,0.20061983202085198,0.041784415256456174,0.002446036445560733,0.0014915108390009368,0.004916561153597615,,,,0.030154763752329224,,0.0007768048831041941,,0.04509425707881274,0.04047165840093093,,0.02173441787060402,,0.4341727606620552,0.048125531999752835,,0.018527075442240457,Control
11,,0.03302106310835474,,,,,,0.1381172100296851,0.015556324283763325,,0.0003075803593773194,,,,,0.006806451384465697,,,,,0.005030715947400285,,,0.15347618583786182,0.615469368029253,,,0.03221510101983867,Control
12,,0.08623338957059502,,,,,,0.22672826574078261,0.022052308417607268,0.0054019449320675495,0.004486696179755228,0.0010223952808320863,,,0.005638909573402567,0.19867347421531728,,0.0067768367632472706,,0.04143537423487285,0.05437681146217328,,,0.01223323490691037,0.3085333462254245,,,0.02640701249701206,Control
13,,,,,,,,0.06762440676244068,,,,,,,,0.02798380279838028,,,,,,,,,0.3063650306365031,,0.5231790523179053,0.07484770748477075,Control
14,0.0009885946757665536,0.014783326320768526,0.0005016360684973174,0.000955804602810203,0.02068803774418455,,0.00023223699290672651,0.01718397604305222,0.008754533097466878,,0.014173222772840992,0.02063109752225717,0.0001081551930211066,0.0009845349524481486,0.0024520728843168303,0.1876560260971506,,0.00214686496714851,,0.0213837077682077,0.052424664547144104,0.0002527438004381586,0.004879162855905013,0.01851514890961036,0.18548771746324338,,0.41580102608986397,0.009015708630950954,Control
15,0.0016120550684907882,0.025581881272780486,0.02552512888846196,,0.010906823052839035,0.0006450067548678767,0.0023694377018917325,0.17707667544737915,0.009528550862246259,0.002899708171645482,0.04065492456756325,0.18173283399445242,,0.00066984233715555,0.008146070990356814,0.05001424454058481,0.004544706305898019,0.06355107365658999,0.0016615209803199557,0.019244394855380965,0.058638862308658245,0.00021900468017311834,0.022386198641144713,0.011458131929076142,0.2614858410498103,0.0002816067677577491,,0.019165475174475095,Control
16,0.001780906257363765,0.03965289279028039,0.001016121073164484,0.0008448317932993559,,0.0006292814472259507,0.0008682702775325804,0.1566391808584596,0.0074575187936881835,0.0010855994371415428,0.05720580621479779,0.020880027188641712,0.002194218814155003,0.0005553037313648357,0.013020496535917593,0.09865739339779753,0.0008831286023589999,0.3162573512085258,0.0030846719428368856,0.02148210325238267,0.004645633138333516,0.0011625069635318112,0.01322296737070014,,0.19249273720897042,6.968763615771254e-05,1.6637138361976414e-05,0.04419472692700963,Control
17,,,9.024437380781521e-05,,,0.0002057595691888588,,0.0004635842777908697,0.0007555173328907426,0.0006775386648737446,,,,4.20123730992201e-08,0.00017241162357683782,0.0001656682267418525,3.8438958465678155e-07,9.7681621608947e-06,4.879168753486879e-05,0.9587092353216489,1.0724518093279437e-06,7.092294857352649e-05,0.00024382348506715365,,0.03827887192690611,,4.992152273577691e-07,0.00010586433024334996,Treat
18,,0.6079687420941903,,,,,,0.0033260985878162132,0.004689462901568775,0.0014421705863830393,0.004233813880842521,,,,,0.00036313304879527004,,7.840096563686463e-05,,,5.648704856329309e-07,,0.0019851592584997396,0.0034741345819772783,0.37168751835166586,,,0.0007508008721384584,Treat
19,,0.5394675218464159,0.11487080840225673,,,,2.010950045889265e-05,0.0023446358879301026,0.005026564647814232,0.005366924803340476,0.005912700144043459,0.0005962358508058343,9.951895079558218e-06,,0.00017583351604525391,0.0002448189925375142,3.0318533413171126e-05,0.0012746258517095227,,0.20350016505214427,1.0767932074435791e-06,,0.0006171463929694202,,0.11969403631447806,0.00048738176505632905,,0.00035914381029391256,Treat
20,,0.3060653727632968,0.014063226779001136,9.54708233444474e-05,0.07228130118451033,0.0025803143192153406,2.4391497611748755e-06,0.0010195876420716762,0.0028714501130688427,0.00224268980320286,0.0042977299650397375,0.00022889738709730813,,,0.0003549143946013986,0.0031354924551394363,,0.00014288117963351857,,0.45770361544094335,1.571473090343631e-06,,0.0008890474288547564,,0.1317453668070894,,,0.000278630891038177,Treat
21,,0.7248928563965453,,,0.021607941625518077,,7.63876147924314e-06,0.000395003731927978,0.006608193362696374,,0.00207514515561749,0.0002732818688361414,5.6890828906193656e-05,,2.524422708287448e-05,0.002330615625949869,,7.834070116534817e-05,,0.13705962325015864,7.169157752047236e-07,,0.0005094939341982279,,0.10385694535069079,,4.0833775290687166e-05,0.00018123448816164994,Treat
22,,0.0818930212931233,,,,,,0.005643574487846528,0.005172677255019665,0.0004637733199671117,0.002546274154227436,0.00021389936402807305,,,5.884521701969698e-05,0.0017992591521650394,,,,0.6733300604346354,5.354960078437146e-07,,0.0005113965648124753,,0.2272257366867777,,,0.001140946574369649,Treat
23,,0.663241107782122,0.010309800395708005,,,,,0.0011540036749685995,0.017692095076709,,0.004304330831418343,,4.12836838475331e-05,,,0.004377588462039343,,0.000243253917235231,,0.21359860171470993,,,0.0020680398636986623,2.6028622508601845e-05,0.08197301139150177,,,0.0009708545835328644,Treat
24,,,,,,0.0009599502353307143,5.059996344691291e-05,0.006014076322824733,0.005512275822094368,0.00010767240417479421,0.08885245801130645,0.0017026700772078969,8.624795971085432e-06,2.513870210321746e-07,6.053022803117981e-05,0.006510197911454123,,0.0019050181284711596,,0.43183007409368307,1.5096703106775853e-06,3.4333824526672086e-06,0.004031296541203469,,0.44986484213182154,,,0.002584518893194147,Treat
25,4.584365678593007e-05,0.2997157329321845,0.0033188394678155845,5.677432440715345e-05,0.10920435511645842,,8.883712255650558e-06,0.0006133870173317123,0.00601102666938272,,0.030423703000145134,0.0018101987576601736,4.793503071278114e-06,,,0.006045699329179792,,7.163603470150219e-05,,0.344652190267645,4.365645967109201e-06,1.1545124385572538e-05,0.0004889338615154051,0.0006232109224677527,0.18116638306327967,,0.015422642692357616,0.0002998549010023919,Treat
26,0.00014054826249346674,0.7144957353932363,0.0020037986153957636,1.818228388490756e-05,0.015022792729790067,5.003867770229437e-06,0.00020944090386928682,0.002925447056985293,0.007654599829124622,0.008639393165643518,0.09374543947467671,0.0001576476192999213,,1.2293773704235097e-07,4.675360624704411e-05,0.00567460896700322,4.5052408529146635e-06,0.001975650772486057,9.063277497074422e-07,0.05453663288295922,6.858524041576362e-08,4.670374355531263e-05,0.0011304365619306256,0.0002608610714424946,0.0822930886197872,0.0058798966019612256,0.002672279505567014,0.00045945537331042803,Treat
27,5.882001654134416e-05,0.29812542756735716,,1.0809024200457376e-06,,0.0013360681792182851,2.555588145980191e-05,0.004590086701044058,0.007316044706817457,,0.058562512056603774,0.003832228353970394,0.0029044066390754224,1.124798587583165e-06,0.00029495170279524155,0.008308099873834377,,0.00010897097730979618,,0.5045363712167952,2.871375634146215e-06,3.3194986441876006e-05,0.000770710882874484,0.0002594711718422925,0.10238243574850307,0.003994644125476101,0.0006678193648859686,0.0018871027705121746,Treat
28,,0.5151525625880378,,0.00015462195521223006,,,,0.0009690699747095984,0.005892657290630169,,,,,,,,,0.000140816225638999,,0.2115465309871758,,,0.00046712803431125976,,0.26560586966026123,,,7.074328402302298e-05,Treat
29,0.00016911671878018996,0.0615565932005524,0.08050740042446414,,,0.0004885605510460742,0.0021327487327014493,0.00021609344245344085,0.0001866366811978091,,0.023835477362923473,0.00750113641524408,9.395373265566107e-06,1.3051543337797127e-05,0.0007328394000233154,,1.8790746531132215e-05,5.637223959339664e-05,2.8186091265782398e-05,0.5398500247750749,4.308944881556986e-06,0.0008361869367441672,0.00030020739138898435,0.0015972120286004423,0.27032939384486776,,0.00950812744526431,0.00012213970979777983,Treat
30,,,0.0012520646146910706,1.6942594603048186e-05,,,,0.0035990190328470616,0.00373427705542308,0.002354144555496053,,,,,4.846871362174877e-05,7.929429656957292e-06,3.33922193784426e-05,8.686248113015234e-05,,0.6350069442626814,1.7042051510426388e-07,,0.0003181170356969039,,0.35335332916014395,,,0.0001883384241148834,Treat
31,9.771785919433521e-06,0.38703749255721226,0.00025268215330753095,7.742417100895566e-05,,1.9085971905473298e-05,6.487058296278356e-05,0.0015938379452230754,0.000963810063615748,,0.026997087498165092,0.0012926116675140466,,1.105006949860401e-07,2.98526032497217e-05,0.0009656879100715819,,0.000335477227118762,2.2383298007807347e-05,0.4048428338326522,8.063714867028015e-07,1.6764665914238574e-05,0.00035521573836878054,,0.17394900859345325,,,0.0011731848621477099,Treat
32,,0.22981514520491803,,,,,,0.0009071176563790884,0.006701472626813927,,,0.0011842532362848297,,,,0.004981888017991852,,0.0002545252772063079,,0.5514333829632995,1.4565110584026467e-07,,,,0.2036783620338631,,,0.001043707332137711,Treat
33,1.0391790909568136e-05,0.6015245627914474,0.0002654343643768921,0.00014444794183686923,,,0.000154891868590456,0.0019758926284727503,0.0009996758103545688,0.004213967189742492,0.0782862786037595,0.00246501062981729,6.100452348507093e-05,,4.9806488987643444e-05,0.0016863767006540756,1.4141847690050169e-05,1.1097486798248714e-06,3.780779688564433e-05,0.16800702161209616,7.696660156633437e-07,6.700573153049971e-05,0.0005279659036386401,,0.1389512715499859,6.22278538250792e-06,7.107232736395192e-06,0.0005418347929244936,Treat
