taxa100883,taxa1017280,taxa102106,taxa117563,taxa1263,taxa1301,taxa133925,taxa1348911,taxa1350,taxa1357,taxa135858,taxa1485,taxa1578,taxa158846,taxa1678,taxa1730,taxa189330,taxa191303,taxa207244,taxa216851,taxa2172,taxa2316,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa29521,taxa32207,taxa33024,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa447020,taxa459786,taxa52225,taxa561,taxa570,taxa572511,taxa577309,taxa577310,taxa61170,taxa644652,taxa674963,taxa724,taxa816,taxa830,taxa836,taxa838,taxa841,taxa84108,taxa84111,taxa846,taxa872,taxa904,taxa906,taxa946234,condition
,,,,7322855292.219421,3495182572.141963,,,,,,,,,81838791.23894894,17960867266.54822,2136347426.4857318,,344831612.7105659,421311737.9991096,1331827858.2800503,,1626466957.4333715,68048249.82756099,,,2720762951.5161443,248336724.21706018,,,,8984800313.876163,,3635062231.6059914,3699570455.288458,760483199.0161439,,,,,,,771822953.096312,,,,,,,32545872237.806614,4193462454.6085744,,,2689252828.686175,,,,,,,,Control
,,,,308528587.6798783,,,,,,,,,,,7481889602.784945,394563947.03668374,,,85970187.86424072,,,,23122396.1033897,,,1269599104.7745743,,,,294730209.59893626,141156958.30946773,,837098607.1866881,1524574703.9090374,,21254895.747483697,,,,,,393534686.91273075,238936670.08500335,,,,,,5387367723.469047,2106976376.2742977,,,322758445.98745567,,,,,,,,Control
,1252099.1857359407,65089156.073832236,,207580443.60071468,,,25682034.416692454,,,417225050.71529436,10284814.71733899,,,117185282.89759952,1392898339.21948,92771348.93419231,,1248098.8688486053,1194766644.1066513,,,999171149.9003932,495435246.17958623,5732454.099551448,384906490.5825127,461744577.3544487,2736216.7509373273,,,,833894057.3832493,19153517.25656129,1267780427.934295,633710199.7072173,,959412000.3571681,,81338443.27018811,,,,123741802.27594201,221593553.65705013,1384109.6430180047,15753247.902326306,,,,9776254431.452055,,,19612793638.396255,445851318.3610655,,0.0,692054.8215090024,33090621.292037383,,,6880545.04621667,Control
,3341376.4134576214,14200849.75719489,,5860833896.640623,912059.3781631773,,16476736.242891792,,,,264411980.47310054,,,17823515.511581343,302940096.2609282,36703997.03150132,,6196889.419856355,2689373292.9428587,109225503.47460705,,8008435395.035133,152475870.62227023,34581541.095401965,374327921.42089653,45921678255.350655,44128330.84813803,,,,805945105.2776316,54629799.57614769,1419394538.2463005,4964228384.389687,72589697.7984824,,4219340.113932456,56820446.86762373,2471936.6324048727,6358843.888875984,,501180890.260377,,8021008.176182709,49234158.5819674,,,0.0,11464074948.345814,3835763.739938596,,,495393148.97278076,,,,,,,0.0,Control
,,39383403.62576343,,703096161.0490618,62272028.96727096,,15005458.466394315,,,602348789.4505025,,,,78168085.71670814,1489721460.2245212,407539770.05885965,,16272752.381760616,2104725726.1172545,286762668.44755214,,123421455.05675681,2279360324.458568,,462766842.2997636,3419149004.9660378,33800325.313578814,,,2603216286.661202,398035065.69361234,,295194663.39624923,363004866.5605934,,160627009.09961712,,5672886.542407426,,94602991.84748216,,390830449.89129364,,,,,,79465315.70881537,4769789947.325232,,,1070638837.9089687,751555185.2734525,,,,,,,,Control
,,24679330.36565507,,608256451.4173864,,,35221095.755463496,,,271902492.4167416,,28438885.530564092,,31850460.090372644,6292553751.4792,152156225.36746144,,,947714943.267457,39744843.62176964,,78288812.99848667,33590363.115875006,,52006042.589721575,3289167264.602621,,8972441.092296492,,205158447.7286471,65447646.35536727,19548322.227703005,385241822.4427014,52913521.42263064,,,,,649659320.275223,,,169903236.2275855,424761502.14352363,,,,,,3002055972.798253,13029417327.329626,,36992931118.845665,398465085.43651927,,,,,,684000229.7942559,,Control
,,,,2817586726.351728,34009348.92565252,,,,,,,,,,2515617971.736809,1147187045.3904855,,,,2595585564.7664094,,,,,,8347808532.470965,,,,,287055912.7105793,,451873075.94262683,,78518207.562519,,,,,,,621060120.8398796,,,,,,,7821839891.986359,,,,3023492570.9514265,,,,,,,,Control
,,39231821.66608825,,1261143596.2775016,,,62182756.991659716,,,,937820252.6643676,,,134928200.7147106,1597522903.7186766,225311271.30665466,,,4504534827.987785,54134657.417573534,,10801359410.728554,93473029.38693744,42946875.57363202,408101868.2527798,14365893256.511599,10726063.86308044,,,,109512401.70669612,84196049.6484056,1272025933.9187198,2849481863.8538184,,,2202039.6010297593,161892530.79699758,,15303749025.943724,,2822567257.2463937,,85787200.8439884,12558729.079421338,,,,11547495667.800056,,,,1081109100.5094397,,,,,,,,Control
,,,,28343892307.84799,,,,,,,4249454693.7052073,,,,19519806462.900948,3085128761.898605,,269107312.4391821,,,,,,,796794705.0952109,3556158748.7742085,,,,,50722118.8894341,,1732462831.42535,,,,,,,,,3671870503.11796,,,,,,,12842872110.84141,,,,1426953596.7227795,,,,,,,,Control
,670326.7925872057,82176193.29563591,,472756533.0406453,14164934.777663946,,0.0,,,,184041401.2874099,,,634280825.5726806,1991751295.3173275,80170105.81417055,,61552635.40691276,1578966992.1799037,,,2904080738.717403,1720180872.186176,29298663.02198677,459902894.4703782,8506349140.005716,49985828.562561266,,1541262.3333209476,,194967238.71695173,16073164.333204165,7639230058.383054,1321263037.152345,11031377202.65209,179515472.2133722,885614.2296225128,88507601.10299245,,1575512.6073947465,,115570210.51758978,,,2275196.777759494,,,15006512.940620145,2724183620.592923,,2397519.1851659184,4250884694.5362096,1766457885.356175,,,79715066.45861866,1658691.8444311148,,,,Control
