,taxa102106,taxa1263,taxa1301,taxa1348911,taxa1485,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa33042,taxa375288,taxa397864,taxa39948,taxa40544,taxa459786,taxa561,taxa572511,taxa577309,taxa61170,taxa724,taxa816,taxa838,taxa841,condition
0,,0.08623338957059502,,,,,0.22672826574078261,0.022052308417607268,0.0054019449320675495,0.004486696179755228,,0.0010223952808320867,,,0.005638909573402567,0.19867347421531728,,0.0067768367632472706,0.04143537423487285,0.054376811462173276,,,,,,0.012233234906910369,,,0.3085333462254245,,0.02640701249701206,Control
1,0.0009578194025598884,0.014918250020555848,0.0022633233031875265,0.002861519205805137,0.00029089637610804316,0.003952432524914101,0.2103423731994947,0.013983997169522196,,0.06593007523855164,,0.026179324223425025,,0.00040395353298943484,0.004341021081578059,0.11639488653587889,0.0017442362651646087,0.11303950792209876,0.0058663064341045994,0.008257325148645763,0.08291740619266683,,1.6610785216733372e-05,0.0005245893606259608,0.015715775345774258,,,0.0038171584428053286,0.23293096474609998,0.0011391884136450951,0.0712110591285816,Control
2,0.0005347078105388033,0.018935715207398184,0.00045228814039089164,0.0002358345017103612,0.0013517641940595613,0.005408280830745393,0.11698084915721298,0.0088741911677327,0.00016402330395772527,0.03080965595397963,0.0025790828465591573,0.060025694944195865,0.00030805371763204615,0.0008739749181031032,0.006318365356809338,0.09986795512004149,8.73158881765005e-05,0.005343915964577904,0.038318006300820565,0.04961898753351488,,,0.003420212302053811,,0.0076683954736504415,0.012493924354451503,0.00026470178717058273,0.000189932457692341,0.09693002029380371,0.41173215443283695,0.02021199604018367,Control
3,,,,,,,0.08372563349081232,0.028781719953813612,,,0.025887385517987575,,,,,0.2963207236798694,,0.016881288660410047,,,,,,,,,,,0.004250830518103253,0.5374764453002309,0.006675972878772846,Control
4,,0.08648465482231568,0.0028267717517931053,,,,0.08215880307067516,0.06340787690900161,,0.004952522258558868,0.05673322243626847,,0.002939174393317055,,,0.31166055722217395,,0.01731835965153531,0.033346976332850414,,0.008996851797942124,,,,0.041470593664347764,0.001853096759803083,,0.00030843697320929444,0.2164225209107584,,0.06911958104544974,Control
5,,0.005651891510300561,,,,,0.292079491990381,0.025320676491053462,,0.0002987242377468814,,0.0016373174322349248,,,,0.09185131392855404,,,0.09413104518764656,0.009401977703936552,,,,,0.022477974210864116,,,,0.40265568017266695,,0.05449390713461492,Control
6,,0.057013702652382384,,0.00039017866588746,0.0001056924254980083,,0.198453012152903,0.020159637189682073,0.0012522674121925403,0.005337822841625638,,0.009579835550302184,,,0.018139094480906018,0.08968058144845124,,0.00576627820723716,0.0716397677243964,,,,,,0.03781768391649629,,0.000394442913602077,,0.4367422203369284,,0.04752778208150927,Control
7,,0.02794571574186733,,,,,0.09748367832163991,0.03547325112088696,,0.0019954905168940848,,,,,,0.00459623914112949,,,,0.0045109070033275455,,,,0.2539663425232011,0.007453899541393154,0.11752137295443152,,,0.42938440134623396,,0.01966870178899488,Control
8,0.001926074762932811,0.06027031223030742,0.000179866511407804,0.003028475905201169,0.0001469800937303255,0.002224070093666772,0.013988328549839113,0.00381149545738702,0.00018491044049944182,0.04413125231579395,,0.06226629585045032,0.0026242554277973156,0.00018803767653625725,0.024854969384863593,0.08558569146265572,8.796612335816326e-05,0.01006152887341725,0.031082305119981446,0.02399165048153887,,,0.002005264449671524,,0.00399297602610415,,0.0003858605755102918,0.000205086156865993,0.6168220886163868,0.0001770419111164868,0.005777215502980104,Control
9,,0.0,0.0011805671261396085,,0.00037166177530407275,0.0010603285021968524,0.0022518294162016555,,,0.003563575562664093,,0.006875741190996625,0.0012789568984774614,8.74498165254389e-05,0.006318246875911797,,0.00012024302961934134,,0.020583541289648115,0.017347902263599634,4.372490826271945e-05,0.0007323919655812429,0.004602048604741164,,3.279365366156093e-05,0.03269529693179747,,,0.2709964710099898,0.6292341497591117,0.0006230794195696577,Control
