taxa100883,taxa1017280,taxa102106,taxa117563,taxa1263,taxa1301,taxa133925,taxa1348911,taxa1350,taxa1357,taxa135858,taxa1485,taxa1578,taxa158846,taxa1678,taxa1730,taxa189330,taxa191303,taxa207244,taxa216851,taxa2172,taxa2316,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa29521,taxa32207,taxa33024,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa447020,taxa459786,taxa52225,taxa561,taxa570,taxa572511,taxa577309,taxa577310,taxa61170,taxa644652,taxa674963,taxa724,taxa816,taxa830,taxa836,taxa838,taxa841,taxa84108,taxa84111,taxa846,taxa872,taxa904,taxa906,taxa946234,condition
,1281678.4366157986,447270659.9011982,,2977119542.7727785,,,414412287.3789178,,,,6705846923.807004,,,96705271.62849066,8594417657.399242,440203871.26095355,,60133543.08779604,8695898497.997042,332990592.1760991,,5269234632.8909855,594795359.4034482,176538036.71468294,730073884.802417,19672359422.94389,6417170.802507868,,,,757226154.6959283,59659497.63863677,2749191467.9214597,1546906865.420409,2642364.4480914753,991983.9954629127,58333926.104876585,100629314.51319794,,26151507.278619613,,1115578178.4020483,3815302125.8417954,,36211805.144110754,72748419.20708989,,,10854850709.998638,,0.0,,2577200756.070934,,75390783.65518136,10885488.091805413,394598943.32794625,,,0.0,Control
,,52744130.550864525,,5591879608.296385,5188412.053829891,,733153810.3824433,,,,,1437379152.1004546,13052116792.902342,786162559.3987128,10028756319.057678,255422973.73198622,,146948304.23497447,6421600257.232624,,,6158607305.258165,309631956.50205594,,252795690.3968957,8559301628.686369,71777758.74105287,,,,5632593.04933081,191895640.715876,1869916935.1235626,1763190637.6301184,4202727171.515956,1466194212.851142,49247386.54372962,340091432.00204456,,104023408.88252388,,754786369.9292861,,,8231524.405985126,,,,26153566028.283722,31584103.977959003,,36073167.230361916,2750113556.335768,,,,,,,,Control
,,,,597813798.812394,,,,,,,,,6828232663.517176,,19346486539.198112,904057339.6536032,,,73800107.4398749,,,60451997.89965594,,,,9539722017.429296,,,,,,,6287714540.673448,1087750457.2251363,,,,,,,,1353764948.314867,,,,,,,30089224999.48505,,,,3988747628.6529055,,,,,,,,Control
,,,,1268149675.034079,,,,,,,,,,,1932749744.7617087,538023246.6643524,,,13329982.379619582,,,458208221.6144177,,,,1981667055.2716181,,,,1186734807.847882,24657108.95506361,,5242939143.774369,,,,,,,112367538.13548307,,,,98597904.48177616,,,,,22339108675.1152,,,14968171877.010483,7945048086.850401,,,,,502142817.68467087,261757377.30973548,,Control
,,,,20910678.114778325,,,,,,847811183.5167778,4935190348.562853,,,,1940337156.1031063,2614282712.391855,,,258539392.5138548,669709357.9707592,,,,,,6290310415.790556,,160129841.06842342,,,485776484.6032602,,217173707.5710098,,,,,,15979388.003500039,,,403099177.4126039,97930710.4322767,,,,,51992866.138019465,171861445.8907127,9263990339.902502,,8983945579.628502,105240759.125033,,,,,,168540451.76722068,,Control
,,,,451461298.78587383,,,,,,,,,,,10716796770.06935,1176045895.658679,,108023058.82875001,328969342.32343775,,,668500858.0247939,,,,1523610270.2821913,,,,,,,2777217746.0951624,2097417251.923421,,117061548.79958256,,,,,,812860718.7457243,,,,,546545238.1216519,,38340262730.48941,,,,614580749.6148438,,,,,,,,Control
268118178.35522234,,717049.3985408843,,2657755255.0316014,7864224.704322381,,,,,,2174761273.580294,103021926.59361388,,38365057.65689073,3008022226.8790092,959531603.4807932,168462886.1328065,33590558.00319167,261717200.79751587,,,748106964.9695554,,12125713.40621983,37391502.78244904,2091018065.3685882,11429067.852352874,,,,409111659.8870155,9496532.278236588,1897085351.4128132,1951863844.692402,1042059325.5169235,,,2774922.875654154,,,,1105486134.1033041,517170421.28013605,4319785.4009658145,1982087.7683243954,,,556733.4761028817,8571451109.070246,,,,754959741.9450417,,,,,,,,Control
,,,,1663192354.3391988,,,,,,,,,,,6956635132.256318,783535028.0963591,,,15492090.620541785,,,,,,,342824755.9952299,,,,,,,,253385188.5117371,,,,,,14775295411.161287,918703855.2525632,,7730230187.352442,,,,,,30999727170.42043,,,,1622597962.235329,,,,,,,,Control
,,,,144031995.0396985,,,7645394.325173942,,,348610123.06085336,,,,,1848706702.465008,193127767.03971395,,,,63012446.4105651,,,,,,516702415.1767603,,,,,,,101794382.88425009,,,,,,,,,9464544.27360355,22569161.494698312,,,,,,666863846.2512747,7967628547.033198,,5599471200.911834,137585182.941755,,,,,,,,Control
,,,,,,,646216476.4631138,129110860.83629595,,,,,,,9070359509.328854,343438200.6859554,,107301622.48350349,84049188.13227788,,,760852930.373948,,,626321595.1553018,1193005238.0224106,,,,,48215480.43000578,,1409752053.5165021,1263153052.934487,,,,,,1419277147.1061609,210328837.9951771,444695378.75249183,372879399.0539913,,,,,,7953283359.600478,15484856359.070566,,,659918349.0600024,,,,,,,,Control
