,taxa102106,taxa1263,taxa1301,taxa1348911,taxa1485,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa33042,taxa35832,taxa375288,taxa397864,taxa459786,taxa561,taxa572511,taxa577309,taxa577310,taxa61170,taxa816,taxa830,taxa838,taxa841,condition
0,,0.41020913992343877,,,0.06068152778899154,,0.21684111013284355,0.03871055798413668,0.0083944109740255,,,,,,0.027836409749695937,,,,0.04610801184002719,,,,0.039708903473191406,,,,0.13853699025961683,,,0.012972937874032461,Control
1,0.0011206020471414147,0.031448610852699954,0.00038326887000327155,3.106402941807337e-05,0.001561404999799287,0.001308189407887879,0.11641245024423,0.006780927604732539,,0.0821300123698278,0.02752579271520071,0.0017173814292013032,0.00011649011031777518,0.002296769330002483,0.2736248779998528,0.00015728899402531521,0.14488744594284633,0.000938264944888146,0.0101832044887085,0.0035833014216059295,0.004085685531173573,0.00011091171066875496,0.006568292135758123,0.019953279262233673,0.0002893111190521271,0.00031862506230580196,0.19611793699405422,,,0.0663486103823643,Control
2,0.010968021194042306,0.03369988318244399,0.0004288873127790062,0.00033167841795652726,0.0170899912386833,0.04213588384997288,0.051706475030247404,0.007467457966540114,0.0003402311318786766,0.15930264091117693,0.03640327089156828,0.023371751011723476,0.0008661187367015729,0.005987629855229671,0.21086194668112979,0.00029652884976427886,0.01694438649922817,5.590554466185489e-05,0.02415588885643957,0.0946506946472527,0.002345842546622721,2.534523759856481e-05,0.01889826442488214,,0.0001833618423797405,0.0008718553131127705,0.19753327214318495,,,0.04307678668279863,Control
3,,,,0.015728127845622327,,,0.1899790588380787,0.016186045818384117,0.002935931968314131,,0.008532058185694148,,,0.0022682398285713023,0.03570743039636742,,,,0.027859278292271108,0.025203515182594165,,0.017994857058492852,0.0058235242342034406,0.0035854967196476514,,,0.2273335638868585,0.4060273163630094,,0.014835555381890695,Control
4,,,,0.01054393679183689,,,0.19986023404605924,0.01822524332304298,0.004236476881942853,0.0007647650940298054,0.012667943250746957,,,0.011479519885003715,0.03970576546731053,,0.0014718500086731935,,0.03083381303133896,0.02566725648618908,,0.024634093346427265,0.005311233251977821,0.005527031207517092,,,0.1791810959720925,0.41101837478844866,,0.018871367167362374,Control
5,0.0008295843959221883,0.03770600186605905,0.003283307876726795,0.0012426061393797894,,0.002524162277836414,0.08181169091809953,0.024791547951369154,0.0016083314553869497,0.10583726437463625,0.005864504081782858,0.11425349924009563,,0.022227044603060308,0.1848847699686402,0.002330423970739952,0.023175628833824378,,0.015962164881416226,0.02285226796486508,0.00031147353157871187,0.002777969577015656,0.014166418170731,,,0.00018260973593165242,0.23440564704168435,,0.056455115058044375,0.040515966085173535,Control
6,0.0001307563271843113,0.048803382257317736,0.00017073213928787392,0.0017781646042015087,0.00014411533274803347,0.0005822299924855593,0.16107418549282843,0.005975220056725171,0.00010839011332383695,0.0020709494761397534,0.007710777529545414,0.002209802170332381,,0.005319819147401952,0.04120929361727967,,0.005091906416117842,,0.01083729085439443,0.00841263134457885,0.00010464554358249057,0.002740417823139923,0.015156196630393257,,1.0120458760395608e-05,0.00028286682235305723,0.2757369591563586,0.37933098707364404,0.0010464554358249059,0.02396170418405066,Control
7,,0.028313919829343552,0.0064787079611346105,0.008420747991016516,0.11091440210596724,0.0014444417778716203,0.11003636404046947,0.016047868739042997,0.0008474184534116692,0.0017206093988495306,0.0027621490995410496,0.023467627326455083,,0.007685404411186635,0.2962429735970278,0.00012673445620219162,0.00873250056658105,0.00013926603489382622,0.09351347753554921,,,0.03892048252252641,0.019013833325983845,,0.001305293965418281,8.606593667462267e-05,0.21866540814938024,,,0.005114302775472771,Control
8,0.0005619352794628374,0.01806393506905506,,0.0008906719964544051,0.013432827316871466,0.001932638173709325,0.022882049347339076,0.0032272361269747862,,0.06452050733100174,0.15471279847025,0.001338856842739721,0.0006151476914054527,0.005845429236954361,0.20576924290031454,0.0001536343059911071,0.0015685960897118532,0.001205978429743439,0.01821980775566326,0.040814428682853406,0.002318860574730677,0.2192025789400535,0.04042891849384659,,0.0012287692142083446,0.00017988440595515057,0.16540004847111478,,,0.015485218853595054,Control
9,0.0003735129839353727,0.018244625614160175,0.024457401777199857,,,0.001408805729197682,0.11321226468580044,0.03356232884478745,0.0019759581224951285,0.019393410019569922,0.0011236999953502067,,,0.011943340231885997,0.07274254585144645,0.004364177504627359,0.07193566399453118,,0.014998437832674339,0.00097768017744263,,,0.016070133563266958,0.031051032702728937,,,0.09706952909016603,0.22877389850888477,0.18919355457103212,0.04712799819881699,Control
10,0.0015374128131264524,0.01681296453713749,0.00030476167536625773,,0.004898935207534003,0.04260597214681239,0.018842144268802253,0.007733564474936225,4.951122717256435e-05,0.05534329289581912,0.061472202958563454,0.002923504150412432,0.00038716887554762026,0.008968668871700463,0.012507048937945147,5.754007482216939e-05,0.006066686493459891,0.006538604316420009,0.08097126308158548,0.07298211362313682,0.008668479179023565,5.943577496165945e-05,0.02253630628180385,,9.891094257221754e-05,0.0026662464903063374,0.52755885228961,,,0.037408408411422234,Control
11,,0.12582639976050627,,,,,0.08784191292632455,0.0395542632398535,,,0.005795485893214644,0.0036214440928909394,,0.0110952529214803,0.14728220000539274,,0.007260172665033936,,0.02615199325767034,0.027101026398469927,,,0.0019986619508461675,,,,0.49363781364704123,,0.002701794566819837,0.020131578674455593,Control
12,0.001925139081795472,0.06024103309982883,0.00017977913281523738,0.003027004681013034,0.0001469086912573196,0.0022229896473233523,0.013981533063278116,0.0038096438447325367,0.00018482061158178915,0.04410981349049303,0.062236047077328716,0.0026229805726615727,0.00018794632841705126,0.024842894917937328,0.08554411419957703,8.792338968866348e-05,0.010056641013942207,0.000570090418921678,0.03106720543269751,0.02397999541225432,0.002004290298430335,,0.00399103625075307,,,0.000385673125641213,0.6165224383616201,0.00012069300167125022,0.00017695590470596833,0.005774408949633106,Treat
13,,0.1673469665306067,,,,,,,,,,,,,0.25354194929161017,,,,,,,0.11180197763960446,,,,,0.42369391526121697,,,0.043615191276961736,Treat
14,,0.07834856305340422,0.03507908646147228,,,0.0015945799756097233,0.18591756889395852,0.020064730536373834,0.0029238845808508,0.007577130356233349,0.023272502634193833,0.0007891341033394479,,0.013942693618867361,0.01941288715486885,0.0024041037901127047,0.10107127542453209,,0.035385141254167994,0.03853812253839984,,0.0008025181188724344,0.01378375843441315,,,,0.3519671941049267,0.03864686766460536,,0.02847825730079749,Treat
