,taxa1263,taxa1730,taxa189330,taxa216851,taxa239759,taxa283168,taxa292632,taxa33042,taxa375288,taxa397864,taxa572511,taxa816,taxa841,condition
0,,0.10694610850690017,0.013381053301952685,0.007968731647094766,0.008267760171080274,0.0012369229728308691,0.03515986374803155,0.003397309429346408,0.05565845832579749,0.0008556852620692844,0.007621560477040394,0.7122615770939419,0.04724496906391414,Control
1,0.07095425383586089,0.06341613946743936,0.019903494827339697,,0.0010197884005984008,,0.0059295832986675165,0.011389644597496966,0.03552262928751096,,0.009616167438013615,0.7702179407367323,0.012030358110340124,Control
2,0.023864477532574698,0.030229745094926562,0.00426353968557151,0.08523880271407319,0.20439290160093437,0.0077224654628284106,0.2718441721207061,0.002072290782573724,0.024070402776065855,0.05392042279732238,0.05341112074276107,0.2185119535436952,0.02045770514596699,Control
3,0.07609003003758213,0.17149068402516618,0.0025798229485112316,0.01209070934162717,0.011378867556493394,0.002233663377975813,0.238294862878616,0.07075478530444515,0.0463606117850855,0.0632279663345648,0.022639654604541565,0.25632391971029245,0.026534422095098795,Control
4,0.03982746175250021,0.08769423469636006,0.007809567856800681,0.0065263158950785265,0.012565756505172486,0.02476673276385746,0.05002044113729974,7.323695817818553e-05,0.10091250240152012,0.03498950855492948,0.013276556297901863,0.5715813514626574,0.04995633371774376,Control
5,,0.1866371806474054,0.019176281370851898,,,0.007116452459031817,0.0037216692524657024,0.002624922741370283,0.08045565648616528,0.004860104958427322,0.003017763231455631,0.6790325370269532,0.013357431825873428,Control
6,0.003941943633938283,0.0006099705178661484,0.0010902985149835126,0.0007163490645659776,0.0022182013368923594,0.0004614067055719207,0.9881050195459494,1.5777127702081604e-06,2.3735673930035464e-05,,,0.00011696923352096263,0.002714528060011156,Treat
7,0.04030043007877196,0.01282404367138613,0.04623508679863225,,,,0.826331094373983,2.859766216504347e-05,,,0.04317090578841362,0.006982958271377641,0.024126883355270135,Treat
8,0.01025647678718893,6.796719422877074e-05,0.0006486197472112654,0.003960567539669808,0.010596142518293453,0.0042296846840284685,0.9622131021589747,5.358694168550487e-06,8.776805159002414e-05,0.005520006805864009,0.0006795031319407224,0.0007516673004759379,0.0009831353863653484,Treat
9,0.007436435568945028,0.002405973976568625,0.001383771291189306,0.02030201208994457,0.006565488636554129,0.0026120827928799275,0.9367409262174836,3.986886836665751e-05,9.553996966327202e-05,0.0016867015660962494,0.002198832634358825,0.0002746615354428274,0.018257704852506794,Treat
10,0.014863804199045148,0.00027977176900589987,0.006290156327224492,0.00023431693623980949,0.0014698059271502915,0.0018586248718911445,0.9650822261701385,3.3526956072193e-06,8.912763203338893e-05,0.004959052901611287,0.001904516844036605,0.0004207075080934119,0.0025445362179226374,Treat
11,,0.0012507789925994702,0.010427302666198998,0.0019321316810455929,0.0012087262859080568,0.0016949233499119725,0.9285164688556973,0.0001170634447516538,0.00010903673623263256,0.001664299267218527,0.008288103888673647,0.0010522126966764694,0.04373895213508575,Treat
