taxa100883,taxa1017280,taxa102106,taxa117563,taxa1263,taxa1301,taxa133925,taxa1348911,taxa1350,taxa1357,taxa135858,taxa1485,taxa1578,taxa158846,taxa1678,taxa1730,taxa189330,taxa191303,taxa207244,taxa216851,taxa2172,taxa2316,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa29521,taxa32207,taxa33024,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa447020,taxa459786,taxa52225,taxa561,taxa570,taxa572511,taxa577309,taxa577310,taxa61170,taxa644652,taxa674963,taxa724,taxa816,taxa830,taxa836,taxa838,taxa841,taxa84108,taxa84111,taxa846,taxa872,taxa904,taxa906,taxa946234,condition
,,,,0.0009985989015412083,,,,,,,,,,,0.2203557576086666,,,,0.009828289188881891,,,0.001305098564391579,,,,0.19856678157654026,,,,,,,0.0073345919319488745,0.0015451983002818695,,,,,,,,,,,,,,,0.18006580192761787,0.36141260244613727,,,0.01858727955399249,,,,,,,,Control
,,0.005270251883599504,,0.026032871777552632,0.0010827204497799938,,0.0002786018399059881,,,,0.0053067981278604286,0.008520539191746907,,0.02648975044888102,0.07826616113390951,0.006999162574702144,0.001685885334285763,0.00046821711830130635,0.12266478610424732,,,0.04141985297273833,0.0006960996552302232,0.0009725755363287893,0.0040468132079949015,0.09583953910832835,0.0006084291634574813,0.00031707157070696036,,,0.0362087229912119,,0.06606761196918859,0.017942586153974493,0.13673762104804507,0.00047894814847210395,0.0,0.00037821819545376883,,,,0.00733830362255282,,,0.00023152703774164055,,,0.00043754256979421536,0.2765234620813987,9.435207659606865e-05,,,0.027896730234859737,,,,,0.0026982466711534528,,,Control
,,,,0.2488077990990308,,,,,,0.051883760223972675,,,,,0.030347817054181093,,,,0.03261052729830188,,,,,,,0.18457272212222042,,,,,,,,,,,,,,,,,,,,,,,,0.1986718809199179,,0.08911946999688368,0.16398602328549136,,,,,,,,Control
,,,,0.02702126455597457,,,0.0015598790656691204,,,,,,,,0.05742743738051066,0.006817713322581819,,,0.011043442586507255,0.0033046761005145375,,0.037895956864599636,,,,0.22010088639367523,,,,,0.0023681625823036537,,0.019285731608240674,0.042254665389419056,,,,,,0.1658229152772557,,0.057883265226933774,,0.00040772896482314574,,,,,0.32312848868463706,,,,0.023677785996354193,,,,,,,,Control
,,,,0.034559470751029255,0.00333895626542607,,0.005885764004271737,,0.001024405216389875,0.02913730692838245,0.15907604656295105,,,0.00015037326968005092,0.06285744725647419,0.008911493357752926,,0.0009499288466563002,0.004281985393905418,,,0.0069462912746468325,,,0.021880426869328982,0.19330270737838612,,,,,0.008808606383761311,,0.061876774077352946,0.043727268345767206,0.018968847265098843,0.00039226927164849997,,,,,2.7193006932694773e-05,0.015438017954487229,,8.279661812342885e-05,,,,,0.30119806503491714,,,,0.017177558666629462,,,,,,,,Control
,,0.004705882737753138,0.00026143792987517425,0.003137255158502091,0.008627479472666696,0.000784312995717353,,0.00026143792987517425,,,0.013594804109835856,0.004705882737753138,,0.05934638229487862,0.006013068417588159,0.00026143792987517425,,,0.010718951155341295,,,0.10274521361854642,0.00026143792987517425,0.022745072112354218,0.02039216646934529,,0.0005228758597503485,,0.001045751719500697,,0.0015686275792510455,0.000784312995717353,0.03294115534702686,0.054117623697375127,0.00679738617675453,,,0.023267940033022863,,,0.0005228758597503485,0.0023529373993357193,0.04444440838337114,0.024836623185845803,,,,,0.2789539258267571,,,0.26457545496245405,0.0033986891188364167,,,,0.00026143792987517425,0.000784312995717353,0.00026143792987517425,,Control
,4.290442136624032e-05,0.0031739176653049314,,0.04273835601765805,,0.0,,,,,0.00031900699180545747,,,,0.08981490426913126,0.004912101964325933,,0.0,0.027567756428874216,0.002332991006526621,,0.03268004537571604,0.0012008190403563026,0.0006028828338804405,0.007081046653863988,0.05234743213000059,0.0008265915344630016,,,0.06441407349820141,0.06630206994147536,0.0001510235632091659,0.005012245931373722,0.00040956055878314584,,,0.0003129498970243412,0.001362038713113681,,0.12851035142355358,,0.007239944440288605,0.0032511456237641636,0.00011680097769585896,0.00021341163945466364,,,,0.01911709969342015,7.43003626483597e-05,,0.43147108963803715,0.005251703078387186,,,0.00013749605153133955,0.00101193863476516,,,,Control
,,0.002631348109401767,,0.05203586076700705,0.0054998532737857925,,,,0.0001089059587833935,,0.0024121032186930932,,,0.007195776987208768,0.22391126539000356,0.004964023673944566,6.192491077439198e-05,0.0007306115919134049,0.08431706086563653,,,0.016638865281793654,0.0014114785447584552,,0.0008311244222943187,0.10415769992252731,0.0010736039489464423,,,,0.11540244487736154,,0.01833079714146423,0.01078680768077698,0.05299840929745728,0.0005492381342403097,,0.00012978642456517195,,,,0.013300651992544035,,,0.00023449581914732566,,,0.011115879727288834,0.17328125363041186,,,,0.0958887284072698,,,,,,,,Control
0.04577015371396313,,,,0.023088008855831527,,,,,,,0.11793387545394568,,,,0.022558169155672443,0.006110124996990753,,,,,,0.040566249741363775,,,,0.04812335889947755,,,,0.025989931136746896,,,0.039157338529071245,0.025183081569330894,,,,,,,,0.1765471271520893,0.2341528774187856,,,,,,0.1625099808924702,,,,0.03230972248426097,,,,,,,,Control
,,,,0.39120938185579246,,,,,,,0.04179264282800467,,,,0.20464617285510395,0.013676840765204134,,0.0016741383316220065,,,,0.0019565876101343407,,,,0.0601907121512078,,,,,0.001415244337898419,,0.04439218264339548,,,,,,,0.0025685967367365015,,0.08576811106959195,,,,,,,0.14185634916641063,,,,0.008853039648897774,,,,,,,,Control
