,taxa102106,taxa1263,taxa1348911,taxa1485,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa239759,taxa244127,taxa283168,taxa292632,taxa33024,taxa33042,taxa35832,taxa375288,taxa397864,taxa459786,taxa561,taxa572511,taxa577309,taxa816,taxa838,taxa841,condition
0,0.002880384845403781,0.05940128241194332,,,0.009031432244744281,0.0214321116437888,0.011215182660119326,0.0028843327412993456,0.05857808971920536,0.12492383380847201,,0.011794508183537002,0.19808285663430372,,0.0052073874832750215,0.0010491251349898406,0.033512898678267004,0.01754512614204169,0.0006431686399002333,0.0012823893839049023,0.010971202693773448,,0.37480421256283647,,0.05476047438819457,Control
1,0.002514996971423837,0.02755709210347129,0.0007147920643653862,0.0007022230907565147,0.0017502568988910232,0.04186757897741891,0.008795439845220195,0.0001991362601335984,0.11116109555108611,0.07026952469825173,0.0002945511641383357,0.011115016600881754,0.31916340037295965,0.08165832633296151,0.006671392600743602,0.0009956813006679918,0.04702074886163351,0.015653836914179268,0.0024974004083714177,0.0032636706168218334,0.009120921613978624,0.056009423014162285,0.13073699870834668,0.00030701084232452125,0.04995948418681036,Control
2,,0.08275101981961636,0.001752007498087917,,,0.02919000786008544,0.0024087456180905994,,,0.0025468895186592584,,,0.039635602607390505,0.028608795128057883,,,0.03821362794620859,,,,0.017140633011652993,,0.5045438755615879,0.18926521057617604,0.06394358485438677,Control
3,,0.03662133801465704,,,,0.10069183717724862,0.015720630963041195,0.0015547190458355948,0.0008839936938916381,0.000558715958717474,,0.008382275158548579,0.03811227108976129,,0.012403350944267852,,0.047946265797266276,0.013577606639802156,,,0.05113259516344668,,0.5817198622550664,0.00038629930588987164,0.09030823879255921,Control
4,0.006071033013315587,0.0343624561072399,0.0,0.040678245580924095,0.03008835668486116,0.04336023601515822,0.017300228962516703,0.0004114371992073228,0.15464158177835838,0.0009440606328504096,0.0004887182569048838,0.0038396169720328,0.3144027852967324,0.021957753684011865,0.09265820018575267,2.8607897965163926e-05,0.01354723034821176,0.005854884450912126,0.0017484590971625536,0.00011919957485484967,0.009786285095583162,0.006072225009064133,0.020205718599603666,0.039115936486493204,0.14231674307028305,Control
5,,,0.0013937539176284057,,,0.09177123027292075,0.011169696299300664,,0.0010719539754476585,0.0008272107447622008,,,0.04028633889242465,,,,0.05312381602790285,,,,0.00812376526238558,0.00808090847832232,0.670715083076433,0.06876590096235388,0.04467034209011787,Control
6,0.0017882873691645038,0.039817237451150435,0.0008483332678398475,0.0006318895557083035,0.0008718688947900736,0.15728838476883497,0.007488427090935569,0.0010900987928955186,0.0574429003625537,0.020966566170940525,0.0005576052331466523,0.013074461049903306,0.09906628704260768,,0.3175681056951383,0.003097456618270833,0.021571137588224452,0.004664887345250626,0.0011673250688259483,3.582878924119247e-05,0.013277771041638516,,0.19329053911925903,1.670609234413373e-05,0.04437789559133577,Control
7,0.0008290053675891098,0.03930646472531816,0.0016345166559348031,,0.0023963960828284384,0.08241623552752288,0.024159620514681932,0.0011909882181543351,0.1055822678126142,0.006305860591851907,,0.023844750129901122,0.16266852961869976,0.1278935631195165,0.024471258909725548,,0.002403357291493155,0.022883854719575165,0.00035415149081742,0.003859865897287366,0.02764905066516835,,0.24371937378955774,0.05573093934052493,0.04069994953123718,Control
8,0.004953220259128036,0.00330214683941869,,0.014309336396228852,0.06246558179843251,0.006329110597375674,0.0002751789032848909,,0.011282330856503708,0.10814542180173614,0.023940535338547786,0.021463962812575114,,,0.001651073419709345,0.0008255358742193094,0.034672516744835354,0.05696200373273469,0.024490884788763937,,0.0024766059513872023,0.04678037177666329,0.2936155263035956,0.278481334240333,0.003577321564526766,Control
9,5.693198052078605e-05,4.302472329593483e-07,1.4946581943730825e-06,2.2082053450152856e-05,0.0012403438071917365,6.241905002464205e-06,0.0005161410766953862,6.967156717081884e-07,1.5240269794472988e-05,0.00021051310884945761,6.396883732457304e-07,2.9119590791878913e-05,0.000657799808827877,1.7645142522313093e-06,0.0005820750465676401,5.240051679771182e-06,8.93308213979785e-05,4.4760388978899246e-05,1.4938949880124974e-06,7.966928084555517e-07,5.1465730569123964e-05,0.0016541075224264497,0.01761696131418692,0.9769717162697236,0.00022261284182430725,Treat
10,,7.137729882782927e-06,,,,0.00015718403547228976,0.05884953594723166,,0.00011869351533717881,0.001207826442360986,,,0.013857852286349365,,0.003242961193926524,,0.0019100257567066002,0.0006007239737750553,,,0.0014064541829845244,,0.09516495694644968,0.8169954539202537,0.006481194069269609,Treat
11,6.230283727599128e-05,6.138731188246425e-07,8.05992087052611e-06,0.00012521967721947904,0.0012327600457355508,4.3939545517647426e-05,0.0009807412271635033,2.6312085603619433e-05,2.949308897018177e-05,3.4399310610019226e-05,1.0442398386404789e-06,2.0725139325082456e-05,0.0017143790428614902,2.264103681788143e-06,0.0012322719473178726,4.017608564272572e-07,5.301293009420246e-05,1.3722278571952339e-05,3.6372997629027377e-06,1.3105985219374605e-06,0.00014114417970976484,0.002719678492957983,0.04852855174071894,0.9428203452830319,0.0002036693506635848,Treat
12,1.5087392439331331e-05,4.408621356322882e-08,1.0876944739624236e-06,0.0005784139937696051,0.00012684557824688922,3.268712765583856e-06,8.024682894480874e-05,7.124872892954358e-08,6.865176632213055e-06,5.8650978387027844e-05,2.330765050418598e-07,1.9174577128913175e-05,0.00013162412783696839,5.263852714875038e-07,0.0001229648338494373,1.9396992362567758e-07,4.8383846912880436e-05,1.0941691683404318e-05,2.010626785456898e-06,6.643469884179457e-06,3.0505292290427088e-05,0.0006207960419289763,0.0116093317492034,0.9864504907388147,7.55978813791059e-05,Treat
