,taxa1263,taxa1348911,taxa1485,taxa1730,taxa189330,taxa207244,taxa216851,taxa239759,taxa283168,taxa292632,taxa33042,taxa375288,taxa397864,taxa561,taxa572511,taxa816,taxa841,condition
0,0.06087931994958498,0.0030590774590286292,0.00014846526957145708,0.014129675089310978,0.0038500091147689523,0.00018677888752538155,0.044577181203950426,0.06289547219649017,0.025106119041429963,0.08645050109830675,0.010163196651878897,0.03139637954651961,0.024234076641297824,,0.004033323473011266,0.6230548323916777,0.005835591985647065,Control
1,0.01920374341909402,0.043809799087632585,0.0036189836901434932,0.010896602261287915,0.0020056352359115854,0.00018308883210125742,0.007707714821701811,0.011732744040079334,0.006613298619401868,0.07422973769978891,0.008593366420771506,0.14241277713040645,,,0.011198102983026256,0.6523639259965774,0.005430479762075521,Control
2,0.40559566996945334,,0.03991881721396495,0.20499552215291922,0.012088601103654492,0.0025315960484982025,,0.0018638840221745945,0.005751416575118394,0.08069704271770954,0.0019815662842962377,0.04337326212481509,,0.0011619140866619367,0.051764335190379866,0.13862822449926884,0.00964814801108518,Control
3,0.06172481026801999,,,0.02070879046732327,0.01267428742976781,0.003257396049113528,0.04513694196152094,0.11565639352629158,0.011540640758093126,0.20601443561374436,0.004701319394147184,0.03245632004625984,0.01597398879271154,0.0009413497906282869,0.010368082246959648,0.40037228676170583,0.058472956893713096,Control
4,0.022087000010228078,,,0.04759934723716756,0.01770209472161941,,,0.03058876447081641,,0.26141550216500137,0.013355750453297725,0.06345145349770204,0.003449565418477006,0.08924477889075699,,0.3963391013800966,0.054766641754836795,Control
5,0.03971008812849557,,,0.08743579517554427,0.007786552649681555,0.002947052582312063,0.006507082498966952,0.012528724560015213,0.024693743900110306,0.04987302826707768,7.302112501146581e-05,0.10061510795073017,0.034886392633388844,,0.01323742958837992,0.569896871164828,0.04980910977545804,Control
6,0.03371411759150626,0.00041989183063394214,0.0024067502333741356,0.20827869775415989,0.015800064654624437,0.00029203549466236115,0.05485509009876175,0.10687282290081324,0.01124954142436317,0.177810024372614,0.009514581797180623,0.06822334177233581,0.08834418780352259,,0.013653204217806171,0.1725791746728222,0.03598647338081937,Control
7,0.03529589866469607,0.00026288061003758415,,0.12831824260732103,0.007958133677233754,0.0022855724461114638,0.0009449154309781557,,,0.007155967077300651,0.004325766925482269,,0.0065134836840700155,0.22665923069518107,0.025483962293850967,0.5244701159982003,0.030325829889536735,Control
8,0.07955732437757004,0.012843852952135382,,0.07720476749602417,0.010447186306421751,,0.001481524511481652,0.0055308442131999395,0.0028802483845747177,0.0027254848876913395,0.007238878324461889,0.03477420894502666,,,0.006847417714698047,0.7533611748673618,0.0051070870193525904,Control
9,0.09041801213107266,,,0.22952190374026468,0.023122434360405612,0.005664083539232955,0.004704420777492885,0.0010720087586183601,0.005912547294647841,0.20831444398943574,0.00710569434555236,0.04344609656283069,0.05701553914230428,,,0.32350545398674146,0.0001973613714004971,Treat
10,0.03993276480001102,,0.027971644480864432,0.0982306076615512,0.007720961039268914,0.002716594524397023,0.03179537494167319,0.07110198771301175,0.02323659877832516,0.0764948702456744,0.0007245473474638467,0.10567851226775234,0.04920078476726499,,0.015465955108209768,0.4493637691484838,0.00036502717604814473,Treat
11,,0.02578530002870535,,0.3494279472715595,0.013703855238224592,0.004281544389656154,0.003353726826994007,0.030359518523560523,0.024991455392670756,0.047603239964712975,0.0019238918755529986,0.05625186139629698,0.05040227483885585,0.056631931241242925,0.01774421448563341,0.3173515456663134,0.0001876928600203472,Treat
12,0.1730557776456072,0.0042746364746149785,0.0010892670452027355,0.1396177625139175,0.009023541040040012,0.0003184226308679172,0.24055197639691145,0.09276754983756917,0.002568719300627347,0.10076342533857753,0.0570992616571858,0.02511017106290173,0.030170639534796245,0.001421153098037944,0.03200242700283657,0.08975390254494728,0.0004113668753586115,Treat
13,0.06780661868262784,0.0001576844101839315,0.056158640830499054,0.23106680567075807,0.024399862690721977,,0.004251324970592256,0.008825450132871795,0.004579001999707906,0.3141890901709051,0.09622348591702663,0.014366930833621389,0.005894006377714552,0.0013323055393596685,0.005345246051846174,0.16525628086735872,0.0001472648542048586,Treat
14,0.06795405286761179,0.0011336333569325263,0.00026612931228273546,0.26068961963244447,0.010830558687001517,,0.06149428056789455,0.05139638492083647,0.031077218144569797,0.1765189866281161,0.007917992985344105,0.03522692987862894,0.02720816948377972,0.0027882213021078336,0.019833254700624227,0.24532342599966037,0.0003411415321646999,Treat
15,,0.0043399804039942575,,0.10320772673368545,0.01828650178528116,,,,,0.03375000983897909,,0.05369671452615917,,,,0.7864613512224554,0.00025771548944537913,Treat
16,,,,,,,,,,,,,,,,0.9989765956331165,0.0010234043668835336,Treat
17,0.055880573760073736,,,0.18470333534844932,0.006513585380949919,0.00011554165848724723,0.053378733895735345,0.07236129074345887,,0.15530976649222958,0.08061132811753782,0.05091485339825598,,,0.02335121115233232,0.3164329117177704,0.00042686833471954045,Treat
