,taxa102106,taxa1263,taxa1301,taxa1348911,taxa1485,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa239759,taxa283168,taxa292632,taxa29465,taxa33042,taxa35832,taxa375288,taxa397864,taxa40544,taxa459786,taxa561,taxa572511,taxa577309,taxa724,taxa816,taxa830,taxa838,taxa841,taxa872,condition
0,0.0003283696794040605,0.015555226976825313,0.0012557069034440412,0.00029240063801332246,0.04536559376365441,0.0009842236464241017,0.02143931945245601,0.009828512891525783,,0.01001986819172451,,0.0020661724114575016,0.005014748413709937,,0.004277106380266034,,0.001223611451126152,0.00015693569443712765,,,,0.004659263610795937,0.0030520561674842513,,0.01635495710940831,0.007298284509141007,0.8428144037306868,0.008013238378015368,,Control
1,,0.051307175920800065,0.002061431102763063,,,,0.1601839754803565,0.009641649005941038,0.008675682212012942,0.010676000908327918,0.0038950203917880555,0.0029784428428579683,0.05845960697884143,0.00460600842417698,0.27505576100034174,,0.012679358942796619,,,,,0.03200781283581972,0.008378261264112842,,0.1466556642625502,,0.15735304908574538,0.05538509934076756,,Control
2,0.0014501342631328532,0.015142178957945555,0.0019009423727053018,0.003140142013907381,0.0004351833227627615,0.005554941811973515,0.2238800879037302,0.012387925164753472,,0.08130159755742768,0.030475376436325037,0.0044151026108358565,0.128157362289511,0.0018650713832689784,0.1196924689847982,0.00022490890309155115,0.004222103483623243,0.008800826221121104,,0.0002549481059017241,0.0007897119361487585,0.01588930784835242,,0.0032708620613010994,0.23395917573307756,0.028645075705393104,0.0009078881406107577,0.07323667678830086,,Control
3,0.0008855593089322464,7.37966470232904e-05,0.0008117623203985273,,0.02250792782309141,0.0014021393670363758,0.0007748643953157154,,,0.0014390338770149,0.0004981271112743884,0.0003320847408495924,,0.0001475928386993425,,0.00011069491361653081,0.0004981271112743884,0.0004612291861915767,,1.8449190215024988e-05,,3.689826659324042e-05,0.0011438436461438327,0.00018449190215024988,0.004815228742319089,,0.9637105554316506,5.5347456808265406e-05,9.224572340150581e-05,Control
4,0.00445544290474204,0.007878139411637064,,,0.000626149290562394,0.006328660901909292,0.18974394944536666,0.019710576693135983,0.001367253274003996,0.03846367616288823,0.05244497659272239,0.001863476074041897,0.04557856153429341,,,,0.05753487505932317,0.05693784899157764,0.013425190439215116,0.005296632329976779,,0.02148893912303003,,,0.46304386080412085,,,0.013811790967452948,,Control
5,0.009402524027120157,0.11412543769626382,,,0.0007181620085129042,0.03156840643083429,0.05224646898802647,0.05544418444577247,,0.14487371452438402,0.0865990149959659,0.002263622073277687,0.2713493736015115,,0.052829454444112,0.0008180814731318313,0.025419628835031204,0.014124340483987648,0.0009231212617063406,0.00028410483204971675,,0.01956095416505437,,,0.047547767136444194,,0.024853467300514,0.04343643959005224,0.001611731686247029,Control
6,,0.06294383699361368,6.45649673936136e-05,0.00014637600287233267,0.05213119903180575,,0.22216708271009455,0.02265001573164773,,0.00394643931749979,0.008192529067978288,0.0042506168433508375,0.2916568804212611,,0.0893227760090378,2.974946744680693e-05,0.01333660002606312,0.005471315099999712,0.00033004662797870584,,0.0012367586575531258,0.004961909363935907,0.004753555303882727,0.0005430355688297585,0.15340485349626842,0.039281261489519194,,0.019178597801967064,,Control
7,0.008721019947467386,0.11687805217461568,0.0002134523219673525,0.00025946465214958937,0.0015306394423305583,0.01014964668702806,0.07961266596002202,0.03547135423826868,0.00026922824416386896,0.021742060488258153,0.09684630366678992,0.013265691467125593,0.1885888298896097,0.00027439060315992474,0.05763672816420343,0.0003960427151539364,0.034512951068131355,0.057897539518699796,9.382026349353665e-05,0.0006589863483660853,0.002445050335805841,0.017530697799432254,0.004635012802089184,0.0002851642219343023,0.07600013691473859,0.15034697224839252,0.01592475525087662,0.006799163473392248,0.0010141790923338407,Control
8,,,6.479715799207116e-05,,0.0383620927009207,,0.0864312804960211,0.007090938460902643,0.0008678926762153559,,,0.032144656564186795,0.030887408526962548,7.166611466967587e-05,0.001821189380455597,0.009096788293374512,0.39195869558970625,0.09024710041304182,,0.01322297056961167,0.0003910726001782952,0.012804193177500365,,,0.26465861113588385,,9.307436298154388e-05,0.019737489082651976,4.808269674323301e-05,Control
9,,,,0.01002833126366194,,,0.19378110282215863,0.015053092997011394,,0.000734897391571248,0.018804815993424193,,0.04777425623402298,,,,0.03501825743444578,0.0286235352772844,,,0.02401719400768865,0.00673711182613314,0.008750270677664384,,0.264331051539036,0.330829372433584,,0.015516710102313144,,Control
