taxa100883,taxa1017280,taxa102106,taxa117563,taxa1263,taxa1301,taxa133925,taxa1348911,taxa1350,taxa1357,taxa135858,taxa1485,taxa1578,taxa158846,taxa1678,taxa1730,taxa189330,taxa191303,taxa207244,taxa216851,taxa2172,taxa2316,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa29521,taxa32207,taxa33024,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa447020,taxa459786,taxa52225,taxa561,taxa570,taxa572511,taxa577309,taxa577310,taxa61170,taxa644652,taxa674963,taxa724,taxa816,taxa830,taxa836,taxa838,taxa841,taxa84108,taxa84111,taxa846,taxa872,taxa904,taxa906,taxa946234,condition
,,,,600289062.5154089,230563214.52415663,,,,,,,,,,1650518845.5400794,257689187.0848014,,25484618.779520594,14490233.687348092,,,9158351.31246914,,,137400443.82478437,624728115.4404914,21852829.840509556,,,,203313049.55062515,,785924832.5398774,222561195.27221364,,,,,,,,838154455.2621334,,3257533.4245011173,,,,11512972.329766957,9535426330.406754,,3230681.010903993,6332134.781371826,1480313143.678858,,,,,,,,Control
,,,,,,,,,,,,,,,28546831422.88247,1339658282.9360392,,,334836187.50947005,,,447860560.3646938,,,,1520770137.8644166,,,,,,,1011694397.5997275,1637328111.220512,,,,,,,,,,,,,,,26338542956.390392,,,21358454192.93148,2202636400.463104,,,,,,,,Control
,7095305.010388502,261369089.16851497,,2328921483.1737733,27331709.736476056,,57526497.25960612,,0.0,,14658958.267668461,0.0,,1733469675.5565875,1946123709.847706,121435521.35823672,1099080.0100409072,4285215.529039742,3237260687.117534,,,1248431821.794149,55415511.54825227,2398148.1401048102,34568886.66106891,1356037395.4677184,4273250.427841785,,1295649.5297216293,,768421019.8350234,3307495.831149542,337923515.933215,406025453.35164404,,202111070.83554736,9566953.05785219,149712474.0893514,,19125359.614848696,,430676980.4197776,,,,,,,1207875256.6335878,,,234174.12344572984,776666683.8605866,,,1071731.2073027198,,,,4015146.102000142,Control
,,316234063.2906329,,310979653.37060934,,41804963.73678274,,,,6220396494.005463,113631301.17563687,,,1913355075.7089658,1032820954.187872,658841943.5498651,,,2401966992.67556,1333457829.214378,45431095.76110073,17204041.450678557,953153173.1986465,12340632.472715879,208564187.43710226,13909617485.837694,3835022.938569691,,,200053221.72566757,720850408.0188893,,326169772.16081,,,,,15259749.094951186,,490545496.9677447,,313256028.718224,11928206.82150098,,,,,22779822.008012425,810946666.1888345,8876096317.19209,,3141788980.650335,474964377.23548317,,,58350195.38097517,107509190.53487548,,,,Control
,,,,2255508170.0027065,324336200.5705847,,20685068.447908483,,,,,,,5156072.399601087,5371533421.093258,241773198.4233378,61842479.37046097,3282057.8732234812,908339905.8393507,,,5733471.469890404,,,624441899.8055195,1032495900.6639295,717914705.4387592,,,,3882669399.1192536,,1364475041.5596597,953650538.1446857,1833946069.842002,93401896.97548491,,,,30809811.794472896,,841731351.6869402,,633113.0156681099,,,,986187482.2459015,23329708136.957317,,,,3748297492.6738544,,,,,,,,Control
,,,,3954113950.884138,55261561.67645886,,,,,,,,,,8227294091.610947,89436601.07751949,,67496062.65535885,590700898.6353761,,,463327748.8362244,,,313452712.9229389,10385556021.159328,,,,,3811354116.9126997,,1864725065.081683,3223603892.0428233,,,,,,,,26978274.119354762,911882937.470867,,,,,49321831.397290945,12200964052.68724,,,,1286805621.5866163,,,,,,,,Control
,,68497285.46520846,,223799772.38484257,6712406.782940743,0.0,26527391.9464667,,,207137734.57283092,88277568.3780102,,,78476661.28061444,3167968468.613458,526562037.5604386,,4164270.08690563,1172043730.888368,28178227.58806143,,1660755527.8374677,8179816.24213606,,379498856.45561063,9244877891.506065,11337721.058039496,,,,4332719769.385352,10549484.22016093,260306540.14671528,717117053.7514845,,75978099.22847106,,41563381.43882953,1878879.003496707,10341270.715815648,,491869701.7650033,1009885070.7185072,,15353267.213269925,,,5011996.497454276,2549187678.485616,13023258.950358441,,21167431023.536343,1589982766.217629,,,8888733.649787853,12180490.004198968,,50154667.225266986,703959.9432626184,Control
,,,,2004383434.3960423,,,,,,,,,,,8383735159.588361,944271194.1814784,,,18670173.490734648,,,,,,,413152609.8138635,,,,,,,,305365205.082385,,,,,,17806333274.184628,1107168863.4088483,,9316027271.99494,,,,,,37359082038.273636,,,,1955461415.9355245,,,,,,,,Control
,,5362184.94464746,536218.494464746,25202214.51649071,107243308.01186097,536218.494464746,,1072433.0801186096,,,122793730.34517801,25202214.51649071,,20376279.33679505,16622726.422676539,,,,126011072.58245355,,,2144870.0690481015,,536218.494464746,11796791.242980883,,10724330.801186096,,,,4825974.267804479,2144870.0690481015,78823907.61053002,68099694.07367039,280441936.4473263,20912490.01363804,,12333001.919823863,,,,1608651.5745833556,19840029.571843248,,,,,4289724.502852674,138344152.67849505,,1608651.5745833556,35504550094.81656,15550305.068990573,,,,536218.494464746,4825974.267804479,,,Control
,,,,8315610239.270769,,,,,,,,,,,,,,,,,,,,,,12598710770.34658,,,,,,,,,,,,,,5555533448.289784,,,,,,,,,21053703769.51836,,,,2167275204.8608127,,,,,,,,Control
