,taxa100883,taxa1017280,taxa102106,taxa117563,taxa1263,taxa1301,taxa1348911,taxa1357,taxa135858,taxa1485,taxa1578,taxa1678,taxa1730,taxa189330,taxa191303,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa29521,taxa32207,taxa33024,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa447020,taxa459786,taxa52225,taxa561,taxa572511,taxa577309,taxa577310,taxa61170,taxa644652,taxa674963,taxa724,taxa816,taxa830,taxa838,taxa841,taxa84111,taxa846,taxa872,taxa904,taxa906,taxa946234,condition
0,,0.0004808349432565805,0.01448237312546793,,0.1423216351244112,0.0016630320141822847,0.0036193182629557174,0.0,,0.0009821721825663164,,0.10261348173867631,0.11685288735569341,0.007413875056355814,0.00012954187058461124,0.00027489396946891916,0.18963399831493566,,0.0737015722507033,0.003507524648655926,,0.0022167980105632728,0.08350350579062363,0.00021665112844229472,,1.703424597451187e-05,,0.0464136282127914,0.00017911458641462781,0.01946035100746855,0.024098459981762133,,0.012298521590651769,0.0006724957108380644,0.008558739588199653,,0.001211879499539973,0.026964497367341987,,,,,,,0.0704615974654674,0.00018186862618296208,1.3566195895868737e-05,0.04549785898908381,,7.119702808508553e-05,,,,0.000285094116759046,Control
1,,,,,,,,,,,,,0.3368810336881033,0.015809301580930156,,,0.0039514003951400395,,0.0052852005285200536,,,,0.01794660179466018,,,,,,,0.011939001193900121,0.019322101932210192,,,,,,,,,,,,,,0.3108210310821031,,0.2520510252051026,0.025993302599330262,,,,,,,Control
2,,,,,0.05701061171581181,,0.0003901575127707295,,,0.00010568669549683302,,,0.198442253236287,0.020158544256633694,,0.0012521995218616128,0.005337533457301153,,0.009579316189821021,,,0.018138111089407487,0.08967571951218026,,,,,0.005765965594665837,2.8629825293090215e-05,0.07163588385143842,,,,,,,,0.037815633671436,,2.5584099198080625e-05,0.0003944215293037429,,,,0.43671854282717276,,,0.04752520541392026,,,,,,,Control
3,,,,,0.05098808967168815,,,,,,,,0.27633024218584384,0.01410274819057906,,,0.01756979187593606,0.005270320539441543,0.028691899016914487,,,0.005968184394182954,0.1934577329077476,,,,,0.006520577153173534,,0.01850254292050951,,0.04084851376333306,0.002651631655472573,,,,0.005951660718317656,,0.004554468885656895,,,,,,0.2112802951923319,0.08219953551737982,,0.035111765411491296,,,,,,,Control
4,,,,,0.008909710322006896,,0.0006840473072223664,,,,,,0.2983989522671508,0.010833988556668377,,,0.004771118731151961,,0.007457427071154619,,,0.007101352462927433,0.10706757162620478,,,,,0.0012253603338038452,,0.08411065360942677,0.015023749040583255,0.0008235030317861864,,,,,,0.01973796140554041,,,,,,,0.3755223003286167,,,0.05833230390575556,,,,,,,Control
5,,,0.0025861408936364485,,0.05333318074669958,0.0007799134955315748,,,,,,0.008108831808884838,0.01924272739020548,0.01006950253651648,,0.0025896854946419814,0.052594080799888844,0.0019367699894229109,0.11216231598963437,0.0013435050554112286,,0.01058964741549975,0.17784782359472776,0.01900635314029369,,,,0.004675430000611697,0.0009419523986416277,0.030089409015763548,0.015752814514472708,0.054968963473595554,0.023077175483676004,,0.0005774661409584519,,0.0011513876809113718,0.009850446194374578,,,,,,0.001041707598368754,0.3365163175200918,,,0.04916645162753899,,,,,,,Control
6,,,0.0013593297791317592,,0.03996283320639757,0.0018974358974358973,,,0.005788981975120589,,0.005062503173394263,0.0003263772531099264,0.1048804265041889,0.005511449606499112,,0.0025581111957349574,0.04812388931200813,,0.013515410002538718,,,0.009556435643564358,0.06523919776593044,0.003444224422442245,,,0.03648570703224169,0.2611454683929932,0.00025844122873825847,0.009307946179233308,0.00018400609291698407,,0.0006230007616146231,,,,0.0002568164508758568,0.0174966235085047,0.014399796902767204,,,,,2.173140390962173e-05,0.11414978420919018,,0.18941051028179745,0.04903356181772025,,,,,,,Control
7,,0.0003442571995530347,0.0013508132263453493,,0.02660453779355725,0.0026751060485928992,0.00025036887240220706,,,0.0003920142490778063,9.14496693027542e-05,0.004086072835190728,0.08681388234431024,0.007025366817324916,,0.00023807397241817004,0.08300286979223347,,0.11415255776088126,0.02464030050767776,0.0002872535723543179,0.009543077823973407,0.20703493854937857,0.0013239879900165412,,,,0.02931937364292501,0.0016158140458359966,0.029449537005565928,0.011322383556373997,0.08111799049716005,,0.00019793772866862804,0.0023584869713180307,7.194040651816663e-05,0.00035340216648331005,0.008366323801534303,,0.001478029877419847,0.0004159943845838618,3.4446042104037415e-05,,5.700362719871678e-05,0.10762000305035452,,,0.15634641906973534,,,,,,1.798510162954166e-05,Control
8,,,,,0.005907040917096448,,,,,,,,0.26252205969646203,0.004474966996604285,,,,,,,,,0.13012164013426344,,,,,,,0.08093201856282606,0.011479156838272468,,,,,,,0.03583819732317895,,,,,,,0.41363848376019513,,,0.05508643577110116,,,,,,,Control
9,,,0.00012799719239567662,,0.00025599438479135324,0.0017919583937686938,,4.2665807457584884e-05,,,4.2665807457584884e-05,0.0013653049187344042,0.0019199636353620993,,,,0.0031572633125030976,,0.015103629606586594,0.00046932342207927773,8.533161491516975e-05,0.012714397743643928,,4.2665807457584884e-05,,,,,0.0008533161491516975,0.04424437012071304,0.035497881891678906,,0.001109310533943051,,0.003882588018686068,,,8.533161491516975e-05,0.05572149118492376,0.001109310533943051,,,,0.00012799719239567662,0.3743497881934914,0.0005546552669715255,0.4298145099708712,0.00042665807457584876,,,,0.015103629606586594,,,Control
10,,,,,0.0798736661393319,0.013360611849724108,,,0.008682029894703597,,0.001831756562198652,,0.0817879871236563,0.008246559189476805,,,0.00041282211062870756,0.0005149466826346123,,,,0.005430309399362361,0.011442996524367262,0.0050070895248499865,,,0.022328219932678084,0.053525526561808486,,0.007880784386717753,0.007981570632679225,,,,,,0.00020002826956398476,0.008262722050167256,0.00260469132693689,,,,,0.017029169433827346,0.029934338635815443,0.19006700586711844,0.405190563730726,0.03840460417102696,,,,,,,Control
11,0.0036288345923432288,,0.007852874858562859,,0.10524327692959566,0.00019220393747248178,0.00023363591137559302,,,0.0013782699806452047,,0.009139287121457023,0.07168752126546588,0.031940312896287994,2.677920264469384e-05,0.00024242757413064347,0.019577719258763795,0.005627472591991362,0.08720561445688896,0.040193663151382626,,0.011945141237051623,0.16981551352556895,0.00024707603949538276,,,0.04575898778251932,0.05189920631496041,0.0003566181363514134,0.03107731519596465,0.052134054869474616,0.003518383013133228,8.448080532439264e-05,,0.0005933867091684613,0.00044837480050757193,0.0022016546717733764,0.015785582057085377,0.0041736145223717,0.00013015703021270064,5.3659458884273315e-05,,,0.00025677718460440395,0.06843460604609722,0.1353804905323392,0.014339505114271909,0.006122332046146326,,0.0001599678407039636,0.0009132213369815027,,,0.0,Control
12,,,,,,,,,,,,,,,,,,,,,,,0.2297570689271207,,,,,,,0.03976281192884358,0.010992903297870988,,,,,,,,,,,,,,0.4920781476234442,,,0.2274090682227205,,,,,,,Control
13,0.0,,,,0.01918704157435774,4.559152394102732e-05,,,,0.0009415640813907815,,0.0069203134234696205,0.15627146883475054,0.0007720303825254053,,0.0005179906553025187,0.0855643359521508,,0.022797013911674508,,0.00016139608131983808,0.007053227843380074,0.16070438382846738,7.49078127909785e-05,,,0.02254933821868595,0.0040124714205306885,0.0013812040857099784,0.05842496412406111,0.026127803370121275,,0.007139716111908934,,0.001888448912715184,,0.0001020332046094387,0.0053075002230020185,1.4397323349798098e-05,,0.0001958244632432683,0.0,,,0.35694094437051616,,,0.05467331377870792,0.00018205311047389625,,0.0,,,4.872137684315734e-05,Control
14,,,,,0.08625596677538136,,,,,,,,0.059324272627042644,0.13107366490061723,,,0.03456352806698299,,0.015445767546260099,,,,0.2600233348486571,,,,,0.02947356529257805,,0.024425540632966546,0.007682099458145511,0.19266751191699621,,,,0.011145505493240889,,0.017985832742972434,,,,,,,0.03392462396410098,,0.013126830591185953,0.08288195514287203,,,,,,,Control
15,,3.191068985316732e-05,0.010043578812876751,,0.08338708765016932,0.0006686740010140969,8.733997255266248e-05,,,0.001030777445938836,,0.004249509269537372,0.1079917836189996,0.01662951005279976,,0.00010039434567441273,0.02950402292265035,0.003632845548738502,0.014499471505100836,0.0011496136838011184,0.0014958653899351613,0.002262550795498272,0.5337176844691709,0.0,,,0.012975321640068552,0.07000376504697813,0.008297608210910598,0.014924774692916594,0.00013748534232192538,,0.000603091316997685,,0.004820689896681891,2.6108746243500528e-05,,0.027431382174232778,0.00231352501435463,,0.000657484538338311,,,,0.03544987545506406,6.93125049083407e-05,0.0016042374080728658,0.008219592790587758,,0.0001995454177181826,0.0014195076677865107,0.0003518464374719357,,1.2225524034655009e-05,Control
16,,,0.0013267975040622416,,0.013854306982625486,0.0017392635010379607,0.002873066785866018,,,0.0003981701288842982,,0.005082483131882404,0.204838647973309,0.011334307868566608,,,0.07438673746141626,,0.027883385986424973,,0.0014587825960893754,0.004039589487100497,0.11725732763914815,0.001706443409504135,,,,0.10951239008792965,0.00020577996041453995,0.0038630053136332245,0.008052298715184026,0.08158984147694438,,,0.0002332642701959339,,0.0007225453893811904,0.014537891097701186,,0.002003334360219633,,,,0.0029926688372224133,0.21406048964354962,0.026208755917180616,0.0008306704762134877,0.06700775399831269,,,,,,,Control
17,,3.137382889415372e-05,0.0016309379231206874,,0.005201339792800418,,0.0006435143178928652,,0.010454401297132413,0.00025770643478232984,,0.002936309724042617,0.03490183098868257,0.0023245701785441497,,3.127359301909253e-05,0.029937248332776684,,0.025036215221659604,0.012414112890453815,0.000143638008962691,0.009644595662513026,0.011569926350688441,6.856133854185671e-05,,,,0.02089486980763132,0.0004799293697929968,0.031766753524393614,0.015878866147819047,,0.024039970859426395,,0.0020380960476192576,,,0.0031005963232679135,0.005552466063139781,3.4681612771173133e-05,0.00039472887599098185,,,,0.24496344798580016,,0.4914374506087724,0.011171689219070314,0.0,1.7340806385586567e-05,0.0008291511585061966,,,0.00017240570510525368,Control
18,,,0.0003713388829724953,,0.018138429417987382,0.0243150429756582,,,,,0.0017965786743212016,0.0014006055165569188,0.11255329189436053,0.03336697314205106,,0.001964456695124492,0.019280527112655176,,0.0011171592930267259,,,0.011873821825257836,0.0723191344955372,0.004338775007463779,,,,0.07151694924274947,,0.01491113666903041,0.000971989410303108,,,,,0.0020810386540156657,,0.015976594397679306,0.03087029446068425,,,,0.001943066440058372,,0.09650451805778512,0.2274422779912016,0.18809231871885554,0.04685368102466418,,,,,,,Control
19,,,,,0.007489484752891694,,,,,,,,0.17778552940224865,0.01950992881986573,,0.0017920407668041735,0.005457413249211357,,0.011090046914179408,,,,0.02527582302030252,,,,,,,0.04607245409690205,0.03479495268138801,,0.0019419841462428216,,,,,0.013484894443096336,,,,,0.009066872927283023,,0.6360430316266279,,,0.0101955431529564,,,,,,,Control
20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5555829999999999,,0.444417,,,,,,,Control
21,,,,,0.027021264555974568,,0.00155987906566912,,,,,,0.05742743738051065,0.006817713322581818,,,0.011043442586507251,0.003304676100514537,0.037895956864599616,,,,0.2201008863936752,,,,,0.0023681625823036533,,0.01928573160824067,0.04225466538941905,,,,,,0.16582291527725568,0.05788326522693375,,0.0004077289648231456,,,,,0.32312848868463695,,,0.023677785996354183,,,,,,,Control
22,,,0.0012485836867122569,,0.014950945329576188,0.00034811138233487477,0.0015462879763256032,,0.01944776207126374,,,0.00024195404506333602,0.016706019483954358,0.008241458845784439,,,0.013391349880772105,0.003474157644553176,0.024268595604965255,0.0001305543701487584,,,0.16465880094229002,,,,,0.0019510569308794762,,0.020584038755392425,0.05366611289434604,,0.004934148678139524,,0.00031443944439689376,0.004390155333488788,0.0004704998034627455,0.003750791769408923,0.016973580332120236,,,,,,0.18297875472100228,,0.4200463362159133,0.008166755534371135,,,,,0.013118748323334076,,Control
23,,,,,0.025531438793691515,,,,,,,,0.1067903562843237,0.012027939258116434,,,0.00023781696833366855,,,,,,0.005262656031227373,,,,,,,,0.0038896814399352543,,,,,,0.226813542922192,,0.11866570837379163,,,,,,0.4758725801064557,,,0.024908279821932736,,,,,,,Control
24,,,0.0010275756818971687,,0.0009662285071711655,4.6010892110067454e-05,,,,0.0010582498371107978,9.202167065000934e-05,0.006272807388273808,0.059860087501865854,0.0032821084867294703,,,0.12088631305302469,,0.015919805921084527,1.5336964036689155e-05,0.00024539097030652415,0.001978471086415914,,6.134785614675662e-05,,,,0.0037115398455127477,0.0005367937412841203,0.044262480027006904,0.007223707335597578,0.06223733737017526,1.5336964036689155e-05,,0.00912548451622,1.5336964036689155e-05,1.5336964036689155e-05,0.004248340401004402,0.000138031994909449,0.001457013854887981,3.067392807337831e-05,,,,0.19527020249254018,,0.4313972576567942,0.021793766385389494,,,0.006717582071020809,7.668470661332021e-05,1.5336964036689155e-05,,Control
25,,1.362231744266632e-05,0.0012337212054508904,,0.042805528297009,0.00024369925248534676,0.0004190865895596757,,,0.0005661274866613975,,0.02323276223436857,0.198502206164359,0.00651647594253666,,0.0010971975387276981,0.0678579717150608,0.0002077403410006614,0.03571421059121158,,5.7594356834802474e-05,0.012781940653372424,0.08201486495325293,8.924621206923302e-05,,,0.0,0.1116859751330605,0.0018818830890648152,0.027765087542921573,0.012501881833007019,,0.0021770666883555332,0.0002578223904222288,0.002070291758988752,,0.00011138247791356582,0.005276344234759808,0.023668776556632732,0.00018149734710376007,0.000808224113565254,,,0.0003674019145566182,0.2842767305676891,,8.71427659935272e-05,0.05271576423654876,,0.0001695778193414271,0.0006431536786717681,,,0.0,Control
26,,4.8243135755580977e-05,0.0037092941004072326,,0.05430046347582546,4.361983524567114e-05,,,0.00541981478254105,0.0015175481391114937,0.0010025526649206672,0.008035497299288956,0.07129652020251663,0.011431110510752091,0.0016467995403233212,3.5076779955620333e-05,0.14136444854779118,,0.08665834070548753,,0.0011850725285292814,0.008221936917677712,0.03725937982242908,0.0,,,0.02473325063655812,0.05997797700852757,0.001434429236465941,0.03023548077601496,0.023982466836361887,,0.00041428792830105153,6.261556994943114e-05,0.005136486866509837,,,0.019090311351147516,,,0.0015225734657527005,,0.00025789976322671,,0.3164578844460311,,,0.07979645818998589,,0.00026262357026944394,0.0033557121179319535,,,0.00010382324840732319,Control
27,,,,,0.027799406331625857,,,,,,,,0.10230879582334744,0.014973100287521425,,,0.0004347643000507344,,,,,,0.007206458684333381,,0.00018261112858941204,,,,,,0.005516799616476139,,,,,,0.22490827941041305,,0.1321551878768885,,,,,,0.4618948070820726,,,0.0226197894586815,,,,,,,Control
28,,,,,0.020585256428790884,,,,,,,,0.03424306334592297,0.0038401238757689456,,,0.0002265259141277494,,0.007892628796831221,0.0004603322754496872,,,0.03685934404834883,,,,0.01763209903405107,0.00029641820719195853,,0.09160508275060288,,,,,,,0.0016813672763035796,,,0.0014047102829244183,,,,,0.36864544367773244,,0.2734223946971719,0.12850613336073557,,,,0.012699076028045946,,,Control
29,,,,,0.01652664491446454,,0.00011508777180159481,,,0.05051831914207075,,,0.17259690651019638,0.010068646891807377,,,0.005712687159444706,0.014913576340243607,0.01815024105573304,0.020176542188918324,,0.001130844677808921,0.19560730621329853,,,,,0.002387100275689385,,0.030319086468836305,0.029420563731795614,,,,,,0.01259219670155993,0.0013433379971477446,0.003787879949349116,,,,0.0001223446384072016,,0.14875861075772212,0.19248480938511142,0.010046978501379367,0.06322028872721408,,,,,,,Control
30,,,,,0.05480094247719988,0.006383504711292132,,,,,,,0.297038460108018,0.004510384928198985,,0.0015410004355680654,0.003851563487248982,,0.0007943569714174215,,,,0.060630428778787375,,,,,0.08924946965603249,,0.014709407551381356,0.004463609022603389,0.027291188554925596,,,,,,0.018595558122500574,,,,,,0.015378230076823957,0.3243862172971049,,,0.07637567782089702,,,,,,,Control
31,,,7.97720103764508e-05,,0.04455469761739478,9.773593637725462e-05,0.005382580878263448,,,0.001048301647809619,,0.0031596211539944878,0.11518022790843069,0.0029697312921441827,,0.00015802165414266402,0.02433848096229809,0.0004246387931489442,0.032029071112789104,,,0.0008566864371343783,0.0602308110763335,,,,,0.023905519898346512,0.000923569076877484,0.061273530713238905,0.023522390968103372,,0.017260389644659337,,0.0006573579023006006,,,0.008621872551527037,,1.6543050497915376e-05,4.932467817169861e-05,,,,0.49502490591774345,,,0.07823421711789613,,,,,,,Control
32,0.0001153852182535168,0.00031106479522157555,0.005936928477850539,7.988985312907825e-05,0.0378526214237282,0.003320687477467775,2.679849503696929e-05,,,0.0029283170595679983,,0.05141346892360559,0.13027001253461684,0.03178554327375472,,0.00036314488935002535,0.07115566740134995,,0.06949830689130884,0.0024897318785289954,7.685606123810058e-05,0.004943665012744455,0.07285125368921735,0.0007014126851940339,,,,0.019298051344905226,,,,0.02728268822276932,,0.000254838518842123,0.0023853694374793644,,4.136069611366202e-05,0.06572517991649994,,,0.001613269401225551,0.0002641421473077878,,0.0004911709071492823,0.3898655170617928,,2.7000747829701128e-05,0.005765114730424837,0.0006986822724921537,,,,,0.00016685855400377103,Control
33,,,,,0.0808659219162329,0.0033614892309340853,,,,,,,0.06522133672467884,0.08349204703508285,,,0.009011277798414735,0.041534064423499384,,0.003991742899856025,,,0.3488674912110594,,,,,0.013795234427473742,,0.027191396812474688,,0.01471372383498928,,,,,,0.0008385318525030548,0.0015274755937743124,,,,,,0.2315486950201065,,,0.0740395712189202,,,,,,,Control
34,,,,,0.07361376883956483,,0.01188431649285607,,,,,,0.07143696639158215,0.009666699625730774,,,0.0013708430213259849,,0.005117646811070154,0.0005280804206512537,,0.002665071260772449,0.002521869809824863,,,,,0.006698077390155562,,0.032176303047964656,,0.07159861957010281,0.0025811359565405647,,,,,0.006335861955405785,,,,,,,0.6970791918063098,,,0.004725547600142238,,,,,,,Control
35,,,,,0.03603398305561995,0.013840183811777288,,,,,,,0.09907688116780564,0.015468494065376814,,0.0015297835303414455,0.0008698156734256202,,0.0005497549374430865,,,0.008247835207708538,0.037501003652843014,0.0013117755250955526,,,,0.012204418570937377,,0.04717727486165207,0.013359840850126448,,,,,,,0.05031249996851779,,0.00019554230045391806,,,,0.0006910974657979794,0.5723898905940326,,0.00038010360618888865,0.08885982115485612,,,,,,,Control
36,,,,,0.0,0.0011662127461416303,,,,0.0003671427824951818,3.2394919395836124e-05,0.0010474360898077404,0.0022244496811445903,,,,0.0035202464569780356,,0.006792139844120189,0.0012634062085460785,8.638652425737083e-05,0.00624142403833674,,0.00011878100844235996,,0.0,,,0.0004859237909375418,0.020333268376881326,0.017136971113861654,4.3193262128685414e-05,0.000723486895849379,,0.004546092824693628,,,3.2394919395836124e-05,0.032297758574245196,0.000539916048615347,,,,,0.2677014560660209,,0.621583364053362,0.0006155034685208864,,,2.159657666298683e-05,0.011079053729159015,,,Control
37,,,,,0.008400480332760004,,7.146218759781528e-05,,,,,,0.3017129107907012,0.009447034052066325,,,0.006005383930046312,,0.007819432639207674,,,0.008707478328702022,0.10374150189920225,,,,,0.000496673334986685,,0.08247727123974205,0.01387190146855909,0.0011658799889400578,,,,,0.0012145232537067944,0.010009047424622977,,,,,,,0.390657732631683,,,0.05420128649747568,,,,,,,Control
38,,,,,0.05743042379879892,,0.01309893785440641,,,,0.010718710385939747,,0.17421580662205882,0.019886696894642012,,0.0035457769343859983,0.003427467397200207,,0.009169991755095247,,,,0.04841149393864147,,,,,,,0.029231479293658637,0.014177927517695465,0.025616354254848768,,,,,,0.0027339863529614638,,,,,,,0.5525088807349628,,,0.03582606626470389,,,,,,,Control
39,,,0.0052702518835995036,,0.026032871777552632,0.0010827204497799938,0.0002786018399059881,,,0.005306798127860428,0.008520539191746905,0.02648975044888102,0.0782661611339095,0.006999162574702143,0.0016858853342857627,0.00046821711830130646,0.12266478610424733,,0.041419852972738334,0.0006960996552302232,0.0009725755363287893,0.0040468132079949015,0.09583953910832836,0.0006084291634574812,0.0003170715707069603,,,0.036208722991211896,,0.06606761196918859,0.01794258615397449,0.13673762104804507,0.0004789481484721039,0.0,0.0003782181954537688,,,0.00733830362255282,,,0.00023152703774164047,,,0.00043754256979421536,0.2765234620813987,9.435207659606863e-05,,0.02789673023485973,,,,0.002698246671153453,,,Control
