,taxa1017280,taxa102106,taxa1263,taxa1301,taxa1348911,taxa1485,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa33024,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa447020,taxa459786,taxa52225,taxa561,taxa572511,taxa577309,taxa577310,taxa61170,taxa724,taxa816,taxa830,taxa838,taxa841,taxa84111,taxa872,taxa946234,condition
0,,,0.0883534774803747,0.0049247365305947356,0.0007205690095702618,,,0.08825407074228057,0.015362236283895672,0.0003028945123117894,0.018677040699840053,0.033863107884668245,0.005750944675631763,0.006306666774694887,,0.0017294902709160814,0.3273732917258485,0.0016300835328219856,,0.019880412759213196,,0.03141595705628914,0.0017880748062191847,0.011565563677754308,,,,,,0.05248966616578966,0.005866971140052979,,,0.0020984481953781795,0.22682810237834514,,,0.05481819369750893,,,,Control
1,,,0.039710088128495566,,,,,0.0874357951755443,0.007786552649681555,0.0029470525823120626,0.006507082498966951,,0.012528724560015213,,,0.024693743900110303,0.04987302826707767,,,7.302112501146582e-05,,0.10061510795073016,0.034886392633388844,,,,,,,0.013237429588379918,,,,,0.569896871164828,,,0.049809109775458035,,,,Control
2,,0.0022129000743249245,0.03587412943015333,,,,0.0016360729113643166,0.1278142154251699,0.003995465511848071,,0.03926102430738365,0.005331054104127831,0.052754978922437544,0.010961667960204575,0.000598811314852606,0.0008251248037221017,0.10830790345669966,,,0.05464479414769548,,0.03421031950471966,,,0.014350514701387932,,0.001836909439162712,,,0.009993543439502747,,,,,0.21745510841320137,0.23909511587137627,,0.03884034626066526,,,,Control
3,,,0.009934201946359631,0.007598350138965237,0.000885274375405891,,,0.09749570949867184,0.027232332724490518,,0.015147960223629157,,0.0009426815941750127,,,,0.15540735723982013,,,0.0069981744912297975,,0.04554798861114195,0.0058863302399713505,,,,,,,0.02947967748767249,,,,,0.473785957133836,,,0.12365800429463095,,,,Control
4,3.130419811035685e-05,0.003953785438417469,0.06131470675575028,0.08020244251005755,0.002124663751608144,0.0004745629477424238,0.005552256054427565,0.05778331060155798,0.008068983148341464,,0.09760398972004918,,0.040735457352160484,,0.00045641086064370987,0.011205598581919822,0.18658497720228293,0.005737146474516859,,0.04244925350357019,0.008689414963667564,0.02670019839035552,,0.053942785491025914,,0.00030619418776692807,0.010703861851095495,,0.001359776105418626,0.010784187553885612,,0.0002564118171608744,,0.0007561920356033079,0.2561389923787321,,,0.0245744476874241,0.0013214067237069737,,0.00018728171300050304,Control
5,,,0.05701061171581182,,0.0003901575127707295,0.00010568669549683305,,0.19844225323628706,0.020158544256633697,0.001252199521861613,0.005337533457301155,,0.009579316189821023,,,0.01813811108940749,0.08967571951218027,,,0.005765965594665838,2.8629825293090222e-05,0.07163588385143843,,,,,,,,0.03781563367143601,,2.5584099198080632e-05,0.00039442152930374303,,0.4367185428271729,,,0.04752520541392027,,,,Control
6,3.1705844319036976e-05,0.0016481974214538357,0.005256383282936575,,0.0006503243467355185,0.00026043362857585973,0.002967383397705653,0.03527118170720676,0.0023491700817980386,3.1604547691819595e-05,0.03025406105775762,,0.025301162469964285,0.01254548598424412,0.00014515806680249197,0.009746660174228174,0.01169236578981943,6.928689301668146e-05,,0.02111599101985141,0.00048500825111677,0.03210292709772907,0.016046905200639748,,0.024294375292050842,,0.0020596643212107946,,,0.003133408569714922,0.005611225368079022,3.5048633017210204e-05,0.00039890611798200506,,0.24755578835771527,,0.4966381168875963,0.011289914289884814,0.0,0.0008379257003420888,0.0001742301988138773,Control
7,,0.00037273277125950507,0.018206515324068914,0.024406313928300175,,,0.0014058629450508656,0.11297578122265305,0.03349222216704777,0.0019718306419510482,0.019352900090929298,,0.0011213527543761247,,,0.011918392383104572,0.07259059756908633,0.004355061391519398,,0.07178540116750932,,0.01496710834262028,0.0009756379499962147,,,,,0.0020888502125075404,,0.01603656546135831,0.03098617174646926,,,,0.09686676538369803,0.2282960241023683,0.1887983575743614,0.04702955486976434,,,,Control
8,,0.000785764525468471,0.011546035289868755,0.001754083476939099,,0.0084627812475958,0.0007719791829163928,0.22576640676227813,0.006491578625461467,5.027595518993313e-05,0.03849617725355634,,0.03150974537560041,0.009964065869204872,5.4229104892367394e-05,0.005468219666595408,0.038660283647613806,0.00022999222243136753,0.04691141934191005,0.013860046945173161,0.001528247129835931,0.05167314020271144,0.01901444734308302,,,0.0003001352889463549,0.00255302516808235,4.09505764047036e-05,2.6354331349561723e-05,0.04226535345060809,0.0628363281483214,7.044715495363614e-05,0.0010240684985562388,0.008070709887364629,0.3076118100245998,0.00010268052945040779,,0.06051025431828389,0.00020921284579036699,0.0009325378785229532,0.0004472127304394858,Control
9,,,0.36824470582496455,,0.012477275835426092,,,0.07331390400929612,0.02543919592824782,0.004219595350899429,0.01547703977414772,,0.005089145797891477,,,0.0057171907488368975,0.02840400798949833,,,0.025300150608837748,,0.029346184300269945,0.07646316616536311,0.05077255626490083,0.003444665407092465,,,,,0.0642118253634342,,,,,0.19735180186183532,,,0.014727588769058025,,,,Control
10,,0.0011551192629093987,0.01471757714647062,0.0008972326566825374,0.0011091313966150008,,0.0001763389612331672,0.016469495862447683,0.00833934164980271,,0.01613569277852848,0.003042603117622779,0.027754042291734927,0.0003399556556003106,0.0016906015609178635,0.004083013416986062,0.18350410021976152,,,0.0025940910701574616,,0.020499221751822776,0.048734520286071635,,0.006616830140843836,,0.0007975401392733666,0.004710992851963078,0.0005199444474917632,0.0004358940614752448,0.02000159341178453,,4.004385636518996e-05,,0.18025262250760885,,0.4276663003627097,0.00771615913511944,,,,Control
11,,,,,,,,,,,,,,,,,0.08146718370656325,,,,,,,,,,,,,,,,,,,0.9185328162934367,,,,,,Control
12,,,0.017793397129148115,,,,,0.05213409348791168,0.025087675335587683,,,0.01577894593310731,0.027770023743434152,,,0.006524517116952603,0.2388300677228868,,,0.017036004506546437,,0.04004949800113509,0.0064529207883158,0.09694997628874397,,,,,0.07606476410819732,,,,,,0.33284047171522685,,,0.0466876441228062,,,,Control
13,,0.0024197036848698774,0.0012600477677950019,,0.00034372505158476605,,0.0012394492326213387,0.10744216753183986,0.0036285672137485033,0.0012369524404790768,0.04702385497632521,0.0029710786162861175,0.04258622307547784,0.025093385227770906,0.0015738113136726213,0.006014668237703769,0.04675066430275936,,0.10361812229995337,0.012918402544064738,0.00027703989478517914,0.09163133532397025,0.01298040621559759,,0.006722612843041036,,0.00023105730616518322,,,0.019582236738756687,0.007377188516337447,,,,0.18234697212976578,,0.21729998146131838,0.05414314567096816,,0.0012872003823421038,,Control
14,,0.002058849738685233,0.05506931070566543,0.001949756235057041,,,0.005461436758415211,0.018475857789301383,0.011307677891792768,0.002906166164644804,0.040270035183411816,0.0014032795263182276,0.10318570186834483,0.0010388608014325663,,0.010296267074621876,0.1838008560156489,0.0223360118260991,,0.0041943979628074925,0.000445658568013038,0.02895670582427105,0.014251587784797369,0.05432684918282305,0.017768617018324176,,0.00018104879325529663,,0.0008398484155354397,0.009250140100884749,,,,0.0008549862745032738,0.3572020029203958,,,0.052168089574950116,,,,Control
15,,,0.07705105246461938,0.03677629626597628,,,0.0008611074158591119,0.18898416954043568,0.022478638600943478,0.0036283167729193743,0.004433040328274818,0.01401348710129652,0.017113678458500047,0.0007160033973578379,,,0.02862785628767025,0.0026129979636318984,,0.09453803096507474,,0.0382481094522272,0.03892686470943381,0.008001801008974345,,,,,,0.008121117853524758,,,,,0.3424475302641139,0.04412359424086448,,0.02829630690830203,,,,Control
16,,,0.36506407053811685,,0.013250216899162906,,,0.10162710687109258,0.04333570444138177,0.0013383701772124485,0.018838644189853565,,,,,,0.017495652112670478,,,0.026330303861311306,,0.03144575672167314,0.06810259561500542,0.05121934524844472,0.0005829096224876123,,,,,0.03890297223382589,,,,,0.19370602867426742,,,0.028760322793493952,,,,Control
17,,,0.005633792676069521,,,,,0.004109494657656945,0.051694132797627364,,0.013579382346802948,,,,,,0.015588379735106343,,,,,0.013887281946533471,,0.15577179749666326,,,,,,0.025279767136302717,,,,,0.36552452481811776,,0.25009967487042273,0.098831771518697,,,,Control
18,4.025204063651353e-05,0.001477766983065956,0.009558085316886978,0.0003749421820499421,0.0001324160329251553,0.004749436623516885,0.009775568004960834,0.005001594873045875,0.0018724803185771579,0.00408583560093255,0.049282793803903005,,0.008038444044695378,0.00016080538148491297,,0.00793391040767713,0.0751253136262587,0.00015046354736671555,0.03985540088092148,0.0011561562200961305,0.004654028134249985,0.06218615828643515,0.010830232303955831,,0.020745922022165183,,0.0061051294077758824,,0.0005709300776428405,0.0036043319712529462,,6.377464372888415e-05,0.00044439469549077774,,0.6039144450480561,,0.0,0.06786514329422294,4.785633042930576e-05,1.5005798524443328e-05,0.00018098209706845502,Control
19,,,0.08625596677538136,,,,,0.05932427262704264,0.13107366490061725,,0.034563528066982985,,0.0154457675462601,,,,0.2600233348486571,,,0.02947356529257805,,0.02442554063296655,0.007682099458145511,0.19266751191699624,,,,0.011145505493240887,,0.01798583274297243,,,,,0.033924623964100974,,0.013126830591185952,0.08288195514287201,,,,Control
20,,,0.036115997992669804,,,7.37757851703036e-05,,0.2827341867443667,0.017956487109281695,0.00013980342851906843,0.014565495997298703,,,,0.0009734585717524534,,0.027222815560200193,,,0.007842017858680855,,,,,0.017406144456131534,0.00172233332259074,0.0016751707201987656,0.0004891435619510539,,0.023279572832589274,,,0.0007081127873423662,,0.5496969746650361,,,0.016138705662802438,0.0006465768204118843,,0.0006132261230061309,Control
