,taxa1263,taxa1301,taxa1348911,taxa1485,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa239759,taxa283168,taxa292632,taxa29465,taxa33042,taxa375288,taxa397864,taxa39948,taxa561,taxa572511,taxa61170,taxa816,taxa841,condition
0,,,,0.2688506332411773,,0.11098214010349168,0.08453639775348896,,0.025268827987830138,,,0.4371427012438369,,0.026673274813277806,0.006001896607091981,,,,0.025494850757036093,,0.01072723904344921,0.004322038449319894,Control
1,0.047487893717444246,0.006828635438459583,0.00043550732604580127,,0.00010855691917596125,0.11309327609319643,0.005090338444857083,6.910106446564135e-05,0.019124359415537223,0.00012071358792454631,0.013147117339259247,0.021738363108818496,0.015115111389742907,0.08174645262540856,0.028727914452029088,0.020078337999965657,0.038612245881635206,0.000648675578926692,0.01772197037419826,,0.4911880680376759,0.07891736120523347,Control
2,0.01832382391721097,,0.04180242501740535,0.0034531611077199174,,0.010397317688237599,0.0019137366138966868,0.00017469966388404906,0.007354545731771926,0.011195147277502144,0.006310275906590468,0.07082851574028468,,0.008199616591092697,0.1358873941787798,,0.04582020716899195,,0.010685003584444288,,0.6224724757578374,0.005181654054350204,Control
3,0.0831770803498023,0.006728526442926379,0.00024839786904278774,,0.00038464858811579073,0.1331949109398335,0.009676221496268891,0.001621292790390522,0.008423945272190815,0.02688506046667737,0.013036198518205358,0.08533500532093852,0.0042547337796090675,0.08040648097572861,0.021520150583770294,0.004646341138721185,0.03779711935119243,,0.017621524346016722,0.00022409259643242974,0.44236302113126624,0.022455248042870867,Control
4,0.04758724935530917,0.0003503886392232131,0.0004908816155764097,0.00014429008382220215,0.03190371885541257,0.25963882546606065,0.01102426868501211,1.6137706743272607e-05,0.07762933079883443,0.04246895943750494,0.008596651309828042,0.062389639971981554,,0.007922981159702015,0.024911239976031806,0.033430261533160185,0.07536815330104175,0.0005067028966972652,0.020811629611995733,0.0004990032065517824,0.26760431313437416,0.026705373255136822,Control
5,0.06779437049640907,,0.0006164223633253858,,,0.3131524008350731,0.029794356720036986,,0.0023450759099188333,0.01117727674580724,0.009337287620706675,0.11304609784963483,0.0022182770566190617,0.007284467604369021,0.05260549854371095,0.017124452231062372,,,0.009501338908734206,,0.30750268252673846,0.05649999458785382,Control
6,0.001985333788766479,5.7795566988273014e-05,,0.0006411536443672613,0.00458909033752917,0.16731154083695118,0.0069198724094054484,0.0004344351084726975,0.06897080365704251,0.07210970434458552,0.008475052242809472,0.02303087088541687,0.0006500217472384779,0.00388749088853396,0.049000345652147545,0.05512789893950741,0.040585637281749104,0.00033484733255110546,0.05127853070009798,0.0016351966236787929,0.40153648546482257,0.04143789254733808,Control
7,0.017600661301801997,,0.003907682812163823,,,0.06780807210432495,0.01315456634034147,,0.008562346109170445,0.04906655050274103,0.003499572774738339,0.1337513478887978,,0.001967062769511387,0.008713568772010384,0.0033779787094632458,0.05338744074545976,,0.010480983643952184,,0.5210597735185755,0.10366239200694774,Control
8,0.130280136178525,,0.00022568876416918486,0.0002962705472163484,,0.26376509604364784,0.03423529934404339,0.03786350564043564,,0.0003658795338662311,0.006193254219044998,0.046611107021763284,,0.024714865269320305,0.005033789001974668,0.012714232735485094,,0.0004431628032057748,0.12448226965073042,0.0009979810151216875,0.2674941488998916,0.0442833133315585,Control
9,0.011949518166898716,,,,,0.1450762864582087,0.006886762985623979,,,0.007623088591029929,0.0017910309496217305,0.00021089420728910493,,0.49586481726193876,1.7089930024133665e-05,0.0004152824243728747,0.02661352633240318,0.19936826818961875,,,0.09136731124204636,0.012816123260923682,Treat
