taxa100883,taxa1017280,taxa102106,taxa117563,taxa1263,taxa1301,taxa133925,taxa1348911,taxa1350,taxa1357,taxa135858,taxa1485,taxa1578,taxa158846,taxa1678,taxa1730,taxa189330,taxa191303,taxa207244,taxa216851,taxa2172,taxa2316,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa29521,taxa32207,taxa33024,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa447020,taxa459786,taxa52225,taxa561,taxa570,taxa572511,taxa577309,taxa577310,taxa61170,taxa644652,taxa674963,taxa724,taxa816,taxa830,taxa836,taxa838,taxa841,taxa84108,taxa84111,taxa846,taxa872,taxa904,taxa906,taxa946234,condition
,,,,1406966146.1223552,,,10478954.5751054,,,,,,,,5115025544.28502,317227357.6755102,,91107555.77404651,37666246.57908616,,,,,,,285251369.1795769,,117719479.3253518,,,172433847.85260987,,,259640677.34513208,,,,,,9035096891.107954,,1015842451.1902326,3853971931.6691146,,,,,,20906443121.688015,,,,1208849119.0711842,,,,,,,,Control
,,131187680.23639748,,4134224563.333859,26211992.12691594,,68968584.9816154,,,,16190915.676595753,,,141179282.93245202,16427196939.958694,658915250.362818,,,3741221523.955713,146533681.6240447,,3126880414.6273093,,,1890692213.2175179,10739155350.078913,239857412.21384022,,,,481719039.71774447,,2143154567.6723,1655304987.0673008,,932579058.7193558,,2642813.2991530686,,169631280.38355717,,1206626025.8813474,,,,,,,14925116176.733738,,,27993287588.884125,2911722008.488082,,,67789634.8109895,,,,,Control
,587777.420982191,182670571.44101894,,150837887.5576915,13907444.950823586,,1143996.3227170159,,,,49300324.286744505,5031611.412501909,,2296927651.1959424,1922209683.2825308,796988707.1102448,,2009883.1945666196,2729792190.8226256,5256465.862139392,,129096040.20370933,30359295.51596605,6589813.300340604,78221734.76950245,1524728160.9545035,913224.6507206523,,,959775439.0179701,818263093.8978753,82200080.60212351,644509776.5516901,109178669.74371548,,,10660862.283250812,44282519.72641332,,20879905.2970385,,301610685.6694353,987331943.5432793,74501774.31321917,1623291.3337863863,,,,4084244388.7705135,,,6073042.547664986,444381426.74451894,,,,,756988283.9642084,,,Control
,3830778.8102913,283387495.98954934,,3815951442.8961725,,0.0,,,,,28482967.154165905,,,,8019244198.297399,438583612.5909508,,0.0,2461424109.965972,208304231.30783987,,2917881685.8058815,107216738.70215297,53829202.48249328,632240748.4476768,4673910692.443413,73803333.87921214,,,5751296952.244141,5919869247.091359,13484341.412225375,447525101.0140307,36568163.843180716,,,27942151.322124775,121611453.43164758,,11474219100.500523,,646428150.4415556,290282897.84807366,10428731.961193021,19054744.48224896,,,,1706895888.2965958,6634007.5397044625,,38524474979.61748,468905353.5740565,,,12276519.38733353,90352298.33967057,,,,Control
,,71394712.80846722,,1111988515.763962,168705412.30624253,,213294219.50355324,,,,21683067.991472483,,,294609593.6842787,15678668949.379932,1042350425.5229695,,,4914348962.358505,,,1951375519.7022276,,30110213.260106865,323574519.98409367,8675935645.481575,130013285.26935375,,,,8425829736.315126,22843831.802579146,437267466.0692877,615491141.6266049,6180564296.491507,,,1238148.0651804418,,39102263.58347982,,1171435099.743438,,147014605.8893627,,,,284526425.3784655,17362395549.517185,2017740255.9958992,,84913741.99515615,5307987185.980998,,,,,,,,Control
,,,,1066070957.3023735,,,,,,,,,,,3184338811.8379726,226008249.9347517,,9486160.690685924,65507314.431605466,,,,,,,347656159.4943695,,78645867.01181327,,,75059482.20463216,,,244087904.10732472,,,,,,7355892119.941895,77636901.61031885,535320580.97793573,3326065447.206769,,,,,,13196135901.564121,,,,718801410.7188569,,,,,,,,Control
,,,,241729776.7160436,,,,,,155660469.4843322,,,,,1845247615.682803,151428399.8982193,,,125841513.88834964,,,221492814.1482589,,,,219892188.8581384,,,,,32530635.144410945,,1240938812.9673212,428169304.9865241,821342440.7156479,83531697.38348305,,,,,,77610607.73761685,2682074100.1990557,,,,,,3963308688.8431478,,,,164029414.28926113,,,,,180197497.61487052,,,Control
,,6362209.475607396,44005261.35505851,81383472.33552074,358935278.681196,265093.3883798402,,2916024.997499044,,,1554768253.1031392,267213389.392102,,22797972.259007115,38438438.954512924,530184.5020804827,,,454899444.67401135,,,10603690.041609652,,1325462.3925408055,4241480.566002256,,100735078.14208367,,530184.5020804827,,718136694.8285236,,141559428.10707033,19616856.147807427,153488528.2235992,265093.3883798402,,11133895.015802914,1060369.0041609653,5566936.134505469,1855646.894621288,3774648154.2570806,265093.3883798402,265093.3883798402,265093.3883798402,1855646.894621288,,701169862.6928355,486710833.25392807,,,2385842.770097759,20677220.602609996,1590555.7809206457,14314988.380210625,,265093.3883798402,323677751.11675495,5301845.020804826,,Control
,,234749115.7247979,,482908853.7047973,,,,,,,46507904.87312565,,,319072978.73889375,13156119925.157394,1321069416.9570618,,89355342.133169,2378625098.146159,,,2640581471.329649,,,177951969.16108096,3388814328.4219713,,,,,,,3986082845.7551203,3452719437.5507283,,816523871.9611182,,219641367.57625824,,,,1218356695.7339725,,,62021632.15693445,,673233203.3980964,,30064418815.59395,,,,847398252.4285523,14941363.257035932,,,,,,50407966.72997334,Control
13042453.025025511,3367855.259786153,,,2563453527.0121083,4129958.0082743485,,0.0,,,,1560763611.456263,,,485751514.1157419,15935705.375573507,167261017.59035513,,28517245.959896576,2397707587.9397054,,,4264019639.6655917,5120235.232357811,74097379.2048073,,2929641615.91593,9053963.191620229,,,,,,5266266.8967387825,,186874895.51252437,,,328840490.7383881,,28211492.162598923,,1943644944.9946342,,,153588803.0126867,4969640.078464935,,,24533000171.73737,2619442.9798336746,,,3262142025.242866,,107497558.9424426,,,,,125578104.38861163,Control
,2111491.7932544043,109763843.3483783,,350055657.00883156,,,43309192.69231077,,,703592239.7854564,17343915.017434742,,,197616743.10413584,2348930057.302887,156446026.12576,,2104745.8130842624,2014808405.4559307,,,1684963705.0368443,835482898.0918999,9666989.583813295,649091465.9908803,778668253.0989653,4614250.436377037,,,,1406246788.327263,32299753.054639254,2137936035.5213602,1068664448.6530237,,1617915408.1258044,,137166014.79949456,,,,208673404.60299835,373686825.54483855,2334109.138869086,26565669.910018668,,,,16486298558.404604,,,33074259037.973244,751866473.8829914,,0.0,1167054.569434543,55802747.967413515,,,11603085.89264401,Control
,,,,4719136098.15322,,,,,,614336633.9031032,,,,,1505026148.1731842,713752900.6974381,,,203821001.8990637,357622091.1315603,,221701355.18029377,290304063.57842505,,90712741.88832456,8429121585.171472,,,,,337566795.7180126,,1244228423.8855283,1414403559.326614,,,,,145736148.3722443,,,301858678.429909,,,,,274020170.4115905,,14275508779.157536,172515358.1499521,,121383557.96841772,494590856.1932183,,,,,,1138730583.1495314,,Control
,,32864170.978895962,,1522338153.4879315,64137598.083571985,,,,,232442780.94470128,,176079663.48583797,,20530304.742866717,3975067298.085937,186602471.55520838,,111292324.94659872,1561864031.2076921,,,488828871.0947975,,,359026411.4427804,2305891535.7577457,142603093.45677286,,,1211702469.4301655,9962948376.73707,7378661.726428635,403126611.3360609,,,18928358.446997344,,,,,,570494524.9191872,494075338.5672834,,,,,1646755.9824671193,4295941995.531287,,,6766785455.936431,1737435851.5787559,,,,,,,,Control
,,267349492.78341335,,402810834.4219682,,,,,,,64824435.645772785,,,475053261.81901234,11212454480.60766,1168813546.5080972,,27794834.836944476,2743105748.718929,,,3132861159.0904493,,,79769063.45386715,3191311795.477196,,,,,,,3519984962.949721,3241758968.0216446,,825823473.8817763,13580538.193946812,303515974.942582,,,,1311421269.1340444,,,79479345.30572961,,602764642.9948882,,26207119027.203274,,,,725122274.2249726,36764025.83970224,,,,,,50761033.87159675,Control
,,,,,,,216375290.2657344,,,,,,,,5329581813.2315855,911697003.9988033,,,,,,,,,,1682650034.2396836,,,,,,,2677118583.5818214,,3450317910.645958,,,,,,,,374826073.11577606,,,,,,39210039519.28573,,,3101045710.191541,1802590304.351826,,,,,,,,Control
,,,,8115592347.150749,113421189.32429567,,,,,,,,,,16886049769.179457,183563499.7563983,,138531801.65082407,1212379752.320597,,,950953659.7540574,,,643343735.1046089,21315758729.558098,,,,,7822585966.846494,,3827241363.2220383,6616262303.381119,,,,,,,,55371362.00473299,1871587486.0362008,,,,,101230233.22223994,25041779706.856846,,,,2641094815.3084493,,,,,,,,Control
,,,,987912805.1865252,,,,,,,,,,,884348469.6406574,438408757.09796554,,,252612719.69929436,,,501164689.7772205,,,153821439.1806418,4385012959.199217,,,,,695417070.8401802,,1362013169.1053123,493694615.1364128,11514629968.333534,28486128.153495725,,,,,,912603250.7392626,,,,,,,21374519686.160522,,,12042831823.130987,4730292350.542957,,,,,,,,Control
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60579590746.622246,,,,8706726481.886036,,,,,,,,Control
,,,,2746493420.2401133,358799754.3917018,,,,,99945578.96295974,,,,,1974138705.2287354,33425493.389473584,,,239939147.06252494,,,,,,,1273441987.7513132,16804415.271925315,,,1430029804.1409569,11916915.034507975,,53047040.545729116,92898277.61422257,,,,,,,,1720963509.9477704,73155996.23435289,,,,,363190902.8209276,391116281.5790899,4394587118.779875,,25387813676.067432,2682817296.378427,,,,,,,,Control
,,10205945.824374085,,20411891.64874817,142883058.16740265,3401988.053919182,,13607988.890443644,3401988.053919182,,,3401988.053919182,,108863544.37587997,153089645.80019778,,,,251746602.54328263,,,1204298489.9209545,37421831.91834409,6803976.107838364,1013791413.1744425,,3401988.053919182,,,,,68039761.07838364,3527855853.9757857,2830448486.296188,,88451652.72713181,,309580876.23187864,,,,6803976.107838364,4442992144.14549,88451652.72713181,,,,10205945.824374085,29849042671.640163,44225826.36356591,,34271561127.15465,34019880.53919182,,,,,1204298489.9209545,,,Control
,,,,,70302502.79983076,,333342613.20708257,,,,,,,,8701217104.572565,1088692720.9757776,,7160172.769756892,648342095.6357288,,,672671284.831892,,,100636998.18998362,2860633379.839849,,,,,276407691.0217576,,4528414697.457847,69619206.74250183,4684841375.145519,93909900.38613944,,,,,,620095983.9700885,956373883.0572461,,,,,,57950146144.30568,,,6215732507.982573,3843886782.4480777,,,,,,,,Control
0.0,,15856337.255068865,3171272.6436158,218421611.6821946,361921245.7512827,1189225.2941301647,,2378455.780862357,0.0,,23388154.569848876,3567681.0749925217,,371038935.6512628,29730658.31626426,,,,237052667.75664577,,,367074903.2635159,1585633.7255068864,14667127.538744781,240620504.60969913,,107030432.24977566,,792816.8627534432,,3964089.506369244,145482169.52316427,1238778295.2780151,670328573.5281843,358353928.15843207,130022235.5068701,,53118760.96009286,,,,5153319.993101436,1027096681.0274366,13081514.583646005,0.0,,,1189225.2941301647,7660593845.0605,2378455.780862357,2378455.780862357,30933005315.717762,20613279.972405743,792816.8627534432,,1585633.7255068864,0.0,566466147.7753493,3171272.6436158,,Control
,,,,6894415614.883695,133104336.86853075,,89123611.03222631,,,,2711342512.782488,,,73801240.46819147,4696459059.778472,1112730496.6414175,,182187024.71620557,611889266.2360508,5119740576.893055,,944151451.3771871,687742830.679737,,183637663.34948695,20157942571.839016,54300041.56851077,,,,918707579.4400299,10813851.629915928,4787404211.367262,3801217208.6847615,,49684373.18988811,,,125678056.13792536,,,497494870.83086544,2103904069.625823,4854694.062515611,,,,32993786.64219014,8445931329.032889,8317599263.577256,,5264210997.143944,738539909.6394717,,,4557972.5238898685,,,,,Control
,1255098.1627062059,158521512.73763278,,2458327650.646685,3215605072.650616,,85185429.8139521,,,,19026939.508247554,911419165.1112864,,222609962.6708184,2316741247.146123,323514625.3767194,,,3913295837.784123,,,1633231348.0593035,,18299156.89306722,449272846.4920423,7480864427.499465,230022886.1943019,,18678301.12971805,,1701943614.4877365,348389973.6847994,1070507215.2140297,,2162760749.288837,,12276428.903970076,429156412.0508901,,54518326.442550816,,432376959.0725563,,10280474.18688868,,,,30318464.992871787,10269535657.762318,,,,985278205.6027611,,52979959.5972894,,,,,7508799.0775791425,Control
,,,,1491172576.615259,,,,,,938745763.2078668,,,,,933677559.4852073,1072807735.4236978,,,,439799735.46551573,,13980435.939751424,80198262.17384477,,,1460086213.8752828,,,,,,,187007550.83664748,287724054.3357746,,,,,,93142288.89259727,,,,,,,37979001.52499308,,6172267845.16039,,,,1025972683.6365316,,,,,,,,Control
,,535869668.7377336,,6504249318.209607,,,,,,,40929567.04942406,,,1799150041.8266492,2977636424.9191008,3159880970.9704986,,,8256658444.803202,,,4935460451.369419,,56721092.81671051,129008594.61310625,15464772918.912663,,,,,3010861995.2372828,46624188.00985525,1448718242.4607308,804975944.1680069,20655132275.117073,52610627.028288014,,16191733.38968864,1503479985.459431,,,1114820020.495303,,,,,,,2709847499.579235,,,1416451502.9045541,2475534274.3215523,,,11839475.496064816,91855987.00010286,997542511.8138609,2691604702.124735,,Control
,,,,4119328574.87602,,,,,,438365708.7055948,,,,23700355.223332793,1225555842.6158338,1032123541.5089647,,,104052918.81962864,345246077.9710084,,417371416.62570405,176511972.2209514,,78323842.2653149,7231069902.386177,,,,,243063283.37505275,,932508037.5875566,1003952730.3233889,,,,,,43624116.82889487,,445251466.447882,,,,,234300793.19628814,,11949565132.246048,,,126692655.88783948,562306043.9603609,,,,,,363382318.01295376,,Control
,,,,13698418.8493973,,,,,,1834555402.734405,7531044068.294301,,,,2995413307.5588274,3336562101.772219,,,426526504.4164157,1494534294.6481302,48484568.27587805,,,,,8267541813.104401,,197618090.99199846,,,943095778.4880335,,154421777.1332838,,,,,,231430869.23507318,,,272561736.92412144,132152943.71779908,,,,,163051543.60079834,402945993.97938997,15008671425.304123,,13398454339.58424,125066326.68739162,,,,,,542494184.6150179,,Control
,,,,2737584871.131112,74343869.11728325,,265444246.27326074,,,,23322081.366583504,,,18971512.127898324,7458195997.114163,705376621.4901066,,1222921.2039090192,147026513.41332725,,,665155500.6553466,18343818.058635287,,328024262.74763155,4384453896.113848,183530170.2344345,,,,,,4308968273.129198,174574707.4358972,4307858986.196448,1569235.1731575907,,,,,,350204590.24684864,680138990.981117,,,,,,21538510313.395664,,,,3753339976.404482,,,,,,,,Control
,,54312418.736899614,,4526037.221991169,49786360.56966264,24893215.193574335,,2263015.120121283,3394526.171056226,,1380438315.646664,4526037.221991169,,85994895.72504452,47523366.394787155,,,,88257680.44746187,,,30550735.539506033,,,20367157.02633736,,9052046.516987924,,,,,6789052.342112452,30550735.539506033,28287741.364630558,1739125650.1551247,,,1131511.0509349431,1131511.0509349431,,,2263015.120121283,70153308.14354189,,,1131511.0509349431,,11315110.509349432,295323776.88189167,,4526037.221991169,59105528788.22319,3394526.171056226,6789052.342112452,,,5657541.291177509,3394526.171056226,2263015.120121283,,Control
,,8668180.00434269,616085.520969811,935604665.2290614,53778534.95256246,,58343657.02509749,,45135428.19616621,,403181408.8714122,,,680559.5871178146,2135470618.1359699,225913545.89004043,,20275302.857265204,143743139.5306919,,,21192267.353592366,,4303643.915379233,157662374.03353307,1363678436.4724483,10597029.149937129,,,,688892860.1674441,861445.1615886021,803112250.241196,933681188.9223125,,,,,,3372351.84879696,,184976095.778622,134922729.09238863,3474435.7868646323,,,,30850840.651819665,3836529306.1369476,,,4930904941.14803,183917646.5260256,,,721751.3516012612,,,,,Control
,,50054813.191776015,,2373299167.865099,187654886.7027716,,98691068.92467578,,,1957136440.7629237,,,,144692860.80537683,4976239520.977697,1458742414.6160498,,71911105.89149888,6374989714.594817,1051076021.0770912,,380743824.20039195,6255703292.933863,,1439730742.4290996,9821821643.83837,152048343.92547584,,,7722131436.850916,1477558941.3324661,,145113174.12652534,1381712492.9205635,,454583868.01216173,,21383440.213430777,,233056230.9818319,,1669431972.4367642,,,,,,196616567.1572596,14715619709.110796,,,3364998426.7349415,2457436888.045007,,,,,,,,Control
,,87807708.85221422,,64097493.19526847,2883741.9503214327,,6040471.520724928,,,,,,,43285909.722466804,5510279928.41282,204135178.88609275,,22141777.694292445,1847302261.6840484,190381566.24523094,,2007094324.2462654,1049021936.2175301,,253377182.1376227,2261796737.1941047,,,,4472197350.643668,574013550.4521916,,4461684845.564872,659175761.095247,,238750009.11249834,,,,,,702650280.4461342,276124496.00736994,,,,,,9748338279.017738,,,10365488836.854172,2633208802.8439374,,,,22940886.909441754,,,,Control
,,,,,,,374879214.28026336,47630051.10177993,,,,,,,7243927794.005374,562714925.0299834,,,27471944.183487605,,,702961884.580345,,,,1785897889.5851371,,,,,,,1309052970.7626903,1070005381.0102682,,,,,,897811069.6685582,115726081.12172182,251846804.96651384,327102736.2517162,,,,,,9881226926.547016,12367068053.299143,,,580045865.9006926,,,,,,,,Control
,,,,0.0,57416369.509942934,,,2126541.92549808,,,18075609.045085773,1594905.104947513,,51568616.24898355,109516745.78367338,,,,173312949.98157388,,,334398686.98352396,62201513.36112052,4253083.85099616,307285193.0653325,,5847967.529126921,,0.0,,,23923576.574212693,1001071592.0695947,843707693.1374959,2126541.92549808,35619565.19950841,,223818635.41852435,,,,1594905.104947513,1590121568.1075916,26581787.46048647,,,,,13179795685.383251,,1063268.284396946,30602529624.03051,30303196.994002745,,,,1063268.284396946,545457117.3557143,,,Control
