taxa100883,taxa1017280,taxa102106,taxa117563,taxa1263,taxa1301,taxa133925,taxa1348911,taxa1350,taxa1357,taxa135858,taxa1485,taxa1578,taxa158846,taxa1678,taxa1730,taxa189330,taxa191303,taxa207244,taxa216851,taxa2172,taxa2316,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa29521,taxa32207,taxa33024,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa447020,taxa459786,taxa52225,taxa561,taxa570,taxa572511,taxa577309,taxa577310,taxa61170,taxa644652,taxa674963,taxa724,taxa816,taxa830,taxa836,taxa838,taxa841,taxa84108,taxa84111,taxa846,taxa872,taxa904,taxa906,taxa946234,condition
,,,,6818527648.477553,,,,,,887635201.9981387,,,,,2174563773.868796,1031278561.6611227,,,294494396.40722126,516716633.1653722,,320329142.57195354,419450984.8422278,,131067917.04456298,12178966104.275417,,,,,487739383.212955,,1797745547.6660578,2043626116.048593,,,,,210569463.64561304,,,436145875.4310338,,,,,395922912.4422038,,20626222529.344254,249261880.74821317,,175383190.66536948,714618387.2419758,,,,,,1645315117.826456,,Control
,,,,7461171634.01934,,,,,,,,,,,19617209916.011116,1908031898.6579986,,467392485.6297263,388202417.1095291,,,88460707.69205604,,,487895377.4793735,17189825166.664497,,,,,586352252.6263034,,3585112917.6955056,4704844901.148718,,,,,,,,,1058456193.5259792,,,,,,26695230959.484142,,,,2284813963.164513,,,,,,,,Control
,,,,1241335689.2707026,,,,,,,,,,,2729603512.0610285,535280593.09934235,,,34866071.14774459,,,359453036.23779625,11915225.602467733,,97280642.95543551,1970784552.9861748,,,,947902984.2113965,33761885.319662504,,5124108459.482184,,,,,,,71491353.6148064,,319602533.01865286,,76182583.79965234,,,,,23542551905.692596,,,14071881436.514393,7870599152.541056,,,,,409921190.7529606,,,Control
,,,,2797827610.270474,,,555137885.0232724,,,,7911304.001241298,,,,7125492690.615876,238032621.57947543,,2908666.6625840347,269536444.06612056,81947643.40349603,,490911562.5825569,,,,2900391775.2499704,,,,,1373173451.7763047,,3092202182.388151,1225094039.947113,,133031101.66512816,,,,,,684142637.9286199,,,,,,,38312122384.49635,,,,6110368025.374047,,,,,,,,Control
,,37441892.02749418,,3946541612.9699755,,,490003920.7226705,,,,110857366.59120825,,,337299733.6301452,9259708251.126205,278220445.692774,,,2308093776.3029284,44775371.84929814,,3335813608.5801163,,39321650.88170795,72979822.29707225,5738847308.472692,,,,,1965566215.4730814,96916494.05867001,4823324070.1249075,2054891065.4037893,,1601191500.2346036,,83742046.8100387,,,,782383065.0813037,,,3565894.4788089697,,,,35329381916.00972,,,,6815610291.285354,,,,,,,,Control
,1735894.26840882,69351355.0115407,3209332.37422002,585334031.3530208,1082037690.9787774,,,,,69592323.53509524,19298969.523406286,,,376618454.0021438,3594989450.1024995,341189941.71418554,2127276.26526492,12280185.71312022,1032872438.0168501,,,6321970.37274618,,,,299978184.8609184,322601599.11056113,,554074.12103942,,173742909.97690403,0.0,573828935.4768116,,,185654736.16357145,709092.0884216401,22928845.690326586,498820.1920715,1923143.6943556601,1318420.1384289803,187831127.03236338,,,2199413.3391952603,0.0,,204712737.16342318,3899024194.24848,624676.3636095402,,,2138204264.5496867,,,,,,575561.7600825,2455730.1763520003,Control
,,79385551.01971333,,1236447596.4534733,187587730.0867949,,237167130.1491826,,,,24109940.814788286,,,327583710.47816014,17433500673.100018,1159015277.6125453,,,5464386436.102005,,,2169782814.219385,,33480292.544732768,359790530.0605129,9646987917.3804,144564994.87125552,,,,9368888956.947153,25400622.871254463,486208535.21785396,684379858.1676716,6872322655.124618,,,1376727.5268972612,,43478776.20882412,,1302547726.838628,,163469184.72496352,,,,316371985.6809906,19305678018.73943,2243575409.6610785,,94417694.70402278,5902082535.090817,,,,,,,,Control
,,,,864074544.1291265,,,,,,,,,,,3014170962.1559677,1096824056.115955,,,61700067.896848835,,,,,,,142114565.15425563,,,,,,,,139476116.78700504,,,,,,7852575817.591611,108424818.60079277,230472710.29685304,3633731470.6488204,,,,,,13276458340.752213,,,,608151342.0132521,,,,,,,,Control
957518083.202792,,,,3424655787.530901,16820308.857152697,,106177424.95974208,,,,5586350565.655652,,,,3692838692.787612,112362638.0177518,,,31669778.282995682,,,1679805944.3447032,,,76769773.69696039,5755830361.531739,211573951.27688977,,,1105696699.4392195,113496800.33199607,,2199971206.8284264,3360163475.825842,,,,,,,,8335287320.619678,10901902835.36273,,8372968.778928995,,,,11299355454.01019,,,,1403355429.6497314,,,,,,,,Control
,,,,7197559570.859864,3222571093.3038,,,,,,,,,146487490.23167408,17079480787.30676,1843264096.7564857,,268605225.53103626,696079736.3697221,1072105919.4916312,,2137948898.4172916,72494497.62481603,,1280857797.374565,1783381931.8971899,220855106.58404264,,,,9285001503.792688,,3250687085.6912165,3540338481.1302924,924283231.8080095,,,,,73724031.96905564,,1266257077.0367196,,,,,,,32333775475.012184,3550328447.6772394,,,2616180123.90412,,,,,,,,Control
,3075837.1684024474,100662163.42856714,,437877773.4776707,30002306.526395064,,4646577.185803087,,,,142480185.9067521,641190.1414314554,,,344231191.39547884,105722525.11149146,,41841466.359041676,582469080.855571,853951565.5645434,,47547706.95956878,3799080.892832444,6830374.687607112,120771152.23342384,3780736056.062056,21764126.79334156,,873284.5619130424,,705715906.907465,21949333.45210969,1458432106.1564944,92670144.44450927,1462581673.0681348,8151437.373883622,22065380.662350487,48008379.21840344,,31676199.6195653,,145778739.94329342,,,531003.9014048432,1033875.1457816154,,,454057567.85094005,23208269.854115877,,,53316073.8443662,,1726641.8250978682,1346850.9552189072,10319996.353130773,,,0.0,Control
,,,,8049766862.050917,155409673.56341136,,104058752.87888826,,,,3165703422.9194093,,,86168692.61791968,5483481504.475751,1299199464.9873812,,212717532.01100034,714428345.160724,5977695622.120744,,1102370308.1731853,802993285.7641096,,214411265.52683166,23535966960.21821,63399525.01305058,,,,1072662607.2449389,12626013.481651846,5589667047.735313,4438216961.546561,,58010372.91722357,,,146738912.7806611,,,580863984.5571828,2456471760.136804,5668233.186503764,,,,38522813.9992777,9861282221.633738,9711444546.397976,,6146376082.720129,862302829.2758628,,,5321787.69462917,,,,,Control
