,taxa1017280,taxa102106,taxa1263,taxa1301,taxa1348911,taxa135858,taxa1485,taxa1578,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa33024,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa447020,taxa459786,taxa561,taxa572511,taxa577309,taxa577310,taxa61170,taxa724,taxa816,taxa830,taxa838,taxa841,condition
0,1.6240928162370123e-05,0.005667638971731218,0.037724895140336084,,0.005251270518911004,,0.08497387101632835,,0.0012254114016210223,0.10890510114204872,0.005578091388370205,0.0007619887528235299,0.11019102668695968,0.004219526623664546,0.06676968161328926,0.007537014298913616,0.0022370209955155014,0.009251210894681585,0.24928044901494323,8.131588004583947e-05,,0.009595273845409055,0.0007559818341881329,0.034836679669049936,0.019601799138874842,3.3483009430639786e-05,1.2570033440738524e-05,0.0007391847098558184,0.0012751353392140327,0.0003313816780527438,0.01413617061606735,0.048346017201590194,,0.00045886184020395055,,0.1375484252195362,,,0.03265728059674065,Control
1,,0.0006548923722346757,0.06943102983556346,6.442141414743538e-05,0.009103133051576673,,,0.01784707858274297,0.009761311033276066,0.12452107841681968,0.003171434535815548,0.0018245693416729925,0.07973317565537055,,0.07646774922022513,0.003844515103301322,,0.0031388131275587416,0.10627573702967527,0.0008912215673037736,,6.993654432034879e-05,0.0023826535778937626,0.02321764193920894,0.021892485236172543,0.052182753577764675,0.018204857984811335,0.0006114753900223785,0.0042227122213289794,0.0012915965492182537,0.009371731625317077,,,0.00010220592299165068,,0.3247332114450451,0.00039216095825269406,0.00044789897595767,0.0341465177644103,Control
2,,,0.008152428675695544,,,,,,,0.2638293929471717,0.01232869330702418,,0.001006417237871517,,0.0008243881324909029,,,,0.13009385779912572,,,,,0.08574600390256384,0.014833729226558113,,,,,,0.01846138748673663,,,,,0.4103288702980195,,,0.05439483098674232,Control
3,,,0.021823353362943235,,,,,,,0.03326033312348531,0.009258742607901235,,0.0002293932029627556,,0.007885220594192496,,,,0.03410214207856301,,0.020422299961613676,0.0004243196305834205,,0.0902247706619649,,,,,,0.0019337121946498522,,,0.0016967531141729793,,,0.38442959220655776,,0.25758450323341436,0.13672486402699505,Control
4,,,0.0005597360898604351,,,0.022694171570947143,0.13210495294598978,,,0.051938857592595235,0.06997900188563357,,0.006920570812972482,0.017926749927280827,,,,,0.1683787458645168,,,0.013003243058187123,,0.005813296021728717,,,,,,,0.010790140623485016,0.002621404845588298,,,0.0013917426987776359,0.004600379442149338,0.24797807612452163,0.24048185059604923,0.002817079899716794,Control
5,,,0.007558012289907124,,,,,,,0.17941223735999118,0.019688441416323785,0.0018084376410928782,0.0055073476707080335,,0.011191518994768244,,,,0.025507092587538166,,,,,0.04649400937175565,0.03511332069821364,,0.0019597529774582996,,,,0.01360827897936122,,,,,0.6418627193396406,,,0.010288830673241009,Control
6,,2.5236013144885286e-05,0.0935376930631945,0.0002767754612394329,,,0.07653908391630919,0.0036257790593204296,0.001350229288670651,0.10586507514279375,0.03376999159004733,0.0011821943718766592,0.009210939627044555,,0.02632906078740054,,0.0004267553442387105,0.0013159657586284085,0.07359180482016059,0.0004022374290288423,,0.014398376524188516,0.0003342232960407978,0.06676648911866198,0.06869437690334422,0.036674492566352766,,,9.766131916232031e-05,,0.03890675129006294,0.01820142318803887,0.00015203159138504064,6.975808511594307e-05,1.959381508403695e-05,0.3016657615213172,,,0.026570239108146983,Control
7,,,0.025531438793691515,,,,,,,0.10679035628432372,0.012027939258116436,,0.00023781696833366858,,,,,,0.005262656031227374,,,,,,0.0038896814399352548,,,,,0.22681354292219194,,0.11866570837379165,,,,0.47587258010645567,,,0.02490827982193274,Control
8,,,0.00817100180521665,,0.000433726761997368,0.01977681378406181,,,,0.10487798769290255,0.010956227695686762,,,0.0035747252770464886,,,,,0.029312767388977964,,,,,0.00577484249995197,,,,,,,0.0005369279813408976,0.0012803589873526206,,,,0.03783149494007237,0.45200725868693237,0.31766059533021523,0.007805271168244843,Control
9,,,,,0.01542740230760968,,,,,0.2165405716532465,0.0081990470419184,0.0025616575228359323,0.002006542213286692,,0.018164167397970454,,,0.014952443297778121,0.028481124255438164,,,0.0011510687844413687,,0.033655613677035984,0.030155793040690222,,,,,0.03388301030986337,0.010616402958182936,0.008901909361566727,,,,0.18987213499496364,0.36967659821122756,,0.01575451297194428,Control
