,taxa100883,taxa1017280,taxa102106,taxa1263,taxa1301,taxa133925,taxa1348911,taxa1350,taxa1357,taxa135858,taxa1485,taxa1578,taxa1678,taxa1730,taxa189330,taxa191303,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa33024,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa447020,taxa459786,taxa52225,taxa561,taxa572511,taxa577309,taxa577310,taxa61170,taxa644652,taxa674963,taxa724,taxa816,taxa830,taxa838,taxa841,taxa84111,taxa846,taxa872,taxa904,taxa906,taxa946234,condition
0,,,,,,,,,,0.025042555053980505,,,,0.05132691284086048,0.048210011836175376,,,0.00268419399711335,0.019424209272541935,,,,,0.1608753210557387,,,0.013848906014627405,,,,,,,,,,,,,,,,,0.004605238866299342,0.30346949706004,0.37051315400262275,,,,,,,,Control
1,,,0.0017865251987873069,0.05631184611722566,9.680628113463088e-05,,0.0018393193415579864,,,,0.00022802576558399873,0.0060212894167758525,0.021688691627369753,0.01330637053747807,0.005134204855366003,,0.0006377164827908963,0.02776563444416498,,0.13041480776651876,0.0,,0.0054168628576662745,0.11218500047943614,3.788515854530385e-05,,0.012699799535431966,0.004938141501169282,0.06659710502245896,0.02444695582539455,,0.0015820883055051012,,0.0019939234656485257,,,0.0030451089698678192,,,0.0008209131793684573,,,,0.16231697051891333,,0.33540823504891837,0.0026520632145015806,,,0.0004401213836395137,,,0.00018758769878092493,Control
2,,,,0.07668214026943718,0.034332977194856874,,,,,,,,0.0015606643005972485,0.18196322358537292,0.01963796681771851,,0.002861695464760712,0.007415969740510137,0.011422118246161277,0.02277751169730685,0.0007723497361709793,,0.01364614162849435,0.01899998771936288,0.00235297007208734,,0.09892155538362664,,0.03463252240192887,0.03771844183276228,0.009847228874233995,,,,,0.0007854490824317299,0.013490586891647938,,,,,,,0.3444810816785175,0.03782487402113088,,0.027872543360882896,,,,,,,Control
3,,,0.0016423913795691268,0.01524653806721163,,,3.0181304277442816e-05,,,,0.037306124497981756,,0.0007135795240276207,0.12816587400941554,0.010283593493805058,,,0.026426831321771423,0.006782765438727936,0.05267237157677194,0.08109777431680756,0.0019669674262430405,0.008235736107276345,0.23198143107956895,,,0.0030427226015999737,,0.030892648149301725,0.036187180587547677,,0.0019943033550330475,,0.0009268810650321747,0.000791522488272734,0.021413381333462864,0.006061462752662991,0.007245037334883114,,,,,,0.1060136096341975,0.11153973531301008,0.01864706663635664,0.05269228920518399,,,,,,,Control
4,,,,0.0682645785510411,,,0.011186906309359042,,,,,,,0.07011226186739968,0.021461845274383832,,,,,,,,,,,,0.010188061073854823,,0.033562622826499536,,0.05796088069931993,,,,,,0.0095193919068685,,,,,,,0.7126251713007554,,,0.005118280190518104,,,,,,,Control
5,0.0002885236925096605,7.450331877961142e-05,,0.056708433281016116,9.13624708611766e-05,,0.0,,,,0.034527038698013116,,0.010745740868371515,0.0003525278986157223,0.003700129593374413,,0.0006308553374712626,0.053041820085791884,,0.09432816733243492,0.00011326927326656368,0.0016391739661579276,,0.06480920537970496,0.00020029076484925345,,,,0.0001164997694738097,,0.004134025615210145,,,0.007274572693685662,,0.0006240914860373412,0.04299709689439276,,,0.0033976743859710046,0.00010993782405284122,,,0.5427162961068787,5.794702571747553e-05,,0.07216474238458473,0.0023780490205589787,,,,,0.0027780248322186282,Control
6,,,,0.060239977842989206,0.0003107262750460698,,,,,,,,,0.04421948341429217,0.04734065476869589,,0.008402409373350874,0.0066735094310413435,0.00706093460174426,0.028626829737320898,,,0.0063596587594573475,0.1413507229853589,0.027271446361771257,,0.006710296680600804,,0.03758114864104878,0.013119240275769318,0.03668565627848493,0.0018674820468143455,,,,,0.007271881761546864,,,,,,0.0011690282401100758,0.4497216061897723,,,0.06801730633478453,,,,,,,Control
7,0.0003898638243978728,4.784600237020175e-05,,0.011447156067070766,0.007268841720254358,,,,5.4941807806460485e-05,,0.0005109993600597184,,0.005880395333676702,0.06634943010038638,0.0033364477161288565,,4.875832021200645e-05,0.07654519019444839,,0.0017163739663818983,,,0.009730579363390692,0.013750251774382176,0.03316883566854601,,0.0019355329857132038,0.0007421198799835741,1.6523089801573913e-05,0.023924217608889953,0.059763813074994655,0.018761613679415364,0.00020790709928238094,4.4500836950251214e-05,,0.00033532749118776994,0.006983793079014935,,0.00030836343052998674,0.0009125205791028732,5.980750296275218e-05,,0.007184705741510146,0.5788991222792781,0.0,0.00017729376725737897,0.06909368216853491,0.0003350233852405017,,,,6.822110083717326e-05,,Control
8,,,0.00047063285465547266,0.04960679187805934,,,0.0061591957968561584,,,,0.0013934423735877718,,0.004239751997476978,0.1163916322472237,0.003497143853835084,,,0.029012015791197606,0.0005628123989092596,0.04193013216457648,,0.0004942608346457172,0.0009173335064023711,0.0721355130567406,,,0.024706551643361493,0.0012182099726300783,0.06062767272509706,0.025829337027275603,,0.020126475607913443,,0.0010526112974194794,,,0.009834310057913903,,,4.482217663385454e-05,,,,0.44407926426729427,,,0.08567008647029413,,,,,,,Control
9,,,,0.029765948770112422,,,0.0003484474111148082,,,,,,,0.048970409065663294,0.005159657444038607,,,0.0013087073265259045,,0.009377399859060666,0.0011885166915271506,,0.00307329562299445,0.03791666613951476,,0.021374533839567854,0.0013448699474071081,,0.09923476520443159,,,,,,,0.0017004866244692107,0.005855708823215603,,0.0022221561525164334,,,,,0.3207403068361481,,0.2561578722968177,0.14514495201441613,,,,0.00911529993045812,,,Control
10,,,,0.3912093818557925,,,,,,,0.04179264282800467,,,0.20464617285510395,0.013676840765204135,,0.0016741383316220065,,,0.0019565876101343403,,,,0.060190712151207804,,,0.001415244337898419,,0.04439218264339548,,,,,,,0.0025685967367365015,0.08576811106959195,,,,,,,0.14185634916641057,,,0.008853039648897774,,,,,,,Control
