taxa100883,taxa1017280,taxa102106,taxa117563,taxa1263,taxa1301,taxa133925,taxa1348911,taxa1350,taxa1357,taxa135858,taxa1485,taxa1578,taxa158846,taxa1678,taxa1730,taxa189330,taxa191303,taxa207244,taxa216851,taxa2172,taxa2316,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa29521,taxa32207,taxa33024,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa447020,taxa459786,taxa52225,taxa561,taxa570,taxa572511,taxa577309,taxa577310,taxa61170,taxa644652,taxa674963,taxa724,taxa816,taxa830,taxa836,taxa838,taxa841,taxa84108,taxa84111,taxa846,taxa872,taxa904,taxa906,taxa946234,condition
,3.9889189459810827e-05,0.000169529055204196,,0.06996635061946284,1.0888120592346325e-05,,0.0001966984776168733,,,,0.003156537390416663,,,0.0002127762631644501,0.0036164841668410125,0.0004381705352396567,,7.397816514612876e-05,0.03210560785019249,0.001303928759535755,,0.09560431307966524,0.0018202495435130001,0.0004128327592817667,0.00446870855899896,0.5482107663364547,0.0005268018720240834,,,,0.009621333552588198,0.0006521678960406316,0.016944663111373062,0.05926271752836814,0.0008665722893871149,,5.0370277506648886e-05,0.0006783197370895382,2.9509859549349846e-05,7.591156973729305e-05,,0.005983073144562493,,9.575440633082141e-05,0.0005877549957139473,,,0.0,0.13685757035761065,4.57911613696808e-05,,,0.005913979369962464,,,,,,,0.0,Control
,0.00015688603174767688,0.0017604970116970528,,0.04427264882047412,0.00019387211695244007,1.2701265523613736e-05,0.000430826926560978,,,,0.00019783491179580756,,,0.008081662837489137,0.14846966516110946,0.0030063387443772767,,2.7841174027761308e-05,0.09264242106849346,0.0006931842672167433,,0.031573923549965105,0.00033002968336557937,0.0004214787951355983,0.008369727539564697,0.18865240487285576,,,,,0.07525449017679045,0.00029761605374931707,0.01589619265848563,0.008031365826015628,0.012479044182012589,0.0021759808095055057,,0.001349788889725479,3.647803458381865e-05,0.0002229326124704683,,0.008496028923931512,0.044042705109434616,0.00011451460996090146,0.00018777550950110547,,,,0.28150373635668163,0.014127973277350221,,3.617320421125193e-05,0.005691691106441788,,,8.453962332517304e-05,0.0006770282574707065,,,,Control
,,0.002058849738685232,,0.05506931070566542,0.0019497562350570409,,,,,,,,,0.00546143675841521,0.018475857789301386,0.011307677891792767,,0.002906166164644804,0.04027003518341181,0.0014032795263182276,,0.10318570186834483,0.0010388608014325663,,0.010296267074621874,0.1838008560156489,0.022336011826099098,,,,0.004194397962807491,0.00044565856801303795,0.028956705824271053,0.014251587784797369,0.05432684918282305,0.017768617018324176,,0.00018104879325529666,,0.0008398484155354396,,0.009250140100884745,,,,,,0.0008549862745032738,0.3572020029203957,,,,0.0521680895749501,,,,,,,,Control
,,,,,,,0.007350499264950073,0.002513899748610025,,,,,,,0.19706598029340197,0.00402589959741004,,,,,,0.014816598518340147,,,,0.04881839511816049,,,,,,,0.03338249666175033,0.03324099667590034,,,,,,0.02409989759001024,0.0031037996896200316,0.00696519930348007,0.008777699122230089,,,,,,0.2693449730655027,0.3310939668906033,,,0.015399698460030156,,,,,,,,Control
,,0.0007086486159090499,,0.033599869087555134,0.002656715053974818,,0.0013972140726627824,,,0.02770806524795263,,,,0.0020484822338423547,0.07045087223604192,0.02065207573794984,,0.001018078031042826,0.09025361098389416,0.014880558333076537,,0.005390362421327678,0.08856481919312455,,0.020382918901228047,0.13905196862776767,0.0021526171331662214,,,0.10932570527485769,0.020918469812036503,,0.002054432799518004,0.01956152831778571,,0.006435749298417682,,0.00030273502874867043,,0.0032994824070463197,,0.023634903042970522,,,,,,0.002783589614987774,0.2083356799105715,,,0.04763980375884482,0.034791044823698554,,,,,,,,Control
0.0,,,,0.01918704157435774,4.559152394102732e-05,,,,,,0.0009415640813907814,,,0.00692031342346962,0.15627146883475054,0.0007720303825254054,,0.0005179906553025185,0.08556433595215081,,,0.022797013911674505,,0.00016139608131983808,0.007053227843380074,0.16070438382846738,7.49078127909785e-05,,,0.02254933821868595,0.004012471420530687,0.0013812040857099784,0.05842496412406111,0.026127803370121275,,0.0071397161119089335,,0.001888448912715184,,0.00010203320460943869,,0.005307500223002019,1.43973233497981e-05,,0.0001958244632432683,0.0,,,0.35694094437051616,,,,0.054673313778707926,,0.00018205311047389625,,0.0,,,4.8721376843157336e-05,Control
,,,,0.027119539666779113,,,,,,,,,,,0.049557849766526434,0.012317272630972346,,,,,,0.006451453796127856,,,,0.021169746522454225,,,,0.0160153680270366,0.0003215373188282888,,0.09688907961451314,,,,,,,,,0.009154968708903836,,0.0018384858734816203,,,,,0.39506218573369084,,,0.20413249335437508,0.154949770459815,,,,,0.0050202485264954026,,,Control
,,,,0.07361376883956484,,,0.011884316492856076,,,,,,,,0.07143696639158216,0.009666699625730775,,,0.0013708430213259855,,,0.0051176468110701555,0.0005280804206512538,,0.0026650712607724503,0.0025218698098248642,,,,,0.006698077390155564,,0.03217630304796466,,0.07159861957010284,0.0025811359565405664,,,,,,0.006335861955405786,,,,,,,0.69707919180631,,,,0.004725547600142241,,,,,,,,Control
,,0.005633442921124959,,0.07655810500307839,,,,,,,0.0005931422454900667,,,0.022875713762590188,0.033925905507691936,0.03531701320284741,,,0.10410873737963115,,,0.057107646867090266,,,0.003623036775624027,0.1915368581166728,,,,,0.03457085715895327,0.0006477684733226831,0.015638593681465716,0.009815920678290752,0.25006438450425944,0.0004474723046030897,3.0482038735327375e-05,0.00043479660532701295,0.01459546411167492,,,0.012819256600417696,,,,,,,0.03242624956238657,,,0.015765048871862763,0.03101763733013557,,,0.00012444317463894378,0.001592812274905737,0.01337588075989811,0.03535333008728124,,Control
,0.00011303647786790053,0.002229928878615733,,0.015266668451629748,0.0014037459664699382,,0.0004057435817324195,0.000521900389799701,,,0.0012688671772063701,,,0.0032636640769268094,0.0869315941082529,0.0036798758631990873,,0.0002164099976990081,0.03630604842792732,,,0.004748437972767771,0.000505996771364146,0.00018369685851194874,0.012202101572586029,0.03493028477743892,0.0002700595459657855,,,,0.017820306424478044,0.0007223061132502708,0.020241078724320436,,0.09640703036564431,1.2078697545991148e-05,0.00015017847282182328,0.000790651410198004,,,,0.003368748745576932,0.007974456775676242,,4.660364136494919e-05,,,0.003045744242034552,0.05990118014914372,0.03252340297977442,,0.5241711849383474,0.028376987423861424,,,,,,,0.0,Control
