,taxa102106,taxa1263,taxa1301,taxa1348911,taxa135858,taxa1485,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa33024,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa459786,taxa561,taxa572511,taxa577309,taxa577310,taxa61170,taxa724,taxa816,taxa830,taxa838,taxa841,condition
0,,0.007695321896300745,,,,,,0.28954325353179006,0.0133595431175971,0.00016347624009375954,0.002111243039996123,,0.005401926371861755,,,0.003019050360256479,0.0923108838178026,,,,,0.07575273834522565,0.012400198819259465,,,,,0.0073901189664944645,,,,,0.43231604933601825,,,0.058536196157303634,Control
1,0.0014282069963782783,0.04061872921809389,0.0018725199285468098,,0.0063256452712037795,,0.0010533562099413285,0.10260915527400774,0.006144492891146085,0.0031272245609171288,0.05193922296848978,,0.01625169409605421,,,0.011193911484826295,0.0636875056163868,0.002927406141698085,0.036863795340242624,0.254293673508127,0.00037393278451098194,0.01052999209192341,0.0001170962456679234,,0.0006283213182181256,,,0.01887065159062703,0.01521108791286244,,,1.8870039589343055e-05,0.11922703013830924,,0.18728769292957975,0.04739878544265186,Control
2,0.0023159962196110796,0.21108334579402993,,0.0008169154033812292,,,0.006755151467507445,0.061301496073828614,0.018989588536336983,0.0007083354414745282,0.003652309720544119,0.04874819516601598,0.028050165584441903,0.008247766747253249,,0.012150692977226636,0.09851404524910838,,0.015347746827243224,0.020062559709999137,0.0007660121320147606,0.01816169198368919,0.019108944392383767,,,0.00020546038160417347,,0.016289354719959657,,,2.4117477361129252e-05,,0.40623376239522874,,,0.0024663455997559923,Control
3,,0.06826457855104112,,0.011186906309359044,,,,0.07011226186739969,0.021461845274383835,,,,,,,,,,,0.010188061073854825,,0.03356262282649954,,0.057960880699319935,,,,0.009519391906868502,,,,,0.7126251713007555,,,0.005118280190518106,Control
4,,,,,,,,0.1812564372928082,0.005708170217890613,,,,,,,0.003449049142633343,0.0018037919774660488,0.001088653257976996,,0.00243721802377798,,0.09849647662492833,0.003682062713152144,0.047313471719824564,,,,0.02641010653315237,,,,,0.6203357168234066,,,0.008018845672982826,Control
5,0.006046619597364325,0.0015756347557158738,0.001219368782444193,,,0.002141679117260709,0.0026271808275415446,0.1300462676188326,0.004601139316124496,0.00020937006051009122,0.02159094296355307,,0.01854144914706455,,,0.0043886047154506735,0.0366041339919388,0.0004840725631101183,,0.005944741820480333,0.0016210612193565325,0.02171711624233926,0.013837513316589172,,0.027570800971656748,0.0009801907952305684,0.00015955407341651517,0.00960652311768047,,,0.0003813781307000004,0.0009615098000704775,0.5648091700615717,,,0.12233397699399719,Control
6,0.0028485002552364473,0.03190547846070896,0.0007948206477060495,,,0.02785644436152961,0.006403564699876788,0.24682594514363965,0.010689896941877842,0.0015000522773446388,0.034339347619740744,,0.026928777755682337,0.005625452301535723,0.0006544918539596503,0.007774358679986796,0.1308368680335313,0.0008577584704674002,,0.07468310703735061,0.0015781607805110055,0.0072206288452037045,0.017710846831480387,,,0.0012792573746932547,0.003371888729209505,0.014685218632055642,,0.0009501151126628027,9.28691651820584e-05,0.00024201335429894024,0.2042393851364233,0.1302064647599445,,0.007898286738160206,Control
7,,0.2488077990990309,,,0.05188376022397268,,,0.030347817054181093,,,0.03261052729830189,,,,,,0.18457272212222048,,,,,,,,,,,,,,,,,0.19867188091991791,0.0891194699968837,0.1639860232854914,Control
8,0.0003583227707670487,0.004935908957684972,0.008178725104727747,,,0.000528527377652568,0.008384767386460322,0.000671855781902385,,,0.005356935045079743,,0.008295187867196897,3.5832277076704874e-05,0.00033144891498802125,0.0054375613061301755,,0.002418682222962591,,8.958081003459592e-05,0.0032876176409578593,0.027994010469738324,0.015148138433682626,0.00809811057796069,0.0029382528221171536,0.0012003819861266156,,0.00011645513518495829,0.023210412510224602,0.0002956171072826513,0.0,2.6874207807528655e-05,0.17311470916182634,5.374853295789102e-05,0.6990265150507293,0.00046582054073983315,Control
9,,0.07283494884086311,0.04179301866083034,0.00045925942516953294,,0.0004661431794170405,0.00020918393504366198,0.19900522559141468,0.02664413589928184,0.0047736267141447065,0.0038231549149851203,0.01870685902410352,0.010841604712022251,0.0006391617190111107,,0.012168011687176315,0.02401310338032403,0.0027471316577590546,,0.09300928043089422,,0.04151818220393358,0.032589439231912744,0.007293183511333177,,,,0.011891736833869631,,,,0.0006137842966359707,0.3157269845529582,0.04954700273634369,,0.02868583686057243,Control
10,0.0018908254951937782,0.015626188319988514,,5.813382283844752e-05,,0.0356590425837888,0.0003157145089702729,0.12425773747437556,0.008152683242441965,,0.02541720689888635,0.007299816282866354,0.051347029906339395,0.07703342389381565,0.0022215061547021455,0.0035306879898678134,0.2560026226397133,,,0.002851713446068153,,0.03338999090322754,0.039116630600280075,,0.0020028170978597893,0.0009586481188210541,0.01486220196871056,0.006280794509153532,0.007018208307435274,,,,0.1033051267210437,0.11406141110437468,0.012754214574892602,0.05458562343434466,Control
