,taxa102106,taxa1263,taxa1301,taxa1485,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa239759,taxa283168,taxa292632,taxa33042,taxa35832,taxa375288,taxa397864,taxa40544,taxa459786,taxa572511,taxa816,taxa841,condition
0,,0.08183836568358427,0.03664157954911342,,0.001665605775905795,0.1941987114655277,0.020958454003286223,0.003054120282731394,0.0079146309869517,0.02430910672415427,0.01456372924436763,0.020277576206106103,0.10557319338021641,,0.03696126663803645,0.04025468805224388,,,0.014397714767031448,0.36764452106352374,0.029746736177219582,Control
1,0.0025663152045028374,0.008384868900056167,0.0002514866314610148,0.003307402102235074,0.0029402019025316565,0.11869091735785248,0.019728141836974262,0.0001560182942594183,0.04391172039144247,0.06222176737523736,0.014218281480777062,0.3463680426984924,0.16232941999827638,0.000395246345457193,0.0097526292797304,0.0268674646878594,0.002846590925976005,0.00155721116556067,0.018428360856941627,0.09550771324729049,0.05957019931708563,Control
2,0.0016521834159197147,0.02621868248364777,0.026160517381215657,0.0006610626921985872,0.0024284193217949056,0.1814845858797219,0.00976574189062247,0.002971889636924596,0.04166693400175169,0.1862566486235644,0.008348848409857605,0.05125923239524837,0.06513302926903716,0.0017028806661408317,0.019723439137372616,0.06009853988763932,0.0036619822898307096,0.0002244562903980565,0.02294345079353292,0.2679949205983243,0.019642554935256348,Control
3,0.001937947318648457,0.06064182565944562,0.00018097523014456605,0.00014788609664645694,0.0022377795283215073,0.014074554283789257,0.0038349899722670425,0.00018605025061973617,0.04440328264504384,0.06265011276187994,0.02500817839549574,0.08611325192391489,0.010123549343459826,0.0005738833153322358,0.03127390017455025,0.024139537890965623,,0.0020176251401086273,0.004017589208963664,0.6206242539085525,0.005812826951850336,Control
4,,,,0.025187014427090315,0.0011505663568374147,0.14564776961720513,0.008769913377660272,0.00012273718880489513,0.034981723750111854,0.021499048976363174,0.00036864488393915094,0.16860059888815054,0.048338736441765486,,0.02125075803484436,0.01581392305537386,,0.0002343164513547997,0.029705432913455874,0.41677887785060647,0.06154993778643643,Control
5,,0.39022147839054766,,,,0.1086304654121016,0.046322067875058555,0.001430600355756267,0.020136858650050587,,,0.018701317888527042,0.02814478588399033,,0.03361275641000004,0.07279570269390917,0.0006230792702220806,,0.04158386585810261,0.20705475828123754,0.030742263030496653,Control
6,0.0007162707864668033,0.07731107211085742,0.004443838672732473,0.03331576694028507,5.6236136127558934e-05,0.17645863588004596,0.018667733377375106,0.0016753928871055125,0.011877811899300022,0.0017511636810458027,0.013027988872940518,0.11268374972492388,0.05692473281545772,7.118310915093646e-05,0.06636293233564511,0.07715213103138109,,,0.015284981799470519,0.3170208581308796,0.015197519808808974,Control
7,0.004749608841830194,0.04008728726750594,0.07410461963448456,0.0013217125501200147,0.025793156295609937,0.24620706654760668,0.02336679310216152,0.000841022913433294,0.07073747965373108,0.00043296755161001594,,0.020544357625521436,0.011898986851724642,0.0,0.03929934729011611,,0.012714782231196682,0.001570308874363202,0.012863834911017755,0.2670292423908764,0.1464374254670904,Control
8,0.0020568165924031412,0.028307481876127343,0.002725846794921864,0.00019186510135018537,0.011129878822997293,0.20681695569800745,0.002663746078686036,0.0008394382008185033,0.13669991117440516,0.027832814427165738,0.0014089029039975147,0.0633942730197251,0.02783372266433189,,,,0.013651712844471649,0.0018311196566136922,0.005703048225577049,0.3908189937822084,0.07609347213619198,Control
9,,0.044793055517795895,,,,0.0005064322019133157,2.3667749274473492e-05,0.00018147270402698863,0.0008640352798844069,,,0.01678812052062594,1.3288234750527947e-08,,,1.5513238006782866e-06,,,5.605916286555484e-05,0.9367854784055841,1.1384599380862329e-07,Treat
