,taxa102106,taxa1263,taxa1301,taxa1348911,taxa1485,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa33042,taxa35832,taxa375288,taxa397864,taxa40544,taxa447020,taxa459786,taxa561,taxa572511,taxa577309,taxa61170,taxa724,taxa816,taxa830,taxa838,taxa841,condition
0,,0.03634933180622028,0.003511883328676719,0.006190592161137463,0.1673147149907163,0.0001581612147293554,0.06611288185741457,0.00937302631986174,0.0009991263780676286,0.004503752646959196,,0.00730604493870239,,,0.023013630679262934,0.2033140003837703,,0.009264810751889023,,0.06508141887471604,0.045991936552806964,0.00041258519307941165,,,,0.01623756454781154,,,,0.3167973399887686,,,0.018067197385409423,Control
1,,0.024404240513761256,,0.02358380176523481,,,0.1265741241357333,0.012053675719120943,,0.0061872637698647025,,,,,,0.042513851711479415,,0.00943582361925833,,,,,,,,0.009167565356053198,,,,0.3580334947308932,,0.36559368893908734,0.022452469739513547,Control
2,,,,,0.025115730213519996,0.001147310027344888,0.14523555773137456,0.008745092794815253,0.00012238981837696625,0.034882718579249725,,0.021438202431679362,0.00031477840313369785,,0.00036760154628139106,0.16812342597295585,,0.0482019282931773,,0.021190614202447236,0.015769166537219357,,,0.00023365328962875377,,0.029621360685279277,,0.0025154186325913822,,0.4155993115059608,,,0.061375739334964194,Control
3,,0.03604103060165451,0.013842890682466268,,,,0.09909625867819392,0.015471519401872169,0.0015300827262376188,0.0008699857924488377,,0.0005498624588132161,,,0.00824944832381125,0.03750833811956511,0.0013120320828673056,0.012206805517769512,,0.047186501818768066,0.013362453775077334,,,,,0.05032234011466803,,,0.0006912326310167971,0.5725018389206291,,0.00038017794705923837,0.0888772004070816,Control
4,,0.0723880975467266,0.00010751074093157043,,,,0.16367090353649486,0.000999647040209017,0.003414784552532183,0.014557360023043812,,0.01007659633165238,0.0003813588546251933,,0.0021708041397720773,0.20646017842725986,0.00035458259461959465,0.06983147184232841,,0.08196791311509331,0.06491031981402673,,,,,0.02213575158121929,0.019536932982266816,,0.0010345373183981306,0.24941071942942225,,,0.016590530129378018,Control
5,,,,0.010543936791836886,,,0.1998602340460592,0.018225243323042973,0.004236476881942853,0.0007647650940298049,,0.012667943250746957,,,0.01147951988500371,0.039705765467310514,,0.0014718500086731935,,0.030833813031338954,0.02566725648618908,,,,0.024634093346427265,0.005311233251977821,0.005527031207517092,,,0.1791810959720925,0.41101837478844866,,0.01887136716736237,Control
6,0.001643692399066791,0.015258615604602585,,3.0205212382306467e-05,0.03733567652556663,0.0007141447856853736,0.1282674005414564,0.010291739637171327,,0.02644776532278897,0.006788138402927364,0.052714095969180516,0.08116201587756822,0.0019685255584913266,0.008242260041453347,0.23216519505244726,,0.003045132892764377,,0.030917119744852405,0.03621584624428186,0.001995883141423449,,0.0009276152933973645,0.021430343932616953,0.006066264337305778,0.007250776487530434,,,0.10609758826125781,0.11162809145772186,0.018661837900727573,0.05273402937533181,Control
7,,,,,0.003758064091081081,0.0011442395817099955,0.14655723350610256,0.008580332808768186,,0.03926777342646452,,0.02257473751950852,0.00022166862904134495,,0.0007665136350607759,0.1679270003126569,,0.04809764611557721,,0.022052666687705662,0.016938780091597733,,,0.0002159208612628757,,0.019793468605421274,,0.0030848161218596177,,0.4348587583672045,,,0.06416037963897728,Control
8,,0.0210605898500689,,,,,0.16076630580503,0.013193126081669636,,0.010963881016725326,,0.01929745427677971,,,,0.019158000572743594,,0.002834215848978629,,0.10811619372666864,0.03730404355315716,0.007277658722781796,,,,0.006761786651946422,0.23367440842068152,,,0.34530135210851753,,,0.0142909833642513,Control
9,0.009408324136682217,0.11419583794629742,,,0.0007186050191684118,0.031587879948314315,0.05227869812602041,0.05547838614985075,,0.1449630823807682,,0.08665243509608944,,0.0009958586158897345,0.0022650184277027583,0.2715167601555841,,0.05286204320676721,0.0008185861208371889,0.02543530937270861,0.014133053327694578,0.0009236907050219352,,0.0002842800870289379,,0.019573020677936277,,,,0.04757709779893727,,0.024868798591657124,0.04346323410904323,Control
