,taxa102106,taxa1263,taxa1301,taxa1348911,taxa135858,taxa1485,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa33024,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa447020,taxa459786,taxa561,taxa572511,taxa577309,taxa577310,taxa61170,taxa724,taxa816,taxa830,taxa838,taxa841,taxa872,taxa906,taxa946234,condition
0,,0.020850032577682098,,,,,,0.034683511900466625,0.0038895171497662145,,0.00022943958485972636,,0.007994147078358677,0.0004662532610602152,,,0.03733344429585066,,0.01785889044154479,0.00030023086173104694,,0.09278334550936271,,,,,,0.0017029937230681068,,,0.0014227782521191296,,,0.373387115039512,,0.2769392675104383,0.13015903281417973,,,,Control
1,0.0003667772237529676,0.009039735247078256,,0.0005234459577032953,0.004040937895094211,,0.0004733525243237082,0.09351815308958854,0.0022613027618720418,,0.014084671287701394,0.0005906766182916882,0.0011635061833955075,0.0004992104707038595,,0.000772899087488283,0.048882673066728104,,0.003049006791209353,0.0009726643987388625,0.00029052163285934535,0.005725354943410644,0.0007863857810904793,,,,,,0.0025250538149495846,0.0063126852392296085,,,,0.04461570629915798,0.19363951305126606,0.5497784734523056,0.005921875335899794,,0.010165417846160835,,Control
2,,0.05763234871713145,0.0002830631648047146,0.001786823190653784,,0.09401076307529667,,0.06214550614801931,0.0018909120036512436,,0.0005329597539248678,,0.02826887371106656,,,0.0012919319905806922,0.09686287998935333,0.00356050490792312,0.018607387635709176,0.0019099984292810384,,0.03702255514881884,0.056547029891428485,,,,,,0.14027166971597518,0.18346435521360832,,0.00014090579795547877,,0.19015294797666157,,,0.023616583538156054,,,,Control
3,0.0036141199461160864,0.007434705408546073,,,,0.0007160203612910868,0.004912342324129547,0.20254728239636072,0.02033874894602684,0.0013756853707347066,0.036620527344692594,,0.04065352125144949,,,0.002739689813995575,0.05217306749045211,,,,,0.06136841655498914,0.053156929469432804,,0.012570932175924197,,0.003381526039400178,,0.018757417773186923,,,0.0009548645888482597,,0.4628618743646575,,,0.013046263952688554,,,0.0007760644270776605,Control
4,,,,0.007392025442123672,,,,0.1981792919906869,0.004048643660627943,,,,0.014900303947455222,,,,0.04909419153034084,,,,,0.033571088949281486,0.033428789568278765,,,,,0.024236048425635856,0.007004548753075276,0.008827288174046521,,,,0.2708666203263453,0.3329644611569956,,0.015486698075106721,,,,Control
5,,0.027804483739781425,,,,,,0.10232748196031392,0.014975835041659946,,0.0004348437073508938,,,,,,0.007207774904243264,,,,,,0.005517807229481654,,,,,0.224949357666492,,0.13217932529265639,,,,0.46197916961962165,,,0.022623920838398922,,,,Control
6,0.004446727896851635,0.007862729485261157,,,,0.0006249245198438611,0.0063162818116875,0.1893728033995239,0.01967202209035512,0.0013645788770190305,0.03838843981749666,,0.052342392316683015,,,0.001859831047265418,0.04548940821510668,,,,,0.05742233475730698,0.05682647649420004,,0.0133989302798753,0.00010490462378643262,0.005286271925066373,,0.021446905978847138,,,0.0012543522625624564,,0.4621381302209241,,,0.01378477460346052,,,0.0005967793768767695,Control
7,0.0026317977016916475,0.05204475161718175,0.005500792979033659,,,0.0024125153507882895,0.007197006458080216,0.22394952288173456,0.004964871827316069,0.0007307364242521774,0.08433146728352364,,0.016641708199276264,0.0014117197100640972,,0.0008312664282610929,0.10417549631314912,0.0010737873849791387,,0.11542216254575549,,0.01833392914252206,0.010788650715360039,0.05300746460872945,0.0005493319770996335,,0.00012980859988116574,,0.013302924542711331,,,0.00023453588511652265,0.011117778987140758,0.17331086047541067,,,0.09590511196094112,,,,Control
8,,0.025531438793691512,,,,,,0.10679035628432369,0.012027939258116432,,0.00023781696833366853,,,,,,0.005262656031227372,,,,,,0.003889681439935254,,,,,0.22681354292219194,,0.11866570837379166,,,,0.47587258010645567,,,0.024908279821932736,,,,Control
9,,0.03842895656958086,0.004295838380169025,0.0004351806775977519,,,2.122575010850476e-05,0.06951074117996163,0.012140073054596641,0.0010584362852614094,0.012796698498251777,,0.040519851356388796,,,0.019647335745958394,0.052058211355670694,0.00472035338233912,,0.015448650052853171,,0.025830893076075837,0.08903051122377538,,0.0006035082680104713,,,0.00018987014276164956,0.016095349026308305,,,,0.0003234550874743786,0.5433274584117859,,7.054129886806558e-05,0.05344686117620223,,,,Control
10,0.00035829709352354334,0.004935555252739132,0.00817813902108135,,,0.0005284895036259012,0.008384166537919612,0.0006718076370287686,,,0.0053565511695998205,,0.008294593437882974,3.582970935235433e-05,0.0003314251635125525,0.005437171653009793,,0.002418508901316667,,8.957439071531082e-05,0.003287382051803034,0.027992004431936182,0.015147052925110609,0.008097530271113876,0.0029380422682831545,,0.00120029596731042,,0.00011644679006400154,0.02320874926283284,0.00029559592349789817,0.0,2.6872282014265747e-05,0.17310230384208622,5.3744681362956466e-05,0.6989764231349817,0.00046578716025600617,0.0,7.165953603913364e-05,,Control
11,,0.008171001805216651,,0.00043372676199736804,0.01977681378406181,,,0.10487798769290256,0.010956227695686759,,,0.003574725277046489,,,,,0.029312767388977968,,,,,0.005774842499951968,,,,,,,0.0005369279813408976,0.0012803589873526206,,,,0.03783149494007237,0.4520072586869325,0.31766059533021523,0.007805271168244844,,,,Control
12,0.002989053668273333,0.05652804699546812,0.0002476305431404883,,,0.00047267351677215524,0.005363767081979554,0.18438014400668515,0.004669381477401919,0.00022192026816961793,0.05380504783256137,0.0009101645520052247,0.050601047938316976,0.0032744689475046147,0.0005608379009840063,0.007029209995072371,0.33888952846522985,,,0.007581720681490913,0.00034995119211362816,0.02833470073135844,0.015849187482447794,,0.008163792979616852,,0.004632637643131808,0.00031976503931382093,0.016346842642916342,0.01201044565795092,0.0001093987813537844,0.00024783872350462476,,0.1780868515988356,,,0.016379631050267858,0.0014179164601343976,,0.00022639614599855484,Control
13,0.0016046951738087755,0.025465086285056095,0.025408593005764254,,0.010857027564736136,0.0006420619536152379,0.0023586199498915853,0.1762682255951332,0.009485047924791403,0.002886469450978288,0.04046931306522011,,0.18090312628495395,,0.0006667841481697148,0.008108879813868436,0.04978590273042335,0.004523957287811805,,0.06326092897221561,0.0016539352472602544,0.019156533887028763,0.0583711444996948,,0.003556726965325078,7.386011017721827e-05,0.00021800480652584207,,0.022283993655998834,0.011405819420714029,,,0.0009349484486056732,0.26029201815344616,0.00028032108205572196,,0.019077974516729615,,,,Control
14,,0.02603089023526494,,0.00038404747172647596,,,,0.06862434907768583,0.015973729728651898,0.0005324780045076491,0.001110533033474493,0.030796029183131537,0.0236380964511572,0.0010889653344000527,,0.02115984574618847,0.1685271520036494,,,0.01601951022197028,,0.04651389682134844,0.00851242492762104,0.07574036722466644,0.0012429912608090288,,,0.0871031874007199,0.006216075382770705,,0.00035637570687625043,,,0.3668085726313631,,,0.023279686055689017,,0.010340796096327856,,Control
15,0.005796294379463823,0.07877124521271088,,,,0.0006102887899803334,0.023537004450884996,0.03490663492392092,0.036337956733257425,,0.10711831073387844,,0.05875851361142737,,,0.003727771452230617,0.19707380188386295,,,0.03557023082496636,0.0006664941517441257,0.016090673843287447,0.010099679122244071,0.25729324086533484,0.0004604078252768864,3.136321291791739e-05,0.000447365697132802,,0.013189835420763895,,,,,0.03336362695373149,,0.016220784597867716,0.03191429458648172,0.0016388572611530895,0.03637532346547976,,Control
16,0.0018957636092785445,0.05491582807554488,0.0012000677614018812,,,,0.004659353997867152,0.020470246754336938,0.012009061925819851,0.0033215006786746853,0.041802865434523016,0.0018976829095703489,0.10295732860067552,0.0008823730552058446,0.0008433809545407665,0.011515902766630963,0.1846639623388836,0.020882290222245883,,0.004616624312423297,0.0007852968667624769,0.029098208676631338,0.01482568561194516,0.05623650870791594,0.019162092081765024,,0.00024223589998667602,,0.007737002523677852,,,,0.0011821879639466511,0.35201987667788515,,,0.05017667159186059,,,,Control
17,,,,,0.019248353998966607,0.12797604778862035,,0.052828797516079135,0.04024031466228042,,0.012028257843945766,0.013836746715774558,,,,,0.20808504168425176,,,0.012696790969135884,,0.002856973025324901,,,,,,,0.012135847327238033,0.003947959131190284,,,0.001997386437914452,0.0051062913258340305,0.21369139825160932,0.25721996782787,0.0020573408828025086,,0.014046484611162058,,Control
18,,,,,0.02504255505398051,,,0.05132691284086049,0.048210011836175376,,0.0026841939971133507,0.01942420927254194,,,,,0.16087532105573865,,,0.013848906014627406,,,,,,,,,,,,,,0.004605238866299343,0.30346949706004006,0.3705131540026228,,,,,Control
19,0.0009963427742041469,0.01454151885664975,0.0022835966500925715,0.0002599330551296214,,0.00031694476947288086,0.0035656034301476333,0.21084243738095654,0.013459910775153471,,0.06267696335226461,,0.02537505635582737,,0.0007640578778887788,0.002907193808749815,0.11919585430994434,0.0018238703305387843,,0.11317985712561669,0.00013622268028920385,0.004380921398100795,0.007779929535539188,0.08036401525532572,,,6.215790448751819e-05,0.0010140012697971918,0.014109945224355727,,0.0016619166995282867,,0.0028789402158009435,0.2186898728225057,0.025583325698136195,0.0009265160373447921,0.07022309440615188,,,,Control
20,,,,0.0036825923851835436,,,,0.090706648515713,0.015516598223380085,,,,,,,,0.028637808852433375,,,,,0.045563134764714026,,0.05872257617125594,,,,,,0.006379340454860614,,,,0.667334023118508,,0.05277814904110583,0.030679128472845592,,,,Control
21,0.0025243065401548736,0.03715338037484273,4.121112166846686e-05,,,0.026024773198452304,,0.09466224728357542,0.007183569777548182,0.0025275151919636105,0.02958236589138954,,0.06615317542220844,9.926766533280337e-05,0.00030712814031755233,0.0216192942650563,0.07117070468812105,,,0.0006741176909418557,0.003916961695515789,0.09832311845660638,0.04577633129971657,,,0.0003147486883633028,0.01063908723481997,,0.014389499847388498,,0.00015441636829547194,0.0005314329558220787,,0.4180873306784414,,,0.04764647395236516,0.0001741696309930096,,0.00032337194009928377,Control
22,0.006045237888933897,0.0015752747086201053,0.001219090145414134,,,0.002141189723799794,0.0026265804924552666,0.13001655084544847,0.004600087913290185,0.00020932221751732011,0.021586009233651057,,0.018537212254667677,,,0.004387601878735793,0.036595769609210425,0.0004839619480580847,,0.005943383392062964,0.0016206907918942192,0.021712153680677585,0.013834351316979665,,0.027564500788964115,0.00011144800659625236,0.0009799668125798676,0.00015951761383694365,0.009604327938412937,,,0.00038129098227435794,0.000961290086199726,0.5646801059490885,,,0.12230602255025903,1.9187019450636856e-05,6.409280965425501e-05,3.3781401266812753e-05,Control
23,,0.08275101981961636,,0.001752007498087917,,,,0.029190007860085434,0.0024087456180905994,,,,0.0025468895186592584,,,,0.039635602607390505,,0.028608795128057883,,,0.03821362794620858,,,,,,,0.017140633011652993,,,,,0.5045438755615879,,0.18926521057617604,0.06394358485438675,,,,Control
24,,,,,0.12567600000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.693369,,,0.18095500000000003,,,,Control
25,0.0014253758884107553,0.0007196999242784994,0.00028236748100616323,,,0.4045851731694209,0.0031213828251365314,0.09250342043447858,0.00650872984936838,0.0002212825832987262,0.004577624607396431,,0.09579840080930259,0.0005330835588885787,0.00030038798789413634,0.009991123495827306,0.04281275061302317,0.0,0.0,0.002596570216845253,0.003564317643157327,0.01278929235767827,0.036712023522169665,,0.014033123190799671,0.00021051648559386024,0.0002931985704548524,,0.16404735584339777,1.0997129844455388e-05,0.0,0.0011381567324732144,,0.10064360684077146,9.504001384484308e-05,7.2544091831071195e-06,0.00038385235452628605,,,9.38914615291317e-05,Treat
26,7.025376801765791e-05,2.778875829591888e-05,1.2109833784526326e-05,0.0,,0.020743115505597307,0.0005422570234851472,0.0017027806696604945,6.853873110862309e-05,5.262235198940974e-05,0.0013498846360170476,,0.0024827459917547185,0.0014706106853625445,2.5047904905610926e-05,0.00039317848592150865,0.007272216626161265,0.0005213947565305988,,0.00016668067247392767,1.3741210356535055e-05,0.006530902379773094,0.0011295693214756948,0.9450339224324632,0.00015347070525750822,7.57126050086102e-07,1.6935988977887055e-05,2.6794868634414346e-07,0.0016777047970668046,,,1.94510283585656e-06,0.0016839308950628536,0.002328949011182809,,0.0036341506611942236,0.00016593507125425353,0.0007265909472965786,,,Treat
27,,0.002164338574108258,,,,0.010126275657047884,,0.22874844540305372,0.013666918848021814,0.00014920032339194625,0.013959960693020367,,,,,,0.024212570691246774,,,0.007035260617558993,,,,,0.01390731281583102,0.0012259434259804531,0.00030656951759377424,,0.2061769033463271,,,0.0006332787513346881,,0.47561622182521884,,,0.0015151763777839962,,,0.0005556231324804048,Treat
28,0.0001109396440577564,0.0031480371422682287,7.125175218595398e-06,2.1208053367174404e-07,,0.2723255665740414,0.00013924057366432693,0.0023666236193353317,0.0002867383597315121,4.8411237232886494e-05,0.021009877645269313,5.463699980207316e-05,0.06256336679673685,0.001191169479534902,0.0002701573445031919,0.00292431840864128,0.35874857683092215,0.004206162982877054,,0.0062961910476019975,0.00042677801846708333,0.011088570581544744,0.03878146303932091,0.05682526685007276,,3.296225918882919e-05,9.935356838562464e-05,9.882270672178936e-06,0.06648336267421683,,6.266158767007729e-05,0.00038462628095894415,0.0,0.08955945707238795,0.0001230242296002337,,0.00042523962554127617,,,0.0,Treat
29,,0.000807676848996318,,2.3561196234020293e-06,0.048545166015676766,,,0.026934176863095294,0.025202885943322886,,0.0026404171839464878,0.0005075321737065439,0.002117176930318001,,,0.006905751730388485,0.13029829385045305,,,0.0010078526901444338,,0.02339747667396395,0.043706982902258704,,0.00042735699186182747,,,,0.07176087213049927,0.01020980265554,,,,0.20283917750461328,,0.39698219415165736,0.0015173991656877027,,0.004189451474246298,,Treat
30,5.519397148846865e-05,0.001416403046488329,7.206828939709491e-05,1.2366821012583587e-06,,0.008019992679132544,0.00024576696437551094,0.06799153962995516,0.002522219249729627,4.575289741807271e-05,0.0008741751072511874,,0.0032548209657170487,0.000932786662113555,,0.0022455658756125037,0.01739498673563977,,,0.0021493609036372474,,0.004574563505340318,0.003551082724441917,,0.00033398333521427863,,9.88680706987445e-06,0.00023011867328529375,0.10863385758995371,,4.271979217373736e-06,0.0001194018191255959,,0.11639220976695609,0.6573756633818577,0.0004417226510764443,0.001111368106404126,,,,Treat
31,0.0005939474474717132,0.0006332972138870448,0.01204820968456806,5.258747441159644e-07,,0.00939860939926321,0.0008340736649980089,0.00868035212654268,0.0012121426464072197,,0.014662313233790983,,0.006119381360661965,,6.856317063735322e-05,0.0016833327905086972,0.02802925770049397,0.01051542963353511,,0.006376832065934446,0.0013053454513603066,0.00401096997496341,,0.8120118206457813,,4.5997249746469165e-05,0.0003598999674647762,4.063576820204154e-05,0.02750859401763209,,3.851881865527893e-05,,0.014910352007470963,0.03847783424034687,,,0.00040562992185326095,,,2.8133923078866304e-05,Treat
32,,0.0,0.0011106521994149261,,,0.04609673264976699,0.0009975342841521781,0.002118472756385935,,,0.003352535361031319,,0.006468549654909789,0.0012032151842951676,8.22709093891242e-05,0.005944070975552542,,0.0013802045864462313,,,0.00046277347674201873,0.019364553610645072,0.0163205339007751,0.004122022539340663,0.0006890186329908322,,0.00096904732232671,,0.0005238696514000508,0.03075903321699873,0.0005141934427298962,,,0.25494766023608184,,0.5919699751950356,6.440833866893403e-05,0.010538671874920384,,,Treat
