,taxa1017280,taxa102106,taxa1263,taxa1301,taxa1348911,taxa135858,taxa1485,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa33024,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa447020,taxa459786,taxa561,taxa572511,taxa577309,taxa577310,taxa61170,taxa724,taxa816,taxa830,taxa838,taxa841,taxa872,taxa946234,condition
0,,0.002631797701691648,0.05204475161718175,0.00550079297903366,,,0.0024125153507882895,0.007197006458080218,0.22394952288173456,0.004964871827316071,0.0007307364242521774,0.08433146728352366,,0.016641708199276264,0.0014117197100640977,,0.0008312664282610928,0.10417549631314912,0.0010737873849791387,,0.11542216254575549,,0.018333929142522066,0.010788650715360039,0.053007464608729446,0.0005493319770996335,,0.00012980859988116574,,0.01330292454271133,,,0.00023453588511652265,0.01111777898714076,0.17331086047541072,,,0.09590511196094112,,,Control
1,,,,0.00024718600828973477,0.0008685273279683601,,,,0.1844963216757574,0.009636673400166319,0.00082913717350166,,,,,,0.0024846490940878345,0.0004064859316784421,0.0017117835698243174,,0.004452826760259037,,0.0713827356124647,0.003943107930250983,0.033558365363838154,,,,,0.004593301259175348,,,,,0.6717341162527256,,,0.00965478264001205,,,Control
2,0.0,0.001086730883321805,0.030498049453309126,0.0003716842376924942,3.0125092324391656e-05,,0.001514210186375672,0.0012686482542243814,0.11289378348565775,0.006575968216754706,,0.07964756187762913,0.00030347848288762164,0.026693801878935948,0.0016654720936101176,0.00011296909621646872,0.0022273474951675218,0.26535432995695396,0.00015253479845941974,0.02234931805382993,0.14050809786878762,0.0009099050773191255,0.009875408346156828,0.003474993044179827,,0.0067344431742640065,1.9411591180858e-05,0.003962192160538738,0.000107559308510328,0.006369759838308871,0.019350174179252996,0.0002805664408380843,0.00030899434486251023,0.000225513895357946,0.19019010312222184,,,0.06434316638268817,0.000569088451832258,2.4609230349503043e-05,Control
3,,,,,,0.1841709631658074,,,,0.09641898071620383,,,,,,,,0.10844597831080434,,,,,,0.022433195513360902,,,,,,,,,,,0.4627289074542185,,,0.12580197483960506,,,Control
4,,,0.0019682672113987905,5.7298737426868314e-05,,,0.0006356420783333363,0.004549641018862504,0.16587327621245446,0.00686038692715663,0.00043070056245734167,0.06837790811303637,,0.07148982578556365,0.00017593845125251804,0.004106308459617933,0.008402197927018589,0.022832890000774084,0.0006444339480972473,2.7588280983306972e-05,0.003854072747770553,,0.048579122684580256,0.054654001523519874,0.040236749894345974,,0.001034813176809756,0.0014122572408121425,0.00033196887556836404,0.050837723710136694,0.000123187232669052,0.0005526751234348197,0.001621139939685752,0.00039563413937599546,0.3980847467527178,0.0007679243486891929,,0.04108167889545011,,0.0,Control
5,,,0.01625985955016493,,,,,,0.014555314835751572,0.0072156821721016,,0.004157702300579241,,0.008248569534171607,,,0.0025317163455627475,0.07217205250089906,,,0.011445730677125404,,0.022417102722892688,0.008125621067615543,0.18951699489498322,0.0004688474939004232,,,,0.015020354634681227,,,,,0.3517989504990636,,0.19821056372823834,0.07785493704226873,,,Control
6,,,0.24880779909903084,,,0.051883760223972675,,,0.0303478170541811,,,0.03261052729830188,,,,,,0.18457272212222045,,,,,,,,,,,,,,,,,,0.19867188091991794,0.0891194699968837,0.16398602328549136,,,Control
7,8.462235672348639e-05,0.0026922488437041087,0.019051694425467947,0.003454764890504387,0.0005016733499269389,0.00155625088195936,7.398738486499418e-05,0.0032496128527179893,0.1825933184474222,0.0040773109851025766,1.841108031416393e-05,0.08955218077531005,,0.033214732432112856,0.000414192129800632,6.918449434825576e-05,0.006268686960632535,0.11019145922563224,0.0036083430325039045,1.3036417116861413e-05,0.12782206983082617,0.0008734399468297148,0.03449333050039029,0.0179095213187731,,,,0.002307788893292809,0.00010543488229601954,0.00947267235344151,,0.0017614029197457579,7.250077589552752e-05,0.0002144147552115364,0.18053264970666916,,,0.1625938536266512,0.0011425161703031788,1.2693353508522958e-05,Control
8,,0.002010490336539627,0.03804801346339291,,,,,0.0014193509155624874,0.12950421532225162,0.0037144715449826805,,0.03746827568893679,0.005685107477466855,0.05158649289050845,0.010085424011826487,,0.0008365316150196047,0.11194876120596961,,,0.055169177836513955,,0.0313113865675867,,,0.013624864875081097,,0.001670803444242251,,0.012304020076758761,,,,,0.20897677309983856,0.24593659698445972,,0.038699242643061904,,,Control
9,,0.0016151299644943785,0.011451281536522267,,,0.0023686218885923503,,0.004787180649915788,0.1035660475671411,0.006058301046707118,0.00017402243527500337,0.020690208287200574,,0.0017551549732837727,0.002036617346858996,,0.0014170974772799842,0.028173273886596892,0.0004512477408609218,0.08256723949471956,0.012085126731207972,0.0008094817510994937,0.007337996462048228,3.4199191627957184e-05,0.010830551076089165,0.0053934849026710165,0.0,0.00029175239583496213,0.21870029957079512,0.009100414980456523,0.0010389896005201507,2.4010051939391768e-05,0.00025523290507000493,1.2408556254391541e-05,0.021953762491153855,0.011509289014947268,0.40181023685714473,0.03170133916569105,,,Control
