,taxa102106,taxa1263,taxa1485,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa239759,taxa283168,taxa292632,taxa29465,taxa33042,taxa375288,taxa397864,taxa40544,taxa561,taxa572511,taxa724,taxa816,taxa838,taxa841,condition
0,0.010171769780416673,0.017604736385669822,0.0013956973344629497,0.005101161973922711,0.1835645407282793,0.01277196136675711,0.0010235113786061635,0.06913886432608261,0.025788249612430498,0.00365691864521757,0.286823786770663,6.749596567883375e-05,0.046210995795448455,0.01231822665741454,0.001402084965284291,,0.0001639491910810788,0.015045212715558587,7.23931493085283e-05,0.2659181356975516,0.00011710656505791346,0.0416432009951077,Control
1,0.002752820223138415,0.05677055681114408,,0.008631454011052891,0.02048294013618569,0.01071849189952249,0.002756593277172322,0.0559838211443026,0.11939128780263263,0.01127216062861236,0.189310291112679,0.020231331332896018,0.0049767660722669195,0.0320287010830282,0.01676809893594486,0.024564522188522262,0.0012255957517567607,0.010485317160227051,0.001108846679793301,0.35820512585560743,,0.052335277893514685,Control
2,,0.07386735052529303,,,0.1670155234362613,0.0010200748579284947,0.0034845657788896674,0.014854840118583703,0.010282511884658679,0.0022151645884987393,0.21067919846293268,0.00036182850074249377,0.07125848009674152,0.08364292991663456,0.06623676417682568,,,0.022588096339115273,0.0010556781200152846,0.25450743507890056,,0.016929558117978447,Control
3,,0.058801167749823836,,,0.3186732633001837,0.01626376017276484,,0.020262070732178557,0.033088456108434874,0.006882709550091165,0.22310191808432298,,0.007519747326841386,0.02133775038587701,,0.003057950175975354,0.006863653895277358,,,0.24365549209298867,,0.0404920604252402,Control
4,,,0.03924240335786272,,0.08841465449772061,0.007253657130697809,0.0008878085650046029,,,0.032882293167012584,0.03159619454402345,7.33106663623376e-05,0.0018629809592525027,0.40095313235046287,0.09231803759759773,,0.000400046703344641,0.01309801624381675,,0.27073184070786716,9.521017851849916e-05,0.020190413330455553,Control
5,,0.0230979956452422,,,0.06229506420777172,0.024021902726041006,,,0.0020611868855112485,,0.02624654437616305,,,0.08958393805754776,,,,0.00567524713903713,,0.46557312349097746,0.16428637657110143,0.13715862090060707,Control
6,0.006045953044248551,0.18398694077637717,8.541579853668101e-05,0.015402150577566992,0.08910429738678992,0.0038480800287049506,2.883602405841916e-05,0.05318105582446726,0.08112392772862244,0.002315510886418288,0.22986461814386663,0.0010565562905950326,0.010872819480481887,0.023998890249983206,0.08489139796280044,,0.002353303554313034,0.003831914378854018,0.000699164356052807,0.20417980353274062,0.0,0.0031293639745216244,Control
7,0.015898464427302812,0.14166279368386686,0.0008916698118406182,0.10544286648554624,0.11837810917340669,0.0073866359739278055,0.000260659540378315,0.1969149222648164,0.07593915933919117,0.002102743735385339,0.08248455225719516,0.00025993173153003097,0.046741235881808,0.020555089411317007,0.024697569430364805,0.012293939119829567,0.0011633504576358067,0.026197063603215248,,0.07347219926158592,1.4244258887845694e-05,0.04724280015096834,Control
8,0.001944555986852868,0.026325648717524755,0.00033812659494708515,0.002367761007048605,0.18316466371494833,0.009835743961618914,0.0022205687700502953,0.04345200133325984,0.19446762776854823,0.007677945135132534,0.06148195681252913,0.005629064189812811,0.06027598653792486,0.019329861958614702,0.06399822232020456,0.003893923607010287,,0.03615876815188664,0.0006812835338034736,0.25690622476626396,,0.0198500651320181,Control
9,0.0030585826485588163,0.047629668368977904,,0.0015493058082479505,0.19901663861987182,0.008696508824928157,,0.04859504390956519,0.04366027274228144,0.020101316037451838,0.1448358909413383,0.0027286207867020505,0.19504905347165152,0.034686147628952696,0.01934532279068931,0.013826744521800076,0.0011416261655656454,0.010903151869730628,,0.16660918617800838,0.0006630578648599501,0.03790386082081832,Treat
