,taxa1017280,taxa102106,taxa117563,taxa1263,taxa1301,taxa1348911,taxa1357,taxa135858,taxa1485,taxa1578,taxa1678,taxa1730,taxa189330,taxa191303,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa33024,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa447020,taxa459786,taxa52225,taxa561,taxa572511,taxa577309,taxa577310,taxa61170,taxa644652,taxa724,taxa816,taxa830,taxa838,taxa841,taxa84111,taxa846,taxa872,taxa904,taxa906,taxa946234,condition
0,,7.97720103764508e-05,,0.04455469761739478,9.773593637725461e-05,0.005382580878263448,,,0.001048301647809619,,0.0031596211539944873,0.11518022790843069,0.0029697312921441827,,0.00015802165414266402,0.02433848096229809,0.0004246387931489442,0.032029071112789104,,,0.0008566864371343783,0.0602308110763335,,,0.023905519898346512,0.000923569076877484,0.061273530713238905,0.023522390968103372,,0.017260389644659337,,0.0006573579023006006,,,0.008621872551527037,,1.6543050497915376e-05,4.9324678171698585e-05,,,0.49502490591774345,,,0.07823421711789616,,,,,,,Control
1,,,,0.052153913003418,,0.0004742110307217373,,,,,,0.24090677368010904,0.022920668441812845,,,0.0018040566509692183,0.006240876709674057,0.008598630162763068,,,0.007183134568437681,0.0869658691341934,0.0017065108471582702,,0.0056039090994229645,,0.040469180176183735,0.01317376627809119,,,,,,,0.007309338507514597,,,,,,0.23656047007128198,,0.22446349267184448,0.0434651989664038,,,,,,,Control
2,,,,0.016528667108265255,,0.00011510185389628974,,,0.05052450054382047,,,0.1726180254000965,0.010069878887498671,,,0.005713386161608728,0.014915401159605176,0.01815246191212188,0.020179010982720416,,0.0011309830475209144,0.1956312406466966,,,0.0023873923603444465,,0.03032279630038517,0.02942416362045419,,,,,,0.012593737477817848,0.0013435023674590906,0.0037883434328565696,,,,,0.1487768128030879,0.1925083617510202,0.010048207845734894,0.06322802433698878,,,,,,,Control
3,1.3907346012433977e-05,0.0017049188049549533,,0.009808333423849513,0.0002938815088028932,0.0,,,0.003818327831472202,,0.013159496245473388,0.04132309008234671,0.001663298280392195,,0.0012770395097548865,0.032759007315974586,,0.060251292545692975,0.03568878770476917,0.0006078626855653623,0.00954165752622423,0.17648219062829634,0.0010370616559344928,,0.004045007420127421,0.00033347176387478553,0.15849197266973028,0.027412394125252804,0.2288692343011188,0.003724427867519636,1.8373938892339782e-05,0.0018362772410140012,,3.268733880294702e-05,0.0023977482687130695,,,4.7203765662640876e-05,,0.0003113418264243431,0.05651894662715898,,0.08819358700806189,0.03664890214699983,,0.001653857527259667,3.441306787018335e-05,,,,Control
4,4.246820796741823e-05,0.0021708097489696173,,0.01086018751424622,0.00045758990907073617,0.00010164191954287302,,0.001645190198699889,0.00022351158743041683,1.439088563824836e-05,0.0044733514510893555,0.12306219931980421,0.0020208627587529043,0.0018860111031217648,0.0,0.05622056095269675,6.772773450728073e-05,0.009588254622065655,0.0006797932341704033,,0.003814691685338757,0.02070697489998083,0.002367954818657229,,0.018603993521082395,,0.00840870517754881,0.0018219062489150228,,,,0.000623236047256448,,0.0004543695710258135,0.00321118020860746,0.00029627110013288925,,5.4745746763686056e-05,,0.0015123512543468271,0.056014358682257806,0.07855682563228067,0.5397155737057385,0.0266635939274488,,,,0.009011210298641069,0.014647506326203137,,Control
5,,0.003280226799572661,,0.0002767999821907143,,,,0.0032378037370517773,0.001134186876950647,,0.000903275207437225,0.016698095435509482,0.011557869362589287,0.00016192168912673802,0.00024949801126143294,0.01008660815224251,,0.03359434017541726,,0.0004384066485759607,0.010579618742677035,0.0099882160493166,,0.061252181795003774,0.0035148137344034854,,0.049863374637015026,0.013417868635936825,,0.02730407108089133,,0.007448187684668956,,,0.005309708307842743,0.09164620593960678,,0.0003662664407743595,,,0.2593361714782191,,0.3724230352189124,0.0023228726881793595,,,0.002607338223746372,,,0.0010010372648801516,Control
6,0.0,0.0010866085911761657,1.9091219757121504e-05,0.030494617442714145,0.0003716424112719652,3.012170228345837e-05,,,0.0015140397890717194,,0.00126850549052874,0.11288107930726025,0.006575228209016614,,,0.07963859896750443,0.00030344433180624794,0.026690797968439667,0.0016652846744809149,0.00011295638356296887,0.002227096847000208,0.26532446906787543,0.000152517633393004,0.02234680303737064,0.14049228619265716,0.0009098026837588237,0.009874297045379194,0.003474601995796113,,0.006733685333000722,1.9409406753073524e-05,0.0039617462865986644,6.692533148190928e-05,0.00010754720463178446,0.0063690430356397034,0.019347996662854788,0.0002805348680977021,0.00030895957306941634,0.0,0.00022548851779800175,0.19016870062400712,,,0.06433592570885169,2.651558299600209e-05,,0.0005690244110942049,,,2.460646102028994e-05,Control
7,,,,0.026904690596676002,0.006156252267829833,0.008001633848524356,,,0.10539401429976937,0.002491551596653307,0.0013725495923130032,0.104559677598009,0.015249140555683745,,0.0008052410769110825,0.0016349719075563467,0.0466265813584444,0.002624672505712966,0.022299605849770865,,0.007302889498861,0.28149848534243305,0.00012042667891304135,,0.008297869998052055,0.00013233454082048763,0.08885916167304113,,,,,,,0.03698334764149068,0.018067484324872537,,0.001240327389812397,8.178229687378182e-05,,0.0006534720067510837,0.20778207983614777,,,0.004859755718076651,,,,,,,Control
8,,0.0018904334418205157,,0.015622948306641085,,5.8121769076002286e-05,,,0.03565164885656871,,0.00031564904711853443,0.12423197324322116,0.008150992823641044,,,0.02541193676595819,0.007298302701837766,0.051336383352052414,0.07701745139198073,0.002221045536319387,0.003529955919065995,0.25594954175412915,,,0.002851122157300918,,0.033383067652721296,0.03910851995917836,,0.0020024018235781384,,0.0009584493478452498,,0.014859120364178177,0.006279492217281362,0.0070167531164363256,,,,,0.10328370691074959,0.11403776103137946,0.012751570051185835,0.05457430537360693,,,0.00020734508512752482,,,,Control
9,,,,0.4102091399234388,,,,,0.06068152778899155,,,0.2168411101328436,0.03871055798413669,,0.0083944109740255,,,,,,,0.027836409749695944,,,,,0.0461080118400272,,,,,,,,0.03970890347319141,,,,,,0.1385369902596168,,,0.012972937874032468,,,,,,,Control
10,,,,0.08434055864646779,,,,,,,,0.19312120255539297,0.028728325456003442,,0.0025094582741319073,0.004552954034885997,,0.0033575555284054174,,,,0.16019683711922708,,,0.0018582684262436534,,0.04393391849459793,0.06289439623227756,,,,,,,0.025979374026703743,0.014888680645955521,,,,,0.34292897751410445,,,0.030709493045602516,,,,,,,Control
11,,,,0.027021264555974568,,0.0015598790656691202,,,,,,0.05742743738051065,0.0068177133225818184,,,0.011043442586507251,0.003304676100514537,0.03789595686459963,,,,0.22010088639367525,,,0.0023681625823036533,,0.019285731608240674,0.04225466538941905,,,,,,0.16582291527725568,0.057883265226933774,,0.0004077289648231456,,,,0.32312848868463706,,,0.023677785996354183,,,,,,,Control
12,0.00011949134399989995,0.0028478087121897254,,0.031897732626127676,0.0007946276855705182,,2.725960334817615e-05,,0.027849681528923507,,0.0064020100780598195,0.24676602211368703,0.010687301708162579,,0.0014996881029970292,0.03433101090394381,,0.026922240136814508,0.0056240865855184475,0.0006543329600680628,0.007772471264432601,0.13080510418651142,0.000857550228637361,,0.074664975888061,0.0015777776434154885,0.007218875861098585,0.0177065470906061,,,0.0,0.0012789468037039033,,0.0033710701208205054,0.014681653436365063,,0.0009498844490009199,9.28466189227353e-05,5.9233273440773734e-05,0.00024195459964302212,0.2041898010346147,0.13017485395872463,,0.007896369236041416,,,2.5312488823306415e-05,,,1.1477727725547849e-05,Control
13,,,,0.0723880975467266,0.00010751074093157043,,,,,,,0.16367090353649486,0.000999647040209017,,0.0034147845525321825,0.014557360023043812,,0.01007659633165238,0.00038135885462519325,,0.0021708041397720773,0.20646017842725986,0.00035458259461959465,,0.0698314718423284,,0.08196791311509331,0.0649103198140267,,,,,,,0.02213575158121929,0.019536932982266816,,,,0.0010345373183981306,0.24941071942942225,,,0.016590530129378018,,,,,,,Control
