,taxa1017280,taxa102106,taxa1263,taxa1301,taxa1348911,taxa1357,taxa135858,taxa1485,taxa1578,taxa158846,taxa1678,taxa1730,taxa189330,taxa191303,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa33024,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa447020,taxa459786,taxa52225,taxa561,taxa572511,taxa577309,taxa577310,taxa61170,taxa724,taxa816,taxa830,taxa838,taxa841,taxa84111,taxa846,taxa872,taxa904,taxa906,taxa946234,condition
0,,,0.08754128659279385,0.0016900815894239345,0.001131639867882903,,,0.03442705302684622,,,0.0009370853026008985,0.059632910385592715,0.014128805797077182,,0.002313305062395607,0.0077694146408851346,0.06500749333344498,0.011988286956994963,0.00873255916175135,,0.0023317244295228963,0.2559538511129065,0.0006894704013328922,,0.011665215443802092,0.00013730800949434652,0.06078767911787975,0.048265649136173545,,0.0006308633241096956,,,0.0015957869883916126,,0.006316901025205229,0.02671415235328346,6.164208657939794e-05,,0.00041893594665081487,0.1072415323238962,0.10561204626610124,0.06684189485053102,0.009377550977691634,,5.787448875790673e-05,,,,,Control
1,,,0.034560410552513,0.003339047064156034,0.005885924060245512,0.001024433073805553,0.029138099280918203,0.1590803724366216,,,0.00015037735889261386,0.06285915658595502,0.008911735694643453,,0.0009499546787804662,0.004282101837130363,,0.006946480170330263,,,0.021881021880108667,0.19330796400319136,,,0.008808845922769556,,0.06187845673865604,0.043728457454013915,0.018969363099121107,0.00039227993891959863,,,,,0.015438437772032595,,8.279886967366592e-05,,,0.3012062557387176,,,0.017178025788803827,,,,,,,Control
2,,0.0013593297791317592,0.03996283320639757,0.0018974358974358976,,,0.005788981975120589,,0.005062503173394264,,0.0003263772531099264,0.10488042650418887,0.005511449606499112,,0.002558111195734958,0.04812388931200813,,0.013515410002538716,,,0.009556435643564357,0.06523919776593044,0.0034442244224422445,0.036485707032241695,0.26114546839299313,0.0002584412287382585,0.009307946179233308,0.00018400609291698402,,0.0006230007616146231,,,,0.0002568164508758568,0.0174966235085047,0.0143997969027672,,,2.1731403909621728e-05,0.11414978420919016,,0.18941051028179745,0.04903356181772025,,,,,,,Control
3,,,0.03340462400609543,,,,,6.823713870148776e-05,,0.07507404300788474,,0.26150818824892075,0.016608421023768954,,0.00012930781991377815,0.013472005324366326,,,,0.0009003771010703155,,0.025179088734038006,,,0.007253285872689648,,,,,0.016099394818630458,0.0015930307966566498,0.001549408881505014,0.0004524215771441106,,0.021531881180550275,,,0.000654951897490992,,0.508429000347729,,,0.014927107779781615,0.0005980356843883813,,,,,0.0005671887586740099,Control
4,,,,,0.01054393679183689,,,,,,,0.1998602340460593,0.01822524332304298,,0.004236476881942852,0.0007647650940298051,,0.012667943250746955,,,0.011479519885003713,0.03970576546731053,,,0.0014718500086731937,,0.030833813031338957,0.025667256486189085,,,,,,0.024634093346427265,0.005311233251977821,0.005527031207517092,,,,0.1791810959720925,0.4110183747884486,,0.01887136716736237,,,,,,,Control
5,,,0.0,0.00116621274614163,,,,0.00036714278249518176,3.239491939583612e-05,,0.0010474360898077401,0.00222444968114459,,,,0.003520246456978035,,0.006792139844120186,0.0012634062085460785,8.63865242573708e-05,0.006241424038336739,,0.00011878100844235994,,,0.00048592379093754173,0.02033326837688132,0.017136971113861647,4.31932621286854e-05,0.0007234868958493789,,0.004546092824693628,,,3.239491939583612e-05,0.03229775857424518,0.0005399160486153469,,,0.26770145606602086,,0.6215833640533618,0.0006155034685208861,,,2.1596576662986827e-05,0.011079053729159011,,,Control
6,0.0004233870823795394,0.015596270481005871,0.1389701035273723,0.0016309225360753635,0.003432689052633919,0.0,,0.0008747211800739411,0.0,,0.10343863544311879,0.11612800834575393,0.0072462326862375295,6.558368922429386e-05,0.00025570499049036496,0.1931720137772665,,0.07449572721754721,0.0033067234909045203,0.00014310095798084646,0.002062775320174369,0.08091670698074621,0.0002549910156465547,,0.04585279042278224,0.00019736304611043328,0.020164383528110764,0.024228124346266786,,0.012060259068831966,0.0005708738858295066,0.00893355923497391,,0.00114123778962772,0.025699116517328622,,,,,0.07207565848624888,,1.3973507657431193e-05,0.04634482108657382,,6.395174672415591e-05,,,,0.00023958955830150278,Control
7,,,0.36506407053811685,,0.013250216899162906,,,,,,,0.10162710687109255,0.04333570444138176,,0.0013383701772124487,0.018838644189853558,,,,,,0.017495652112670474,,,0.026330303861311303,,0.03144575672167314,0.06810259561500541,0.05121934524844472,0.0005829096224876121,,,,,0.03890297223382588,,,,,0.1937060286742674,,,0.028760322793493942,,,,,,,Control
8,,0.0013159227175700867,0.04299868102140809,,0.0004983182680484417,,,,,,0.0011793567468805586,0.17366428522730276,0.007463498898146548,,,0.03382663223995905,0.001506124551748018,0.0324908990266408,,,0.017788033807243246,0.12123075023085025,0.0025373240804268194,,0.005021960672161691,,0.020272881148932883,0.01612363603946462,,0.009048022433068188,,5.637561290038409e-05,,0.001952282205991432,0.013232673534937444,,0.0003222366808399524,,,0.16154616282815482,,0.3052944919761697,0.02959129577396815,,0.0010381542771861383,,,,,Control
9,,,0.039710088128495566,,,,,,,,,0.08743579517554427,0.007786552649681555,,0.002947052582312063,0.006507082498966951,,0.012528724560015213,,,0.0246937439001103,0.04987302826707767,,,7.302112501146582e-05,,0.10061510795073014,0.034886392633388844,,,,,,,0.01323742958837992,,,,,0.569896871164828,,,0.049809109775458035,,,,,,,Control
10,7.453301731872619e-05,,0.056731038416619764,9.139888980141898e-05,0.0,,,0.03454080187831283,,,0.010750024339372864,0.00035266842341055823,0.0037016045403332684,,0.0006311068092475881,0.053062963634755086,,0.09436576845964692,0.00011331442470407969,0.001639827374260376,,0.06483503964792944,0.00020037060482432626,,,,0.00011654620865285912,,0.00413567352195371,,,0.007277472486409337,,0.0006243402616048313,0.043014236412267357,,,0.0033990287681287925,,0.5429326338675607,5.797012458123148e-05,,0.07219350871955509,0.002378996959295277,,,,,0.0027791322094535345,Control
11,,0.0017783493386515242,0.03959596153791902,0.001014662187288187,0.0008436188343285785,,,0.0006283779625528947,,,0.0008670236669876819,0.15641428768906845,0.007446811734138235,,0.0010840407983848158,0.05712367353894547,,0.020850048894158226,0.002191068485988394,0.0005545064594725993,0.01300180248557233,0.09851574701173052,0.0008818606591197924,,0.3158032878147649,0.0030802431553141564,0.021451260533088948,0.004638963216066414,,,,0.001160837905547499,5.548199170528551e-05,3.5629678289081654e-05,0.013203982624837355,,0.000434974635535035,0.0002380187892742757,0.00018222333998873432,0.19221636764729086,6.958758281679877e-05,1.6613251753560068e-05,0.04413127478078083,,0.00016822223473730632,0.0003211895339021613,,,,Control
12,,,0.03808944847084013,0.004257885959621048,0.00043133598917400055,0.006739768749063877,,,,,2.103822708662317e-05,0.06889663500361158,0.012032819215583948,0.0020949259459639947,0.0010490853238269854,0.012683643573915404,,0.0401618708405672,,,0.019473757533072143,0.05159829295197412,0.004678650501353511,,0.015312165946185891,,0.0256026850220488,0.08824395383857109,,0.0005981764567166739,,,,0.00018819269801864907,0.01595315153165096,,,,0.000320597460528989,0.5385273261972923,,6.99180880291755e-05,0.05297467447530296,,,,,,,Control
13,,0.004719455024074285,0.003146303349382857,0.008652362077728966,,,,0.013634013028574596,0.004719455024074285,,0.05951754382556625,0.006030410771994364,0.00026219194578190467,,,0.01074986579606865,,0.10304154217900355,0.00026219194578190467,0.0228106714160996,0.020450979732967455,,0.0005243838915638093,,0.0015731516746914284,0.0007865750411478254,0.03303616128258332,0.05427370490992816,0.006816990590329522,,,0.02333504734568452,,,0.002359723531047698,0.044572590973029354,0.02490825475422817,,,0.27975845980321074,,0.2653385198385697,0.0034084913141753173,,,0.00026219194578190467,0.0007865750411478254,0.00026219194578190467,,Control
