,taxa1263,taxa1301,taxa1348911,taxa1485,taxa1578,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa283168,taxa292632,taxa29465,taxa33024,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa459786,taxa561,taxa572511,taxa577309,taxa577310,taxa61170,taxa816,taxa830,taxa838,taxa841,condition
0,0.0320254138103996,0.0007978084446902369,,0.027961159054956074,,0.0064276362326855544,0.24775378441989374,0.010730081154424908,0.00150569109873574,0.03446843208622175,,0.027030005273108428,0.0056465988450606405,0.007803583141486502,0.13132869471274425,0.0008609828559669722,,0.07496384705413296,0.0015840932182681047,0.007247771790156005,0.01777742337916221,,0.0012840662096639352,0.003384563939655061,0.014740421591449844,,0.0009536866744691519,9.321826810541069e-05,0.20500713798824483,0.13069592170077038,,0.007927977055547696,Control
1,0.01460929636231461,0.0022942404134032464,0.0002611445939166083,0.00031842203784629924,,0.0035822225817691276,0.21182516653290104,0.013522646943761762,,0.06296909846418394,,0.025493328597046297,,0.0029207441363864137,0.11975142197590558,0.0018323713257153325,,0.11370738444123625,0.0001368576093895269,0.004401340717967186,0.00781619151225327,0.08073858909131314,6.244762028440637e-05,0.0010187274938928564,0.014175711180567194,,0.0016696628345522285,,0.21970917859380737,0.025702568675401834,0.0009308344958626932,0.07055040176832199,Control
2,0.005633792676069522,,,,,,0.004109494657656946,0.05169413279762737,,0.01357938234680295,,,,,0.015588379735106345,,,,,0.013887281946533474,,0.15577179749666328,,,0.02527976713630272,,,,0.36552452481811776,,0.25009967487042273,0.09883177151869706,Control
3,0.03728925215290352,4.136183281023866e-05,,0.026119947101134307,,,0.09500843187630656,0.007209840453019752,0.0025367584419651716,0.029690550089229845,,0.06639510090727331,9.963069217064784e-05,0.021698357110013517,0.07143097952971697,,,0.0006765829731952177,0.003931286221165846,0.09868269103908471,0.04594373764239768,,0.010677994911186284,,0.014442122971043598,,0.0001549810767098967,0.0005333764328327613,0.4196162970451852,,,0.047820719500654994,Control
4,0.03190403494548154,0.00018862424882011653,0.0006282875232224366,0.022661340605716295,,0.003890414937257226,0.05350559811719667,0.010985531448024942,7.08004355447483e-05,0.0038840460824855847,,0.16861755303079995,0.0009777253550265015,0.003973422344447621,0.15654220438376767,0.0003640861977788406,0.04286271105588606,0.004242931048867585,0.0017086575876518943,0.033749622910723726,0.015826816402688248,,0.010908574452867605,0.012953401424882644,0.01911410079307102,0.01450697739884507,0.00011060577786750784,0.0008026879963858869,0.37880568263189957,4.8509443844002966e-05,0.0034286729663132154,0.002736378452635782,Control
5,0.023690927196240705,0.0006390771353866766,,0.006945663070502622,,0.007064568438353162,0.20936129307129953,0.014731088765314686,0.0005008248079474382,0.010360453726987837,,0.21681876165654318,0.0012065182312152004,0.02261272636727055,0.09689731240403646,0.0,0.0,0.005876769697767026,0.008067054679527548,0.02894577057685104,0.08308964879098235,,0.0029647908342680875,,0.02186561999266698,2.4889602065460494e-05,0.0,0.0025759692356152213,0.22778482750773724,5.239365812939374e-05,1.6418771110408807e-05,0.007906631782181263,Control
6,,,,,,,,,,,,,,,0.21811221811221812,,,,,0.15443715443715444,,0.021520521520521526,,,,0.01544751544751545,,,0.5904825904825906,,,,Control
7,0.04301717107396873,0.0002449041713028681,0.0004211586735434442,0.0005689265829033335,,0.02334763165687889,0.1994836578556863,0.006548695263716396,0.0011026223972263119,0.06819348093884563,0.0002087674686733039,0.03589079186487329,,0.01284513822439745,0.08242036990696461,8.968747087170383e-05,0.0,0.11223818254329508,0.0018911876573934584,0.027902366078285994,0.012563694713109813,,0.0020805278736781676,0.00011193318474672802,0.0053024319900210354,0.0237858017586797,0.00018239472190743807,0.0008122202047853853,0.285682276044547,,8.757362475688254e-05,0.052976406054941076,Control
8,0.045921343245837784,0.0002707957721276736,0.0006380323038462364,0.00017559011297978375,,0.007349465186069424,0.10265650549532211,0.013521776724923265,0.0020828939720819954,0.05316407516862463,0.0025438952124316144,0.0027230877017034804,,0.0016406250884512033,0.19912701042188044,0.00015809285670395534,0.04798406391068411,0.06932732004097651,3.180383640724101e-05,0.0041965625302020654,0.0010862708396181934,,0.0016388753628236202,0.00010374843721197071,0.011173130307522514,0.009153844008255,1.677678101741193e-05,,0.1070883546599156,0.2063307337556759,0.09377263385889945,0.016122692407806696,Control
9,0.019162297883891215,0.003474821318893155,0.000504585784184048,7.44169141479551e-05,,0.003268478283373168,0.1836533529017996,0.0041009815671489,1.8517964726152658e-05,0.09007207053849321,,0.033407558550123874,0.0004165966971312108,0.00630507944321886,0.11083116907016811,0.003629291049497024,1.3112099247089458e-05,0.12856413311771214,0.0008785106495549935,0.03469357944206867,0.018013493960383056,,0.002321186621978179,0.00010604697812119723,0.009527665379227215,,0.001771628637744903,7.29216747601291e-05,0.1815807210734439,,,0.1635377823989621,Control
