,taxa1263,taxa1301,taxa1485,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa239759,taxa239934,taxa283168,taxa292632,taxa33042,taxa375288,taxa397864,taxa572511,taxa577309,taxa816,taxa841,condition
0,0.07248879317279355,0.000107660293989793,,,0.163898578315348,0.0010010376014749054,0.003419534696272029,0.01457761007147831,0.010090613403665976,0.0003818893447185109,0.002173823841758056,0.20674737532328558,0.06992861106845326,0.08208193476517464,0.0650006134605431,0.02216654356829278,0.019564109876877255,0.2497576627722079,0.016613608423666413,Control
1,0.07311186949528924,,0.0001463339588327785,,0.07887146367422372,0.018069096355224194,0.00017504854698109727,0.0014760402715472333,0.0032369071693810606,0.00010414560239947933,0.001660144957867416,0.001687976020226556,0.010281920930847432,0.03239745495978798,,0.011761605746275028,,0.7601966330820108,0.006823359229106078,Control
2,0.0,0.00323283627874841,0.0010177495578383231,0.002903577758006777,0.006166354855275457,,,0.009758408569882035,0.01882836229585991,0.0035022644361389246,0.017301733434953358,,,0.056365468386268776,0.04750507324503838,8.980134286516446e-05,0.08953200519075527,0.7420901391339311,0.0017062255144381245,Control
3,0.04087961493619489,,,,0.3766578236983944,0.015585411407592068,,0.011220471661713501,0.01625300001560113,,,0.12197055764256227,,0.013039167449245683,0.014205177199718434,0.02902310620340473,,0.33945378817532224,0.02171188161025073,Control
4,0.049167775141809686,,,,0.09151674139602695,0.057181813561993595,,0.013328976951851743,0.020877039505738274,,,0.17100625234531133,0.021483123950441756,0.11326658843937706,0.055149377851877096,0.006703391575052979,,0.3704637335548273,0.02985518572569209,Control
5,0.39455966437730483,,,,0.07855295379004681,0.027257094124386188,0.004521129833296973,0.016583037100727643,0.005452818808310769,,0.006125744178693888,0.030433773200350466,0.027108112554001442,0.031443277921211266,0.08192726386071097,0.06880043586150898,,0.21145466445313732,0.01578002993631242,Control
6,0.0527709318568225,0.0025055646062213895,,0.0004309812493655632,0.138494631038347,0.007277870668346787,0.003377986512995613,0.06354760861056016,0.01784710249589636,,0.012619275803996596,0.08614837796706923,0.34484266033166244,0.012291145400388151,0.00024298009453963923,0.02310429598730174,0.019014935632400618,0.1507348203482688,0.0647488313958174,Control
7,0.0005318172372538377,,0.002179119112131525,0.0017354673273359301,0.03208213711442745,0.02220619417785211,0.0004793618193152953,0.019379452405787038,0.06454497951212423,,0.020326676202792646,0.01919041114960083,0.006753029804764967,0.09580275955848674,0.025779820400719033,0.010201570031009223,0.17608032942002463,0.49826392741784165,0.00446294730853268,Control
8,0.017505431411335953,0.029006230175714843,0.0018744470041541607,0.029736968741119106,0.002382767877047283,,,0.018998620073942304,0.029419270796572368,0.00012708084246603252,0.01928456487050775,,0.00031770252232691604,0.09928206423727588,0.05372357971623222,0.00041301357033827503,0.08231681088727301,0.6139593929923408,0.0016520542813531,Control
9,,,0.0022560749556073435,0.00011892002948246448,0.014134281625923636,0.034295599150342075,1.7385969222582523e-06,0.0033748007128362144,5.489904777318675e-06,0.0011064263610924962,0.00014225813640360174,0.9276866299232324,0.004477173431955138,0.0022809465051580437,0.001601401171010638,0.0026686030970963486,,0.0003010462116410747,0.005548610186519001,Treat
10,0.003292550227773148,,,,0.042261163379769914,0.23216875096552983,,,,,,0.7161701654783225,,0.0023849732496098452,,0.00021635809040368643,0.0005159277131413498,0.00011705022786025973,0.0028730606675893807,Treat
11,0.008690958048031057,2.4471502131846695e-07,0.014176822845811267,,0.00937154217776212,0.014995407307873418,,8.037032961096591e-05,1.188117422819521e-05,,0.00019482334107456654,0.8856477287085681,0.00028802775854513084,0.005722080841233551,0.008527291971723484,0.02115296745604311,0.0276664243252778,0.00022017401156954603,0.003253254987626326,Treat
12,0.0023176289905386606,,,0.0005452234136509698,0.014312142496813408,0.02540769381821136,,0.0021801127772910775,7.168437973028953e-06,,0.00015009949337385617,0.949137950173046,0.000966086537543349,0.0015495531221900425,0.0010490157081627747,0.00036776346662193744,0.0008007859658136411,9.560044364968156e-05,0.001113175155120176,Treat
13,0.009588836115915126,4.047634099298942e-07,2.907446817512664e-05,0.006428602950102054,0.052317252634922165,0.1168182500964937,3.25174973011285e-06,0.01564231891741266,2.3850442344311798e-05,0.009049922064258963,0.0017322262091707039,0.7622370842283843,0.0015964815978881494,0.005144662684248707,0.006736201471957762,0.004193545715671611,0.003128438279563079,0.0004140283316966142,0.004915567278654901,Treat
14,0.001254031643047313,4.3828154336154317e-07,,1.5025206600769522e-05,0.0014033063153671991,0.03736711374728405,,0.0013748641590519636,6.590948894976242e-06,0.0015811145094302974,0.00034789884047695444,0.9480259990698608,0.00022103313979937472,0.0017901763426379507,0.004152492624244252,3.7140960136733655e-05,0.0017042636026378462,0.00011792759026010277,0.0006005830187260618,Treat
15,0.00805890852403709,,,4.6366535531284265e-05,0.0023976340433191725,0.10618595781764886,,0.0002035654449952884,2.2757367317013742e-06,0.01884919634675142,0.00015322999090604958,0.8577380032163275,0.0004755203986927917,0.0018697719546743,0.001964097563248393,0.0008710741988832113,,0.00017949962698292688,0.001004898601269952,Treat
16,0.0013826736658707917,1.8137775955362604e-06,0.005416361418060864,7.053744660521567e-05,0.0053734835644074904,0.04121190310779369,4.1382584487329e-05,8.4023735299747e-05,3.759380942737032e-07,0.06255438453790386,0.00037530678743753965,0.8771422949019702,0.00042644037432429654,0.004680369783916647,,0.0009285159661944213,,8.199010384829034e-05,0.00022814230618975657,Treat
17,0.007214950359177667,,,,0.016520638612111088,0.12923876505429782,0.00021467271698048728,0.0003894844648470428,8.005152361006801e-07,,,0.8309083288297637,0.0001589663936846198,0.003851971630508783,0.005380328918479814,0.00222241703129894,0.0012736587651084664,0.0002252489196102025,0.0023997677888952717,Treat
