,taxa1017280,taxa102106,taxa1263,taxa1301,taxa1348911,taxa135858,taxa1485,taxa1578,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa33024,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa447020,taxa459786,taxa52225,taxa561,taxa572511,taxa577309,taxa577310,taxa61170,taxa724,taxa816,taxa830,taxa838,taxa841,taxa84111,taxa872,taxa946234,condition
0,,,0.07361376883956483,,0.011884316492856073,,,,,0.07143696639158215,0.009666699625730774,,0.0013708430213259847,,0.005117646811070155,0.0005280804206512537,,0.002665071260772449,0.002521869809824863,,,0.006698077390155562,,0.032176303047964656,,0.07159861957010281,0.002581135956540566,,,,,0.006335861955405785,,,,,0.6970791918063098,,,0.004725547600142239,,,,Control
1,,,0.35632424962554404,,,,0.053421870878086836,,,0.24539256342020416,0.038784588197765736,0.0033830731549557885,,,,,,0.010016876733618035,0.044706125183640734,,,0.0006376513414740486,,0.021779595819338374,,,,,,,,0.04616079145147636,,,,,0.1614537170205556,,,0.017938897173340282,,,,Control
2,,,0.008909710322006896,,0.0006840473072223664,,,,,0.2983989522671508,0.010833988556668377,,0.004771118731151961,,0.007457427071154619,,,0.007101352462927433,0.10706757162620478,,,0.0012253603338038452,,0.0841106536094268,0.015023749040583255,0.0008235030317861864,,,,,,0.01973796140554041,,,,,0.37552230032861666,,,0.05833230390575556,,,,Control
3,,,,,,0.025042555053980512,,,,0.051326912840860495,0.04821001183617538,,0.0026841939971133503,0.019424209272541938,,,,,0.16087532105573873,,,0.013848906014627406,,,,,,,,,,,,,,,0.0046052388662993415,0.30346949706004006,0.37051315400262286,,,,,Control
4,,,0.07441479468028757,,,,,,,0.16771506115862647,0.0025230243033172238,0.0027901185397479745,0.011824514364783798,,0.01112834483693086,,,0.0021844859513769415,0.23304844650108605,,,0.06919701330749302,,0.04533991385646301,0.061835908469412476,,,,,,,0.022141208883706232,0.018209626889265727,,,0.0010167442013245902,0.250680566789983,,,0.025950227266195027,,,,Control
5,,,0.07987366613933189,0.013360611849724105,,0.008682029894703595,,0.0018317565621986515,,0.08178798712365629,0.008246559189476805,,0.00041282211062870745,0.0005149466826346122,,,,0.00543030939936236,0.011442996524367262,0.005007089524849986,0.022328219932678084,0.05352552656180847,,0.007880784386717753,0.007981570632679224,,,,,,0.00020002826956398476,0.008262722050167256,0.00260469132693689,,,0.017029169433827346,0.029934338635815436,0.1900670058671184,0.4051905637307259,0.038404604171026965,,,,Control
6,,,0.40510415671108646,,,,0.03987044236834477,,,0.20474710229909876,0.012073951766500567,0.002528528182850723,,,0.0018616253104160932,,,0.005744446832316963,0.08059925156917548,,0.001211830635184064,0.00197916496156728,,0.04332070107702439,,,,,,,0.0011605060435762686,0.05170160558318623,,,,,0.13846023056991946,,,0.00963645608975256,,,,Control
7,,,0.08623338957059502,,,,,,,0.22672826574078264,0.022052308417607264,0.005401944932067549,0.004486696179755228,,0.0010223952808320865,,,0.005638909573402567,0.1986734742153173,,,0.006776836763247272,,0.04143537423487285,0.0543768114621733,,,,,,,,0.012233234906910372,,,,0.30853334622542455,,,0.026407012497012064,,,,Control
8,,,,,0.014659276220750247,,,,,0.19914942188479315,0.008196576980016032,0.0008878677560017858,0.0001984219418444607,,0.019473121323043702,,,,0.03999630927138597,,,,,0.033617526815387204,0.03488654179030725,,,,,,0.02058205044123224,0.007623648715887047,0.0077049493898273735,,,,0.2577543284810851,0.340761511616991,,0.014508447371447585,,,,Control
9,,0.002586140893636449,0.05333318074669957,0.0007799134955315749,,,,,0.008108831808884838,0.01924272739020548,0.01006950253651648,0.002589685494641981,0.05259408079988885,0.0019367699894229109,0.1121623159896344,0.0013435050554112286,,0.01058964741549975,0.17784782359472776,0.01900635314029369,,0.004675430000611698,0.000941952398641628,0.03008940901576355,0.015752814514472708,0.05496896347359557,0.023077175483676004,,0.0005774661409584519,,0.0011513876809113716,0.009850446194374576,,,,0.0010417075983687543,0.3365163175200918,,,0.049166451627538986,,,,Control
