,taxa100883,taxa1017280,taxa102106,taxa117563,taxa1263,taxa1301,taxa133925,taxa1348911,taxa1350,taxa1357,taxa135858,taxa1485,taxa1578,taxa158846,taxa1678,taxa1730,taxa189330,taxa191303,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa33024,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa447020,taxa459786,taxa52225,taxa561,taxa572511,taxa577309,taxa577310,taxa61170,taxa644652,taxa674963,taxa724,taxa816,taxa830,taxa838,taxa841,taxa84111,taxa846,taxa872,taxa904,taxa906,taxa946234,condition
0,,,0.0020588497386852325,,0.05506931070566543,0.0019497562350570415,,,,,,,,,0.005461436758415211,0.01847585778930139,0.01130767789179277,,0.002906166164644804,0.040270035183411816,0.0014032795263182276,0.10318570186834483,0.0010388608014325663,,0.010296267074621876,0.1838008560156489,0.0223360118260991,,0.0041943979628074925,0.00044565856801303806,0.028956705824271057,0.014251587784797374,0.054326849182823066,0.017768617018324176,,0.0001810487932552967,,0.0008398484155354397,0.009250140100884749,,,,,,0.000854986274503274,0.3572020029203958,,,0.052168089574950116,,,,,,,Control
1,6.506298238576836e-05,,0.0007856203106767545,3.0301918587764397e-05,0.011543916195635672,0.0017537615423453608,,,,,,0.008461228036429597,,,0.0007718374982087413,0.22572497086860707,0.0064903871977130285,,5.026672782451886e-05,0.03848911188218291,,0.031503962254551925,0.00996223712072183,5.42191519881403e-05,0.0054672160603816905,0.038653188157077856,0.00022995001095530907,0.04690280948443972,0.01385750315028475,0.00152796664397232,0.05166365640583573,0.019010957538600493,,,0.00030008020380725876,0.0025525566002341867,4.0943060566745207e-05,2.634949442414295e-05,0.04225759630588197,0.0628247955228561,7.043422547992058e-05,0.001023880546796601,8.816946211155526e-05,,0.008069228634765807,0.3075553526869695,0.00010266168404483389,,0.06049914860729747,0.00020917444804396558,,0.000932366725777366,,,0.0004471306515358412,Control
2,,,0.00014637465707544297,1.4637465707544294e-05,0.0006879593944396506,0.002927482471402207,1.4637465707544294e-05,,2.927482471402207e-05,,,0.0033519713243444545,0.0006879593944396506,,0.000556223056680284,0.000453760156521075,,,,0.003439796972198253,,5.8549756129110657e-05,,1.4637465707544294e-05,0.00032202381876170845,,0.00029274824714022073,,0.00013173740477003172,5.8549756129110657e-05,0.0021517016971514193,0.001858956651043194,0.0076553853887539455,0.0005708603089856954,,0.00033666107106711956,,,4.391229042156636e-05,0.0005415847373642076,,,,,0.0001170990854539552,0.0037764601772867033,,0.9691881944382165,0.00042448565191025234,,,1.4637465707544294e-05,0.00013173740477003172,,,Control
3,,,0.0013159227175700867,,0.04299868102140809,,,0.0004983182680484417,,,,,,,0.0011793567468805586,0.1736642852273028,0.007463498898146548,,,0.03382663223995905,0.001506124551748018,0.0324908990266408,,,0.017788033807243246,0.12123075023085025,0.0025373240804268194,,0.005021960672161691,,0.020272881148932883,0.01612363603946462,,0.009048022433068185,,5.637561290038408e-05,,0.001952282205991432,0.013232673534937444,,0.0003222366808399524,,,,,0.16154616282815482,,0.30529449197616965,0.02959129577396815,,0.0010381542771861383,,,,,Control
4,,,,,0.01481027520623855,,,,,,,,,,,0.3591525988344146,0.01894022426257691,,,0.004126820633952142,,,0.0011099426873018843,,,0.06094447287593065,,0.014147912673433263,0.006775947135271258,,0.040183183154675235,0.07318404789377345,,0.0010202972044417557,,,,,0.01889081676420153,0.011469659480932157,,,,,,0.25860941840686064,0.1011410327332228,,0.015493350052773247,,,,,,,Control
5,,,0.0016423913795691268,,0.015246538067211627,,,3.018130427744281e-05,,,,0.037306124497981756,,,0.0007135795240276207,0.12816587400941554,0.010283593493805056,,,0.026426831321771416,0.006782765438727938,0.05267237157677194,0.08109777431680756,0.0019669674262430405,0.008235736107276345,0.23198143107956895,,,0.0030427226015999737,,0.030892648149301725,0.036187180587547677,,0.001994303355033047,,0.0009268810650321745,0.000791522488272734,0.021413381333462864,0.006061462752662991,0.007245037334883113,,,,,,0.10601360963419752,0.11153973531301008,0.018647066636356645,0.05269228920518399,,,,,,,Control
6,,,,,0.05480094247719987,0.006383504711292129,,,,,,,,,,0.29703846010801793,0.004510384928198985,,0.0015410004355680652,0.0038515634872489813,,0.0007943569714174213,,,,0.06063042877878736,,,0.08924946965603248,,0.014709407551381353,0.004463609022603388,0.027291188554925596,,,,,,0.01859555812250057,,,,,,0.015378230076823957,0.3243862172971048,,,0.07637567782089702,,,,,,,Control
7,0.00020905897254092356,,,,0.03607147631152377,0.0005112129376944559,,,,,,0.007523289685611127,,,,0.09775429580266047,0.0045107559627089785,,0.0013160798629560753,0.0018909414423389347,,0.003685853375993776,,,0.008821458881510211,0.0014010796388197618,0.004391553896081095,,,5.697008787054209e-05,0.00015026746090187392,,0.07516034347599904,,,,,0.0003828025620146728,0.0018068523783595024,,3.926180123227412e-05,0.0002246422647825994,,,0.0001240591966772373,0.7339862193101478,,,0.01998152469157477,,,,,,,Control
8,,4.65640100435302e-05,0.004570625196378096,,0.07892283148801318,0.0005220070599616806,,,,,0.01525920989656765,0.000955583346463499,,,,0.04871034540998844,0.020572306402214406,,3.7680087074698775e-05,0.03627346593796714,0.0012072944972470563,0.04702331907242449,0.009284107958657285,0.00109833879830748,0.007666621293987289,0.4402994760221387,,,0.026752453366807673,0.0025320201601740674,0.04204393130542304,,,0.015388486292872712,,0.00153028125989549,0.026647786458266848,0.007164526475162644,0.01401576702310259,,0.0003982448227407188,0.0007547249961222186,0.00010068446031342273,,3.522934970398666e-05,0.1170451745440684,4.4113272672818084e-05,2.7366567306285287e-05,0.032821091781033554,0.0001761467485199333,,3.277861233327456e-05,,,3.941602604561987e-05,Control
9,,,,,,,,6.850862301620158e-05,,,,,,,,0.17974899291817448,0.006702393170379426,,,,,,,,,0.006324176926153886,0.0016240394731281513,,0.0025492099161975364,,0.07786724549021214,0.004593624786176582,0.04534946542498504,,,,,,0.00895740111525147,,,,,,,0.6587114237419471,,,0.007503518414378055,,,,,,,Control
