,taxa1017280,taxa102106,taxa1263,taxa1301,taxa1348911,taxa135858,taxa1485,taxa1578,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa29521,taxa33024,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa447020,taxa459786,taxa52225,taxa561,taxa572511,taxa577309,taxa577310,taxa61170,taxa724,taxa816,taxa830,taxa838,taxa841,taxa846,taxa872,condition
0,,,0.02630288298495796,,0.0003880603244143193,,,,,0.06934139429714771,0.01614063676227548,0.0005380417848965688,0.0011221368215382013,0.031117812133366517,0.02388508726834212,0.0011003437649088413,,0.02138094170470429,0.1702880661735885,,,,0.016186895608894407,,0.046999913341760666,0.008601369940323005,0.07653176661815657,0.001255979084422292,,,,0.08801331514641078,0.006281026193917702,,0.0003600994215691021,,,0.3706412987263707,,,0.0235229318980344,,,Control
1,,,0.03638417793447217,,0.007816017255293189,0.021362869324490705,0.000881919851756898,,,0.11714674367382817,0.0025388850917625167,0.00018312528266497226,0.002288449449868837,,0.013333000378273941,0.0008229333690129618,,0.017390324963110326,0.02044426275785648,,,,0.00251946271329805,0.0001374981078595583,0.037404623533160826,,0.044950371712467,,,0.00013297649594190466,,0.0005305700529737664,0.008348848114225782,,2.4766101639875603e-05,0.00010800486648759026,,0.6621777336715089,,,0.003072435298045646,,,Control
2,,0.0028330957417105275,0.013936312561061388,,0.00031511616730044216,,0.036663226970607636,,0.0016856375482578849,0.1190911268556177,0.008758968172555092,,0.030915764403367012,0.005530909203721381,0.05714638814113503,0.09823304050992264,,0.0016654977803025948,0.24921945684673286,,,,0.002191674647134482,,0.01917234708143739,0.03416498030015375,,0.002568532426297858,,0.0013526193649971848,,0.02073704430596376,0.00962741937862713,0.008020204866195145,,,,0.10346958361029752,0.10095801214387322,0.018008410896021333,0.052991696414358434,,0.0007429336623506872,Control
3,0.00015688802442413255,0.0017605193725210625,0.04427321114628446,0.0001938745794049514,0.0004308323986776697,,0.00019783742458146766,,0.008081765486138476,0.14847155093770065,0.0030063769291689183,2.784152765039658e-05,0.09264359775942767,0.0006931930716460053,0.03157432458384537,0.00033003387521346017,0.0004214841485176826,0.008369833847046777,0.1886548010275759,,,,0.0752554460161924,0.0002976198338978524,0.015896394562813835,0.008031467835821154,0.012479202683679398,0.0021760084475665794,,0.0013498060339703216,3.6478497906906465e-05,0.0002229354440327376,0.008496136835621382,0.04404326451463174,0.00011451606445984289,0.00018777789451800318,,0.28150731185579636,0.014128152722769315,3.617366366255906e-05,0.005691763399040016,8.454069709901443e-05,0.0006770368566955926,Control
4,,0.0018402826720548388,0.02491398318845583,0.025041898461353133,,0.01101603018469268,0.0003199951648854775,0.004744870090449344,0.002240794084767257,0.17334278830043034,0.009308319894985288,0.002101494766547382,0.04112196597081171,,0.18403965125080649,,,0.007266229146757523,0.05818509753953523,0.005327215754359625,,,0.0570437952502865,0.001785846237148706,0.018293332902809434,0.06056643283837573,,0.0036851189622387074,0.0001690013273796846,0.0002960886697080696,,,0.03421981929173437,0.010424784267166568,,,0.0006447509305422137,0.24313009086744974,0.00014468086691781935,,0.01878564111735026,,,Control
5,,0.0007086486159090499,0.033599869087555134,0.002656715053974818,0.0013972140726627824,0.027708065247952638,,,0.0020484822338423547,0.07045087223604192,0.02065207573794984,0.001018078031042826,0.09025361098389416,0.014880558333076537,0.005390362421327678,0.08856481919312452,,0.020382918901228047,0.13905196862776767,0.002152617133166221,,0.1093257052748577,0.020918469812036503,,0.002054432799518005,0.019561528317785702,,0.006435749298417681,,0.0003027350287486704,,0.00329948240704632,0.023634903042970525,,,,0.0027835896149877738,0.2083356799105715,,0.04763980375884483,0.034791044823698554,,,Control
6,,,0.07280766316406982,,0.0021143730999435596,,,0.00035296551892016894,,0.030860894870693812,0.003344672690115286,,0.003714134745114939,,0.006464429193195662,,,0.003908069632683501,0.08506549476883778,,,0.02714062421886638,0.001993465561117102,,0.03324454374554456,,,,,,,,0.0048007937650336,,,,,0.431542342634865,,0.24842878037990515,0.04421675201109373,,,Control
7,,,,,0.001324571383184251,,,,,0.08721593093418085,0.01061525990333199,,0.001018744802801782,,0.0007861500272867189,,,,0.038286623596343855,,,,,,0.05048687977562017,,0.04963755335079182,,,,,,0.007720521430764609,0.007679791952606732,,,,0.6374224273570459,,0.06535252988461979,0.04245301560142153,,,Control
8,,,0.0770510524646194,0.03677629626597629,,,,,0.0008611074158591121,0.18898416954043573,0.022478638600943485,0.0036283167729193747,0.004433040328274818,0.014013487101296521,0.01711367845850005,0.000716003397357838,,,0.028627856287670252,0.0026129979636318984,,,0.09453803096507474,,0.038248109452227216,0.03892686470943382,0.008001801008974347,,,,,,0.00812111785352476,,,,,0.34244753026411395,0.04412359424086449,,0.02829630690830204,,,Control
9,,,,,,,,,,0.06762440676244066,,,,,,,,,0.02798380279838028,,,,,,,,,,,,,,,,,,,0.3063650306365031,,0.5231790523179052,0.07484770748477075,,,Control
10,3.908901083830666e-05,0.012800882445399732,0.07423354520089613,3.173237115806356e-05,4.490844222715568e-05,0.012406259116880427,0.0,0.0023427054360845817,0.03198974374627982,0.06154696517202073,0.019519470884122054,,0.0614787790042382,0.002364006750979614,0.001968065815353395,0.05893865210330173,0.00012517267515637525,0.006259402361964461,0.3133686942480631,,,,0.01557554341136605,0.0003555343176810027,0.01796853751869767,0.001132922510757439,0.061993853582447474,0.00033412320219372804,,0.005361782520382558,0.0055593137858266995,0.0014774767692141977,0.005846332533948421,0.0012406368917472666,0.0,,,0.031019875115002392,0.1634315935173291,0.007558013966415733,0.01862174124194791,0.0003883646947614906,0.002676279635317097,Control
11,,,0.019408519120589995,,,0.012498001857071854,,,,0.14815520089307163,0.012158208371148825,,0.010103833551855191,,0.017783690436778757,,,,0.01765517599817612,,,,0.0026118894526879063,,0.09963515875518533,0.034377776108412465,0.06594570466967094,0.00670677219773011,,,,,0.00623136704422469,0.21534412170371928,,,,0.3182146341804295,,,0.013169945659247406,,,Control
12,,0.002393239099543789,0.06287262855691722,,,,0.00035519434755589826,0.0019080498705363476,0.018140119066145103,0.26101888904791043,0.005494991968024592,3.479029679873021e-05,0.06393977403806393,0.01870436768218918,0.01980349107087241,0.010513856850219857,,0.002706039283036564,0.19643393208059096,,,0.07097085135606117,0.02767328536438877,,,0.022844725488933872,,,,0.0009522541716586576,0.0021123126610223053,0.018449065234723047,0.05757096231002571,,,,,0.08320526545933919,,,0.0519019146954422,,,Control
13,,0.002419703684869877,0.0012600477677950019,,0.000343725051584766,,,,0.0012394492326213387,0.10744216753183983,0.0036285672137485025,0.0012369524404790765,0.047023854976325205,0.0029710786162861175,0.04258622307547783,0.0250933852277709,0.0015738113136726211,0.006014668237703767,0.046750664302759364,,,0.10361812229995339,0.01291840254406474,0.0002770398947851792,0.09163133532397023,0.012980406215597587,,0.006722612843041035,,0.00023105730616518317,,,0.019582236738756687,0.007377188516337446,,,,0.1823469721297658,,0.21729998146131838,0.05414314567096815,,0.0012872003823421036,Control
14,,,0.005633792676069521,,,,,,,0.0041094946576569445,0.05169413279762735,,0.013579382346802945,,,,,,0.015588379735106343,,,,,,0.01388728194653347,,0.15577179749666326,,,,,,0.025279767136302717,,,,,0.3655245248181177,,0.2500996748704227,0.09883177151869697,,,Control
15,,0.00021758549049498142,0.08288811221421429,0.0067051506555906104,0.0002475349021196948,,,0.0024472086344354722,0.0003833122682438147,0.1327321742710032,0.009642605027963505,0.0016156602056338664,0.008394679376473351,,0.026791658224550645,,,0.012990909047053946,0.08503854026969748,0.004239952273904053,,,0.08012713826738835,0.00016602828189270634,0.021445386745395437,0.004630199137456947,0.03766580717885387,0.0004699444589166434,,,,,0.017560304848829845,,,0.00022331406922856744,0.00017336488272694827,0.44082619371520637,,,0.022377235552725437,,,Control
16,,,0.0,0.001179278030806553,,,0.00037125594708015266,3.2757845324234796e-05,0.0010591706988890834,0.002249370578642156,,,0.0035596843916115483,,0.006868233370658112,0.0012775603685110568,8.735432754572446e-05,0.006311347799713172,,0.00012011173278336929,,,,0.000491367679863522,0.020561065526579055,0.017328959588209854,4.367716377286223e-05,0.0007315922456467353,,0.004597023494988816,,,3.2757845324234796e-05,0.032659595993024544,0.0005459648222148967,,,0.27070056213846655,,0.6285470708223079,0.0006223990611604611,,2.183852687560737e-05,Control
17,0.0004235163282328065,0.015601031498453008,0.13901252643151019,0.0016314204019375028,0.003433736937286221,,0.0008749882030654175,0.0,0.103470211783671,0.11616345832557501,0.007248444717651529,0.0002557830486339787,0.1932309827037809,,0.07451846826050693,0.003307732922502429,0.00014314464189607985,0.0020634050161841195,0.08094140813312553,0.0002550688558376334,,,0.04586678773935025,0.00019742329441832821,0.020170539037013043,0.024235520378726238,,0.01206394066078138,0.0005710481544492935,0.008936286350500316,,0.001141586171186912,0.025706961594282377,,,,,0.07209766076352311,,1.3977773299902308e-05,0.04635896860357454,6.397126904407844e-05,,Control
18,,0.0020588497386852325,0.05506931070566543,0.0019497562350570415,,,,,0.005461436758415211,0.01847585778930139,0.01130767789179277,0.002906166164644804,0.040270035183411816,0.0014032795263182278,0.10318570186834483,0.0010388608014325663,,0.010296267074621876,0.1838008560156489,0.0223360118260991,,,0.0041943979628074925,0.000445658568013038,0.02895670582427105,0.014251587784797369,0.054326849182823066,0.017768617018324183,,0.00018104879325529663,,0.0008398484155354397,0.009250140100884749,,,,0.0008549862745032738,0.3572020029203958,,,0.052168089574950116,,,Control
19,,0.0022123723387418226,0.03586557411632205,,,,,,0.001635682738350228,0.1277837341077852,0.003994512667503166,,0.03925166128200512,0.005329782746700159,0.05274239783941161,0.010959053805910005,0.0005986685094715232,0.000824928026775652,0.10828207403256596,,0.00023848143403549097,,0.054631762378824576,,0.034202160978665366,,,0.014347092370062797,,0.0018364713703654671,,,0.009991160164932195,,,,,0.21740324940710865,0.2390380961252724,,0.038831083559190585,,,Control
