,taxa1017280,taxa102106,taxa1263,taxa1301,taxa1348911,taxa135858,taxa1485,taxa1578,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa447020,taxa459786,taxa52225,taxa561,taxa572511,taxa577309,taxa577310,taxa61170,taxa644652,taxa724,taxa816,taxa830,taxa838,taxa841,taxa872,taxa904,taxa946234,condition
0,0.0003113431226925714,0.005942240587462772,0.03788649032999233,0.0033236586865591565,2.682247318385287e-05,,0.0029309371923955745,,0.0514594714960614,0.13038657256870728,0.03181398361804798,0.0003634698158611912,0.07121933444840596,,0.06956049100308458,0.00249195958409984,7.692482875369124e-05,0.004948088392701251,0.07291643787434429,0.0007020402792573717,0.019315318415652177,,,,0.02730709960500113,,0.0002550665374464499,0.0023875037640027222,,4.1397703895078574e-05,0.06578398799567803,,,0.0016147128856679428,0.0002643784904008441,0.0004916103858640506,0.3902143520474909,,2.702490694373101e-05,0.005770273108446294,,,0.00016700785189946123,Control
1,3.584996387310523e-05,0.0019227060680595447,0.060164899763601704,0.00017955192580265903,0.0030231791163890217,0.0,0.00014672302630088286,,0.0022201802064897493,0.013963863035011615,0.0038048291713975693,0.00018458703308820752,0.044054066982032215,,0.06215739241863895,0.0026196656185251666,0.00018770879960524757,0.024811498170997277,0.08543600252762386,8.78122710599656e-05,0.010043931311066406,0.0005693699318498228,0.03102794232788114,0.023949689208002795,,,7.733924790602473e-05,0.002001757252442656,,,0.003985992331531604,,,0.0003851857073444592,3.323170808462001e-05,0.00020472746223040148,0.6157432699497244,0.00012054046841603072,0.00017673226572275183,0.005767111182721525,0.0008485162797606308,,6.414726681788771e-05,Control
2,,0.0024737545262313644,0.054213235147972653,0.005956124506853057,,,0.002279425614404273,,0.006301632455544044,0.22460179307812153,0.0052982691339058035,0.0011138640754222741,0.08260173355395037,,0.01630787219521951,0.0012480509180882525,0.0007528056944653127,0.0002560157259152897,0.10214564040541935,0.0009826637396153236,0.11782490439831105,,0.02306252684637955,0.01038933648159215,0.052782595379503146,0.0005373652686347471,,0.0002773332059090408,,,0.01070405251473661,,,0.00019886016361320375,,0.011047706769515098,0.17017116082741074,,,0.09647127737326629,,,,Control
3,,,0.0002414595707961972,,,0.03233737886220233,0.13274836230150724,,,0.052799612827738464,0.05881298140217287,,0.007518306150649011,0.02634388780876067,,,,,0.1457304758804068,,0.0166237800433037,,0.0027219649536288824,,,,,,0.004079390400370936,,0.004804396823948773,0.00232943622328775,,,,0.0028740802984892244,0.00710265672483736,0.2645551578191472,0.23617215021212454,0.002204521696628019,,,,Control
4,,,0.08320548446409078,0.0011628559694148082,,,,,,0.17312500328119632,0.0018819932389183397,0.0014203036792609415,0.012429979270916162,,0.009749696211702382,,,0.006595911286144143,0.21854079849577845,,0.08020142304978818,,0.03923896841611304,0.06783353410889371,,,,,,,0.000567697440182277,0.01918853693375134,,,,0.001037867630281666,0.256742000241496,,,0.02707794628207142,,,,Control
5,,,,,0.0036825923851835454,,,,,0.09070664851571301,0.015516598223380085,,,,,,,,0.028637808852433375,,,,0.045563134764714026,,0.058722576171255925,,,,,,,0.006379340454860614,,,,,0.667334023118508,,0.05277814904110584,0.030679128472845592,,,,Control
6,,0.0019359721583735907,0.0017099059040836134,,0.0006220553406516493,,,,0.0012350404760778505,0.12033062390612176,0.004861744813564802,0.0006536288398541602,0.04331700390225487,0.004043933777857584,0.04117804284719023,0.02565054037756853,,0.010849113576880207,0.04645598378660632,,0.014327250249028799,0.00015786749601255407,0.1031162928900154,0.013343420013878561,,0.006180598578434772,,0.0001144682861996483,,,0.02251190493139021,0.0075674214761334195,,,,,0.22771496501197042,,0.24291846597341216,0.059203755386438975,,,,Control
7,,0.0017536561155936502,0.012433432813063765,,,0.0025717733877591085,,,0.005197766624188975,0.11244868009172027,0.006577908226717395,0.00018894795748900984,0.022464762027441163,,0.001905690761967416,0.002211293545384424,,0.0015386388167235483,0.0305896337345164,0.0004899502688975889,0.01312164151851504,0.0008789092237053998,0.007967360308310491,3.7132381210883664e-05,0.011759463663829054,0.005856072261585469,0.0,0.0003167753582946182,0.0037921033555185614,0.2374577441169274,0.009880937593720926,0.0011281014574952538,2.606934138109237e-05,0.0002771236709838811,,1.3472810881825046e-05,0.0238366885013831,0.0124964154655601,0.43627261871353723,0.0344202934268675,,8.894245882960927e-05,,Control
8,,,0.0012671839921628834,,,,0.0018432771505243243,,,0.06047682555796721,0.021084648031284996,,0.03206948711940666,,0.014013245120909758,,,,0.039607208114557375,,0.0016827825781635182,,0.023861766567172753,,,,,,0.005093141588854084,,0.009151002794795034,0.006210677950968406,,,,,0.09386491921086884,,0.6495570882106492,0.040216746011714884,,,,Control
9,,0.0028007525746850835,0.0017555877130787441,0.0003265775708623759,0.00043341509047306755,,,2.822563291024821e-05,0.002418306912235894,0.12013272579019232,0.005248451468298591,0.0010854038837304538,0.05563867084328278,0.004179959637344939,0.049841335786241926,0.0323725848859667,0.0006697172899613439,0.011813243816866027,0.044912230528308034,,0.013112322739817868,0.001057061615973469,0.09831512799449767,0.014821606418742198,,0.00695866822599681,,0.0005117937074800378,,,0.014101386240143919,0.008109154354206267,,,,,0.20003692659247682,,0.2473346896410878,0.05917678891903642,0.002807284126102331,,,Control
