,taxa1017280,taxa102106,taxa1263,taxa1301,taxa1348911,taxa1485,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa447020,taxa459786,taxa52225,taxa561,taxa572511,taxa577309,taxa61170,taxa724,taxa816,taxa830,taxa838,taxa841,taxa906,taxa946234,condition
0,,,,,,,,,,,,,,,,,0.6664687334125067,,,,,,,,,,,0.23701190519523796,0.016303193478722607,,,,0.068805272477891,,,0.011410895435641825,,,Control
1,,,0.0770510524646194,0.03677629626597628,,,0.000861107415859112,0.18898416954043573,0.02247863860094348,0.0036283167729193743,0.004433040328274818,0.014013487101296523,0.017113678458500047,0.000716003397357838,,,0.02862785628767025,0.002612997963631899,0.09453803096507474,,0.03824810945222721,0.038926864709433816,0.008001801008974347,,,,,,0.008121117853524758,,,,0.3424475302641139,0.04412359424086448,,0.028296306908302038,,,Control
2,,,0.1353989824305938,,,,0.0007790114146404188,0.0402830245234922,0.03392506199075917,,0.003420134876600595,0.011347957997459551,0.013718659261949404,0.00580180507359828,,0.0025744410405759283,0.23767939091798457,,0.007989292584219682,,0.030650781335525096,0.03299911032183065,,,,,,0.0014338892663456643,0.014635053841168122,,,,0.39277249434828465,,0.0041642846344586955,0.01848254267240556,0.011944081468107994,,Control
3,,0.00012146355029414651,0.005620423628610807,0.0019930975663695932,,0.00761905174989617,0.008828156697921865,0.00030917821248700755,0.0,,0.0039089019818879505,,0.007966870928726732,,0.0011594196990967944,0.0015072500960914845,,6.073155078379067e-05,0.0,0.0012035856112740536,0.004129742760938374,0.0039033826451363098,0.011511406939693327,0.0003699099876340808,,0.0008944096424198717,0.003445131858616407,,9.385789200463698e-05,0.00449965050493963,0.0,0.0,0.03938719862143768,8.833676034673505e-05,0.8850682771493604,0.0003202213732559417,0.005990342590776191,,Control
4,,,,,,,,0.10534956846264121,0.025076268997437916,,0.008810716959375079,,0.0029068251358961798,,,0.0040760640803307905,0.03379910567439698,,0.08995224486896186,,0.01580284592492149,0.0029603130180676103,0.018673738702353174,,,,,,0.01993178190413575,0.00834924281280966,,,0.3533649729727066,0.2057599775946345,,0.10518633289133106,,,Control
5,0.0004809396790028612,0.01448552768438359,0.14235263570553716,0.001663394256780367,0.003620106624959382,0.0009823861198808971,0.10263583306679645,0.11687834031940555,0.007415489950921502,0.0002749538470328195,0.18967530450245854,,0.07371762596992645,0.0035082886597096715,,0.002217280874791936,0.08352169457269674,0.000216698319516775,0.04642373805621403,0.00017915360125774805,0.019464589872414274,0.024103709122295286,,0.012301200461759226,0.0006726421942439254,0.008560603857821824,,0.0012121434718355946,0.026970370789801103,,,,0.07047694545150328,0.0001819082409126223,1.3569150892528754e-05,0.04550776935912288,,0.0002851562161249464,Control
6,,,0.0,0.0011799866850195015,,0.00037147904297790343,0.0010598071779537245,0.0022507222750999855,,,0.00356182348457774,,0.006872360643774785,0.0012783280827512878,8.740682069035824e-05,0.006315140427991501,,0.0001201839105762544,,0.0004916629535541577,0.020573421124943043,0.017339372942734743,4.370341034517912e-05,0.0007320318755842858,,0.004599785947931757,,,3.2777530236943865e-05,0.03267922186554065,,,0.2708632320846503,,0.6289247786385639,0.0006227730745019332,,,Control
7,,0.0021548304415826905,0.026309908011202237,0.00245575046460296,,0.0003386194275497345,0.012513051308777029,0.19325164903947542,0.00098288537062791,0.0003005824164125427,0.1319299101673831,,0.031854984007574985,0.00019885029195094078,,0.000445978328806779,0.06828228683912661,0.0068251677173359416,0.027960241645305545,,,,,0.012764118089389674,,0.002206146645957128,,,0.00765725546984599,,5.356691509261336e-05,0.020904601150428276,0.3614945259339268,,,0.06986138547899963,0.019253704838645427,,Control
8,,,0.001969349452400125,5.733024282542851e-05,,0.00063599158266657,0.004552142614186274,0.1659644807295562,0.0068641590735270975,0.00043093738081477294,0.06841550533322927,,0.07152913407673232,0.0001760351900512716,0.004108566290949667,0.008406817829766185,0.022845444540927323,0.0006447882865921649,0.003856191888670532,,0.04860583365048653,0.054684052728454446,0.04025887385203013,,0.0010353821631964512,0.0014130337627607818,3.073790796989464e-05,0.0003321514068457365,0.050865676555510025,0.00012325496649770253,0.0016220313146481904,0.0003958516766517681,0.39830363148160347,0.0007683465877079914,,0.041104267432741606,,0.0,Control
9,,0.008237281017811564,0.008100413880085693,,,0.0029598739315538757,0.049839170649323666,0.02690297291886263,0.01716154856585981,,0.06256655879601565,0.034733977580855904,0.00044813174961824383,0.02482778249426058,0.0003214494243836969,0.005432690597255543,0.3623184260697716,9.989487320257244e-05,0.018776748212600287,,0.008496086869474654,,,,,0.00039748672312029174,,0.012777754137231282,0.008159709021302303,0.00031070653997504027,,0.0005933699661041071,0.021123580142964074,0.2312050098116019,0.08183747969141415,0.012371896335350999,,,Control
10,,0.000971146730099106,0.015171679986346451,0.00012584099628276554,,0.1054280186988463,0.0,0.004998360147081187,0.00023127806105961943,0.00010513552884326896,,,0.03046447690601618,5.578414771320676e-05,0.00013810345758188486,0.014149774707427221,0.06172329997307283,3.005308138062851e-05,0.0043244273355189326,0.005614800107306589,0.0664830446847105,,0.05484667249569131,,,0.010291220389296963,2.5630554354716625e-05,0.015202537163549973,0.06490681584788437,,,,0.5411635246454868,5.236674046591122e-05,0.0,0.0031809025633871245,,0.0003151050505962219,Control
11,,0.0018697516412112527,0.025312937878022204,0.025442901494518496,,0.0003251193383548079,0.0022766765569399417,0.17611857560717512,0.009457376665474283,0.0021351465991697053,0.041780463692518706,,0.18698673046239922,,,0.007382585338043149,0.05911683203380232,0.005412521973419707,0.057957253746811106,0.0018144435002104024,0.01858626923876861,0.061536300331196926,,0.003744129818932081,0.00017170759363952176,0.00030083002167952957,,,0.03476779097812762,0.01059171929877689,,0.0006550755103332642,0.24702340207315102,0.00014699768273610002,,0.019086460924588093,,,Control
12,3.9893009391241825e-05,0.00016954528991277773,0.06997305084740588,1.0889163277711418e-05,0.00019671731416650627,0.0031568396717253097,0.00021279663938032311,0.0036168304942977934,0.0004382124960170596,7.398524955977758e-05,0.032108682398013566,0.0013040536284167673,0.09561346849057777,0.0018204238571187083,0.00041287229362313297,0.004469136498511185,0.5482632649599039,0.0005268523204552525,0.009622254925896192,0.0006522303499705838,0.01694628579290867,0.05926839273812895,0.0008666552754485088,,5.037510114455283e-05,0.0006783846954133113,2.9512685519030943e-05,7.59188393006796e-05,0.005983646105042974,,0.0005878112812342164,0.0,0.13687067632796648,4.579554649504801e-05,,0.005914545713776003,,0.0,Control
13,,0.0014268739872856208,0.04194856026538619,0.0019917182468573006,,,0.00034259472546959406,0.11009186633859719,0.0057853099347034065,0.0026852220688564224,0.05051513391413833,,0.014186981890766856,,,0.010031288683810542,0.0684808908571445,0.003615365682561363,0.27412161601100565,0.00027128300445554356,0.0097704519404303,0.00019314923539231625,,0.0006539572622140509,,,,0.00026957749244324933,0.018366019293391447,0.015115313397958735,,2.2811223164434695e-05,0.11982181236873551,,0.1988221947232098,0.05147000745202154,,,Control
14,5.0080002804480127e-05,0.0038505262156294682,0.05636796448993933,4.5280669202384134e-05,,0.0015753290882184285,0.008341450467121224,0.07401114947795769,0.0118663523311824,3.641233537242411e-05,0.14674692821782798,,0.0899578743709743,,0.0012301944022242192,0.008534988811292707,0.03867803816597013,0.0,0.062261650486652415,0.0014890454167198765,0.03138670275765535,0.024895604060820486,,0.0004300620240834732,6.499967030664819e-05,0.005332059631928672,,,0.019817178776428673,,0.001580545755177229,,0.32850708172972987,,,0.08283472430541122,,0.0001077763393688083,Control
15,0.0001232962267520525,0.003112472997420061,0.02285702178065177,0.0006165820308361642,,0.006701180193096824,0.006815900168397219,0.20199191007245415,0.014212563905685448,0.0004831960964939274,0.009995772412519711,,0.20918688055501464,0.0011640495646795658,0.000655931890437883,0.02181677292810377,0.09348658926515652,0.0,0.005669911180304082,0.007783099537992288,0.027926898050567587,0.08016494653968433,,0.030642946436769312,0.00045968707780879794,0.002860432101817255,,,0.021095964217861002,2.4013504064638704e-05,0.002485296773614203,,0.21976694793408189,5.0549435026823484e-05,1.5840840916589387e-05,0.00762832342355886,,0.0002050228582325455,Control
