,taxa1017280,taxa102106,taxa1263,taxa1301,taxa133925,taxa1348911,taxa1350,taxa1357,taxa135858,taxa1485,taxa1578,taxa1678,taxa1730,taxa189330,taxa191303,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa33024,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa447020,taxa459786,taxa52225,taxa561,taxa572511,taxa577309,taxa577310,taxa61170,taxa644652,taxa724,taxa816,taxa830,taxa838,taxa841,taxa84111,taxa846,taxa872,taxa904,taxa906,taxa946234,condition
0,,,0.02419543776134491,,,,,,,0.12359063795054909,,,0.023640184011715012,0.006403200466608755,,,,,0.042512031979770805,,,,0.050431621990004546,,0.027236552323219032,,,0.04103554157468007,0.02639100177734547,,,,,,,0.18501530615420314,0.2453841475721319,,,,,0.17030486053750696,,,0.033859475900920324,,,,,,,Control
1,,,0.02711953966677912,,,,,,,,,,0.04955784976652645,0.01231727263097235,,,,,0.0064514537961278574,,,,0.021169746522454232,,0.01601536802703661,0.00032153731882828885,,0.09688907961451317,,,,,,,,0.009154968708903838,,0.0018384858734816212,,,,0.39506218573369095,,0.20413249335437514,0.15494977045981506,,,,0.005020248526495404,,,Control
2,,,,,,,,,,,,,0.07296782703217296,0.05126274873725126,,,,,,,,,0.20803679196320798,,,,,,,,,,,,,,,,,,,0.006390193609806389,0.2397337602662397,0.37312662687337317,0.04848205151794847,,,,,,,Control
3,,,,,,,,,,,,,,,,,,,,,,,0.6664687334125067,,,,,,,,,,,,0.23701190519523796,0.016303193478722614,,,,,,0.068805272477891,,,0.011410895435641825,,,,,,,Control
4,8.118340015015907e-05,0.006115346100144862,0.0771470944501376,0.00025019797267120987,,0.004647497849042791,,,,0.01856340030728824,,0.004124036148570861,0.1535675672517848,0.009885539463693997,,0.00032261840034858506,0.01471957783020341,,0.12839265529951338,0.0026237548269373375,0.0006376825140827013,0.014104054556856482,0.02425046871830348,2.8202670027350546e-05,,0.005881465386560905,0.006923956939357612,0.05341585703180194,0.03934121383083112,2.880701295650806e-05,0.0234763054260527,0.00041739951640478806,0.01418554012847122,,,0.01696148864973472,,,0.0007273267152410653,,,0.35365644595189955,,,0.020305720972049343,0.0,0.00012358812901271113,0.004594114223633879,,,0.0004998923262347885,Control
5,,,0.016259859550164932,,,,,,,,,,0.014555314835751575,0.007215682172101601,,,0.00415770230057924,,0.008248569534171607,,,0.002531716345562748,0.07217205250089907,,,0.011445730677125406,,0.02241710272289269,0.008125621067615545,0.18951699489498328,0.0004688474939004233,,,,,0.01502035463468123,,,,,,0.3517989504990636,,0.1982105637282384,0.07785493704226873,,,,,,,Control
6,7.573755911737253e-05,0.005646554407449413,0.015591798281375881,,,0.0004070767066348738,,,,0.0038346321598101024,0.008993607020009923,0.0035752791795929154,0.03610481429292449,0.005230758249564079,,2.6665298591524732e-05,0.058506909556782186,0.0003320488702937016,0.02195050880025826,0.008862206917444843,0.00028510577809645463,0.007176209768097069,0.07227968836275675,,0.05274264255745155,0.032706661640477565,7.25945011084856e-05,0.01810796830094193,0.004094999029707578,,0.0009200034958916176,1.6222234884577786e-05,0.00428307556540065,,0.002486361662965632,0.011416803355893729,0.009878529932963644,,0.00021200433214782597,,,0.12111824731729863,,0.4638525009515355,0.028292997084256057,,0.0,0.0008702215125895695,,,4.856531568570475e-05,Control
7,,0.0020588497386852325,0.05506931070566543,0.001949756235057041,,,,,,,,0.005461436758415211,0.018475857789301383,0.01130767789179277,,0.002906166164644804,0.040270035183411816,0.0014032795263182276,0.10318570186834483,0.0010388608014325663,,0.010296267074621876,0.1838008560156489,0.0223360118260991,,0.0041943979628074925,0.000445658568013038,0.02895670582427105,0.014251587784797373,0.05432684918282305,0.017768617018324183,,0.0001810487932552967,,0.0008398484155354396,0.009250140100884749,,,,,0.0008549862745032738,0.3572020029203958,,,0.05216808957495011,,,,,,,Control
8,,0.0013959404925611516,0.043991413392623614,0.00027891629103221405,,0.0007338801960442813,,,,0.00017228412579501078,,0.0015022590337829516,0.17479834498516245,0.007011378488361518,,,0.03980955077123281,0.001559234063247928,0.03327247633549992,,,0.020118457881444687,0.11427309166581813,0.002552272237354,,0.0051258709077554405,,0.022804856656052933,0.017613751953093556,,0.009923377471383377,,2.812162004785066e-05,,0.0018050107499858344,0.012839453566605482,,,,,,0.15881501974681342,,0.2978706811098192,0.030983021023054086,,0.0007213352354281398,,,,,Control
9,,,0.023331601312596626,,,,,,,,,,0.037285652418292216,0.008703604512762,,,,,0.006401131996405621,,,,0.05116779194598337,,0.01677582937686114,0.001366920914490924,,0.0812896289883383,,,,,,,,0.004367376421255219,,0.000984427437612199,,,,0.3614107649428853,,0.2651484042640561,0.1303422390180604,,,,0.011424626450400441,,,Control
