,taxa1017280,taxa102106,taxa1263,taxa1301,taxa1348911,taxa1485,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa33042,taxa35832,taxa375288,taxa397864,taxa40544,taxa447020,taxa459786,taxa561,taxa572511,taxa577309,taxa61170,taxa816,taxa830,taxa838,taxa841,taxa946234,condition
0,,,,6.450243154793413e-05,,0.0381876047523477,,0.08603815239052734,0.0070586857025574075,0.000863945112305457,,,,0.0004883267123372752,0.03199844829486227,0.030746918783803236,7.134014513958792e-05,0.0018129057969338096,0.009055412033213509,0.39017589220481275,0.08983661625258424,,,0.013162826587719946,0.0003892938271514895,0.012745953982415452,,0.0037386338681299077,0.26345482544855686,,9.265101916690894e-05,0.019647714158044404,0.0003693504958424992,Control
1,,,0.11633392481289039,,,,,0.07284091506778023,0.083695164723827,,,0.0010906846122117919,0.0062566725999171355,,,0.1139087202172511,,,,0.014589406148988257,0.022446810670254298,,,,0.007266501679857305,,,,0.4815298743313559,,,0.0800413251356666,,Control
2,,,0.06625822371437344,0.008655922573835703,,,,0.04762542775828446,0.0008063787090993391,,0.0057884506719534925,,,,,0.030721356727053912,0.0004054008279324839,0.0002874915397658514,,0.001279741889771968,0.0022411394891690664,,,,,0.041517661905202674,0.0017648636362361456,,0.009435547848840509,0.10601792609536431,0.6124724078241713,0.06472205878894542,,Control
3,,,0.09259980830057836,0.0030266470145867996,,,,0.08796808439809395,0.06789131850712059,,0.005302705002281688,,0.003146997417545345,,,0.33369743930778867,,0.018542905525927394,,0.03570487298781579,,,,,,0.04440289472530683,0.0019841254506101267,,0.23172531577351027,,,0.07400688558883421,,Control
4,,,0.03944520460038156,,,0.0004942342957705117,,0.11253075368554777,0.02140260734694943,,0.0022875738795434418,,,,,0.008863261119727824,0.022420660385772485,,,0.02733135233553984,,0.0008644749521971889,,,,,0.0010441569628954473,,0.6105849236786519,,,0.1527307967570225,,Control
5,,,0.0076953218963007435,,,,,0.28954325353179006,0.013359543117597097,0.00016347624009375948,0.0021112430399961232,0.005401926371861755,,,0.003019050360256479,0.09231088381780261,,,,0.07575273834522564,0.012400198819259462,,,,,0.007390118966494463,,,0.43231604933601814,,,0.05853619615730363,,Control
6,,,0.0428337583675388,,0.008498966105154219,0.0001211192865197842,,0.10908879126044461,0.003644195860709728,4.453066534174194e-05,0.0041265083216680855,0.007515683659101265,,,,0.04440397972205443,,0.02102280341154375,,0.04734052970875707,0.01875575960862493,0.0020366594579216135,,,,0.01047398357725555,,,0.5865451419311878,,,0.09354758905617667,,Control
7,0.00021247693922385412,0.0005339425289604236,0.018908614136989157,0.00045164081904054134,0.00023549697194896966,0.0013498295295275716,0.00540054042073286,0.11681342446821688,0.008861490296546913,0.00016378855142471592,0.03076556072725376,0.05993978529846999,0.0003076128266807476,0.0008727240725167698,0.006309322420615518,0.09972502265334192,8.719092041017217e-05,0.005336267674495923,0.003305615584195465,0.038263165014113525,0.049547972118462326,,0.0006092159988005137,0.003415317244571347,,0.007657420354761112,0.012476042868597577,0.0002643229421313046,0.09679129264206418,,0.4111428773981578,0.02018306833812476,6.89582396234656e-05,Control
8,,,0.0005842833917958412,,,0.137898433527055,,0.05421664321800201,0.07304794047927207,,0.007224073382109576,,,,,0.17576301854072013,,0.013573502041431143,,0.006068238905116586,,,,,,0.011263343700092457,0.002736366909684678,,0.004802129704870529,0.2588531881965475,0.2510282146835218,0.00294062331978062,,Control
9,,,0.03127800852031107,,,,0.007358167613222922,0.1931522762213948,0.006520408620035197,,0.02942213197268506,0.03471124463867366,,,0.002025696628669925,0.211262403540287,,0.013038006978681961,0.0010129988640522002,0.020404003177201233,0.014157193576625695,,,,,0.004963222711408438,0.010807161268656372,,0.16803255406792364,0.2354085708556222,,0.016445950744548646,,Control
