,taxa100883,taxa1017280,taxa102106,taxa117563,taxa1263,taxa1301,taxa1348911,taxa135858,taxa1485,taxa1578,taxa1678,taxa1730,taxa189330,taxa191303,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa33024,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa447020,taxa459786,taxa52225,taxa561,taxa572511,taxa577309,taxa577310,taxa61170,taxa644652,taxa674963,taxa724,taxa816,taxa830,taxa838,taxa841,taxa84111,taxa846,taxa872,taxa904,taxa906,taxa946234,condition
0,,,,,0.08471881086925322,0.03980519375195947,,,,,,0.2039417047199483,0.04137040678703146,,0.005596352633760681,,0.02376666201972125,0.014742177681809342,,,,0.02492412099331846,,,0.0023483841667414356,,0.04807740674986957,0.03729379008632027,0.0019915480343934188,,,,,,0.0016782385188795672,,,,,,,0.37678240982650335,0.06788140146672379,,0.025081391693766435,,,,,,,Control
1,,0.00012151292007176883,0.002523999804296023,,0.03714886575910283,4.120611398473349e-05,,,0.02602161085226675,,,0.09465074459748744,0.00718269688100797,,0.002527208066212109,0.029578771251727445,,0.06614513695669087,9.925560302892005e-05,0.0003070908202803861,0.02161666724148026,0.07116205652797082,,,0.0006740357769327571,0.003916485734062357,0.09831117092737214,0.04577076888403016,,,0.00031471044233109097,0.010637794448263167,,,0.014387751337243668,,0.00015439760471165347,0.0005313683798517943,,,,0.4180365276660456,,,0.04764068429018408,,,0.0001741484671325598,,,0.000323332646230573,Control
2,,,,,0.017772392823790166,,,,,,,0.04212716453312613,0.02056225395519429,,,,0.015204260491216268,0.025581771620141663,,,,0.23351210071092995,,,0.012062348328200051,,0.036475342701718656,0.007606051979464997,0.08949718444648397,,,,,0.09895861876935792,,,,,,,,0.34004750929174393,0.008055140784714811,,0.052537859563917266,,,,,,,Control
3,,3.510834344249077e-05,0.0048243290156777365,,0.035574711007532005,,1.3278800385125453e-05,,0.00905402932623065,,0.0029801853137071325,0.017185986801476,0.006148486966203542,,0.0001303736765085044,0.027737200871129544,0.00028790853562294717,0.02601286816354292,0.005458190540122249,0.0010450013515203274,0.002903631017547432,0.19955924442418646,0.0,0.06890500295905995,0.01790424918594415,0.0008398841243591848,0.023602162311806955,0.007185239365969474,,0.003149791809535325,,0.00815871626996083,0.00724942023449758,0.0003732147684001168,0.017515743677706613,0.03720287300929909,2.695998866070925e-05,0.0006075051176194893,,,,0.13987003072332144,0.13087364346239894,0.17153594576294104,0.022807245034206496,,3.923281931968883e-05,0.0017450556839452365,0.0013954812041095475,,6.206833210320002e-05,Control
4,,,,,,,0.010028331263661941,,,,,0.19378110282215863,0.015053092997011401,,,0.0007348973915712481,,0.018804815993424196,,,,0.04777425623402298,,,,,0.03501825743444579,0.028623535277284406,,,,,,0.024017194007688654,0.006737111826133141,0.008750270677664382,,,,,,0.264331051539036,0.33082937243358407,,0.015516710102313147,,,,,,,Control
5,0.0002090589725409236,,,,0.03607147631152377,0.0005112129376944559,,,0.007523289685611127,,,0.09775429580266047,0.0045107559627089785,,0.0013160798629560753,0.0018909414423389347,,0.003685853375993776,,,0.008821458881510211,0.0014010796388197618,0.004391553896081095,,,5.69700878705421e-05,0.00015026746090187392,,0.07516034347599905,,,,,0.0003828025620146728,0.0018068523783595024,,3.926180123227412e-05,0.0002246422647825994,,,0.0001240591966772373,0.7339862193101478,,,0.01998152469157477,,,,,,,Control
6,,,0.0017865251987873069,,0.056311846117225665,9.680628113463087e-05,0.0018393193415579862,,0.00022802576558399865,0.006021289416775853,0.02168869162736975,0.01330637053747807,0.005134204855366004,,0.0006377164827908964,0.02776563444416498,,0.13041480776651876,0.0,,0.005416862857666275,0.11218500047943612,3.788515854530386e-05,,0.012699799535431967,0.004938141501169282,0.06659710502245897,0.024446955825394547,,0.0015820883055051014,,0.0019939234656485253,,,0.003045108969867819,,,0.0008209131793684573,,,,0.16231697051891333,,0.3354082350489183,0.002652063214501581,,,0.00044012138363951374,,,0.00018758769878092496,Control
7,,,,,0.052153913003418,,0.0004742110307217373,,,,,0.24090677368010904,0.022920668441812845,,,0.0018040566509692183,0.006240876709674057,0.008598630162763068,,,0.007183134568437683,0.0869658691341934,0.0017065108471582702,,0.0056039090994229645,,0.04046918017618372,0.013173766278091192,,,,,,,0.007309338507514595,,,,,,,0.23656047007128198,,0.22446349267184448,0.0434651989664038,,,,,,,Control
8,,,,,0.08754128659279385,0.0016900815894239345,0.001131639867882903,,0.034427053026846226,,0.0009370853026008985,0.0596329103855927,0.014128805797077178,,0.002313305062395607,0.0077694146408851346,0.06500749333344498,0.011988286956994963,0.008732559161751346,,0.0023317244295228967,0.2559538511129065,0.0006894704013328922,,0.011665215443802092,0.00013730800949434652,0.060787679117879766,0.04826564913617354,,0.0006308633241096956,,,0.0015957869883916126,,0.006316901025205228,0.02671415235328346,6.164208657939794e-05,,,,0.0004189359466508148,0.1072415323238962,0.10561204626610124,0.06684189485053102,0.009377550977691631,,5.787448875790673e-05,,,,,Control
9,0.015858205891240658,,,,0.056718403065179404,0.0002785742908570152,0.0017584873806051528,,0.09251992103845598,,,0.061159989916308645,0.001860925531775124,,,0.0005245079684153825,,0.027820580091442986,,,0.0012714442670765838,0.09532680849526363,0.003504041688016502,0.018312307851483977,0.001879709280937553,,0.03643544384664906,0.05565029544887207,,,,,,,0.13804721269691117,0.18055493969492728,,0.00013867128480023124,,,,0.18713746337682133,,,0.023242066893960293,,,,,,,Control
