,taxa1017280,taxa102106,taxa1263,taxa1301,taxa1348911,taxa135858,taxa1485,taxa1578,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa33024,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa447020,taxa459786,taxa52225,taxa561,taxa572511,taxa577309,taxa577310,taxa61170,taxa724,taxa816,taxa830,taxa838,taxa841,taxa846,taxa872,condition
0,3.192231187186633e-05,0.010047236730060789,0.08341745760758443,0.000668917535133199,8.737178216877701e-05,,0.0010311528597831108,,0.004251056960183343,0.10803111471883907,0.0166355665961612,0.00010043090975272232,0.029514768422283268,0.0036341686476464977,0.01450475227871412,0.0011500323783448986,0.0014964101909285912,0.0022633748268110947,0.5339120668826329,0.0,0.01298004731135365,0.07002926073729764,0.008300630237642959,0.014930210363889479,0.00013753541511028124,,0.000603310965604331,,0.004822445613915808,2.611825516789063e-05,,0.027441372808657664,0.0023143676107103095,,0.0006577239972041032,,0.03546278646129151,6.933774883856683e-05,0.0016048216786492804,0.008222586403748426,0.0001996180930688784,0.0014200246589494824,Control
1,,0.000930510361635298,0.014492905640137372,0.002198792151963053,0.002779932484040074,,0.0002826024315306855,,0.003839742030979561,0.2043451586280126,0.013585289908037215,,0.06405029798822773,,0.025432907691576863,,0.00039243613886006334,0.0042172512748123074,0.11307627270186585,0.0016945051577969474,,0.10981656157157613,0.00029773104135566864,0.005699048178469992,0.008021894930997905,0.08055329158711119,,,1.6137183813315373e-05,,0.0005096324363042664,0.015267692177974175,,0.0019160888630335344,,0.0037083248402998725,0.22628971146614485,0.02629786074397057,0.0011067082373969349,0.06918071215207604,,,Control
2,,0.0017868603918162508,0.0563224115087904,9.682444420930586e-05,0.001839664439976811,,0.0002280685484381645,0.00602241914852502,0.021692760922471403,0.013308867117233975,0.0051351681497420676,0.0006378361330032859,0.027770843912867806,,0.13043927657024124,0.0,,0.005417879185154893,0.11220604895394871,3.789226666840978e-05,,0.01270218230858073,0.004939068009571321,0.06660960016407047,0.02445154263400891,,0.001582385141492379,,0.001994297571340618,,,0.0030456803020269003,,,0.0008210672014753267,,0.1623474248987531,,0.3354711653128267,0.0026525608022783575,,0.0004402039604874559,Control
3,,,0.07589884874302147,,0.011011870641888879,,0.00022577599590935214,,,0.06665095963825289,0.011994412470377558,0.00010641862801413712,0.004271088064774742,,0.008146591710239627,0.0009519502341962068,,0.0030047966616847505,0.0034761078144071164,,,0.010111976268144451,,0.03298626417356205,,0.08218797902800774,0.00406416852698665,,,,,0.00539776143752008,,,,,0.6736018312429245,,,0.005911198720087815,,,Control
4,,0.004449383196983415,0.00786742460201277,,,,0.000625297684606443,,0.006320053489270655,0.1894858846677028,0.0196837689577283,0.0013653937158299547,0.03841136292672905,,0.052373647829599516,,,0.0018609416188451163,0.045516571566323584,,,,,0.05745662368538739,0.05686040961401847,,0.013406931259958446,0.00010496726608607991,0.0052894285469386485,,,0.021459712692815908,,,0.001255101281122922,,0.462414089413063,,,0.01379300598497749,,,Control
5,,0.0020588497386852325,0.05506931070566543,0.001949756235057041,,,,,0.00546143675841521,0.018475857789301383,0.011307677891792768,0.0029061661646448034,0.04027003518341181,0.0014032795263182276,0.10318570186834483,0.0010388608014325663,,0.010296267074621874,0.1838008560156489,0.0223360118260991,,0.004194397962807491,0.000445658568013038,0.02895670582427105,0.014251587784797369,0.05432684918282305,0.017768617018324176,,0.00018104879325529663,,0.0008398484155354397,0.009250140100884749,,,,0.0008549862745032737,0.3572020029203957,,,0.05216808957495011,,,Control
6,,,0.035553222603149616,,,,,,,0.3275813500706467,0.013554716745758208,,0.009758504998735304,0.0002693425954784061,0.014135322175259403,,,,0.10607845484025856,,,,,0.011340234579174472,0.012354319576812154,0.04638525023243456,,,,,,0.02524155271753516,,,,0.0006901650867597053,0.2952247987980435,0.08294982390462112,,0.018882941075333098,,,Control
7,,,0.1673469665306067,,,,,,,,,,,,,,,,0.25354194929161017,,,,,,,,,,,,0.11180197763960448,,,,,,0.42369391526121697,,,0.04361519127696174,,,Control
8,0.00011309550245471625,0.002231093287071935,0.015274640292352377,0.0014044789645890226,0.00040595545004003665,,0.0012695297452752915,,0.0032653682739017986,0.0869769874318972,0.003681797394694542,0.00021652300113770247,0.036325006462959816,,0.004750917478451681,0.0005062609891717351,0.00018379278003549166,0.01220847317949727,0.034948524425959755,0.00027020056374532826,,0.017829611705777265,0.0007226832819368154,0.020251648067340873,,0.09645737150543209,1.2085004714662461e-05,0.0001502568919523033,0.0007910642669472805,,,0.003370507814919362,0.007978620820992783,,4.662797652407268e-05,0.0030473346471747635,0.059932458922817206,0.032540385819818024,0.5244448929323972,0.028391805118019642,,,Control
9,,,,,0.010543936791836888,,,,,0.19986023404605924,0.018225243323042983,0.004236476881942854,0.000764765094029805,,0.012667943250746957,,,0.011479519885003711,0.03970576546731052,,,0.0014718500086731937,,0.030833813031338957,0.025667256486189085,,,,,,0.02463409334642726,0.00531123325197782,0.00552703120751709,,,,0.1791810959720925,0.4110183747884487,,0.01887136716736237,,,Control
10,,,0.0005594967732069755,,,0.02268446861755218,0.13204847112211393,,,0.051916650995935246,0.06994908217731555,,0.0069176119045208165,0.01791908529768535,,,,,0.16830675508403298,,,0.012997683487044262,,0.0058108105315580975,,,,,,0.00042755265882372397,,0.010785527270172362,0.002620284056976713,,,0.0013911476554863747,0.004598412537687249,0.24787205243874463,0.24037903194142798,0.0028158754497155506,,,Control
11,,,0.07238809754672659,0.00010751074093157042,,,,,,0.16367090353649486,0.000999647040209017,0.003414784552532182,0.014557360023043812,,0.01007659633165238,0.00038135885462519314,,0.0021708041397720773,0.20646017842725986,0.00035458259461959465,,0.06983147184232841,,0.0819679131150933,0.0649103198140267,,,,,,,0.02213575158121929,0.019536932982266813,,,0.0010345373183981304,0.24941071942942225,,,0.016590530129378018,,,Control
12,,,0.03587841744564904,,,0.05170224487312727,,,,0.17668305525050304,0.010920071202933222,,0.016572494078224604,0.0066526092666157844,,,,,0.2010700288642938,,0.001408531222924541,0.00155646576824601,,0.005340116612946062,,,,,,0.0048103021162496755,,0.01373351540343901,,,,,0.0017638429156358543,0.34605105220125265,0.11360773485746235,0.012249517920497227,,,Control
13,,0.0007086486159090499,0.033599869087555134,0.0026567150539748186,0.0013972140726627824,0.02770806524795264,,,0.0020484822338423547,0.07045087223604195,0.02065207573794984,0.0010180780310428262,0.09025361098389416,0.01488055833307654,0.005390362421327679,0.08856481919312455,,0.020382918901228047,0.13905196862776767,0.002152617133166221,0.1093257052748577,0.020918469812036503,,0.002054432799518005,0.01956152831778571,,0.006435749298417681,,0.0003027350287486705,,0.00329948240704632,0.023634903042970525,,,,0.0027835896149877746,0.20833567991057156,,0.04763980375884483,0.034791044823698554,,,Control
14,,,,,0.007392025442123673,,,,,0.1981792919906869,0.004048643660627943,,,,0.014900303947455222,,,,0.04909419153034084,,,,,0.033571088949281486,0.033428789568278765,,,,,,0.024236048425635853,0.007004548753075276,0.008827288174046523,,,,0.2708666203263453,0.3329644611569955,,0.015486698075106718,,,Control
15,,,,,,,0.02330477703625871,,0.00106458399383281,0.13476344354281847,0.008114533641345352,0.0001135649811705653,0.03236752314174664,,0.01989241497185383,0.00029208151379614053,,0.00034109587901450466,0.15600099712659551,,,0.04472636001582493,,0.019662678928744442,0.014632141175003636,0.07176013792983167,,,0.00021680587314380642,,,0.027485531991796455,,0.000344203129161272,0.002334046029600868,,0.38563279700525244,,,0.05695028209320809,,,Control
16,,,,,6.850862301620156e-05,,,,,0.17974899291817445,0.006702393170379423,,,,,,,,0.006324176926153884,0.0016240394731281507,,0.002549209916197536,,0.07786724549021212,0.0045936247861765814,0.04534946542498503,,,,,,0.008957401115251468,,,,,0.658711423741947,,,0.0075035184143780525,,,Control
17,,,0.08471881086925323,0.03980519375195947,,,,,,0.2039417047199483,0.04137040678703145,0.005596352633760682,,0.023766662019721253,0.014742177681809344,,,,0.02492412099331846,,,0.002348384166741435,,0.048077406749869565,0.037293790086320264,0.0019915480343934183,,,,,,0.0016782385188795676,,,,,0.37678240982650335,0.06788140146672379,,0.02508139169376644,,,Control
18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.874337,,,0.12566300000000002,,,Control
19,,,0.007951713280328492,,0.000528403323742451,,,,0.00010605355210854092,0.29111096853653223,0.010590439716452063,7.512583577492298e-05,0.01140432121613922,,0.012569923234556565,,,0.007552394786815361,0.11270081766520967,,,0.0007947984406727985,,0.07647821049162457,0.015580220957695378,0.0014003017097433815,,,,,,0.010861112070747699,,,,,0.38278751946005907,,,0.057507675721797505,,,Control
20,,,,,,,,,,,,,,,,,,,0.22975706892712067,,,,,0.03976281192884359,0.01099290329787099,,,,,,,,,,,,0.49207814762344426,,,0.22740906822272047,,,Control
21,,0.00011550724480547497,0.1293885104428318,,0.00022414417021731576,,0.0002942428977804897,,,0.2619599110422457,0.0340009959816146,0.037604371154835205,,,0.00036337548667893374,,,0.006150868134632068,0.046292104725566705,,0.006650683870518955,0.024545718916125534,,0.0049993381950146605,0.012627217650537554,,,,,,0.00044012983615469083,0.12363032400104217,,7.772048814048686e-05,0.0009911509212722587,,0.26566344259037666,,,0.043980242249608795,,,Control
22,,0.007031033316935012,0.006914208675009685,,,0.13830203659528928,0.00252643708302326,,0.04254084188290837,0.02296336600731601,0.014648452502208772,,0.05340446179625807,0.029647617104794802,0.0003825084096474527,0.021192061497634744,0.00027437714066865854,0.004637140399521223,0.30926138364438344,8.526650725640603e-05,0.004447910678808333,0.0160271261816884,,0.007251940259617461,,,,,0.00033927971951606256,,0.010906610428879816,0.006964820777780596,0.00026520741851957576,,,0.0005064782896110264,0.018030293665710753,0.19734790199734412,0.06985339519680427,0.010560185471325503,0.001297337053144256,0.0023903202983946675,Control
23,,,,,,,,,,,,,,,,,,,0.6664687334125067,,,,,,,,,,,,0.23701190519523793,0.01630319347872261,,,,,0.06880527247789102,,,0.011410895435641824,,,Control
